id	license	institutionID	institutionCode	basisOfRecord	occurrenceID	recordedBy	recordedByID	individualCount	occurrenceStatus	occurrenceRemarks	eventID	eventDate	habitat	sampleSizeValue	sampleSizeUnit	samplingEffort	continent	country	countryCode	stateProvince	locality	verbatimElevation	locationRemarks	decimalLatitude	decimalLongitude	geodeticDatum	verbatimIdentification	identifiedBy	identifiedByID	identificationReferences	identificationRemarks	scientificName	kingdom	phylum	class	order	family	genus
urn:ncf:bvu:atr:frogs:Iyerpadi-Akkamalai:64	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	HumanObservation	urn:ncf:bvu:atr:frogs:Iyerpadi-Akkamalai:64	Vijay Karthick	https://orcid.org/0000-0001-6023-3955	2	present	Arboreal	urn:ncf:bvu:atr:frogs:Iyerpadi-Akkamalai	2018-06-20/2018-09-22	habitat:rainforest_stream	45	minutes	2 transects of c.25 m length	Asia	India	IN	Tamil Nadu	Iyerpadi-Akkamalai	1378	terrain:slope_low	10.36119	77.001215	WGS84	Raorchestes ochlandrae	Vijay Karthick	https://orcid.org/0000-0001-6023-3955	Peer-reviewed publications of checklists and species descriptions from the Western Ghats	Identified by direct observation or examination of field-collected specimens and using references listed in identificationReferences	Raorchestes ochlandrae	Animalia	Chordata	Amphibia	Anura	Rhacophoridae	Raorchestes
urn:ncf:bvu:atr:frogs:Iyerpadi-Akkamalai:65	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	HumanObservation	urn:ncf:bvu:atr:frogs:Iyerpadi-Akkamalai:65	Vijay Karthick	https://orcid.org/0000-0001-6023-3955	2	present	Arboreal	urn:ncf:bvu:atr:frogs:Iyerpadi-Akkamalai	2018-06-20/2018-09-22	habitat:rainforest	45	minutes	1 transects of c.25 m length	Asia	India	IN	Tamil Nadu	Iyerpadi-Akkamalai	1378	terrain:slope_low	10.36119	77.001215	WGS84	Raorchestes sp3	Vijay Karthick	https://orcid.org/0000-0001-6023-3955	Peer-reviewed publications of checklists and species descriptions from the Western Ghats	Identified by direct observation or examination of field-collected specimens and using references listed in identificationReferences	Raorchestes	Animalia	Chordata	Amphibia	Anura	Rhacophoridae	Raorchestes
urn:ncf:bvu:atr:frogs:Iyerpadi-Akkamalai:66	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	HumanObservation	urn:ncf:bvu:atr:frogs:Iyerpadi-Akkamalai:66	Vijay Karthick	https://orcid.org/0000-0001-6023-3955	4	present	Arboreal	urn:ncf:bvu:atr:frogs:Iyerpadi-Akkamalai	2018-06-20/2018-09-22	habitat:rainforest_stream	45	minutes	3 transects of c.25 m length	Asia	India	IN	Tamil Nadu	Iyerpadi-Akkamalai	1378	terrain:slope_low	10.36119	77.001215	WGS84	Raorchestes sushili	Vijay Karthick	https://orcid.org/0000-0001-6023-3955	Peer-reviewed publications of checklists and species descriptions from the Western Ghats	Identified by direct observation or examination of field-collected specimens and using references listed in identificationReferences	Raorchestes sushili	Animalia	Chordata	Amphibia	Anura	Rhacophoridae	Raorchestes
urn:ncf:bvu:atr:frogs:Iyerpadi-Akkamalai:67	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	HumanObservation	urn:ncf:bvu:atr:frogs:Iyerpadi-Akkamalai:67	Vijay Karthick	https://orcid.org/0000-0001-6023-3955	6	present	Terrestrial_LeafLitter	urn:ncf:bvu:atr:frogs:Iyerpadi-Akkamalai	2018-06-20/2018-09-22	habitat:rainforest_stream	45	minutes	4 transects of c.25 m length	Asia	India	IN	Tamil Nadu	Iyerpadi-Akkamalai	1378	terrain:slope_low	10.36119	77.001215	WGS84	Sallywalkerana phrynoderma	Vijay Karthick	https://orcid.org/0000-0001-6023-3955	Peer-reviewed publications of checklists and species descriptions from the Western Ghats	Identified by direct observation or examination of field-collected specimens and using references listed in identificationReferences	Walkerana phrynoderma	Animalia	Chordata	Amphibia	Anura	Ranixalidae	Walkerana
urn:ncf:bvu:atr:frogs:Iyerpadi-Akkamalai:68	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	HumanObservation	urn:ncf:bvu:atr:frogs:Iyerpadi-Akkamalai:68	Vijay Karthick	https://orcid.org/0000-0001-6023-3955	2	present	Arboreal	urn:ncf:bvu:atr:frogs:Iyerpadi-Akkamalai	2018-06-20/2018-09-22	habitat:rainforest	45	minutes	2 transects of c.25 m length	Asia	India	IN	Tamil Nadu	Iyerpadi-Akkamalai	1378	terrain:slope_low	10.36119	77.001215	WGS84	Uperodon montanus	Vijay Karthick	https://orcid.org/0000-0001-6023-3955	Peer-reviewed publications of checklists and species descriptions from the Western Ghats	Identified by direct observation or examination of field-collected specimens and using references listed in identificationReferences	Uperodon montanus	Animalia	Chordata	Amphibia	Anura	Microhylidae	Uperodon
urn:ncf:bvu:atr:frogs:Manamboli:69	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	HumanObservation	urn:ncf:bvu:atr:frogs:Manamboli:69	Vijay Karthick	https://orcid.org/0000-0001-6023-3955	1	present	Terrestrial_LeafLitter	urn:ncf:bvu:atr:frogs:Manamboli	2018-06-20/2018-09-22	habitat:rainforest	47.5	minutes	1 transects of c.25 m length	Asia	India	IN	Tamil Nadu	Manamboli	983	terrain:slope_low	10.349174999999999	76.89280500000001	WGS84	Duttaphrynus parietalis	Vijay Karthick	https://orcid.org/0000-0001-6023-3955	Peer-reviewed publications of checklists and species descriptions from the Western Ghats	Identified by direct observation or examination of field-collected specimens and using references listed in identificationReferences	Duttaphrynus parietalis	Animalia	Chordata	Amphibia	Anura	Bufonidae	Duttaphrynus
urn:ncf:bvu:atr:frogs:Manamboli:70	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	HumanObservation	urn:ncf:bvu:atr:frogs:Manamboli:70	Vijay Karthick	https://orcid.org/0000-0001-6023-3955	3	present	Terrestrial_LeafLitter	urn:ncf:bvu:atr:frogs:Manamboli	2018-06-20/2018-09-22	habitat:rainforest_stream	47.5	minutes	3 transects of c.25 m length	Asia	India	IN	Tamil Nadu	Manamboli	983	terrain:slope_low	10.349174999999999	76.89280500000001	WGS84	Indirana brachytarsus	Vijay Karthick	https://orcid.org/0000-0001-6023-3955	Peer-reviewed publications of checklists and species descriptions from the Western Ghats	Identified by direct observation or examination of field-collected specimens and using references listed in identificationReferences	Indirana brachytarsus	Animalia	Chordata	Amphibia	Anura	Ranixalidae	Indirana
urn:ncf:bvu:atr:frogs:Manamboli:71	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	HumanObservation	urn:ncf:bvu:atr:frogs:Manamboli:71	Vijay Karthick	https://orcid.org/0000-0001-6023-3955	1	present	Terrestrial_LeafLitter	urn:ncf:bvu:atr:frogs:Manamboli	2018-06-20/2018-09-22	habitat:rainforest	47.5	minutes	1 transects of c.25 m length	Asia	India	IN	Tamil Nadu	Manamboli	983	terrain:slope_low	10.349174999999999	76.89280500000001	WGS84	Indirana semipalmata	Vijay Karthick	https://orcid.org/0000-0001-6023-3955	Peer-reviewed publications of checklists and species descriptions from the Western Ghats	Identified by direct observation or examination of field-collected specimens and using references listed in identificationReferences	Indirana semipalmata	Animalia	Chordata	Amphibia	Anura	Ranixalidae	Indirana
urn:ncf:bvu:atr:frogs:Manamboli:72	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	HumanObservation	urn:ncf:bvu:atr:frogs:Manamboli:72	Vijay Karthick	https://orcid.org/0000-0001-6023-3955	101	present	SemiAquatic	urn:ncf:bvu:atr:frogs:Manamboli	2018-06-20/2018-09-22	habitat:rainforest_stream	47.5	minutes	8 transects of c.25 m length	Asia	India	IN	Tamil Nadu	Manamboli	983	terrain:slope_low	10.349174999999999	76.89280500000001	WGS84	Micrixalus nelliyampathi	Vijay Karthick	https://orcid.org/0000-0001-6023-3955	Peer-reviewed publications of checklists and species descriptions from the Western Ghats	Identified by direct observation or examination of field-collected specimens and using references listed in identificationReferences	Micrixalus nelliyampathi	Animalia	Chordata	Amphibia	Anura	Micrixalidae	Micrixalus
urn:ncf:bvu:atr:frogs:Manamboli:73	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	HumanObservation	urn:ncf:bvu:atr:frogs:Manamboli:73	Vijay Karthick	https://orcid.org/0000-0001-6023-3955	5	present	Aquatic	urn:ncf:bvu:atr:frogs:Manamboli	2018-06-20/2018-09-22	habitat:stream	47.5	minutes	4 transects of c.25 m length	Asia	India	IN	Tamil Nadu	Manamboli	983	terrain:slope_low	10.349174999999999	76.89280500000001	WGS84	Nyctibatrachus acanthodermis	Vijay Karthick	https://orcid.org/0000-0001-6023-3955	Peer-reviewed publications of checklists and species descriptions from the Western Ghats	Identified by direct observation or examination of field-collected specimens and using references listed in identificationReferences	Nyctibatrachus acanthodermis	Animalia	Chordata	Amphibia	Anura	Nyctibatrachidae	Nyctibatrachus
urn:ncf:bvu:atr:frogs:Manamboli:74	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	HumanObservation	urn:ncf:bvu:atr:frogs:Manamboli:74	Vijay Karthick	https://orcid.org/0000-0001-6023-3955	1	present	SemiAquatic	urn:ncf:bvu:atr:frogs:Manamboli	2018-06-20/2018-09-22	habitat:stream	47.5	minutes	1 transects of c.25 m length	Asia	India	IN	Tamil Nadu	Manamboli	983	terrain:slope_low	10.349174999999999	76.89280500000001	WGS84	Nyctibatrachus anamallaiensis	Vijay Karthick	https://orcid.org/0000-0001-6023-3955	Peer-reviewed publications of checklists and species descriptions from the Western Ghats	Identified by direct observation or examination of field-collected specimens and using references listed in identificationReferences	Nyctibatrachus anamallaiensis	Animalia	Chordata	Amphibia	Anura	Nyctibatrachidae	Nyctibatrachus
urn:ncf:bvu:atr:frogs:Manamboli:75	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	HumanObservation	urn:ncf:bvu:atr:frogs:Manamboli:75	Vijay Karthick	https://orcid.org/0000-0001-6023-3955	17	present	Aquatic	urn:ncf:bvu:atr:frogs:Manamboli	2018-06-20/2018-09-22	habitat:stream	47.5	minutes	5 transects of c.25 m length	Asia	India	IN	Tamil Nadu	Manamboli	983	terrain:slope_low	10.349174999999999	76.89280500000001	WGS84	Nyctibatrachus cf deveni	Vijay Karthick	https://orcid.org/0000-0001-6023-3955	Peer-reviewed publications of checklists and species descriptions from the Western Ghats	Identified by direct observation or examination of field-collected specimens and using references listed in identificationReferences	Nyctibatrachus deveni	Animalia	Chordata	Amphibia	Anura	Nyctibatrachidae	Nyctibatrachus
urn:ncf:bvu:atr:frogs:Manamboli:76	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	HumanObservation	urn:ncf:bvu:atr:frogs:Manamboli:76	Vijay Karthick	https://orcid.org/0000-0001-6023-3955	22	present	Aquatic	urn:ncf:bvu:atr:frogs:Manamboli	2018-06-20/2018-09-22	habitat:stream	47.5	minutes	5 transects of c.25 m length	Asia	India	IN	Tamil Nadu	Manamboli	983	terrain:slope_low	10.349174999999999	76.89280500000001	WGS84	Nyctibatrachus poocha	Vijay Karthick	https://orcid.org/0000-0001-6023-3955	Peer-reviewed publications of checklists and species descriptions from the Western Ghats	Identified by direct observation or examination of field-collected specimens and using references listed in identificationReferences	Nyctibatrachus poocha	Animalia	Chordata	Amphibia	Anura	Nyctibatrachidae	Nyctibatrachus
urn:ncf:bvu:atr:frogs:Manamboli:77	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	HumanObservation	urn:ncf:bvu:atr:frogs:Manamboli:77	Vijay Karthick	https://orcid.org/0000-0001-6023-3955	1	present	Arboreal	urn:ncf:bvu:atr:frogs:Manamboli	2018-06-20/2018-09-22	habitat:rainforest	47.5	minutes	1 transects of c.25 m length	Asia	India	IN	Tamil Nadu	Manamboli	983	terrain:slope_low	10.349174999999999	76.89280500000001	WGS84	Polypedates pseudocruciger	Vijay Karthick	https://orcid.org/0000-0001-6023-3955	Peer-reviewed publications of checklists and species descriptions from the Western Ghats	Identified by direct observation or examination of field-collected specimens and using references listed in identificationReferences	Polypedates pseudocruciger	Animalia	Chordata	Amphibia	Anura	Rhacophoridae	Polypedates
urn:ncf:bvu:atr:frogs:Manamboli:78	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	HumanObservation	urn:ncf:bvu:atr:frogs:Manamboli:78	Vijay Karthick	https://orcid.org/0000-0001-6023-3955	6	present	Arboreal	urn:ncf:bvu:atr:frogs:Manamboli	2018-06-20/2018-09-22	habitat:rainforest	47.5	minutes	3 transects of c.25 m length	Asia	India	IN	Tamil Nadu	Manamboli	983	terrain:slope_low	10.349174999999999	76.89280500000001	WGS84	Raorchestes sushili	Vijay Karthick	https://orcid.org/0000-0001-6023-3955	Peer-reviewed publications of checklists and species descriptions from the Western Ghats	Identified by direct observation or examination of field-collected specimens and using references listed in identificationReferences	Raorchestes sushili	Animalia	Chordata	Amphibia	Anura	Rhacophoridae	Raorchestes
urn:ncf:bvu:atr:frogs:Manamboli:79	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	HumanObservation	urn:ncf:bvu:atr:frogs:Manamboli:79	Vijay Karthick	https://orcid.org/0000-0001-6023-3955	1	present	Arboreal	urn:ncf:bvu:atr:frogs:Manamboli	2018-06-20/2018-09-22	habitat:rainforest	47.5	minutes	1 transects of c.25 m length	Asia	India	IN	Tamil Nadu	Manamboli	983	terrain:slope_low	10.349174999999999	76.89280500000001	WGS84	Uperodon montanus	Vijay Karthick	https://orcid.org/0000-0001-6023-3955	Peer-reviewed publications of checklists and species descriptions from the Western Ghats	Identified by direct observation or examination of field-collected specimens and using references listed in identificationReferences	Uperodon montanus	Animalia	Chordata	Amphibia	Anura	Microhylidae	Uperodon
urn:ncf:bvu:atr:frogs:Murugalli-Sholayar:80	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	HumanObservation	urn:ncf:bvu:atr:frogs:Murugalli-Sholayar:80	Vijay Karthick	https://orcid.org/0000-0001-6023-3955	2	present	Aquatic	urn:ncf:bvu:atr:frogs:Murugalli-Sholayar	2018-06-20/2018-09-22	habitat:stream	60	minutes	1 transects of c.25 m length	Asia	India	IN	Tamil Nadu	Murugalli-Sholayar	865	terrain:slope_low	10.29413	76.85907	WGS84	Euphlyctis cf cyanophlyctis	Vijay Karthick	https://orcid.org/0000-0001-6023-3955	Peer-reviewed publications of checklists and species descriptions from the Western Ghats	Identified by direct observation or examination of field-collected specimens and using references listed in identificationReferences	Euphlyctis cyanophlyctis	Animalia	Chordata	Amphibia	Anura	Dicroglossidae	Euphlyctis
urn:ncf:bvu:atr:frogs:Murugalli-Sholayar:81	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	HumanObservation	urn:ncf:bvu:atr:frogs:Murugalli-Sholayar:81	Vijay Karthick	https://orcid.org/0000-0001-6023-3955	1	present	Terrestrial_LeafLitter	urn:ncf:bvu:atr:frogs:Murugalli-Sholayar	2018-06-20/2018-09-22	habitat:stream	60	minutes	1 transects of c.25 m length	Asia	India	IN	Tamil Nadu	Murugalli-Sholayar	865	terrain:slope_low	10.29413	76.85907	WGS84	Indirana semipalmata	Vijay Karthick	https://orcid.org/0000-0001-6023-3955	Peer-reviewed publications of checklists and species descriptions from the Western Ghats	Identified by direct observation or examination of field-collected specimens and using references listed in identificationReferences	Indirana semipalmata	Animalia	Chordata	Amphibia	Anura	Ranixalidae	Indirana
urn:ncf:bvu:atr:frogs:Murugalli-Sholayar:82	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	HumanObservation	urn:ncf:bvu:atr:frogs:Murugalli-Sholayar:82	Vijay Karthick	https://orcid.org/0000-0001-6023-3955	8	present	Terrestrial_LeafLitter	urn:ncf:bvu:atr:frogs:Murugalli-Sholayar	2018-06-20/2018-09-22	habitat:stream	60	minutes	5 transects of c.25 m length	Asia	India	IN	Tamil Nadu	Murugalli-Sholayar	865	terrain:slope_low	10.29413	76.85907	WGS84	Indosylvirana doni	Vijay Karthick	https://orcid.org/0000-0001-6023-3955	Peer-reviewed publications of checklists and species descriptions from the Western Ghats	Identified by direct observation or examination of field-collected specimens and using references listed in identificationReferences	Indosylvirana doni	Animalia	Chordata	Amphibia	Anura	Ranidae	Indosylvirana
urn:ncf:bvu:atr:frogs:Murugalli-Sholayar:83	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	HumanObservation	urn:ncf:bvu:atr:frogs:Murugalli-Sholayar:83	Vijay Karthick	https://orcid.org/0000-0001-6023-3955	48	present	Terrestrial_LeafLitter	urn:ncf:bvu:atr:frogs:Murugalli-Sholayar	2018-06-20/2018-09-22	habitat:rainforest_stream	60	minutes	11 transects of c.25 m length	Asia	India	IN	Tamil Nadu	Murugalli-Sholayar	865	terrain:slope_low	10.29413	76.85907	WGS84	Indosylvirana sreeni	Vijay Karthick	https://orcid.org/0000-0001-6023-3955	Peer-reviewed publications of checklists and species descriptions from the Western Ghats	Identified by direct observation or examination of field-collected specimens and using references listed in identificationReferences	Indosylvirana sreeni	Animalia	Chordata	Amphibia	Anura	Ranidae	Indosylvirana
urn:ncf:bvu:atr:frogs:Murugalli-Sholayar:84	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	HumanObservation	urn:ncf:bvu:atr:frogs:Murugalli-Sholayar:84	Vijay Karthick	https://orcid.org/0000-0001-6023-3955	36	present	SemiAquatic	urn:ncf:bvu:atr:frogs:Murugalli-Sholayar	2018-06-20/2018-09-22	habitat:rainforest_stream	60	minutes	5 transects of c.25 m length	Asia	India	IN	Tamil Nadu	Murugalli-Sholayar	865	terrain:slope_low	10.29413	76.85907	WGS84	Micrixalus nelliyampathi	Vijay Karthick	https://orcid.org/0000-0001-6023-3955	Peer-reviewed publications of checklists and species descriptions from the Western Ghats	Identified by direct observation or examination of field-collected specimens and using references listed in identificationReferences	Micrixalus nelliyampathi	Animalia	Chordata	Amphibia	Anura	Micrixalidae	Micrixalus
urn:ncf:bvu:atr:frogs:Murugalli-Sholayar:85	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	HumanObservation	urn:ncf:bvu:atr:frogs:Murugalli-Sholayar:85	Vijay Karthick	https://orcid.org/0000-0001-6023-3955	1	present	SemiAquatic	urn:ncf:bvu:atr:frogs:Murugalli-Sholayar	2018-06-20/2018-09-22	habitat:stream	60	minutes	1 transects of c.25 m length	Asia	India	IN	Tamil Nadu	Murugalli-Sholayar	865	terrain:slope_low	10.29413	76.85907	WGS84	Minervarya cf nilagirica	Vijay Karthick	https://orcid.org/0000-0001-6023-3955	Peer-reviewed publications of checklists and species descriptions from the Western Ghats	Identified by direct observation or examination of field-collected specimens and using references listed in identificationReferences	Minervarya nilagirica	Animalia	Chordata	Amphibia	Anura	Dicroglossidae	Minervarya
urn:ncf:bvu:atr:frogs:Murugalli-Sholayar:86	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	HumanObservation	urn:ncf:bvu:atr:frogs:Murugalli-Sholayar:86	Vijay Karthick	https://orcid.org/0000-0001-6023-3955	4	present	SemiAquatic	urn:ncf:bvu:atr:frogs:Murugalli-Sholayar	2018-06-20/2018-09-22	habitat:rainforest_stream	60	minutes	3 transects of c.25 m length	Asia	India	IN	Tamil Nadu	Murugalli-Sholayar	865	terrain:slope_low	10.29413	76.85907	WGS84	Minervarya keralensis	Vijay Karthick	https://orcid.org/0000-0001-6023-3955	Peer-reviewed publications of checklists and species descriptions from the Western Ghats	Identified by direct observation or examination of field-collected specimens and using references listed in identificationReferences	Minervarya keralensis	Animalia	Chordata	Amphibia	Anura	Dicroglossidae	Minervarya
urn:ncf:bvu:atr:frogs:Murugalli-Sholayar:87	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	HumanObservation	urn:ncf:bvu:atr:frogs:Murugalli-Sholayar:87	Vijay Karthick	https://orcid.org/0000-0001-6023-3955	7	present	Aquatic	urn:ncf:bvu:atr:frogs:Murugalli-Sholayar	2018-06-20/2018-09-22	habitat:rainforest_stream	60	minutes	4 transects of c.25 m length	Asia	India	IN	Tamil Nadu	Murugalli-Sholayar	865	terrain:slope_low	10.29413	76.85907	WGS84	Nyctibatrachus acanthodermis	Vijay Karthick	https://orcid.org/0000-0001-6023-3955	Peer-reviewed publications of checklists and species descriptions from the Western Ghats	Identified by direct observation or examination of field-collected specimens and using references listed in identificationReferences	Nyctibatrachus acanthodermis	Animalia	Chordata	Amphibia	Anura	Nyctibatrachidae	Nyctibatrachus
urn:ncf:bvu:atr:frogs:Murugalli-Sholayar:88	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	HumanObservation	urn:ncf:bvu:atr:frogs:Murugalli-Sholayar:88	Vijay Karthick	https://orcid.org/0000-0001-6023-3955	1	present	SemiAquatic	urn:ncf:bvu:atr:frogs:Murugalli-Sholayar	2018-06-20/2018-09-22	habitat:stream	60	minutes	1 transects of c.25 m length	Asia	India	IN	Tamil Nadu	Murugalli-Sholayar	865	terrain:slope_low	10.29413	76.85907	WGS84	Nyctibatrachus anamallaiensis	Vijay Karthick	https://orcid.org/0000-0001-6023-3955	Peer-reviewed publications of checklists and species descriptions from the Western Ghats	Identified by direct observation or examination of field-collected specimens and using references listed in identificationReferences	Nyctibatrachus anamallaiensis	Animalia	Chordata	Amphibia	Anura	Nyctibatrachidae	Nyctibatrachus
urn:ncf:bvu:atr:frogs:Murugalli-Sholayar:89	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	HumanObservation	urn:ncf:bvu:atr:frogs:Murugalli-Sholayar:89	Vijay Karthick	https://orcid.org/0000-0001-6023-3955	12	present	Aquatic	urn:ncf:bvu:atr:frogs:Murugalli-Sholayar	2018-06-20/2018-09-22	habitat:stream	60	minutes	4 transects of c.25 m length	Asia	India	IN	Tamil Nadu	Murugalli-Sholayar	865	terrain:slope_low	10.29413	76.85907	WGS84	Nyctibatrachus cf deveni	Vijay Karthick	https://orcid.org/0000-0001-6023-3955	Peer-reviewed publications of checklists and species descriptions from the Western Ghats	Identified by direct observation or examination of field-collected specimens and using references listed in identificationReferences	Nyctibatrachus deveni	Animalia	Chordata	Amphibia	Anura	Nyctibatrachidae	Nyctibatrachus
urn:ncf:bvu:atr:frogs:Murugalli-Sholayar:90	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	HumanObservation	urn:ncf:bvu:atr:frogs:Murugalli-Sholayar:90	Vijay Karthick	https://orcid.org/0000-0001-6023-3955	3	present	Aquatic	urn:ncf:bvu:atr:frogs:Murugalli-Sholayar	2018-06-20/2018-09-22	habitat:stream	60	minutes	2 transects of c.25 m length	Asia	India	IN	Tamil Nadu	Murugalli-Sholayar	865	terrain:slope_low	10.29413	76.85907	WGS84	Nyctibatrachus poocha	Vijay Karthick	https://orcid.org/0000-0001-6023-3955	Peer-reviewed publications of checklists and species descriptions from the Western Ghats	Identified by direct observation or examination of field-collected specimens and using references listed in identificationReferences	Nyctibatrachus poocha	Animalia	Chordata	Amphibia	Anura	Nyctibatrachidae	Nyctibatrachus
urn:ncf:bvu:atr:frogs:Murugalli-Sholayar:91	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	HumanObservation	urn:ncf:bvu:atr:frogs:Murugalli-Sholayar:91	Vijay Karthick	https://orcid.org/0000-0001-6023-3955	3	present	Arboreal	urn:ncf:bvu:atr:frogs:Murugalli-Sholayar	2018-06-20/2018-09-22	habitat:stream	60	minutes	1 transects of c.25 m length	Asia	India	IN	Tamil Nadu	Murugalli-Sholayar	865	terrain:slope_low	10.29413	76.85907	WGS84	Polypedates pseudocruciger	Vijay Karthick	https://orcid.org/0000-0001-6023-3955	Peer-reviewed publications of checklists and species descriptions from the Western Ghats	Identified by direct observation or examination of field-collected specimens and using references listed in identificationReferences	Polypedates pseudocruciger	Animalia	Chordata	Amphibia	Anura	Rhacophoridae	Polypedates
urn:ncf:bvu:atr:frogs:Murugalli-Sholayar:92	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	HumanObservation	urn:ncf:bvu:atr:frogs:Murugalli-Sholayar:92	Vijay Karthick	https://orcid.org/0000-0001-6023-3955	3	present	Arboreal	urn:ncf:bvu:atr:frogs:Murugalli-Sholayar	2018-06-20/2018-09-22	habitat:rainforest	60	minutes	2 transects of c.25 m length	Asia	India	IN	Tamil Nadu	Murugalli-Sholayar	865	terrain:slope_low	10.29413	76.85907	WGS84	Raorchestes akroparallagi	Vijay Karthick	https://orcid.org/0000-0001-6023-3955	Peer-reviewed publications of checklists and species descriptions from the Western Ghats	Identified by direct observation or examination of field-collected specimens and using references listed in identificationReferences	Raorchestes akroparallagi	Animalia	Chordata	Amphibia	Anura	Rhacophoridae	Raorchestes
urn:ncf:bvu:atr:frogs:Murugalli-Sholayar:93	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	HumanObservation	urn:ncf:bvu:atr:frogs:Murugalli-Sholayar:93	Vijay Karthick	https://orcid.org/0000-0001-6023-3955	1	present	Arboreal	urn:ncf:bvu:atr:frogs:Murugalli-Sholayar	2018-06-20/2018-09-22	habitat:rainforest	60	minutes	1 transects of c.25 m length	Asia	India	IN	Tamil Nadu	Murugalli-Sholayar	865	terrain:slope_low	10.29413	76.85907	WGS84	Raorchestes anili	Vijay Karthick	https://orcid.org/0000-0001-6023-3955	Peer-reviewed publications of checklists and species descriptions from the Western Ghats	Identified by direct observation or examination of field-collected specimens and using references listed in identificationReferences	Raorchestes anili	Animalia	Chordata	Amphibia	Anura	Rhacophoridae	Raorchestes
