id	license	institutionID	institutionCode	basisOfRecord	occurrenceID	recordedBy	recordedByID	individualCount	occurrenceStatus	occurrenceRemarks	organismRemarks	eventID	eventDate	eventTime	habitat	samplingProtocol	samplingEffort	continent	country	countryCode	stateProvince	locality	verbatimLocality	verbatimElevation	decimalLatitude	decimalLongitude	geodeticDatum	coordinateUncertaintyInMeters	verbatimIdentification	identifiedBy	identifiedByID	identificationReferences	identificationRemarks	scientificName	kingdom	phylum	class	order	family	genus	vernacularName
urn:ncf:arp:herps:murugalli:SYK1:51	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	HumanObservation	urn:ncf:arp:herps:murugalli:SYK1:51	Harikrishnan Surendran	https://orcid.org/0000-0002-2340-2120	1	present	Day-or-night:day | Weather:Cloudy		urn:ncf:arp:herps:murugalli:SYK1	2017-09-14	10:20+05:30	Habitat:Forest | Microhabitat:Leaflitter	time-constrained visual encounter survey	1 observer-hours	Asia	India	IN	Tamil Nadu	Sykes	SYK1	838	10.291765	76.843526	WGS84	150	Eutropis macularia	Harikrishnan Surendran	https://orcid.org/0000-0002-2340-2120	References to articles within Harikrishnan Surendran, Divya Mudappa, and T. R. Shankar Raman (2018). Herpetofaunal survey in rainforest remnants of the Western Ghats, India. Herpetological Bulletin, (146).	Identified by direct observation and using references listed in identificationReferences	Eutropis macularia	Animalia	Chordata	Squamata		Scincidae	Eutropis	
urn:ncf:arp:herps:murugalli:SYK1:52	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	HumanObservation	urn:ncf:arp:herps:murugalli:SYK1:52	Harikrishnan Surendran	https://orcid.org/0000-0002-2340-2120	1	present	Day-or-night:day | Weather:Cloudy		urn:ncf:arp:herps:murugalli:SYK1	2017-09-14	10:20+05:30	Habitat:Forest | Microhabitat:Leaflitter	time-constrained visual encounter survey	1 observer-hours	Asia	India	IN	Tamil Nadu	Sykes	SYK1	838	10.291765	76.843526	WGS84	150	Clinotarsus curtipes	Harikrishnan Surendran	https://orcid.org/0000-0002-2340-2120	References to articles within Harikrishnan Surendran, Divya Mudappa, and T. R. Shankar Raman (2018). Herpetofaunal survey in rainforest remnants of the Western Ghats, India. Herpetological Bulletin, (146).	Identified by direct observation and using references listed in identificationReferences	Clinotarsus curtipes	Animalia	Chordata	Amphibia	Anura	Ranidae	Clinotarsus	
urn:ncf:arp:herps:murugalli:SYK1:53	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	HumanObservation	urn:ncf:arp:herps:murugalli:SYK1:53	Harikrishnan Surendran	https://orcid.org/0000-0002-2340-2120	1	present	Day-or-night:day | Weather:Cloudy		urn:ncf:arp:herps:murugalli:SYK1	2017-09-14	10:20+05:30	Habitat:Forest | Microhabitat:Leaflitter	time-constrained visual encounter survey	1 observer-hours	Asia	India	IN	Tamil Nadu	Sykes	SYK1	838	10.291765	76.843526	WGS84	150	Clinotarsus curtipes	Harikrishnan Surendran	https://orcid.org/0000-0002-2340-2120	References to articles within Harikrishnan Surendran, Divya Mudappa, and T. R. Shankar Raman (2018). Herpetofaunal survey in rainforest remnants of the Western Ghats, India. Herpetological Bulletin, (146).	Identified by direct observation and using references listed in identificationReferences	Clinotarsus curtipes	Animalia	Chordata	Amphibia	Anura	Ranidae	Clinotarsus	
urn:ncf:arp:herps:murugalli:BB1:54	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	HumanObservation	urn:ncf:arp:herps:murugalli:BB1:54	Harikrishnan Surendran	https://orcid.org/0000-0002-2340-2120	1	present	Day-or-night:day | Weather:Fair		urn:ncf:arp:herps:murugalli:BB1	2017-09-15	09:45+05:30	Habitat:Forest | Microhabitat:Leaflitter	time-constrained visual encounter survey	1 observer-hours	Asia	India	IN	Tamil Nadu	Black Bridge	BB1	921	10.307994	76.87179	WGS84	150	Indosylvirana sreeni	Harikrishnan Surendran	https://orcid.org/0000-0002-2340-2120	References to articles within Harikrishnan Surendran, Divya Mudappa, and T. R. Shankar Raman (2018). Herpetofaunal survey in rainforest remnants of the Western Ghats, India. Herpetological Bulletin, (146).	Identified by direct observation and using references listed in identificationReferences	Indosylvirana sreeni	Animalia	Chordata	Amphibia	Anura	Ranidae	Indosylvirana	
urn:ncf:arp:herps:murugalli:BB1:55	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	HumanObservation	urn:ncf:arp:herps:murugalli:BB1:55	Harikrishnan Surendran	https://orcid.org/0000-0002-2340-2120	1	present	Day-or-night:day | Weather:Fair	Juvenile	urn:ncf:arp:herps:murugalli:BB1	2017-09-15	09:45+05:30	Habitat:Forest | Microhabitat:Rock	time-constrained visual encounter survey	1 observer-hours	Asia	India	IN	Tamil Nadu	Black Bridge	BB1	921	10.307994	76.87179	WGS84	150	Duttaphrynus parietalis	Harikrishnan Surendran	https://orcid.org/0000-0002-2340-2120	References to articles within Harikrishnan Surendran, Divya Mudappa, and T. R. Shankar Raman (2018). Herpetofaunal survey in rainforest remnants of the Western Ghats, India. Herpetological Bulletin, (146).	Identified by direct observation and using references listed in identificationReferences	Duttaphrynus parietalis	Animalia	Chordata	Amphibia	Anura	Bufonidae	Duttaphrynus	
urn:ncf:arp:herps:murugalli:BB1:56	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	HumanObservation	urn:ncf:arp:herps:murugalli:BB1:56	Harikrishnan Surendran	https://orcid.org/0000-0002-2340-2120	1	present	Day-or-night:day | Weather:Fair		urn:ncf:arp:herps:murugalli:BB1	2017-09-15	09:45+05:30	Habitat:Forest | Microhabitat:Leaflitter	time-constrained visual encounter survey	1 observer-hours	Asia	India	IN	Tamil Nadu	Black Bridge	BB1	921	10.307994	76.87179	WGS84	150	Indosylvirana sreeni	Harikrishnan Surendran	https://orcid.org/0000-0002-2340-2120	References to articles within Harikrishnan Surendran, Divya Mudappa, and T. R. Shankar Raman (2018). Herpetofaunal survey in rainforest remnants of the Western Ghats, India. Herpetological Bulletin, (146).	Identified by direct observation and using references listed in identificationReferences	Indosylvirana sreeni	Animalia	Chordata	Amphibia	Anura	Ranidae	Indosylvirana	
urn:ncf:arp:herps:murugalli:BB2:57	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	HumanObservation	urn:ncf:arp:herps:murugalli:BB2:57	Harikrishnan Surendran	https://orcid.org/0000-0002-2340-2120	1	present	Day-or-night:day | Weather:Fair		urn:ncf:arp:herps:murugalli:BB2	2017-09-15	10:55+05:30	Habitat:Forest | Microhabitat:Leaflitter	time-constrained visual encounter survey	1 observer-hours	Asia	India	IN	Tamil Nadu	Black Bridge	BB2	920	10.306944	76.872409	WGS84	150	Clinotarsus curtipes	Harikrishnan Surendran	https://orcid.org/0000-0002-2340-2120	References to articles within Harikrishnan Surendran, Divya Mudappa, and T. R. Shankar Raman (2018). Herpetofaunal survey in rainforest remnants of the Western Ghats, India. Herpetological Bulletin, (146).	Identified by direct observation and using references listed in identificationReferences	Clinotarsus curtipes	Animalia	Chordata	Amphibia	Anura	Ranidae	Clinotarsus	
urn:ncf:arp:herps:murugalli:BB2:58	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	HumanObservation	urn:ncf:arp:herps:murugalli:BB2:58	Harikrishnan Surendran	https://orcid.org/0000-0002-2340-2120	1	present	Day-or-night:day | Weather:Fair		urn:ncf:arp:herps:murugalli:BB2	2017-09-15	10:55+05:30	Habitat:Forest | Microhabitat:Leaflitter	time-constrained visual encounter survey	1 observer-hours	Asia	India	IN	Tamil Nadu	Black Bridge	BB2	920	10.306944	76.872409	WGS84	150	Fejervarya keralensis	Harikrishnan Surendran	https://orcid.org/0000-0002-2340-2120	References to articles within Harikrishnan Surendran, Divya Mudappa, and T. R. Shankar Raman (2018). Herpetofaunal survey in rainforest remnants of the Western Ghats, India. Herpetological Bulletin, (146).	Identified by direct observation and using references listed in identificationReferences	Minervarya keralensis	Animalia	Chordata	Amphibia	Anura	Dicroglossidae	Minervarya	
urn:ncf:arp:herps:murugalli:BB2:59	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	HumanObservation	urn:ncf:arp:herps:murugalli:BB2:59	Harikrishnan Surendran	https://orcid.org/0000-0002-2340-2120	1	present	Day-or-night:day | Weather:Fair		urn:ncf:arp:herps:murugalli:BB2	2017-09-15	10:55+05:30	Habitat:Forest | Microhabitat:Under-rock	time-constrained visual encounter survey	1 observer-hours	Asia	India	IN	Tamil Nadu	Black Bridge	BB2	920	10.306944	76.872409	WGS84	150	Cnemaspis cf. waynadensis	Harikrishnan Surendran	https://orcid.org/0000-0002-2340-2120	References to articles within Harikrishnan Surendran, Divya Mudappa, and T. R. Shankar Raman (2018). Herpetofaunal survey in rainforest remnants of the Western Ghats, India. Herpetological Bulletin, (146).	Identified by direct observation and using references listed in identificationReferences	Cnemaspis wynadensis	Animalia	Chordata	Squamata		Gekkonidae	Cnemaspis	
urn:ncf:arp:herps:murugalli:BB2:60	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	HumanObservation	urn:ncf:arp:herps:murugalli:BB2:60	Harikrishnan Surendran	https://orcid.org/0000-0002-2340-2120	1	present	Day-or-night:day | Weather:Fair		urn:ncf:arp:herps:murugalli:BB2	2017-09-15	10:55+05:30	Habitat:Forest | Microhabitat:Under-rock	time-constrained visual encounter survey	1 observer-hours	Asia	India	IN	Tamil Nadu	Black Bridge	BB2	920	10.306944	76.872409	WGS84	150	Cnemaspis cf. waynadensis	Harikrishnan Surendran	https://orcid.org/0000-0002-2340-2120	References to articles within Harikrishnan Surendran, Divya Mudappa, and T. R. Shankar Raman (2018). Herpetofaunal survey in rainforest remnants of the Western Ghats, India. Herpetological Bulletin, (146).	Identified by direct observation and using references listed in identificationReferences	Cnemaspis wynadensis	Animalia	Chordata	Squamata		Gekkonidae	Cnemaspis	
urn:ncf:arp:herps:murugalli:BB2:61	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	HumanObservation	urn:ncf:arp:herps:murugalli:BB2:61	Harikrishnan Surendran	https://orcid.org/0000-0002-2340-2120	1	present	Day-or-night:day | Weather:Fair		urn:ncf:arp:herps:murugalli:BB2	2017-09-15	10:55+05:30	Habitat:Forest | Microhabitat:Under-rock	time-constrained visual encounter survey	1 observer-hours	Asia	India	IN	Tamil Nadu	Black Bridge	BB2	920	10.306944	76.872409	WGS84	150	Duttaphrynus melanostictus	Harikrishnan Surendran	https://orcid.org/0000-0002-2340-2120	References to articles within Harikrishnan Surendran, Divya Mudappa, and T. R. Shankar Raman (2018). Herpetofaunal survey in rainforest remnants of the Western Ghats, India. Herpetological Bulletin, (146).	Identified by direct observation and using references listed in identificationReferences	Duttaphrynus melanostictus	Animalia	Chordata	Amphibia	Anura	Bufonidae	Duttaphrynus	
urn:ncf:arp:herps:murugalli:BB2:62	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	HumanObservation	urn:ncf:arp:herps:murugalli:BB2:62	Harikrishnan Surendran	https://orcid.org/0000-0002-2340-2120	1	present	Day-or-night:day | Weather:Fair		urn:ncf:arp:herps:murugalli:BB2	2017-09-15	10:55+05:30	Habitat:Forest | Microhabitat:Under-rock	time-constrained visual encounter survey	1 observer-hours	Asia	India	IN	Tamil Nadu	Black Bridge	BB2	920	10.306944	76.872409	WGS84	150	Cnemaspis cf. waynadensis	Harikrishnan Surendran	https://orcid.org/0000-0002-2340-2120	References to articles within Harikrishnan Surendran, Divya Mudappa, and T. R. Shankar Raman (2018). Herpetofaunal survey in rainforest remnants of the Western Ghats, India. Herpetological Bulletin, (146).	Identified by direct observation and using references listed in identificationReferences	Cnemaspis wynadensis	Animalia	Chordata	Squamata		Gekkonidae	Cnemaspis	
urn:ncf:arp:herps:murugalli:BB2:63	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	HumanObservation	urn:ncf:arp:herps:murugalli:BB2:63	Harikrishnan Surendran	https://orcid.org/0000-0002-2340-2120	1	present	Day-or-night:day | Weather:Fair		urn:ncf:arp:herps:murugalli:BB2	2017-09-15	10:55+05:30	Habitat:Forest | Microhabitat:Leaflitter	time-constrained visual encounter survey	1 observer-hours	Asia	India	IN	Tamil Nadu	Black Bridge	BB2	920	10.306944	76.872409	WGS84	150	Duttaphrynus melanostictus	Harikrishnan Surendran	https://orcid.org/0000-0002-2340-2120	References to articles within Harikrishnan Surendran, Divya Mudappa, and T. R. Shankar Raman (2018). Herpetofaunal survey in rainforest remnants of the Western Ghats, India. Herpetological Bulletin, (146).	Identified by direct observation and using references listed in identificationReferences	Duttaphrynus melanostictus	Animalia	Chordata	Amphibia	Anura	Bufonidae	Duttaphrynus	
urn:ncf:arp:herps:murugalli:BB2:64	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	HumanObservation	urn:ncf:arp:herps:murugalli:BB2:64	Harikrishnan Surendran	https://orcid.org/0000-0002-2340-2120	1	present	Day-or-night:day | Weather:Fair		urn:ncf:arp:herps:murugalli:BB2	2017-09-15	10:55+05:30	Habitat:Forest | Microhabitat:Leaflitter	time-constrained visual encounter survey	1 observer-hours	Asia	India	IN	Tamil Nadu	Black Bridge	BB2	920	10.306944	76.872409	WGS84	150	Clinotarsus curtipes	Harikrishnan Surendran	https://orcid.org/0000-0002-2340-2120	References to articles within Harikrishnan Surendran, Divya Mudappa, and T. R. Shankar Raman (2018). Herpetofaunal survey in rainforest remnants of the Western Ghats, India. Herpetological Bulletin, (146).	Identified by direct observation and using references listed in identificationReferences	Clinotarsus curtipes	Animalia	Chordata	Amphibia	Anura	Ranidae	Clinotarsus	
urn:ncf:arp:herps:murugalli:BB2:65	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	HumanObservation	urn:ncf:arp:herps:murugalli:BB2:65	Harikrishnan Surendran	https://orcid.org/0000-0002-2340-2120	1	present	Day-or-night:day | Weather:Fair		urn:ncf:arp:herps:murugalli:BB2	2017-09-15	10:55+05:30	Habitat:Forest | Microhabitat:Under-rock	time-constrained visual encounter survey	1 observer-hours	Asia	India	IN	Tamil Nadu	Black Bridge	BB2	920	10.306944	76.872409	WGS84	150	Cnemaspis cf. waynadensis	Harikrishnan Surendran	https://orcid.org/0000-0002-2340-2120	References to articles within Harikrishnan Surendran, Divya Mudappa, and T. R. Shankar Raman (2018). Herpetofaunal survey in rainforest remnants of the Western Ghats, India. Herpetological Bulletin, (146).	Identified by direct observation and using references listed in identificationReferences	Cnemaspis wynadensis	Animalia	Chordata	Squamata		Gekkonidae	Cnemaspis	
urn:ncf:arp:herps:murugalli:BB2:66	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	HumanObservation	urn:ncf:arp:herps:murugalli:BB2:66	Harikrishnan Surendran	https://orcid.org/0000-0002-2340-2120	1	present	Day-or-night:day | Weather:Fair		urn:ncf:arp:herps:murugalli:BB2	2017-09-15	10:55+05:30	Habitat:Forest | Microhabitat:Tree-trunk	time-constrained visual encounter survey	1 observer-hours	Asia	India	IN	Tamil Nadu	Black Bridge	BB2	920	10.306944	76.872409	WGS84	150	Cnemaspis cf. gracilis	Harikrishnan Surendran	https://orcid.org/0000-0002-2340-2120	References to articles within Harikrishnan Surendran, Divya Mudappa, and T. R. Shankar Raman (2018). Herpetofaunal survey in rainforest remnants of the Western Ghats, India. Herpetological Bulletin, (146).	Identified by direct observation and using references listed in identificationReferences	Cnemaspis gracilis	Animalia	Chordata	Squamata		Gekkonidae	Cnemaspis	
urn:ncf:arp:herps:murugalli:BB2:67	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	HumanObservation	urn:ncf:arp:herps:murugalli:BB2:67	Harikrishnan Surendran	https://orcid.org/0000-0002-2340-2120	1	present	Day-or-night:day | Weather:Fair		urn:ncf:arp:herps:murugalli:BB2	2017-09-15	10:55+05:30	Habitat:Forest | Microhabitat:Under-rock	time-constrained visual encounter survey	1 observer-hours	Asia	India	IN	Tamil Nadu	Black Bridge	BB2	920	10.306944	76.872409	WGS84	150	Cnemaspis cf. waynadensis	Harikrishnan Surendran	https://orcid.org/0000-0002-2340-2120	References to articles within Harikrishnan Surendran, Divya Mudappa, and T. R. Shankar Raman (2018). Herpetofaunal survey in rainforest remnants of the Western Ghats, India. Herpetological Bulletin, (146).	Identified by direct observation and using references listed in identificationReferences	Cnemaspis wynadensis	Animalia	Chordata	Squamata		Gekkonidae	Cnemaspis	
urn:ncf:arp:herps:murugalli:BB2:68	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	HumanObservation	urn:ncf:arp:herps:murugalli:BB2:68	Harikrishnan Surendran	https://orcid.org/0000-0002-2340-2120	1	present	Day-or-night:day | Weather:Fair		urn:ncf:arp:herps:murugalli:BB2	2017-09-15	10:55+05:30	Habitat:Forest | Microhabitat:Under-rock	time-constrained visual encounter survey	1 observer-hours	Asia	India	IN	Tamil Nadu	Black Bridge	BB2	920	10.306944	76.872409	WGS84	150	Indirana semipalmata	Harikrishnan Surendran	https://orcid.org/0000-0002-2340-2120	References to articles within Harikrishnan Surendran, Divya Mudappa, and T. R. Shankar Raman (2018). Herpetofaunal survey in rainforest remnants of the Western Ghats, India. Herpetological Bulletin, (146).	Identified by direct observation and using references listed in identificationReferences	Indirana semipalmata	Animalia	Chordata	Amphibia	Anura	Ranixalidae	Indirana	
urn:ncf:arp:herps:murugalli:BB2:69	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	HumanObservation	urn:ncf:arp:herps:murugalli:BB2:69	Harikrishnan Surendran	https://orcid.org/0000-0002-2340-2120	1	present	Day-or-night:day | Weather:Fair		urn:ncf:arp:herps:murugalli:BB2	2017-09-15	10:55+05:30	Habitat:Forest | Microhabitat:Leaflitter	time-constrained visual encounter survey	1 observer-hours	Asia	India	IN	Tamil Nadu	Black Bridge	BB2	920	10.306944	76.872409	WGS84	150	Duttaphrynus parietalis	Harikrishnan Surendran	https://orcid.org/0000-0002-2340-2120	References to articles within Harikrishnan Surendran, Divya Mudappa, and T. R. Shankar Raman (2018). Herpetofaunal survey in rainforest remnants of the Western Ghats, India. Herpetological Bulletin, (146).	Identified by direct observation and using references listed in identificationReferences	Duttaphrynus parietalis	Animalia	Chordata	Amphibia	Anura	Bufonidae	Duttaphrynus	
urn:ncf:arp:herps:murugalli:BB2:70	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	HumanObservation	urn:ncf:arp:herps:murugalli:BB2:70	Harikrishnan Surendran	https://orcid.org/0000-0002-2340-2120	1	present	Day-or-night:day | Weather:Fair		urn:ncf:arp:herps:murugalli:BB2	2017-09-15	10:55+05:30	Habitat:Forest | Microhabitat:Leaflitter	time-constrained visual encounter survey	1 observer-hours	Asia	India	IN	Tamil Nadu	Black Bridge	BB2	920	10.306944	76.872409	WGS84	150	Raorchestes sushili	Harikrishnan Surendran	https://orcid.org/0000-0002-2340-2120	References to articles within Harikrishnan Surendran, Divya Mudappa, and T. R. Shankar Raman (2018). Herpetofaunal survey in rainforest remnants of the Western Ghats, India. Herpetological Bulletin, (146).	Identified by direct observation and using references listed in identificationReferences	Raorchestes sushili	Animalia	Chordata	Amphibia	Anura	Rhacophoridae	Raorchestes	
urn:ncf:arp:herps:murugalli:CAN9:71	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	HumanObservation	urn:ncf:arp:herps:murugalli:CAN9:71	Harikrishnan Surendran	https://orcid.org/0000-0002-2340-2120	1	present	Day-or-night:day | Weather:Drizzle		urn:ncf:arp:herps:murugalli:CAN9	2017-09-21	11:20+05:30	Habitat:Forest | Microhabitat:Leaflitter	time-constrained visual encounter survey	1 observer-hours	Asia	India	IN	Tamil Nadu	Candura	CAN9	864	10.306944	76.835	WGS84	150	Indosylvirana sreeni	Harikrishnan Surendran	https://orcid.org/0000-0002-2340-2120	References to articles within Harikrishnan Surendran, Divya Mudappa, and T. R. Shankar Raman (2018). Herpetofaunal survey in rainforest remnants of the Western Ghats, India. Herpetological Bulletin, (146).	Identified by direct observation and using references listed in identificationReferences	Indosylvirana sreeni	Animalia	Chordata	Amphibia	Anura	Ranidae	Indosylvirana	
urn:ncf:arp:herps:murugalli:CAN9:72	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	HumanObservation	urn:ncf:arp:herps:murugalli:CAN9:72	Harikrishnan Surendran	https://orcid.org/0000-0002-2340-2120	1	present	Day-or-night:day | Weather:Drizzle		urn:ncf:arp:herps:murugalli:CAN9	2017-09-21	11:20+05:30	Habitat:Forest | Microhabitat:Leaflitter	time-constrained visual encounter survey	1 observer-hours	Asia	India	IN	Tamil Nadu	Candura	CAN9	864	10.306944	76.835	WGS84	150	Raorchestes sushili	Harikrishnan Surendran	https://orcid.org/0000-0002-2340-2120	References to articles within Harikrishnan Surendran, Divya Mudappa, and T. R. Shankar Raman (2018). Herpetofaunal survey in rainforest remnants of the Western Ghats, India. Herpetological Bulletin, (146).	Identified by direct observation and using references listed in identificationReferences	Raorchestes sushili	Animalia	Chordata	Amphibia	Anura	Rhacophoridae	Raorchestes	
urn:ncf:arp:herps:murugalli:CAN9:73	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	HumanObservation	urn:ncf:arp:herps:murugalli:CAN9:73	Harikrishnan Surendran	https://orcid.org/0000-0002-2340-2120	1	present	Day-or-night:day | Weather:Drizzle		urn:ncf:arp:herps:murugalli:CAN9	2017-09-21	11:20+05:30	Habitat:Forest | Microhabitat:Leaflitter	time-constrained visual encounter survey	1 observer-hours	Asia	India	IN	Tamil Nadu	Candura	CAN9	864	10.306944	76.835	WGS84	150	Fejervarya nilagirica	Harikrishnan Surendran	https://orcid.org/0000-0002-2340-2120	References to articles within Harikrishnan Surendran, Divya Mudappa, and T. R. Shankar Raman (2018). Herpetofaunal survey in rainforest remnants of the Western Ghats, India. Herpetological Bulletin, (146).	Identified by direct observation and using references listed in identificationReferences	Minervarya nilagirica	Animalia	Chordata	Amphibia	Anura	Dicroglossidae	Minervarya	
urn:ncf:arp:herps:murugalli:CAN9:74	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	HumanObservation	urn:ncf:arp:herps:murugalli:CAN9:74	Harikrishnan Surendran	https://orcid.org/0000-0002-2340-2120	1	present	Day-or-night:day | Weather:Drizzle		urn:ncf:arp:herps:murugalli:CAN9	2017-09-21	11:20+05:30	Habitat:Forest | Microhabitat:Tree-trunk	time-constrained visual encounter survey	1 observer-hours	Asia	India	IN	Tamil Nadu	Candura	CAN9	864	10.306944	76.835	WGS84	150	Calotes ellioti	Harikrishnan Surendran	https://orcid.org/0000-0002-2340-2120	References to articles within Harikrishnan Surendran, Divya Mudappa, and T. R. Shankar Raman (2018). Herpetofaunal survey in rainforest remnants of the Western Ghats, India. Herpetological Bulletin, (146).	Identified by direct observation and using references listed in identificationReferences	Monilesaurus ellioti	Animalia	Chordata	Squamata		Agamidae	Monilesaurus	
urn:ncf:arp:herps:murugalli:KP1:75	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	HumanObservation	urn:ncf:arp:herps:murugalli:KP1:75	Harikrishnan Surendran	https://orcid.org/0000-0002-2340-2120	1	present	Day-or-night:day | Weather:Rain		urn:ncf:arp:herps:murugalli:KP1	2017-10-05	10:45+05:30	Habitat:Riverine-forest | Microhabitat:Forest-floor	time-constrained visual encounter survey	1 observer-hours	Asia	India	IN	Tamil Nadu	Kalyanapandal_Pudukkadu	KP1	911	10.31461	76.86863	WGS84	150	Indirana brachytarsus	Harikrishnan Surendran	https://orcid.org/0000-0002-2340-2120	References to articles within Harikrishnan Surendran, Divya Mudappa, and T. R. Shankar Raman (2018). Herpetofaunal survey in rainforest remnants of the Western Ghats, India. Herpetological Bulletin, (146).	Identified by direct observation and using references listed in identificationReferences	Indirana brachytarsus	Animalia	Chordata	Amphibia	Anura	Ranixalidae	Indirana	
urn:ncf:arp:herps:murugalli:KP1:76	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	HumanObservation	urn:ncf:arp:herps:murugalli:KP1:76	Harikrishnan Surendran	https://orcid.org/0000-0002-2340-2120	1	present	Day-or-night:day | Weather:Rain		urn:ncf:arp:herps:murugalli:KP1	2017-10-05	10:45+05:30	Habitat:Riverine-forest | Microhabitat:Leaflitter	time-constrained visual encounter survey	1 observer-hours	Asia	India	IN	Tamil Nadu	Kalyanapandal_Pudukkadu	KP1	911	10.31461	76.86863	WGS84	150	Fejervarya nilagirica	Harikrishnan Surendran	https://orcid.org/0000-0002-2340-2120	References to articles within Harikrishnan Surendran, Divya Mudappa, and T. R. Shankar Raman (2018). Herpetofaunal survey in rainforest remnants of the Western Ghats, India. Herpetological Bulletin, (146).	Identified by direct observation and using references listed in identificationReferences	Minervarya nilagirica	Animalia	Chordata	Amphibia	Anura	Dicroglossidae	Minervarya	
urn:ncf:arp:herps:murugalli:KP1:77	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	HumanObservation	urn:ncf:arp:herps:murugalli:KP1:77	Harikrishnan Surendran	https://orcid.org/0000-0002-2340-2120	1	present	Day-or-night:day | Weather:Rain		urn:ncf:arp:herps:murugalli:KP1	2017-10-05	10:45+05:30	Habitat:Riverine-forest | Microhabitat:Grass	time-constrained visual encounter survey	1 observer-hours	Asia	India	IN	Tamil Nadu	Kalyanapandal_Pudukkadu	KP1	911	10.31461	76.86863	WGS84	150	Fejervarya nilagirica	Harikrishnan Surendran	https://orcid.org/0000-0002-2340-2120	References to articles within Harikrishnan Surendran, Divya Mudappa, and T. R. Shankar Raman (2018). Herpetofaunal survey in rainforest remnants of the Western Ghats, India. Herpetological Bulletin, (146).	Identified by direct observation and using references listed in identificationReferences	Minervarya nilagirica	Animalia	Chordata	Amphibia	Anura	Dicroglossidae	Minervarya	
