id	license	institutionID	institutionCode	basisOfRecord	occurrenceID	recordedBy	recordedByID	individualCount	occurrenceStatus	occurrenceRemarks	organismRemarks	eventID	eventDate	eventTime	habitat	samplingProtocol	samplingEffort	continent	country	countryCode	stateProvince	locality	verbatimLocality	verbatimElevation	decimalLatitude	decimalLongitude	geodeticDatum	coordinateUncertaintyInMeters	verbatimIdentification	identifiedBy	identifiedByID	identificationReferences	identificationRemarks	scientificName	kingdom	phylum	class	order	family	genus	vernacularName
urn:ncf:arp:herps:murugalli:CAN3:221	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	HumanObservation	urn:ncf:arp:herps:murugalli:CAN3:221	Harikrishnan Surendran	https://orcid.org/0000-0002-2340-2120	1	present	Day-or-night:night | Weather:Cloudy	Extensive webbing on toes	urn:ncf:arp:herps:murugalli:CAN3	2017-09-11	18:35+05:30	Habitat:Stream | Microhabitat:Rock	time-constrained visual encounter survey	1 observer-hours	Asia	India	IN	Tamil Nadu	Candura	CAN3	942	10.313056	76.833889	WGS84	150	Nyctibatrachus acanthodermis	Harikrishnan Surendran	https://orcid.org/0000-0002-2340-2120	References to articles within Harikrishnan Surendran, Divya Mudappa, and T. R. Shankar Raman (2018). Herpetofaunal survey in rainforest remnants of the Western Ghats, India. Herpetological Bulletin, (146).	Identified by direct observation and using references listed in identificationReferences	Nyctibatrachus acanthodermis	Animalia	Chordata	Amphibia	Anura	Nyctibatrachidae	Nyctibatrachus	
urn:ncf:arp:herps:murugalli:CAN6:222	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	HumanObservation	urn:ncf:arp:herps:murugalli:CAN6:222	Harikrishnan Surendran	https://orcid.org/0000-0002-2340-2120	1	present	Day-or-night:night | Weather:Fair	Juvenile	urn:ncf:arp:herps:murugalli:CAN6	2017-09-12	18:35+05:30	Habitat:Riverine-forest | Microhabitat:Vegetation	time-constrained visual encounter survey	1 observer-hours	Asia	India	IN	Tamil Nadu	Candura	CAN6	883	10.307898	76.837253	WGS84	150	Xenochrophis piscator	Harikrishnan Surendran	https://orcid.org/0000-0002-2340-2120	References to articles within Harikrishnan Surendran, Divya Mudappa, and T. R. Shankar Raman (2018). Herpetofaunal survey in rainforest remnants of the Western Ghats, India. Herpetological Bulletin, (146).	Identified by direct observation and using references listed in identificationReferences	Fowlea piscator	Animalia	Chordata	Squamata		Colubridae	Fowlea	
urn:ncf:arp:herps:murugalli:CAN6:223	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	HumanObservation	urn:ncf:arp:herps:murugalli:CAN6:223	Harikrishnan Surendran	https://orcid.org/0000-0002-2340-2120	1	present	Day-or-night:night | Weather:Fair	last 2 phalanges of 4th toe free	urn:ncf:arp:herps:murugalli:CAN6	2017-09-12	18:35+05:30	Habitat:Riverine-forest | Microhabitat:Vegetation	time-constrained visual encounter survey	1 observer-hours	Asia	India	IN	Tamil Nadu	Candura	CAN6	883	10.307898	76.837253	WGS84	150	Indosylvirana doni	Harikrishnan Surendran	https://orcid.org/0000-0002-2340-2120	References to articles within Harikrishnan Surendran, Divya Mudappa, and T. R. Shankar Raman (2018). Herpetofaunal survey in rainforest remnants of the Western Ghats, India. Herpetological Bulletin, (146).	Identified by direct observation and using references listed in identificationReferences	Indosylvirana doni	Animalia	Chordata	Amphibia	Anura	Ranidae	Indosylvirana	
urn:ncf:arp:herps:murugalli:CAN6:224	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	HumanObservation	urn:ncf:arp:herps:murugalli:CAN6:224	Harikrishnan Surendran	https://orcid.org/0000-0002-2340-2120	1	present	Day-or-night:night | Weather:Fair		urn:ncf:arp:herps:murugalli:CAN6	2017-09-12	18:35+05:30	Habitat:Riverine-forest | Microhabitat:Vegetation	time-constrained visual encounter survey	1 observer-hours	Asia	India	IN	Tamil Nadu	Candura	CAN6	883	10.307898	76.837253	WGS84	150	Indosylvirana doni	Harikrishnan Surendran	https://orcid.org/0000-0002-2340-2120	References to articles within Harikrishnan Surendran, Divya Mudappa, and T. R. Shankar Raman (2018). Herpetofaunal survey in rainforest remnants of the Western Ghats, India. Herpetological Bulletin, (146).	Identified by direct observation and using references listed in identificationReferences	Indosylvirana doni	Animalia	Chordata	Amphibia	Anura	Ranidae	Indosylvirana	
urn:ncf:arp:herps:murugalli:CAN6:225	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	HumanObservation	urn:ncf:arp:herps:murugalli:CAN6:225	Harikrishnan Surendran	https://orcid.org/0000-0002-2340-2120	1	present	Day-or-night:night | Weather:Fair		urn:ncf:arp:herps:murugalli:CAN6	2017-09-12	18:35+05:30	Habitat:Riverine-forest | Microhabitat:Vegetation	time-constrained visual encounter survey	1 observer-hours	Asia	India	IN	Tamil Nadu	Candura	CAN6	883	10.307898	76.837253	WGS84	150	Micrixalus nelliyampathi	Harikrishnan Surendran	https://orcid.org/0000-0002-2340-2120	References to articles within Harikrishnan Surendran, Divya Mudappa, and T. R. Shankar Raman (2018). Herpetofaunal survey in rainforest remnants of the Western Ghats, India. Herpetological Bulletin, (146).	Identified by direct observation and using references listed in identificationReferences	Micrixalus nelliyampathi	Animalia	Chordata	Amphibia	Anura	Micrixalidae	Micrixalus	
urn:ncf:arp:herps:murugalli:CAN6:226	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	HumanObservation	urn:ncf:arp:herps:murugalli:CAN6:226	Harikrishnan Surendran	https://orcid.org/0000-0002-2340-2120	1	present	Day-or-night:night | Weather:Fair		urn:ncf:arp:herps:murugalli:CAN6	2017-09-12	18:35+05:30	Habitat:Riverine-forest | Microhabitat:Vegetation	time-constrained visual encounter survey	1 observer-hours	Asia	India	IN	Tamil Nadu	Candura	CAN6	883	10.307898	76.837253	WGS84	150	Indosylvirana sreeni	Harikrishnan Surendran	https://orcid.org/0000-0002-2340-2120	References to articles within Harikrishnan Surendran, Divya Mudappa, and T. R. Shankar Raman (2018). Herpetofaunal survey in rainforest remnants of the Western Ghats, India. Herpetological Bulletin, (146).	Identified by direct observation and using references listed in identificationReferences	Indosylvirana sreeni	Animalia	Chordata	Amphibia	Anura	Ranidae	Indosylvirana	
urn:ncf:arp:herps:murugalli:CAN6:227	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	HumanObservation	urn:ncf:arp:herps:murugalli:CAN6:227	Harikrishnan Surendran	https://orcid.org/0000-0002-2340-2120	1	present	Day-or-night:night | Weather:Fair		urn:ncf:arp:herps:murugalli:CAN6	2017-09-12	18:35+05:30	Habitat:Riverine-forest | Microhabitat:Vegetation	time-constrained visual encounter survey	1 observer-hours	Asia	India	IN	Tamil Nadu	Candura	CAN6	883	10.307898	76.837253	WGS84	150	Indosylvirana doni	Harikrishnan Surendran	https://orcid.org/0000-0002-2340-2120	References to articles within Harikrishnan Surendran, Divya Mudappa, and T. R. Shankar Raman (2018). Herpetofaunal survey in rainforest remnants of the Western Ghats, India. Herpetological Bulletin, (146).	Identified by direct observation and using references listed in identificationReferences	Indosylvirana doni	Animalia	Chordata	Amphibia	Anura	Ranidae	Indosylvirana	
urn:ncf:arp:herps:murugalli:CAN6:228	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	HumanObservation	urn:ncf:arp:herps:murugalli:CAN6:228	Harikrishnan Surendran	https://orcid.org/0000-0002-2340-2120	1	present	Day-or-night:night | Weather:Fair	Green individual	urn:ncf:arp:herps:murugalli:CAN6	2017-09-12	18:35+05:30	Habitat:Riverine-forest | Microhabitat:Vegetation	time-constrained visual encounter survey	1 observer-hours	Asia	India	IN	Tamil Nadu	Candura	CAN6	883	10.307898	76.837253	WGS84	150	Calotes ellioti	Harikrishnan Surendran	https://orcid.org/0000-0002-2340-2120	References to articles within Harikrishnan Surendran, Divya Mudappa, and T. R. Shankar Raman (2018). Herpetofaunal survey in rainforest remnants of the Western Ghats, India. Herpetological Bulletin, (146).	Identified by direct observation and using references listed in identificationReferences	Monilesaurus ellioti	Animalia	Chordata	Squamata		Agamidae	Monilesaurus	
urn:ncf:arp:herps:murugalli:CAN6:229	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	HumanObservation	urn:ncf:arp:herps:murugalli:CAN6:229	Harikrishnan Surendran	https://orcid.org/0000-0002-2340-2120	1	present	Day-or-night:night | Weather:Fair		urn:ncf:arp:herps:murugalli:CAN6	2017-09-12	18:35+05:30	Habitat:Riverine-forest | Microhabitat:Vegetation	time-constrained visual encounter survey	1 observer-hours	Asia	India	IN	Tamil Nadu	Candura	CAN6	883	10.307898	76.837253	WGS84	150	Raorchestes ponmudi	Harikrishnan Surendran	https://orcid.org/0000-0002-2340-2120	References to articles within Harikrishnan Surendran, Divya Mudappa, and T. R. Shankar Raman (2018). Herpetofaunal survey in rainforest remnants of the Western Ghats, India. Herpetological Bulletin, (146).	Identified by direct observation and using references listed in identificationReferences	Raorchestes ponmudi	Animalia	Chordata	Amphibia	Anura	Rhacophoridae	Raorchestes	
urn:ncf:arp:herps:murugalli:CAN6:230	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	HumanObservation	urn:ncf:arp:herps:murugalli:CAN6:230	Harikrishnan Surendran	https://orcid.org/0000-0002-2340-2120	1	present	Day-or-night:night | Weather:Fair	Large individual; may be more than 7 cm	urn:ncf:arp:herps:murugalli:CAN6	2017-09-12	18:35+05:30	Habitat:Riverine-forest | Microhabitat:Leaflitter	time-constrained visual encounter survey	1 observer-hours	Asia	India	IN	Tamil Nadu	Candura	CAN6	883	10.307898	76.837253	WGS84	150	Indosylvirana sreeni	Harikrishnan Surendran	https://orcid.org/0000-0002-2340-2120	References to articles within Harikrishnan Surendran, Divya Mudappa, and T. R. Shankar Raman (2018). Herpetofaunal survey in rainforest remnants of the Western Ghats, India. Herpetological Bulletin, (146).	Identified by direct observation and using references listed in identificationReferences	Indosylvirana sreeni	Animalia	Chordata	Amphibia	Anura	Ranidae	Indosylvirana	
urn:ncf:arp:herps:murugalli:CAN6:231	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	HumanObservation	urn:ncf:arp:herps:murugalli:CAN6:231	Harikrishnan Surendran	https://orcid.org/0000-0002-2340-2120	1	present	Day-or-night:night | Weather:Fair		urn:ncf:arp:herps:murugalli:CAN6	2017-09-12	18:35+05:30	Habitat:Riverine-forest | Microhabitat:Burrow	time-constrained visual encounter survey	1 observer-hours	Asia	India	IN	Tamil Nadu	Candura	CAN6	883	10.307898	76.837253	WGS84	150	Duttaphrynus melanostictus	Harikrishnan Surendran	https://orcid.org/0000-0002-2340-2120	References to articles within Harikrishnan Surendran, Divya Mudappa, and T. R. Shankar Raman (2018). Herpetofaunal survey in rainforest remnants of the Western Ghats, India. Herpetological Bulletin, (146).	Identified by direct observation and using references listed in identificationReferences	Duttaphrynus melanostictus	Animalia	Chordata	Amphibia	Anura	Bufonidae	Duttaphrynus	
urn:ncf:arp:herps:murugalli:CAN6:232	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	HumanObservation	urn:ncf:arp:herps:murugalli:CAN6:232	Harikrishnan Surendran	https://orcid.org/0000-0002-2340-2120	1	present	Day-or-night:night | Weather:Fair		urn:ncf:arp:herps:murugalli:CAN6	2017-09-12	18:35+05:30	Habitat:Riverine-forest | Microhabitat:Leaflitter	time-constrained visual encounter survey	1 observer-hours	Asia	India	IN	Tamil Nadu	Candura	CAN6	883	10.307898	76.837253	WGS84	150	Duttaphrynus melanostictus	Harikrishnan Surendran	https://orcid.org/0000-0002-2340-2120	References to articles within Harikrishnan Surendran, Divya Mudappa, and T. R. Shankar Raman (2018). Herpetofaunal survey in rainforest remnants of the Western Ghats, India. Herpetological Bulletin, (146).	Identified by direct observation and using references listed in identificationReferences	Duttaphrynus melanostictus	Animalia	Chordata	Amphibia	Anura	Bufonidae	Duttaphrynus	
urn:ncf:arp:herps:murugalli:CAN7:233	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	HumanObservation	urn:ncf:arp:herps:murugalli:CAN7:233	Harikrishnan Surendran	https://orcid.org/0000-0002-2340-2120	1	present	Day-or-night:night | Weather:Cloudy		urn:ncf:arp:herps:murugalli:CAN7	2017-09-12	19:35+05:30	Habitat:Riverine-forest | Microhabitat:Puddle	time-constrained visual encounter survey	1 observer-hours	Asia	India	IN	Tamil Nadu	Candura	CAN7	923	10.311369	76.836968	WGS84	150	Nyctibatrachus acanthodermis	Harikrishnan Surendran	https://orcid.org/0000-0002-2340-2120	References to articles within Harikrishnan Surendran, Divya Mudappa, and T. R. Shankar Raman (2018). Herpetofaunal survey in rainforest remnants of the Western Ghats, India. Herpetological Bulletin, (146).	Identified by direct observation and using references listed in identificationReferences	Nyctibatrachus acanthodermis	Animalia	Chordata	Amphibia	Anura	Nyctibatrachidae	Nyctibatrachus	
urn:ncf:arp:herps:murugalli:CAN7:234	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	HumanObservation	urn:ncf:arp:herps:murugalli:CAN7:234	Harikrishnan Surendran	https://orcid.org/0000-0002-2340-2120	1	present	Day-or-night:night | Weather:Cloudy	Small species	urn:ncf:arp:herps:murugalli:CAN7	2017-09-12	19:35+05:30	Habitat:Riverine-forest | Microhabitat:Puddle	time-constrained visual encounter survey	1 observer-hours	Asia	India	IN	Tamil Nadu	Candura	CAN7	923	10.311369	76.836968	WGS84	150	Nyctibatrachus acanthodermis	Harikrishnan Surendran	https://orcid.org/0000-0002-2340-2120	References to articles within Harikrishnan Surendran, Divya Mudappa, and T. R. Shankar Raman (2018). Herpetofaunal survey in rainforest remnants of the Western Ghats, India. Herpetological Bulletin, (146).	Identified by direct observation and using references listed in identificationReferences	Nyctibatrachus acanthodermis	Animalia	Chordata	Amphibia	Anura	Nyctibatrachidae	Nyctibatrachus	
urn:ncf:arp:herps:murugalli:CAN7:235	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	HumanObservation	urn:ncf:arp:herps:murugalli:CAN7:235	Harikrishnan Surendran	https://orcid.org/0000-0002-2340-2120	1	present	Day-or-night:night | Weather:Cloudy		urn:ncf:arp:herps:murugalli:CAN7	2017-09-12	19:35+05:30	Habitat:Riverine-forest | Microhabitat:Puddle	time-constrained visual encounter survey	1 observer-hours	Asia	India	IN	Tamil Nadu	Candura	CAN7	923	10.311369	76.836968	WGS84	150	Nyctibatrachus acanthodermis	Harikrishnan Surendran	https://orcid.org/0000-0002-2340-2120	References to articles within Harikrishnan Surendran, Divya Mudappa, and T. R. Shankar Raman (2018). Herpetofaunal survey in rainforest remnants of the Western Ghats, India. Herpetological Bulletin, (146).	Identified by direct observation and using references listed in identificationReferences	Nyctibatrachus acanthodermis	Animalia	Chordata	Amphibia	Anura	Nyctibatrachidae	Nyctibatrachus	
urn:ncf:arp:herps:murugalli:CAN7:236	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	HumanObservation	urn:ncf:arp:herps:murugalli:CAN7:236	Harikrishnan Surendran	https://orcid.org/0000-0002-2340-2120	1	present	Day-or-night:night | Weather:Cloudy		urn:ncf:arp:herps:murugalli:CAN7	2017-09-12	19:35+05:30	Habitat:Riverine-forest | Microhabitat:Bare-ground	time-constrained visual encounter survey	1 observer-hours	Asia	India	IN	Tamil Nadu	Candura	CAN7	923	10.311369	76.836968	WGS84	150	Fejervarya keralensis	Harikrishnan Surendran	https://orcid.org/0000-0002-2340-2120	References to articles within Harikrishnan Surendran, Divya Mudappa, and T. R. Shankar Raman (2018). Herpetofaunal survey in rainforest remnants of the Western Ghats, India. Herpetological Bulletin, (146).	Identified by direct observation and using references listed in identificationReferences	Minervarya keralensis	Animalia	Chordata	Amphibia	Anura	Dicroglossidae	Minervarya	
urn:ncf:arp:herps:murugalli:CAN7:237	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	HumanObservation	urn:ncf:arp:herps:murugalli:CAN7:237	Harikrishnan Surendran	https://orcid.org/0000-0002-2340-2120	1	present	Day-or-night:night | Weather:Cloudy	Covered in midges	urn:ncf:arp:herps:murugalli:CAN7	2017-09-12	19:35+05:30	Habitat:Riverine-forest | Microhabitat:Puddle	time-constrained visual encounter survey	1 observer-hours	Asia	India	IN	Tamil Nadu	Candura	CAN7	923	10.311369	76.836968	WGS84	150	Nyctibatrachus acanthodermis	Harikrishnan Surendran	https://orcid.org/0000-0002-2340-2120	References to articles within Harikrishnan Surendran, Divya Mudappa, and T. R. Shankar Raman (2018). Herpetofaunal survey in rainforest remnants of the Western Ghats, India. Herpetological Bulletin, (146).	Identified by direct observation and using references listed in identificationReferences	Nyctibatrachus acanthodermis	Animalia	Chordata	Amphibia	Anura	Nyctibatrachidae	Nyctibatrachus	
urn:ncf:arp:herps:murugalli:CAN7:238	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	HumanObservation	urn:ncf:arp:herps:murugalli:CAN7:238	Harikrishnan Surendran	https://orcid.org/0000-0002-2340-2120	1	present	Day-or-night:night | Weather:Cloudy		urn:ncf:arp:herps:murugalli:CAN7	2017-09-12	19:35+05:30	Habitat:Riverine-forest | Microhabitat:Leaflitter	time-constrained visual encounter survey	1 observer-hours	Asia	India	IN	Tamil Nadu	Candura	CAN7	923	10.311369	76.836968	WGS84	150	Indosylvirana sreeni	Harikrishnan Surendran	https://orcid.org/0000-0002-2340-2120	References to articles within Harikrishnan Surendran, Divya Mudappa, and T. R. Shankar Raman (2018). Herpetofaunal survey in rainforest remnants of the Western Ghats, India. Herpetological Bulletin, (146).	Identified by direct observation and using references listed in identificationReferences	Indosylvirana sreeni	Animalia	Chordata	Amphibia	Anura	Ranidae	Indosylvirana	
urn:ncf:arp:herps:murugalli:CAN8:239	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	HumanObservation	urn:ncf:arp:herps:murugalli:CAN8:239	Harikrishnan Surendran	https://orcid.org/0000-0002-2340-2120	1	present	Day-or-night:night | Weather:Cloudy		urn:ncf:arp:herps:murugalli:CAN8	2017-09-14	18:30+05:30	Habitat:Stream | Microhabitat:Buttress	time-constrained visual encounter survey	1 observer-hours	Asia	India	IN	Tamil Nadu	Candura	CAN8	980	10.315556	76.833889	WGS84	150	Indosylvirana sreeni	Harikrishnan Surendran	https://orcid.org/0000-0002-2340-2120	References to articles within Harikrishnan Surendran, Divya Mudappa, and T. R. Shankar Raman (2018). Herpetofaunal survey in rainforest remnants of the Western Ghats, India. Herpetological Bulletin, (146).	Identified by direct observation and using references listed in identificationReferences	Indosylvirana sreeni	Animalia	Chordata	Amphibia	Anura	Ranidae	Indosylvirana	
urn:ncf:arp:herps:murugalli:CAN8:240	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	HumanObservation	urn:ncf:arp:herps:murugalli:CAN8:240	Harikrishnan Surendran	https://orcid.org/0000-0002-2340-2120	1	present	Day-or-night:night | Weather:Cloudy		urn:ncf:arp:herps:murugalli:CAN8	2017-09-14	18:30+05:30	Habitat:Stream | Microhabitat:Rock	time-constrained visual encounter survey	1 observer-hours	Asia	India	IN	Tamil Nadu	Candura	CAN8	980	10.315556	76.833889	WGS84	150	Nyctibatrachus acanthodermis	Harikrishnan Surendran	https://orcid.org/0000-0002-2340-2120	References to articles within Harikrishnan Surendran, Divya Mudappa, and T. R. Shankar Raman (2018). Herpetofaunal survey in rainforest remnants of the Western Ghats, India. Herpetological Bulletin, (146).	Identified by direct observation and using references listed in identificationReferences	Nyctibatrachus acanthodermis	Animalia	Chordata	Amphibia	Anura	Nyctibatrachidae	Nyctibatrachus	
urn:ncf:arp:herps:murugalli:CAN8:241	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	HumanObservation	urn:ncf:arp:herps:murugalli:CAN8:241	Harikrishnan Surendran	https://orcid.org/0000-0002-2340-2120	1	present	Day-or-night:night | Weather:Cloudy		urn:ncf:arp:herps:murugalli:CAN8	2017-09-14	18:30+05:30	Habitat:Stream | Microhabitat:Rock	time-constrained visual encounter survey	1 observer-hours	Asia	India	IN	Tamil Nadu	Candura	CAN8	980	10.315556	76.833889	WGS84	150	Micrixalus nelliyampathi	Harikrishnan Surendran	https://orcid.org/0000-0002-2340-2120	References to articles within Harikrishnan Surendran, Divya Mudappa, and T. R. Shankar Raman (2018). Herpetofaunal survey in rainforest remnants of the Western Ghats, India. Herpetological Bulletin, (146).	Identified by direct observation and using references listed in identificationReferences	Micrixalus nelliyampathi	Animalia	Chordata	Amphibia	Anura	Micrixalidae	Micrixalus	
urn:ncf:arp:herps:murugalli:CAN8:242	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	HumanObservation	urn:ncf:arp:herps:murugalli:CAN8:242	Harikrishnan Surendran	https://orcid.org/0000-0002-2340-2120	1	present	Day-or-night:night | Weather:Cloudy		urn:ncf:arp:herps:murugalli:CAN8	2017-09-14	18:30+05:30	Habitat:Stream | Microhabitat:Vegetation	time-constrained visual encounter survey	1 observer-hours	Asia	India	IN	Tamil Nadu	Candura	CAN8	980	10.315556	76.833889	WGS84	150	Indosylvirana sreeni	Harikrishnan Surendran	https://orcid.org/0000-0002-2340-2120	References to articles within Harikrishnan Surendran, Divya Mudappa, and T. R. Shankar Raman (2018). Herpetofaunal survey in rainforest remnants of the Western Ghats, India. Herpetological Bulletin, (146).	Identified by direct observation and using references listed in identificationReferences	Indosylvirana sreeni	Animalia	Chordata	Amphibia	Anura	Ranidae	Indosylvirana	
urn:ncf:arp:herps:murugalli:CAN8:243	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	HumanObservation	urn:ncf:arp:herps:murugalli:CAN8:243	Harikrishnan Surendran	https://orcid.org/0000-0002-2340-2120	1	present	Day-or-night:night | Weather:Cloudy		urn:ncf:arp:herps:murugalli:CAN8	2017-09-14	18:30+05:30	Habitat:Stream | Microhabitat:Rock	time-constrained visual encounter survey	1 observer-hours	Asia	India	IN	Tamil Nadu	Candura	CAN8	980	10.315556	76.833889	WGS84	150	Indosylvirana sreeni	Harikrishnan Surendran	https://orcid.org/0000-0002-2340-2120	References to articles within Harikrishnan Surendran, Divya Mudappa, and T. R. Shankar Raman (2018). Herpetofaunal survey in rainforest remnants of the Western Ghats, India. Herpetological Bulletin, (146).	Identified by direct observation and using references listed in identificationReferences	Indosylvirana sreeni	Animalia	Chordata	Amphibia	Anura	Ranidae	Indosylvirana	
urn:ncf:arp:herps:murugalli:CAN8:244	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	HumanObservation	urn:ncf:arp:herps:murugalli:CAN8:244	Harikrishnan Surendran	https://orcid.org/0000-0002-2340-2120	1	present	Day-or-night:night | Weather:Cloudy		urn:ncf:arp:herps:murugalli:CAN8	2017-09-14	18:30+05:30	Habitat:Stream | Microhabitat:Grass	time-constrained visual encounter survey	1 observer-hours	Asia	India	IN	Tamil Nadu	Candura	CAN8	980	10.315556	76.833889	WGS84	150	Fejervarya nilagirica	Harikrishnan Surendran	https://orcid.org/0000-0002-2340-2120	References to articles within Harikrishnan Surendran, Divya Mudappa, and T. R. Shankar Raman (2018). Herpetofaunal survey in rainforest remnants of the Western Ghats, India. Herpetological Bulletin, (146).	Identified by direct observation and using references listed in identificationReferences	Minervarya nilagirica	Animalia	Chordata	Amphibia	Anura	Dicroglossidae	Minervarya	
urn:ncf:arp:herps:murugalli:CAN8:245	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	HumanObservation	urn:ncf:arp:herps:murugalli:CAN8:245	Harikrishnan Surendran	https://orcid.org/0000-0002-2340-2120	1	present	Day-or-night:night | Weather:Cloudy	Calls heard	urn:ncf:arp:herps:murugalli:CAN8	2017-09-14	18:30+05:30	Habitat:Stream | Microhabitat:Vegetation	time-constrained visual encounter survey	1 observer-hours	Asia	India	IN	Tamil Nadu	Candura	CAN8	980	10.315556	76.833889	WGS84	150	Raorchestes ponmudi	Harikrishnan Surendran	https://orcid.org/0000-0002-2340-2120	References to articles within Harikrishnan Surendran, Divya Mudappa, and T. R. Shankar Raman (2018). Herpetofaunal survey in rainforest remnants of the Western Ghats, India. Herpetological Bulletin, (146).	Identified by direct observation and using references listed in identificationReferences	Raorchestes ponmudi	Animalia	Chordata	Amphibia	Anura	Rhacophoridae	Raorchestes	
urn:ncf:arp:herps:murugalli:CAN8:246	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	HumanObservation	urn:ncf:arp:herps:murugalli:CAN8:246	Harikrishnan Surendran	https://orcid.org/0000-0002-2340-2120	1	present	Day-or-night:night | Weather:Cloudy		urn:ncf:arp:herps:murugalli:CAN8	2017-09-14	18:30+05:30	Habitat:Stream | Microhabitat:Rock	time-constrained visual encounter survey	1 observer-hours	Asia	India	IN	Tamil Nadu	Candura	CAN8	980	10.315556	76.833889	WGS84	150	Nyctibatrachus acanthodermis	Harikrishnan Surendran	https://orcid.org/0000-0002-2340-2120	References to articles within Harikrishnan Surendran, Divya Mudappa, and T. R. Shankar Raman (2018). Herpetofaunal survey in rainforest remnants of the Western Ghats, India. Herpetological Bulletin, (146).	Identified by direct observation and using references listed in identificationReferences	Nyctibatrachus acanthodermis	Animalia	Chordata	Amphibia	Anura	Nyctibatrachidae	Nyctibatrachus	
