id	license	institutionID	institutionCode	basisOfRecord	occurrenceID	recordedBy	recordedByID	individualCount	occurrenceStatus	eventDate	eventTime	samplingProtocol	continent	country	countryCode	stateProvince	locality	decimalLatitude	decimalLongitude	geodeticDatum	coordinateUncertaintyInMeters	verbatimIdentification	identifiedBy	identifiedByID	identificationReferences	identificationRemarks	scientificName	kingdom	phylum	class	order	family	genus	vernacularName
urn:ncf:arp:frugivory_predation:2017_18:trees:1	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	HumanObservation	urn:ncf:arp:frugivory_predation:2017_18:trees:1	Abhishek Gopal | R. Rajesh | G. Moorthi | T. Sundarraj | Vanidas | Manickraj | Vijay	0000-0002-3020-4122 | 0009-0007-2666-8956 | 0000-0002-0174-9895 | 0000-0002-3546-4417	1	present	2017-11/2018-05		ad hoc observation	Asia	India	IN	Tamil Nadu	Anamalai Tiger Reserve	10.36795	76.93855	WGS84	10	Heynea trijuga	Abhishek Gopal | R. Rajesh | G. Moorthi | T. Sundarraj | Vanidas | Manickraj | Vijay	0000-0002-3020-4122 | 0009-0007-2666-8956 | 0000-0002-0174-9895 | 0000-0002-3546-4417	GAMBLE, J. S. and FISCHER, C. E. C. 1935. Flora of the Presidency of Madras, Parts I to XI. Secretary of State for India, London | PASCAL, J. P., and RAMESH, B. R. 1997. A field key to the trees and lianas of the evergreen forests of the Western Ghats (India). Institut Français de Pondichéry, Pondicherry, India	Identified by direct observation or examination of field-collected specimens and using references listed in identificationReferences	Heynea trijuga	Plantae	Tracheophyta	Magnoliopsida	Sapindales	Meliaceae	Heynea	NA
urn:ncf:arp:frugivory_predation:2017_18:trees:2	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	HumanObservation	urn:ncf:arp:frugivory_predation:2017_18:trees:2	Abhishek Gopal | R. Rajesh | G. Moorthi | T. Sundarraj | Vanidas | Manickraj | Vijay	0000-0002-3020-4122 | 0009-0007-2666-8956 | 0000-0002-0174-9895 | 0000-0002-3546-4417	1	present	2017-11/2018-05		ad hoc observation	Asia	India	IN	Tamil Nadu	Anamalai Tiger Reserve	10.36785	76.94289	WGS84	10	Persea macrantha	Abhishek Gopal | R. Rajesh | G. Moorthi | T. Sundarraj | Vanidas | Manickraj | Vijay	0000-0002-3020-4122 | 0009-0007-2666-8956 | 0000-0002-0174-9895 | 0000-0002-3546-4417	GAMBLE, J. S. and FISCHER, C. E. C. 1935. Flora of the Presidency of Madras, Parts I to XI. Secretary of State for India, London | PASCAL, J. P., and RAMESH, B. R. 1997. A field key to the trees and lianas of the evergreen forests of the Western Ghats (India). Institut Français de Pondichéry, Pondicherry, India	Identified by direct observation or examination of field-collected specimens and using references listed in identificationReferences	Machilus glaucescens	Plantae	Tracheophyta	Magnoliopsida	Laurales	Lauraceae	Machilus	NA
urn:ncf:arp:frugivory_predation:2017_18:trees:3	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	HumanObservation	urn:ncf:arp:frugivory_predation:2017_18:trees:3	Abhishek Gopal | R. Rajesh | G. Moorthi | T. Sundarraj | Vanidas | Manickraj | Vijay	0000-0002-3020-4122 | 0009-0007-2666-8956 | 0000-0002-0174-9895 | 0000-0002-3546-4417	1	present	2017-11/2018-05		ad hoc observation	Asia	India	IN	Tamil Nadu	Anamalai Tiger Reserve	10.30874	76.90275	WGS84	10	Heynea trijuga	Abhishek Gopal | R. Rajesh | G. Moorthi | T. Sundarraj | Vanidas | Manickraj | Vijay	0000-0002-3020-4122 | 0009-0007-2666-8956 | 0000-0002-0174-9895 | 0000-0002-3546-4417	GAMBLE, J. S. and FISCHER, C. E. C. 1935. Flora of the Presidency of Madras, Parts I to XI. Secretary of State for India, London | PASCAL, J. P., and RAMESH, B. R. 1997. A field key to the trees and lianas of the evergreen forests of the Western Ghats (India). Institut Français de Pondichéry, Pondicherry, India	Identified by direct observation or examination of field-collected specimens and using references listed in identificationReferences	Heynea trijuga	Plantae	Tracheophyta	Magnoliopsida	Sapindales	Meliaceae	Heynea	NA
urn:ncf:arp:frugivory_predation:2017_18:trees:4	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	HumanObservation	urn:ncf:arp:frugivory_predation:2017_18:trees:4	Abhishek Gopal | R. Rajesh | G. Moorthi | T. Sundarraj | Vanidas | Manickraj | Vijay	0000-0002-3020-4122 | 0009-0007-2666-8956 | 0000-0002-0174-9895 | 0000-0002-3546-4417	1	present	2017-11/2018-05		ad hoc observation	Asia	India	IN	Tamil Nadu	Anamalai Tiger Reserve	10.31584	76.91374	WGS84	10	Heynea trijuga	Abhishek Gopal | R. Rajesh | G. Moorthi | T. Sundarraj | Vanidas | Manickraj | Vijay	0000-0002-3020-4122 | 0009-0007-2666-8956 | 0000-0002-0174-9895 | 0000-0002-3546-4417	GAMBLE, J. S. and FISCHER, C. E. C. 1935. Flora of the Presidency of Madras, Parts I to XI. Secretary of State for India, London | PASCAL, J. P., and RAMESH, B. R. 1997. A field key to the trees and lianas of the evergreen forests of the Western Ghats (India). Institut Français de Pondichéry, Pondicherry, India	Identified by direct observation or examination of field-collected specimens and using references listed in identificationReferences	Heynea trijuga	Plantae	Tracheophyta	Magnoliopsida	Sapindales	Meliaceae	Heynea	NA
urn:ncf:arp:frugivory_predation:2017_18:trees:5	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	HumanObservation	urn:ncf:arp:frugivory_predation:2017_18:trees:5	Abhishek Gopal | R. Rajesh | G. Moorthi | T. Sundarraj | Vanidas | Manickraj | Vijay	0000-0002-3020-4122 | 0009-0007-2666-8956 | 0000-0002-0174-9895 | 0000-0002-3546-4417	1	present	2017-11/2018-05		ad hoc observation	Asia	India	IN	Tamil Nadu	Anamalai Tiger Reserve	10.32424	76.92822	WGS84	10	Heynea trijuga	Abhishek Gopal | R. Rajesh | G. Moorthi | T. Sundarraj | Vanidas | Manickraj | Vijay	0000-0002-3020-4122 | 0009-0007-2666-8956 | 0000-0002-0174-9895 | 0000-0002-3546-4417	GAMBLE, J. S. and FISCHER, C. E. C. 1935. Flora of the Presidency of Madras, Parts I to XI. Secretary of State for India, London | PASCAL, J. P., and RAMESH, B. R. 1997. A field key to the trees and lianas of the evergreen forests of the Western Ghats (India). Institut Français de Pondichéry, Pondicherry, India	Identified by direct observation or examination of field-collected specimens and using references listed in identificationReferences	Heynea trijuga	Plantae	Tracheophyta	Magnoliopsida	Sapindales	Meliaceae	Heynea	NA
urn:ncf:arp:frugivory_predation:2017_18:trees:6	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	HumanObservation	urn:ncf:arp:frugivory_predation:2017_18:trees:6	Abhishek Gopal | R. Rajesh | G. Moorthi | T. Sundarraj | Vanidas | Manickraj | Vijay	0000-0002-3020-4122 | 0009-0007-2666-8956 | 0000-0002-0174-9895 | 0000-0002-3546-4417	1	present	2017-11/2018-05		ad hoc observation	Asia	India	IN	Tamil Nadu	Anamalai Tiger Reserve	10.33889	76.9662	WGS84	10	Heynea trijuga	Abhishek Gopal | R. Rajesh | G. Moorthi | T. Sundarraj | Vanidas | Manickraj | Vijay	0000-0002-3020-4122 | 0009-0007-2666-8956 | 0000-0002-0174-9895 | 0000-0002-3546-4417	GAMBLE, J. S. and FISCHER, C. E. C. 1935. Flora of the Presidency of Madras, Parts I to XI. Secretary of State for India, London | PASCAL, J. P., and RAMESH, B. R. 1997. A field key to the trees and lianas of the evergreen forests of the Western Ghats (India). Institut Français de Pondichéry, Pondicherry, India	Identified by direct observation or examination of field-collected specimens and using references listed in identificationReferences	Heynea trijuga	Plantae	Tracheophyta	Magnoliopsida	Sapindales	Meliaceae	Heynea	NA
urn:ncf:arp:frugivory_predation:2017_18:trees:7	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	HumanObservation	urn:ncf:arp:frugivory_predation:2017_18:trees:7	Abhishek Gopal | R. Rajesh | G. Moorthi | T. Sundarraj | Vanidas | Manickraj | Vijay	0000-0002-3020-4122 | 0009-0007-2666-8956 | 0000-0002-0174-9895 | 0000-0002-3546-4417	1	present	2017-11/2018-05		ad hoc observation	Asia	India	IN	Tamil Nadu	Anamalai Tiger Reserve	10.33933	76.96634	WGS84	10	Heynea trijuga	Abhishek Gopal | R. Rajesh | G. Moorthi | T. Sundarraj | Vanidas | Manickraj | Vijay	0000-0002-3020-4122 | 0009-0007-2666-8956 | 0000-0002-0174-9895 | 0000-0002-3546-4417	GAMBLE, J. S. and FISCHER, C. E. C. 1935. Flora of the Presidency of Madras, Parts I to XI. Secretary of State for India, London | PASCAL, J. P., and RAMESH, B. R. 1997. A field key to the trees and lianas of the evergreen forests of the Western Ghats (India). Institut Français de Pondichéry, Pondicherry, India	Identified by direct observation or examination of field-collected specimens and using references listed in identificationReferences	Heynea trijuga	Plantae	Tracheophyta	Magnoliopsida	Sapindales	Meliaceae	Heynea	NA
urn:ncf:arp:frugivory_predation:2017_18:trees:8	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	HumanObservation	urn:ncf:arp:frugivory_predation:2017_18:trees:8	Abhishek Gopal | R. Rajesh | G. Moorthi | T. Sundarraj | Vanidas | Manickraj | Vijay	0000-0002-3020-4122 | 0009-0007-2666-8956 | 0000-0002-0174-9895 | 0000-0002-3546-4417	1	present	2017-11/2018-05		ad hoc observation	Asia	India	IN	Tamil Nadu	Anamalai Tiger Reserve	10.33954	76.96656	WGS84	10	Heynea trijuga	Abhishek Gopal | R. Rajesh | G. Moorthi | T. Sundarraj | Vanidas | Manickraj | Vijay	0000-0002-3020-4122 | 0009-0007-2666-8956 | 0000-0002-0174-9895 | 0000-0002-3546-4417	GAMBLE, J. S. and FISCHER, C. E. C. 1935. Flora of the Presidency of Madras, Parts I to XI. Secretary of State for India, London | PASCAL, J. P., and RAMESH, B. R. 1997. A field key to the trees and lianas of the evergreen forests of the Western Ghats (India). Institut Français de Pondichéry, Pondicherry, India	Identified by direct observation or examination of field-collected specimens and using references listed in identificationReferences	Heynea trijuga	Plantae	Tracheophyta	Magnoliopsida	Sapindales	Meliaceae	Heynea	NA
urn:ncf:arp:frugivory_predation:2017_18:trees:9	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	HumanObservation	urn:ncf:arp:frugivory_predation:2017_18:trees:9	Abhishek Gopal | R. Rajesh | G. Moorthi | T. Sundarraj | Vanidas | Manickraj | Vijay	0000-0002-3020-4122 | 0009-0007-2666-8956 | 0000-0002-0174-9895 | 0000-0002-3546-4417	1	present	2017-11/2018-05		ad hoc observation	Asia	India	IN	Tamil Nadu	Anamalai Tiger Reserve	10.33954	76.96656	WGS84	10	Heynea trijuga	Abhishek Gopal | R. Rajesh | G. Moorthi | T. Sundarraj | Vanidas | Manickraj | Vijay	0000-0002-3020-4122 | 0009-0007-2666-8956 | 0000-0002-0174-9895 | 0000-0002-3546-4417	GAMBLE, J. S. and FISCHER, C. E. C. 1935. Flora of the Presidency of Madras, Parts I to XI. Secretary of State for India, London | PASCAL, J. P., and RAMESH, B. R. 1997. A field key to the trees and lianas of the evergreen forests of the Western Ghats (India). Institut Français de Pondichéry, Pondicherry, India	Identified by direct observation or examination of field-collected specimens and using references listed in identificationReferences	Heynea trijuga	Plantae	Tracheophyta	Magnoliopsida	Sapindales	Meliaceae	Heynea	NA
urn:ncf:arp:frugivory_predation:2017_18:trees:10	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	HumanObservation	urn:ncf:arp:frugivory_predation:2017_18:trees:10	Abhishek Gopal | R. Rajesh | G. Moorthi | T. Sundarraj | Vanidas | Manickraj | Vijay	0000-0002-3020-4122 | 0009-0007-2666-8956 | 0000-0002-0174-9895 | 0000-0002-3546-4417	1	present	2017-11/2018-05		ad hoc observation	Asia	India	IN	Tamil Nadu	Anamalai Tiger Reserve	10.3406	76.96732	WGS84	10	Heynea trijuga	Abhishek Gopal | R. Rajesh | G. Moorthi | T. Sundarraj | Vanidas | Manickraj | Vijay	0000-0002-3020-4122 | 0009-0007-2666-8956 | 0000-0002-0174-9895 | 0000-0002-3546-4417	GAMBLE, J. S. and FISCHER, C. E. C. 1935. Flora of the Presidency of Madras, Parts I to XI. Secretary of State for India, London | PASCAL, J. P., and RAMESH, B. R. 1997. A field key to the trees and lianas of the evergreen forests of the Western Ghats (India). Institut Français de Pondichéry, Pondicherry, India	Identified by direct observation or examination of field-collected specimens and using references listed in identificationReferences	Heynea trijuga	Plantae	Tracheophyta	Magnoliopsida	Sapindales	Meliaceae	Heynea	NA
urn:ncf:arp:frugivory_predation:2017_18:trees:11	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	HumanObservation	urn:ncf:arp:frugivory_predation:2017_18:trees:11	Abhishek Gopal | R. Rajesh | G. Moorthi | T. Sundarraj | Vanidas | Manickraj | Vijay	0000-0002-3020-4122 | 0009-0007-2666-8956 | 0000-0002-0174-9895 | 0000-0002-3546-4417	1	present	2017-11/2018-05		ad hoc observation	Asia	India	IN	Tamil Nadu	Anamalai Tiger Reserve	10.34324	76.96904	WGS84	10	Heynea trijuga	Abhishek Gopal | R. Rajesh | G. Moorthi | T. Sundarraj | Vanidas | Manickraj | Vijay	0000-0002-3020-4122 | 0009-0007-2666-8956 | 0000-0002-0174-9895 | 0000-0002-3546-4417	GAMBLE, J. S. and FISCHER, C. E. C. 1935. Flora of the Presidency of Madras, Parts I to XI. Secretary of State for India, London | PASCAL, J. P., and RAMESH, B. R. 1997. A field key to the trees and lianas of the evergreen forests of the Western Ghats (India). Institut Français de Pondichéry, Pondicherry, India	Identified by direct observation or examination of field-collected specimens and using references listed in identificationReferences	Heynea trijuga	Plantae	Tracheophyta	Magnoliopsida	Sapindales	Meliaceae	Heynea	NA
urn:ncf:arp:frugivory_predation:2017_18:trees:12	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	HumanObservation	urn:ncf:arp:frugivory_predation:2017_18:trees:12	Abhishek Gopal | R. Rajesh | G. Moorthi | T. Sundarraj | Vanidas | Manickraj | Vijay	0000-0002-3020-4122 | 0009-0007-2666-8956 | 0000-0002-0174-9895 | 0000-0002-3546-4417	1	present	2017-11/2018-05		ad hoc observation	Asia	India	IN	Tamil Nadu	Anamalai Tiger Reserve	10.35602	76.89267	WGS84	10	Heynea trijuga	Abhishek Gopal | R. Rajesh | G. Moorthi | T. Sundarraj | Vanidas | Manickraj | Vijay	0000-0002-3020-4122 | 0009-0007-2666-8956 | 0000-0002-0174-9895 | 0000-0002-3546-4417	GAMBLE, J. S. and FISCHER, C. E. C. 1935. Flora of the Presidency of Madras, Parts I to XI. Secretary of State for India, London | PASCAL, J. P., and RAMESH, B. R. 1997. A field key to the trees and lianas of the evergreen forests of the Western Ghats (India). Institut Français de Pondichéry, Pondicherry, India	Identified by direct observation or examination of field-collected specimens and using references listed in identificationReferences	Heynea trijuga	Plantae	Tracheophyta	Magnoliopsida	Sapindales	Meliaceae	Heynea	NA
urn:ncf:arp:frugivory_predation:2017_18:trees:13	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	HumanObservation	urn:ncf:arp:frugivory_predation:2017_18:trees:13	Abhishek Gopal | R. Rajesh | G. Moorthi | T. Sundarraj | Vanidas | Manickraj | Vijay	0000-0002-3020-4122 | 0009-0007-2666-8956 | 0000-0002-0174-9895 | 0000-0002-3546-4417	1	present	2017-11/2018-05		ad hoc observation	Asia	India	IN	Tamil Nadu	Anamalai Tiger Reserve	10.35568	76.89274	WGS84	10	Heynea trijuga	Abhishek Gopal | R. Rajesh | G. Moorthi | T. Sundarraj | Vanidas | Manickraj | Vijay	0000-0002-3020-4122 | 0009-0007-2666-8956 | 0000-0002-0174-9895 | 0000-0002-3546-4417	GAMBLE, J. S. and FISCHER, C. E. C. 1935. Flora of the Presidency of Madras, Parts I to XI. Secretary of State for India, London | PASCAL, J. P., and RAMESH, B. R. 1997. A field key to the trees and lianas of the evergreen forests of the Western Ghats (India). Institut Français de Pondichéry, Pondicherry, India	Identified by direct observation or examination of field-collected specimens and using references listed in identificationReferences	Heynea trijuga	Plantae	Tracheophyta	Magnoliopsida	Sapindales	Meliaceae	Heynea	NA
urn:ncf:arp:frugivory_predation:2017_18:trees:14	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	HumanObservation	urn:ncf:arp:frugivory_predation:2017_18:trees:14	Abhishek Gopal | R. Rajesh | G. Moorthi | T. Sundarraj | Vanidas | Manickraj | Vijay	0000-0002-3020-4122 | 0009-0007-2666-8956 | 0000-0002-0174-9895 | 0000-0002-3546-4417	1	present	2017-11/2018-05		ad hoc observation	Asia	India	IN	Tamil Nadu	Anamalai Tiger Reserve	10.31521	76.83137	WGS84	10	Canarium strictum	Abhishek Gopal | R. Rajesh | G. Moorthi | T. Sundarraj | Vanidas | Manickraj | Vijay	0000-0002-3020-4122 | 0009-0007-2666-8956 | 0000-0002-0174-9895 | 0000-0002-3546-4417	GAMBLE, J. S. and FISCHER, C. E. C. 1935. Flora of the Presidency of Madras, Parts I to XI. Secretary of State for India, London | PASCAL, J. P., and RAMESH, B. R. 1997. A field key to the trees and lianas of the evergreen forests of the Western Ghats (India). Institut Français de Pondichéry, Pondicherry, India	Identified by direct observation or examination of field-collected specimens and using references listed in identificationReferences	Canarium strictum	Plantae	Tracheophyta	Magnoliopsida	Sapindales	Burseraceae	Canarium	NA
urn:ncf:arp:frugivory_predation:2017_18:trees:15	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	HumanObservation	urn:ncf:arp:frugivory_predation:2017_18:trees:15	Abhishek Gopal | R. Rajesh | G. Moorthi | T. Sundarraj | Vanidas | Manickraj | Vijay	0000-0002-3020-4122 | 0009-0007-2666-8956 | 0000-0002-0174-9895 | 0000-0002-3546-4417	1	present	2017-11/2018-05		ad hoc observation	Asia	India	IN	Tamil Nadu	Anamalai Tiger Reserve	10.31556	76.83198	WGS84	10	Canarium strictum	Abhishek Gopal | R. Rajesh | G. Moorthi | T. Sundarraj | Vanidas | Manickraj | Vijay	0000-0002-3020-4122 | 0009-0007-2666-8956 | 0000-0002-0174-9895 | 0000-0002-3546-4417	GAMBLE, J. S. and FISCHER, C. E. C. 1935. Flora of the Presidency of Madras, Parts I to XI. Secretary of State for India, London | PASCAL, J. P., and RAMESH, B. R. 1997. A field key to the trees and lianas of the evergreen forests of the Western Ghats (India). Institut Français de Pondichéry, Pondicherry, India	Identified by direct observation or examination of field-collected specimens and using references listed in identificationReferences	Canarium strictum	Plantae	Tracheophyta	Magnoliopsida	Sapindales	Burseraceae	Canarium	NA
urn:ncf:arp:frugivory_predation:2017_18:trees:16	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	HumanObservation	urn:ncf:arp:frugivory_predation:2017_18:trees:16	Abhishek Gopal | R. Rajesh | G. Moorthi | T. Sundarraj | Vanidas | Manickraj | Vijay	0000-0002-3020-4122 | 0009-0007-2666-8956 | 0000-0002-0174-9895 | 0000-0002-3546-4417	1	present	2017-11/2018-05		ad hoc observation	Asia	India	IN	Tamil Nadu	Anamalai Tiger Reserve	10.31479	76.83454	WGS84	10	Persea macrantha	Abhishek Gopal | R. Rajesh | G. Moorthi | T. Sundarraj | Vanidas | Manickraj | Vijay	0000-0002-3020-4122 | 0009-0007-2666-8956 | 0000-0002-0174-9895 | 0000-0002-3546-4417	GAMBLE, J. S. and FISCHER, C. E. C. 1935. Flora of the Presidency of Madras, Parts I to XI. Secretary of State for India, London | PASCAL, J. P., and RAMESH, B. R. 1997. A field key to the trees and lianas of the evergreen forests of the Western Ghats (India). Institut Français de Pondichéry, Pondicherry, India	Identified by direct observation or examination of field-collected specimens and using references listed in identificationReferences	Machilus glaucescens	Plantae	Tracheophyta	Magnoliopsida	Laurales	Lauraceae	Machilus	NA
urn:ncf:arp:frugivory_predation:2017_18:trees:17	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	HumanObservation	urn:ncf:arp:frugivory_predation:2017_18:trees:17	Abhishek Gopal | R. Rajesh | G. Moorthi | T. Sundarraj | Vanidas | Manickraj | Vijay	0000-0002-3020-4122 | 0009-0007-2666-8956 | 0000-0002-0174-9895 | 0000-0002-3546-4417	1	present	2017-11/2018-05		ad hoc observation	Asia	India	IN	Tamil Nadu	Anamalai Tiger Reserve	10.34907	76.9307	WGS84	10	Heynea trijuga	Abhishek Gopal | R. Rajesh | G. Moorthi | T. Sundarraj | Vanidas | Manickraj | Vijay	0000-0002-3020-4122 | 0009-0007-2666-8956 | 0000-0002-0174-9895 | 0000-0002-3546-4417	GAMBLE, J. S. and FISCHER, C. E. C. 1935. Flora of the Presidency of Madras, Parts I to XI. Secretary of State for India, London | PASCAL, J. P., and RAMESH, B. R. 1997. A field key to the trees and lianas of the evergreen forests of the Western Ghats (India). Institut Français de Pondichéry, Pondicherry, India	Identified by direct observation or examination of field-collected specimens and using references listed in identificationReferences	Heynea trijuga	Plantae	Tracheophyta	Magnoliopsida	Sapindales	Meliaceae	Heynea	NA
urn:ncf:arp:frugivory_predation:2017_18:trees:18	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	HumanObservation	urn:ncf:arp:frugivory_predation:2017_18:trees:18	Abhishek Gopal | R. Rajesh | G. Moorthi | T. Sundarraj | Vanidas | Manickraj | Vijay	0000-0002-3020-4122 | 0009-0007-2666-8956 | 0000-0002-0174-9895 | 0000-0002-3546-4417	1	present	2017-11/2018-05		ad hoc observation	Asia	India	IN	Tamil Nadu	Anamalai Tiger Reserve	10.35013	76.91681	WGS84	10	Canarium strictum	Abhishek Gopal | R. Rajesh | G. Moorthi | T. Sundarraj | Vanidas | Manickraj | Vijay	0000-0002-3020-4122 | 0009-0007-2666-8956 | 0000-0002-0174-9895 | 0000-0002-3546-4417	GAMBLE, J. S. and FISCHER, C. E. C. 1935. Flora of the Presidency of Madras, Parts I to XI. Secretary of State for India, London | PASCAL, J. P., and RAMESH, B. R. 1997. A field key to the trees and lianas of the evergreen forests of the Western Ghats (India). Institut Français de Pondichéry, Pondicherry, India	Identified by direct observation or examination of field-collected specimens and using references listed in identificationReferences	Canarium strictum	Plantae	Tracheophyta	Magnoliopsida	Sapindales	Burseraceae	Canarium	NA
urn:ncf:arp:frugivory_predation:2017_18:trees:19	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	HumanObservation	urn:ncf:arp:frugivory_predation:2017_18:trees:19	Abhishek Gopal | R. Rajesh | G. Moorthi | T. Sundarraj | Vanidas | Manickraj | Vijay	0000-0002-3020-4122 | 0009-0007-2666-8956 | 0000-0002-0174-9895 | 0000-0002-3546-4417	1	present	2017-11/2018-05		ad hoc observation	Asia	India	IN	Tamil Nadu	Anamalai Tiger Reserve	10.35149	76.91503	WGS84	10	Heynea trijuga	Abhishek Gopal | R. Rajesh | G. Moorthi | T. Sundarraj | Vanidas | Manickraj | Vijay	0000-0002-3020-4122 | 0009-0007-2666-8956 | 0000-0002-0174-9895 | 0000-0002-3546-4417	GAMBLE, J. S. and FISCHER, C. E. C. 1935. Flora of the Presidency of Madras, Parts I to XI. Secretary of State for India, London | PASCAL, J. P., and RAMESH, B. R. 1997. A field key to the trees and lianas of the evergreen forests of the Western Ghats (India). Institut Français de Pondichéry, Pondicherry, India	Identified by direct observation or examination of field-collected specimens and using references listed in identificationReferences	Heynea trijuga	Plantae	Tracheophyta	Magnoliopsida	Sapindales	Meliaceae	Heynea	NA
urn:ncf:arp:frugivory_predation:2017_18:trees:20	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	HumanObservation	urn:ncf:arp:frugivory_predation:2017_18:trees:20	Abhishek Gopal | R. Rajesh | G. Moorthi | T. Sundarraj | Vanidas | Manickraj | Vijay	0000-0002-3020-4122 | 0009-0007-2666-8956 | 0000-0002-0174-9895 | 0000-0002-3546-4417	1	present	2017-11/2018-05		ad hoc observation	Asia	India	IN	Tamil Nadu	Anamalai Tiger Reserve	10.35146	76.91483	WGS84	10	Heynea trijuga	Abhishek Gopal | R. Rajesh | G. Moorthi | T. Sundarraj | Vanidas | Manickraj | Vijay	0000-0002-3020-4122 | 0009-0007-2666-8956 | 0000-0002-0174-9895 | 0000-0002-3546-4417	GAMBLE, J. S. and FISCHER, C. E. C. 1935. Flora of the Presidency of Madras, Parts I to XI. Secretary of State for India, London | PASCAL, J. P., and RAMESH, B. R. 1997. A field key to the trees and lianas of the evergreen forests of the Western Ghats (India). Institut Français de Pondichéry, Pondicherry, India	Identified by direct observation or examination of field-collected specimens and using references listed in identificationReferences	Heynea trijuga	Plantae	Tracheophyta	Magnoliopsida	Sapindales	Meliaceae	Heynea	NA
urn:ncf:arp:frugivory_predation:2017_18:trees:21	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	HumanObservation	urn:ncf:arp:frugivory_predation:2017_18:trees:21	Abhishek Gopal | R. Rajesh | G. Moorthi | T. Sundarraj | Vanidas | Manickraj | Vijay	0000-0002-3020-4122 | 0009-0007-2666-8956 | 0000-0002-0174-9895 | 0000-0002-3546-4417	1	present	2017-11/2018-05		ad hoc observation	Asia	India	IN	Tamil Nadu	Anamalai Tiger Reserve	10.35032	76.91369	WGS84	10	Heynea trijuga	Abhishek Gopal | R. Rajesh | G. Moorthi | T. Sundarraj | Vanidas | Manickraj | Vijay	0000-0002-3020-4122 | 0009-0007-2666-8956 | 0000-0002-0174-9895 | 0000-0002-3546-4417	GAMBLE, J. S. and FISCHER, C. E. C. 1935. Flora of the Presidency of Madras, Parts I to XI. Secretary of State for India, London | PASCAL, J. P., and RAMESH, B. R. 1997. A field key to the trees and lianas of the evergreen forests of the Western Ghats (India). Institut Français de Pondichéry, Pondicherry, India	Identified by direct observation or examination of field-collected specimens and using references listed in identificationReferences	Heynea trijuga	Plantae	Tracheophyta	Magnoliopsida	Sapindales	Meliaceae	Heynea	NA
