id	type	language	license	institutionID	institutionCode	basisOfRecord	occurrenceID	recordedBy	recordedByID	occurrenceStatus	occurrenceRemarks	eventID	eventDate	habitat	samplingProtocol	continent	country	countryCode	stateProvince	locality	verbatimLocality	decimalLatitude	decimalLongitude	geodeticDatum	coordinateUncertaintyInMeters	verbatimIdentification	identifiedBy	identifiedByID	identificationReferences	identificationRemarks	scientificName	kingdom	phylum	class	order	family	genus	vernacularName
ncf:ncbs:arp:seed_predation:Akkamalai-Iyerpadi:Ormosia_travancorica:2N:20	Dataset	en	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	MachineObservation	ncf:ncbs:arp:seed_predation:Akkamalai-Iyerpadi:Ormosia_travancorica:2N:20	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	present	n_detections:1|activity:Passing	ncf:ncbs:arp:seed_predation:Akkamalai-Iyerpadi:Ormosia_travancorica:2N	2020-06-23	rainforest fragment	camera trap detection	Asia	India	IN	Tamil Nadu	Akkamalai-Iyerpadi | Anamalais and Valparai Plateau	36HP	10.36716	76.99854	WGS84	10	Paradoxurus jerdoni	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	GAMBLE, J. S. and FISCHER, C. E. C. 1935. Flora of the Presidency of Madras, Parts I to XI. Secretary of State for India, London | PASCAL, J. P., and RAMESH, B. R. 1997. A field key to the trees and lianas of the evergreen forests of the Western Ghats (India). Institut Français de Pondichéry, Pondicherry, India | S.H. Prater 1948. The Book of Indian Animal. Bombay Natural History Society, Mumbai | Menon, V., 2003. Mammals of India. Princeton University Press.	Identified by direct observation or examination of field-collected specimens and using references listed in identificationReferences	Paradoxurus jerdoni	Animalia	Chordata	Mammalia	Carnivora	Viverridae	Paradoxurus	Brown Palm Civet
ncf:ncbs:arp:seed_predation:Akkamalai-Iyerpadi:Ormosia_travancorica:2N:21	Dataset	en	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	MachineObservation	ncf:ncbs:arp:seed_predation:Akkamalai-Iyerpadi:Ormosia_travancorica:2N:21	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	present	n_detections:1|activity:Passing	ncf:ncbs:arp:seed_predation:Akkamalai-Iyerpadi:Ormosia_travancorica:2N	2020-06-25	rainforest fragment	camera trap detection	Asia	India	IN	Tamil Nadu	Akkamalai-Iyerpadi | Anamalais and Valparai Plateau	36HP	10.36716	76.99854	WGS84	10	Paradoxurus jerdoni	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	GAMBLE, J. S. and FISCHER, C. E. C. 1935. Flora of the Presidency of Madras, Parts I to XI. Secretary of State for India, London | PASCAL, J. P., and RAMESH, B. R. 1997. A field key to the trees and lianas of the evergreen forests of the Western Ghats (India). Institut Français de Pondichéry, Pondicherry, India | S.H. Prater 1948. The Book of Indian Animal. Bombay Natural History Society, Mumbai | Menon, V., 2003. Mammals of India. Princeton University Press.	Identified by direct observation or examination of field-collected specimens and using references listed in identificationReferences	Paradoxurus jerdoni	Animalia	Chordata	Mammalia	Carnivora	Viverridae	Paradoxurus	Brown Palm Civet
ncf:ncbs:arp:seed_predation:Akkamalai-Iyerpadi:Ormosia_travancorica:2N:22	Dataset	en	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	MachineObservation	ncf:ncbs:arp:seed_predation:Akkamalai-Iyerpadi:Ormosia_travancorica:2N:22	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	present	n_detections:2|activity:Passing Two at a time|activity:Passing Two at a time	ncf:ncbs:arp:seed_predation:Akkamalai-Iyerpadi:Ormosia_travancorica:2N	2020-06-26	rainforest fragment	camera trap detection	Asia	India	IN	Tamil Nadu	Akkamalai-Iyerpadi | Anamalais and Valparai Plateau	36HP	10.36716	76.99854	WGS84	10	Herpestes vitticollis	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	GAMBLE, J. S. and FISCHER, C. E. C. 1935. Flora of the Presidency of Madras, Parts I to XI. Secretary of State for India, London | PASCAL, J. P., and RAMESH, B. R. 1997. A field key to the trees and lianas of the evergreen forests of the Western Ghats (India). Institut Français de Pondichéry, Pondicherry, India | S.H. Prater 1948. The Book of Indian Animal. Bombay Natural History Society, Mumbai | Menon, V., 2003. Mammals of India. Princeton University Press.	Identified by direct observation or examination of field-collected specimens and using references listed in identificationReferences	Urva vitticollis	Animalia	Chordata	Mammalia	Carnivora	Herpestidae	Urva	Striped Neck Mongoose
ncf:ncbs:arp:seed_predation:Akkamalai-Iyerpadi:Ormosia_travancorica:2N:23	Dataset	en	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	MachineObservation	ncf:ncbs:arp:seed_predation:Akkamalai-Iyerpadi:Ormosia_travancorica:2N:23	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	present	n_detections:1|activity:Passing	ncf:ncbs:arp:seed_predation:Akkamalai-Iyerpadi:Ormosia_travancorica:2N	2020-06-27	rainforest fragment	camera trap detection	Asia	India	IN	Tamil Nadu	Akkamalai-Iyerpadi | Anamalais and Valparai Plateau	36HP	10.36716	76.99854	WGS84	10	Paradoxurus jerdoni	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	GAMBLE, J. S. and FISCHER, C. E. C. 1935. Flora of the Presidency of Madras, Parts I to XI. Secretary of State for India, London | PASCAL, J. P., and RAMESH, B. R. 1997. A field key to the trees and lianas of the evergreen forests of the Western Ghats (India). Institut Français de Pondichéry, Pondicherry, India | S.H. Prater 1948. The Book of Indian Animal. Bombay Natural History Society, Mumbai | Menon, V., 2003. Mammals of India. Princeton University Press.	Identified by direct observation or examination of field-collected specimens and using references listed in identificationReferences	Paradoxurus jerdoni	Animalia	Chordata	Mammalia	Carnivora	Viverridae	Paradoxurus	Brown Palm Civet
ncf:ncbs:arp:seed_predation:Akkamalai-Iyerpadi:Ormosia_travancorica:2N:24	Dataset	en	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	MachineObservation	ncf:ncbs:arp:seed_predation:Akkamalai-Iyerpadi:Ormosia_travancorica:2N:24	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	present	n_detections:1|activity:Passing	ncf:ncbs:arp:seed_predation:Akkamalai-Iyerpadi:Ormosia_travancorica:2N	2020-06-28	rainforest fragment	camera trap detection	Asia	India	IN	Tamil Nadu	Akkamalai-Iyerpadi | Anamalais and Valparai Plateau	36HP	10.36716	76.99854	WGS84	10	Herpestes fuscus	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	GAMBLE, J. S. and FISCHER, C. E. C. 1935. Flora of the Presidency of Madras, Parts I to XI. Secretary of State for India, London | PASCAL, J. P., and RAMESH, B. R. 1997. A field key to the trees and lianas of the evergreen forests of the Western Ghats (India). Institut Français de Pondichéry, Pondicherry, India | S.H. Prater 1948. The Book of Indian Animal. Bombay Natural History Society, Mumbai | Menon, V., 2003. Mammals of India. Princeton University Press.	Identified by direct observation or examination of field-collected specimens and using references listed in identificationReferences	Urva fusca	Animalia	Chordata	Mammalia	Carnivora	Herpestidae	Urva	Brown Mongoose
ncf:ncbs:arp:seed_predation:Akkamalai-Iyerpadi:Ormosia_travancorica:2N:25	Dataset	en	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	MachineObservation	ncf:ncbs:arp:seed_predation:Akkamalai-Iyerpadi:Ormosia_travancorica:2N:25	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	present	n_detections:1|activity:Passing	ncf:ncbs:arp:seed_predation:Akkamalai-Iyerpadi:Ormosia_travancorica:2N	2020-06-28	rainforest fragment	camera trap detection	Asia	India	IN	Tamil Nadu	Akkamalai-Iyerpadi | Anamalais and Valparai Plateau	36HP	10.36716	76.99854	WGS84	10	Rodentia	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	GAMBLE, J. S. and FISCHER, C. E. C. 1935. Flora of the Presidency of Madras, Parts I to XI. Secretary of State for India, London | PASCAL, J. P., and RAMESH, B. R. 1997. A field key to the trees and lianas of the evergreen forests of the Western Ghats (India). Institut Français de Pondichéry, Pondicherry, India | S.H. Prater 1948. The Book of Indian Animal. Bombay Natural History Society, Mumbai | Menon, V., 2003. Mammals of India. Princeton University Press.	Identified by direct observation or examination of field-collected specimens and using references listed in identificationReferences	Rodentia	Animalia	Chordata	Mammalia	Rodentia			Rodent
ncf:ncbs:arp:seed_predation:Akkamalai-Iyerpadi:Ormosia_travancorica:2N:26	Dataset	en	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	MachineObservation	ncf:ncbs:arp:seed_predation:Akkamalai-Iyerpadi:Ormosia_travancorica:2N:26	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	present	n_detections:1|activity:Passing	ncf:ncbs:arp:seed_predation:Akkamalai-Iyerpadi:Ormosia_travancorica:2N	2020-07-03	rainforest fragment	camera trap detection	Asia	India	IN	Tamil Nadu	Akkamalai-Iyerpadi | Anamalais and Valparai Plateau	36HP	10.36716	76.99854	WGS84	10	Herpestes fuscus	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	GAMBLE, J. S. and FISCHER, C. E. C. 1935. Flora of the Presidency of Madras, Parts I to XI. Secretary of State for India, London | PASCAL, J. P., and RAMESH, B. R. 1997. A field key to the trees and lianas of the evergreen forests of the Western Ghats (India). Institut Français de Pondichéry, Pondicherry, India | S.H. Prater 1948. The Book of Indian Animal. Bombay Natural History Society, Mumbai | Menon, V., 2003. Mammals of India. Princeton University Press.	Identified by direct observation or examination of field-collected specimens and using references listed in identificationReferences	Urva fusca	Animalia	Chordata	Mammalia	Carnivora	Herpestidae	Urva	Brown Mongoose
ncf:ncbs:arp:seed_predation:Akkamalai-Iyerpadi:Ormosia_travancorica:2N:27	Dataset	en	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	MachineObservation	ncf:ncbs:arp:seed_predation:Akkamalai-Iyerpadi:Ormosia_travancorica:2N:27	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	present	n_detections:1|activity:Passing	ncf:ncbs:arp:seed_predation:Akkamalai-Iyerpadi:Ormosia_travancorica:2N	2020-07-05	rainforest fragment	camera trap detection	Asia	India	IN	Tamil Nadu	Akkamalai-Iyerpadi | Anamalais and Valparai Plateau	36HP	10.36716	76.99854	WGS84	10	Herpestes fuscus	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	GAMBLE, J. S. and FISCHER, C. E. C. 1935. Flora of the Presidency of Madras, Parts I to XI. Secretary of State for India, London | PASCAL, J. P., and RAMESH, B. R. 1997. A field key to the trees and lianas of the evergreen forests of the Western Ghats (India). Institut Français de Pondichéry, Pondicherry, India | S.H. Prater 1948. The Book of Indian Animal. Bombay Natural History Society, Mumbai | Menon, V., 2003. Mammals of India. Princeton University Press.	Identified by direct observation or examination of field-collected specimens and using references listed in identificationReferences	Urva fusca	Animalia	Chordata	Mammalia	Carnivora	Herpestidae	Urva	Brown Mongoose
ncf:ncbs:arp:seed_predation:Akkamalai-Iyerpadi:Ormosia_travancorica:2N:28	Dataset	en	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	MachineObservation	ncf:ncbs:arp:seed_predation:Akkamalai-Iyerpadi:Ormosia_travancorica:2N:28	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	present	n_detections:1|activity:Passing	ncf:ncbs:arp:seed_predation:Akkamalai-Iyerpadi:Ormosia_travancorica:2N	2020-07-08	rainforest fragment	camera trap detection	Asia	India	IN	Tamil Nadu	Akkamalai-Iyerpadi | Anamalais and Valparai Plateau	36HP	10.36716	76.99854	WGS84	10	Rodentia	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	GAMBLE, J. S. and FISCHER, C. E. C. 1935. Flora of the Presidency of Madras, Parts I to XI. Secretary of State for India, London | PASCAL, J. P., and RAMESH, B. R. 1997. A field key to the trees and lianas of the evergreen forests of the Western Ghats (India). Institut Français de Pondichéry, Pondicherry, India | S.H. Prater 1948. The Book of Indian Animal. Bombay Natural History Society, Mumbai | Menon, V., 2003. Mammals of India. Princeton University Press.	Identified by direct observation or examination of field-collected specimens and using references listed in identificationReferences	Rodentia	Animalia	Chordata	Mammalia	Rodentia			Rodent
ncf:ncbs:arp:seed_predation:Akkamalai-Iyerpadi:Ormosia_travancorica:2N:29	Dataset	en	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	MachineObservation	ncf:ncbs:arp:seed_predation:Akkamalai-Iyerpadi:Ormosia_travancorica:2N:29	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	present	n_detections:1|activity:Passing Maybe all of them are coming for honey	ncf:ncbs:arp:seed_predation:Akkamalai-Iyerpadi:Ormosia_travancorica:2N	2020-07-09	rainforest fragment	camera trap detection	Asia	India	IN	Tamil Nadu	Akkamalai-Iyerpadi | Anamalais and Valparai Plateau	36HP	10.36716	76.99854	WGS84	10	Paradoxurus jerdoni	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	GAMBLE, J. S. and FISCHER, C. E. C. 1935. Flora of the Presidency of Madras, Parts I to XI. Secretary of State for India, London | PASCAL, J. P., and RAMESH, B. R. 1997. A field key to the trees and lianas of the evergreen forests of the Western Ghats (India). Institut Français de Pondichéry, Pondicherry, India | S.H. Prater 1948. The Book of Indian Animal. Bombay Natural History Society, Mumbai | Menon, V., 2003. Mammals of India. Princeton University Press.	Identified by direct observation or examination of field-collected specimens and using references listed in identificationReferences	Paradoxurus jerdoni	Animalia	Chordata	Mammalia	Carnivora	Viverridae	Paradoxurus	Brown Palm Civet
ncf:ncbs:arp:seed_predation:Akkamalai-Iyerpadi:Ormosia_travancorica:2N:3	Dataset	en	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	MachineObservation	ncf:ncbs:arp:seed_predation:Akkamalai-Iyerpadi:Ormosia_travancorica:2N:3	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	present	n_detections:1|activity:Passing	ncf:ncbs:arp:seed_predation:Akkamalai-Iyerpadi:Ormosia_travancorica:2N	2020-02-29	rainforest fragment	camera trap detection	Asia	India	IN	Tamil Nadu	Akkamalai-Iyerpadi | Anamalais and Valparai Plateau	36HP	10.36716	76.99854	WGS84	10	Rodentia	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	GAMBLE, J. S. and FISCHER, C. E. C. 1935. Flora of the Presidency of Madras, Parts I to XI. Secretary of State for India, London | PASCAL, J. P., and RAMESH, B. R. 1997. A field key to the trees and lianas of the evergreen forests of the Western Ghats (India). Institut Français de Pondichéry, Pondicherry, India | S.H. Prater 1948. The Book of Indian Animal. Bombay Natural History Society, Mumbai | Menon, V., 2003. Mammals of India. Princeton University Press.	Identified by direct observation or examination of field-collected specimens and using references listed in identificationReferences	Rodentia	Animalia	Chordata	Mammalia	Rodentia			Rodent
ncf:ncbs:arp:seed_predation:Akkamalai-Iyerpadi:Ormosia_travancorica:2N:30	Dataset	en	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	MachineObservation	ncf:ncbs:arp:seed_predation:Akkamalai-Iyerpadi:Ormosia_travancorica:2N:30	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	present	n_detections:2|activity:Passing |activity:Passing	ncf:ncbs:arp:seed_predation:Akkamalai-Iyerpadi:Ormosia_travancorica:2N	2020-07-10	rainforest fragment	camera trap detection	Asia	India	IN	Tamil Nadu	Akkamalai-Iyerpadi | Anamalais and Valparai Plateau	36HP	10.36716	76.99854	WGS84	10	Paradoxurus jerdoni	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	GAMBLE, J. S. and FISCHER, C. E. C. 1935. Flora of the Presidency of Madras, Parts I to XI. Secretary of State for India, London | PASCAL, J. P., and RAMESH, B. R. 1997. A field key to the trees and lianas of the evergreen forests of the Western Ghats (India). Institut Français de Pondichéry, Pondicherry, India | S.H. Prater 1948. The Book of Indian Animal. Bombay Natural History Society, Mumbai | Menon, V., 2003. Mammals of India. Princeton University Press.	Identified by direct observation or examination of field-collected specimens and using references listed in identificationReferences	Paradoxurus jerdoni	Animalia	Chordata	Mammalia	Carnivora	Viverridae	Paradoxurus	Brown Palm Civet
ncf:ncbs:arp:seed_predation:Akkamalai-Iyerpadi:Ormosia_travancorica:2N:31	Dataset	en	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	MachineObservation	ncf:ncbs:arp:seed_predation:Akkamalai-Iyerpadi:Ormosia_travancorica:2N:31	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	present	n_detections:1|activity:Passing	ncf:ncbs:arp:seed_predation:Akkamalai-Iyerpadi:Ormosia_travancorica:2N	2020-07-13	rainforest fragment	camera trap detection	Asia	India	IN	Tamil Nadu	Akkamalai-Iyerpadi | Anamalais and Valparai Plateau	36HP	10.36716	76.99854	WGS84	10	Paradoxurus jerdoni	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	GAMBLE, J. S. and FISCHER, C. E. C. 1935. Flora of the Presidency of Madras, Parts I to XI. Secretary of State for India, London | PASCAL, J. P., and RAMESH, B. R. 1997. A field key to the trees and lianas of the evergreen forests of the Western Ghats (India). Institut Français de Pondichéry, Pondicherry, India | S.H. Prater 1948. The Book of Indian Animal. Bombay Natural History Society, Mumbai | Menon, V., 2003. Mammals of India. Princeton University Press.	Identified by direct observation or examination of field-collected specimens and using references listed in identificationReferences	Paradoxurus jerdoni	Animalia	Chordata	Mammalia	Carnivora	Viverridae	Paradoxurus	Brown Palm Civet
ncf:ncbs:arp:seed_predation:Akkamalai-Iyerpadi:Ormosia_travancorica:2N:32	Dataset	en	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	MachineObservation	ncf:ncbs:arp:seed_predation:Akkamalai-Iyerpadi:Ormosia_travancorica:2N:32	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	present	n_detections:1|activity:Passing	ncf:ncbs:arp:seed_predation:Akkamalai-Iyerpadi:Ormosia_travancorica:2N	2020-07-15	rainforest fragment	camera trap detection	Asia	India	IN	Tamil Nadu	Akkamalai-Iyerpadi | Anamalais and Valparai Plateau	36HP	10.36716	76.99854	WGS84	10	Rodentia	Aparna Krishnan	https://orcid.org/0000-0001-9781-1157	GAMBLE, J. S. and FISCHER, C. E. C. 1935. Flora of the Presidency of Madras, Parts I to XI. Secretary of State for India, London | PASCAL, J. P., and RAMESH, B. R. 1997. A field key to the trees and lianas of the evergreen forests of the Western Ghats (India). Institut Français de Pondichéry, Pondicherry, India | S.H. Prater 1948. The Book of Indian Animal. Bombay Natural History Society, Mumbai | Menon, V., 2003. Mammals of India. Princeton University Press.	Identified by direct observation or examination of field-collected specimens and using references listed in identificationReferences	Rodentia	Animalia	Chordata	Mammalia	Rodentia			Rodent
