"group","old_code","osuri_code","current_code","original_name","original_fullname","original_family","GBIFname","key","matchType","confidence","status","rank","kingdom","phylum","class","order","family","genus","species","canonicalName","authorship","scientificName"
"Understorey","Cof rob","NA","Cof can","Coffea canephora","Coffea canephora Pierre ex A.Froehner","Rubiaceae","Coffea canephora Pierre ex A.Froehner",2895528,"EXACT",97,"ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Gentianales","Rubiaceae","Coffea","Coffea canephora","Coffea canephora","Pierre ex A.Froehner","Coffea canephora"
"Understorey","Col opp","NA","Col opp","Colebrookea oppositifolia","Colebrookea oppositifolia J.E. Smith","Lamiaceae","Colebrookea oppositifolia Sm.",3884974,"EXACT",97,"ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","Colebrookea","Colebrookea oppositifolia","Colebrookea oppositifolia","Sm.","Colebrookea oppositifolia"
"Understorey","Com pal","NA","Com pal","Commelina paludosa","Commelina paludosa Bl.","Commelinaceae","Commelina paludosa Blume",2764435,"EXACT",98,"ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Commelinales","Commelinaceae","Commelina","Commelina paludosa","Commelina paludosa","Blume","Commelina paludosa"
"Understorey","Cro lae","NA","Cro lae","Crotalaria laevigata","Crotalaria laevigata Lam.","Papilionaceae","Crotalaria laevigata Lam.",2942048,"EXACT",97,"ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Crotalaria","Crotalaria laevigata","Crotalaria laevigata","Lam.","Crotalaria laevigata"
"Understorey","Cro zey","NA","Cro zey","Croton zeylanicus","Croton zeylanicus Muell.-Arg.","Euphorbiaceae","Croton zeylanicus Müll.Arg.",3059982,"EXACT",99,"ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","Croton","Croton zeylanicus","Croton zeylanicus","Müll.Arg.","Croton zeylanicus"
"Understorey","Cur ama","NA","Cur ama","Curcuma amada","Curcuma amada Roxb.","Zingiberaceae","Curcuma amada Roxb.",2757535,"EXACT",99,"ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Zingiberales","Zingiberaceae","Curcuma","Curcuma amada","Curcuma amada","Roxb.","Curcuma amada"
"Understorey","Cur tri","NA","Cur tri","Curculigo trichocarpa","Curculigo trichocarpa (Wight) Ben. & Raiz.","Hypoxidaceae","Curculigo trichocarpa (Wight) Bennet & Raizada",2852537,"EXACT",98,"SYNONYM","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Hypoxidaceae","Molineria","Molineria trichocarpa","Curculigo trichocarpa","(Wight) Bennet & Raizada","Molineria trichocarpa"
"Understorey","Cya pro","NA","Cya pro","Cyathula prostrata","Cyathula prostrata (L.) Blume","Amaranthaceae","Cyathula prostrata (L.) Blume",5384314,"EXACT",98,"ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Amaranthaceae","Cyathula","Cyathula prostrata","Cyathula prostrata","(L.) Blume","Cyathula prostrata"
"Understorey","Cyc pel","NA","Cyc pel","Cyclea peltata","Cyclea peltata (Lam.) Hook.f.& Thoms.","Menispermaceae","Cyclea peltata Hook.fil. & Thomson",8187840,"EXACT",97,"ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Menispermaceae","Cyclea","Cyclea peltata","Cyclea peltata","Hook.fil. & Thomson","Cyclea peltata"
"Understorey","Cyr oxy","NA","Cyr oxy","Cyrtococcum oxyphyllum","Cyrtococcum oxyphyllum (Steud.) Stapf","Poaceae","Cyrtococcum oxyphyllum (Hochst. ex Steud.) Stapf",4132960,"EXACT",99,"ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Cyrtococcum","Cyrtococcum oxyphyllum","Cyrtococcum oxyphyllum","(Hochst. ex Steud.) Stapf","Cyrtococcum oxyphyllum"
"Understorey","Cyr tri","NA","Cyr tri","Cyrtococcum trigonum","Cyrtococcum  trigonum (Retz.) A. Camus","Poaceae","Cyrtococcum trigonum (Retz.) A.Camus",4132897,"EXACT",99,"ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Cyrtococcum","Cyrtococcum trigonum","Cyrtococcum trigonum","(Retz.) A.Camus","Cyrtococcum trigonum"
"Understorey","Den str","NA","Den str","Dendrocalamus strictus","Dendrocalamus strictus (Roxb.) Nees    ","Poaceae","Dendrocalamus strictus (Roxb.) Nees",2703316,"EXACT",99,"ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Dendrocalamus","Dendrocalamus strictus","Dendrocalamus strictus","(Roxb.) Nees","Dendrocalamus strictus"
"Understorey","Dio opp","NA","Dio opp","Dioscorea oppositifolia","Dioscorea oppositifolia L.","Dioscoreaceae","Dioscorea oppositifolia L.",2754965,"EXACT",99,"ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Dioscoreales","Dioscoreaceae","Dioscorea","Dioscorea oppositifolia","Dioscorea oppositifolia","L.","Dioscorea oppositifolia"
"Understorey","Dra ter","NA","Dra ter","Dracaena terniflora","Dracaena terniflora Roxb.","Agavaceae","Dracaena terniflora Roxb.",5304617,"EXACT",97,"ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Asparagaceae","Dracaena","Dracaena terniflora","Dracaena terniflora","Roxb.","Dracaena terniflora"
"Understorey","Dry ser","NA","Dry ser","Dryopteris serrato-dentata","Dryopteris serrato-dentata (Bedd.) Hayata","Dryopteridaceae","Dryopteris serratodentata (Bedd.) Hayata",7771349,"FUZZY",96,"ACCEPTED","SPECIES","Plantae","Tracheophyta","Polypodiopsida","Polypodiales","Dryopteridaceae","Dryopteris","Dryopteris serratodentata","Dryopteris serratodentata","(Bedd.) Hayata","Dryopteris serratodentata"
"Understorey","Ecb vir","NA","Ecb vir","Ecbolium viride","Ecbolium viride (Forssk.)Alston","Acanthaceae","Ecbolium viride (Forssk.) Alston",7264277,"EXACT",99,"ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Acanthaceae","Ecbolium","Ecbolium viride","Ecbolium viride","(Forssk.) Alston","Ecbolium viride"
"Understorey","Ela acu","NA","Ela acu","Elatostemma acuminatum","Elatostemma acuminatum (Poir.) Brongn.","Urticaceae","Elatostema acuminatum (Poir.) Brongn.",7300569,"FUZZY",85,"ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Rosales","Urticaceae","Elatostema","Elatostema acuminatum","Elatostema acuminatum","(Poir.) Brongn.","Elatostema acuminatum"
"Understorey","Ela lin","NA","Ela lin","Elatostemma lineolatum","Elatostemma lineolatum Wight ","Urticaceae","Elatostema lineolatum Wight",7300505,"FUZZY",85,"ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Rosales","Urticaceae","Elatostema","Elatostema lineolatum","Elatostema lineolatum","Wight","Elatostema lineolatum"
"Understorey","Ele car","NA","Ele car","Elettaria cardamomum","Elettaria cardamomum (L.) Maton","Zingiberaceae","Elettaria cardamomum (L.) Maton",2759871,"EXACT",98,"ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Zingiberales","Zingiberaceae","Elettaria","Elettaria cardamomum","Elettaria cardamomum","(L.) Maton","Elettaria cardamomum"
"Understorey","Eup gla","NA","Eup gla","Eupatorium glandulosum","Eupatorium glandulosum HB. & K.","Asteraceae","Eupatorium glandulosum Kunth",9643986,"EDITED",114,"SYNONYM","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Ageratina","Ageratina adenophora","Eupatorium glandulosum",,"Ageratina adenophora"
"Understorey","Glo oph","NA","Glo oph","Globba ophioglossa","Globba ophioglossa Wight","Zingiberaceae","Globba ophioglossa Wight",2757819,"EXACT",98,"SYNONYM","SPECIES","Plantae","Tracheophyta","Liliopsida","Zingiberales","Zingiberaceae","Globba","Globba sessiliflora","Globba ophioglossa","Wight","Globba sessiliflora"
"Understorey","Hyd jav","NA","Hyd jav","Hydrocotyle javanica","Hydrocotyle javanica Thunb.","Apiaceae","Hydrocotyle javanica Thunb.",6026987,"EXACT",99,"ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","Hydrocotyle","Hydrocotyle javanica","Hydrocotyle javanica","Thunb.","Hydrocotyle javanica"
"Understorey","Imp sp.","NA","Imp sp.","Impatiens sp.","Impatiens sp.","Balsaminaceae","Impatiens L.",2891766,"HIGHERRANK",94,"ACCEPTED","GENUS","Plantae","Tracheophyta","Magnoliopsida","Ericales","Balsaminaceae","Impatiens",,"Impatiens","L.","Impatiens"
"Understorey","Ipo ind","NA","Ipo ind","Ipomoea indica","Ipomoea indica (Burm.f.) Merr.","Convolvulaceae","Ipomoea indica (Burm.) Merr.",2928598,"EXACT",98,"ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Solanales","Convolvulaceae","Ipomoea","Ipomoea indica","Ipomoea indica","(Burm.) Merr.","Ipomoea indica"
"Understorey","Ixo nig","NA","Ixo nig","Ixora nigricans","Ixora nigricans R.Br. ex Wight & Arn.","Rubiaceae","Ixora nigricans R.Br. ex Wight & Arn.",2905255,"EXACT",97,"ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Gentianales","Rubiaceae","Ixora","Ixora nigricans","Ixora nigricans","R.Br. ex Wight & Arn.","Ixora nigricans"
"Understorey","Ked cou","NA","Ked cou","Kedrostis courtallensis","Kedrostis courtallensis (Arn.) Jeffrey","Cucurbitaceae","Kedrostis courtallensis (Arn.) C.Jeffrey",3623953,"EXACT",99,"ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Cucurbitales","Cucurbitaceae","Kedrostis","Kedrostis courtallensis","Kedrostis courtallensis","(Arn.) C.Jeffrey","Kedrostis courtallensis"
"Understorey","Lan cam","NA","Lan cam","Lantana camara","Lantana camara L.","Verbenaceae","Lantana camara L.",2925303,"EXACT",99,"ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Verbenaceae","Lantana","Lantana camara","Lantana camara","L.","Lantana camara"
"Understorey","Lap bul","NA","Lap bul","Laportea bulbifera","Laportea bulbifera (Sieb. & Zucc.) Wedd.","Urticaceae","Laportea bulbifera (Siebold & Zucc.) Wedd.",7300666,"EXACT",99,"ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Rosales","Urticaceae","Laportea","Laportea bulbifera","Laportea bulbifera","(Siebold & Zucc.) Wedd.","Laportea bulbifera"
"Understorey","Lep sp.","NA","Lep sp.","Leptochilus sp.","Leptochilus sp.","Polypodiaceae","Leptochilus Kaulf.",2650941,"EDITED",69,"ACCEPTED","GENUS","Plantae","Tracheophyta","Polypodiopsida","Polypodiales","Polypodiaceae","Leptochilus",,"Leptochilus",,"Leptochilus"
"Understorey","Lep umb","NA","Lep umb","Lepianthes umbellata","Lepianthes umbellata (L.) Rafin.","Piperaceae","Lepianthes umbellata (L.) Raf. ex Ramamoorthy",7619316,"EXACT",98,"SYNONYM","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Piperales","Piperaceae","Piper","Piper umbellatum","Lepianthes umbellata","(L.) Raf. ex Ramamoorthy","Piper umbellatum"
"Understorey","Mac gra","NA","Mac gra","Mackenziea gracilis","Mackenziea gracilis (Bedd.) Bremek.","Acanthaceae","Mackenziea gracilis (Bedd.) Bremek.",5574017,"EXACT",98,"SYNONYM","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Acanthaceae","Strobilanthes","Strobilanthes gracilis","Mackenziea gracilis","(Bedd.) Bremek.","Strobilanthes gracilis"
"Understorey","Mik sp.","NA","Mik sp.","Mikania sp.","Mikania sp.","Asteraceae","Mikania Willd.",7722389,"HIGHERRANK",92,"ACCEPTED","GENUS","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Mikania",,"Mikania","Willd.","Mikania"
"Understorey","Mim pud","NA","Mim pud","Mimosa pudica","Mimosa pudica L.","Mimosaceae","Mimosa pudica L.",2969284,"EXACT",98,"ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Mimosa","Mimosa pudica","Mimosa pudica","L.","Mimosa pudica"
"Understorey","Nic phy","NA","Nic phy","Nicandra physalodes","Nicandra physalodes (L.) Gaertn.","Solanaceae","Nicandra physalodes (L.) Gaertn.",5341754,"EXACT",97,"ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Solanales","Solanaceae","Nicandra","Nicandra physalodes","Nicandra physalodes","(L.) Gaertn.","Nicandra physalodes"
"Understorey","Nil bar","NA","Nil bar","Nilgirianthus barbatus","Nilgirianthus barbatus (Nees) Bremek.","Acanthaceae","Nilgirianthus barbatus (Nees) Bremek.",3781939,"EXACT",98,"SYNONYM","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Acanthaceae","Strobilanthes","Strobilanthes barbatus","Nilgirianthus barbatus","(Nees) Bremek.","Strobilanthes barbatus"
"Understorey","Nil cil","NA","Nil cil","Nilgirianthus ciliatus","Nilgirianthus ciliatus (Nees) Bremek.","Acanthaceae","Nilgirianthus ciliatus (Wall. ex Nees) Bremek.",3781916,"EXACT",98,"SYNONYM","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Acanthaceae","Strobilanthes","Strobilanthes ciliatus","Nilgirianthus ciliatus","(Wall. ex Nees) Bremek.","Strobilanthes ciliatus"
"Understorey","No herbs","NA","No herbs","NA","NA","NA","NA","NA","NONE",100,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Understorey","Oph hir","NA","Oph hir","Ophiorrhiza hirsutula","Ophiorrhiza hirsutula Wight ex Hook","Rubiaceae","Ophiorrhiza hirsutula Wight ex Hook.f.",5340926,"EXACT",97,"ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Gentianales","Rubiaceae","Ophiorrhiza","Ophiorrhiza hirsutula","Ophiorrhiza hirsutula","Wight ex Hook.f.","Ophiorrhiza hirsutula"
"Understorey","Oph int","NA","Oph int","Ophiopogon intermedius","Ophiopogon intermedius Don","Haemodoraceae","Ophiopogon intermedius D.Don",2774251,"EXACT",99,"ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Asparagaceae","Ophiopogon","Ophiopogon intermedius","Ophiopogon intermedius","D.Don","Ophiopogon intermedius"
"Understorey","Opl com","NA","Opl com","Oplismenus compositus","Oplismenus compositus (L.) P. Beauv.","Poaceae","Oplismenus compositus (L.) P.Beauv.",2705733,"EXACT",98,"ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Oplismenus","Oplismenus compositus","Oplismenus compositus","(L.) P.Beauv.","Oplismenus compositus"
"Understorey","Pan sp.","NA","Pan sp.","Pandanus sp.","Pandanus sp. ","Pandanaceae","Pandanus Parkinson",8404076,"HIGHERRANK",92,"ACCEPTED","GENUS","Plantae","Tracheophyta","Liliopsida","Pandanales","Pandanaceae","Pandanus",,"Pandanus","Parkinson","Pandanus"
"Understorey","Pas con","NA","Pas con","Paspalum conjugatum","Paspalum conjugatum Berg.","Poaceae","Paspalum conjugatum P.J.Bergius",2705656,"EXACT",98,"ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Paspalum","Paspalum conjugatum","Paspalum conjugatum","P.J.Bergius","Paspalum conjugatum"
"Understorey","Pas sub","NA","Pas sub","Passiflora subpeltata","Passiflora subpeltata Ortega ","Passifloraceae","Passiflora subpeltata Ortega",2874219,"EXACT",99,"ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Passifloraceae","Passiflora","Passiflora subpeltata","Passiflora subpeltata","Ortega","Passiflora subpeltata"
"Understorey","Pel hey","NA","Pel hey","Pellionia heyneana","Pellionia heyneana Wedd.","Urticaceae","Pellionia heyneana Wedd.",4101506,"EXACT",98,"SYNONYM","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Rosales","Urticaceae","Elatostema","Elatostema heyneanum","Pellionia heyneana","Wedd.","Elatostema heyneanum"
"Understorey","Pha sp.","NA","Pha sp.","Phaseolus sp.","Phaseolus sp.","Papilionaceae","Phaseolus L.",2947798,"EDITED",69,"ACCEPTED","GENUS","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Phaseolus",,"Phaseolus",,"Phaseolus"
"Understorey","Phl ver","NA","Phl ver","Phlebophyllum versicolor","Phlebophyllum versicolor (Wight) Bremek.","Acanthaceae","Phlebophyllum versicolor (Wight) Bremek.",5574620,"EXACT",98,"SYNONYM","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Acanthaceae","Strobilanthes","Strobilanthes benthamii","Phlebophyllum versicolor","(Wight) Bremek.","Strobilanthes benthamii"
"Understorey","Pil mel","NA","Pil mel","Pilea melastomoides","Pilea melastomoides (Poir.) Bl.","Urticaceae","Pilea melastomoides (Poir.) Wedd.",5670477,"EXACT",97,"ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Rosales","Urticaceae","Pilea","Pilea melastomoides","Pilea melastomoides","(Poir.) Wedd.","Pilea melastomoides"
"Understorey","Pre pau","NA","Pre pau","Premna paucinervis","Premna paucinervis (Clarke) Gamble","Verbenaceae","Premna paucinervis (C.B.Clarke) Gamble",3896588,"EXACT",99,"ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","Premna","Premna paucinervis","Premna paucinervis","(C.B.Clarke) Gamble","Premna paucinervis"
"Understorey","Psy nig","NA","Psy nig","Psychotria nigra","Psychotria nigra (Gaertn.) Alston","Rubiaceae","Psychotria nigra (Gaertn.) Alston",2923876,"EXACT",99,"ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Gentianales","Rubiaceae","Psychotria","Psychotria nigra","Psychotria nigra","(Gaertn.) Alston","Psychotria nigra"
"Understorey","Psy sp1","NA","Psy sp1","Psychotria sp.1","Psychotria sp.1","Rubiaceae","Psychotria L.",2919963,"HIGHERRANK",94,"ACCEPTED","GENUS","Plantae","Tracheophyta","Magnoliopsida","Gentianales","Rubiaceae","Psychotria",,"Psychotria","L.","Psychotria"
"Understorey","Psy sp2","NA","Psy sp2","Psychotria sp.2","Psychotria sp.2","Rubiaceae","Psychotria L.",2919963,"HIGHERRANK",94,"ACCEPTED","GENUS","Plantae","Tracheophyta","Magnoliopsida","Gentianales","Rubiaceae","Psychotria",,"Psychotria","L.","Psychotria"
"Understorey","Pte mul","NA","Pte mul","Pteris multiaurita","Pteris multiaurita Ag.","Pteridaceae","Pteris multiaurita J.Agardh",5613696,"EXACT",98,"ACCEPTED","SPECIES","Plantae","Tracheophyta","Polypodiopsida","Polypodiales","Pteridaceae","Pteris","Pteris multiaurita","Pteris multiaurita","J.Agardh","Pteris multiaurita"
"Understorey","Pte pel","NA","Pte pel","Pteris pellucida","Pteris pellucida Presl.","Pteridaceae","Pteris pellucida C.Presl",5614306,"EXACT",97,"ACCEPTED","SPECIES","Plantae","Tracheophyta","Polypodiopsida","Polypodiales","Pteridaceae","Pteris","Pteris pellucida","Pteris pellucida","C.Presl","Pteris pellucida"
"Understorey","Ran sp.","NA","Ran sp.","Ranunculus sp.","Ranunculus sp.","Ranunculaceae","Ranunculus L.",3033294,"HIGHERRANK",94,"ACCEPTED","GENUS","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Ranunculaceae","Ranunculus",,"Ranunculus","L.","Ranunculus"
"Understorey","Rau den","NA","Rau den","Rauvolfia densiflora","Rauvolfia densiflora (Wall.) Benth. ex Hook.f.","Apocynaceae","Rauvolfia densiflora Warb.",3618121,"EXACT",97,"ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Gentianales","Apocynaceae","Rauvolfia","Rauvolfia densiflora","Rauvolfia densiflora","Warb.","Rauvolfia densiflora"
"Understorey","Rub niv","NA","Rub niv","Rubus niveus","Rubus niveus Thunb. ","Rosaceae","Rubus niveus Thunb.",2989183,"EXACT",97,"ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Rubus","Rubus niveus","Rubus niveus","Thunb.","Rubus niveus"
"Understorey","Sap glo","NA","Sap glo","Saprosma glomeratum","Saprosma glomeratum (Gard.) Bedd.","Rubiaceae","Saprosma glomerata (Gardner) Bedd.",8278422,"FUZZY",96,"ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Gentianales","Rubiaceae","Saprosma","Saprosma glomerata","Saprosma glomerata","(Gardner) Bedd.","Saprosma glomerata"
"Understorey","Sar chl","NA","Sar chl","Sarcandra chloranthoides","Sarcandra chloranthoides Gard. ","Chloranthaceae","Sarcandra chloranthoides Gardn.",3750591,"EXACT",99,"ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Chloranthales","Chloranthaceae","Sarcandra","Sarcandra chloranthoides","Sarcandra chloranthoides","Gardn.","Sarcandra chloranthoides"
"Understorey","Sar sal","NA","Sar sal","Sarcococca saligna","Sarcococca saligna (D. Don) Muell. Arg.","Buxaceae","Sarcococca saligna (D.Don) Müll.Arg.",3988022,"EXACT",99,"ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Buxales","Buxaceae","Sarcococca","Sarcococca saligna","Sarcococca saligna","(D.Don) Müll.Arg.","Sarcococca saligna"
"Understorey","Sch vir","NA","Sch vir","Schumannianthus virgatus","Schumannianthus virgatus (Roxb.) Rolfe","Marantaceae","Schumannianthus virgatus (Roxb.) Rolfe",2762452,"EXACT",98,"SYNONYM","SPECIES","Plantae","Tracheophyta","Liliopsida","Zingiberales","Marantaceae","Indianthus","Indianthus virgatus","Schumannianthus virgatus","(Roxb.) Rolfe","Indianthus virgatus"
"Understorey","Scl lit","NA","Scl lit","Scleria lithosperma","Scleria lithosperma (L.) Sw.","Cyperaceae","Scleria lithosperma (L.) Sw.",2712534,"EXACT",98,"ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Poales","Cyperaceae","Scleria","Scleria lithosperma","Scleria lithosperma","(L.) Sw.","Scleria lithosperma"
"Understorey","Scu wig","NA","Scu wig","Scutellaria wightiana","Scutellaria wightiana Benth.","Lamiaceae","Scutellaria wightiana Benth.",5607879,"EXACT",99,"ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","Scutellaria","Scutellaria wightiana","Scutellaria wightiana","Benth.","Scutellaria wightiana"
"Understorey","Sel ten","NA","Sel ten","Selaginella tenera","Selaginella tenera (Hk.et Grew) Spring","Selaginellaceae","Selaginella tenera (Hook. & Grev.) Spring",7755438,"EXACT",99,"ACCEPTED","SPECIES","Plantae","Tracheophyta","Lycopodiopsida","Selaginellales","Selaginellaceae","Selaginella","Selaginella tenera","Selaginella tenera","(Hook. & Grev.) Spring","Selaginella tenera"
"Understorey","Sid cor","NA","Sid cor","Sida cordata","Sida cordata (Burm.f.) Borssum","Malvaceae","Sida cordata (Burm.fil.) Borss.Waalk.",5406739,"EXACT",99,"ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Malvales","Malvaceae","Sida","Sida cordata","Sida cordata","(Burm.fil.) Borss.Waalk.","Sida cordata"
"Understorey","Sid rho","NA","Sid rho","Sida rhombifolia","Sida rhombifolia L.","Malvaceae","Sida rhombifolia L.",5406735,"EXACT",99,"ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Malvales","Malvaceae","Sida","Sida rhombifolia","Sida rhombifolia","L.","Sida rhombifolia"
"Understorey","Sol ang","NA","Sol ang","Solena angulata","Solena angulata (Chakaravarthy) Babu ","Cucurbitaceae","Solena angulata (Chakrav.) M.Bieb. ex Raizada",5536842,"EXACT",97,"SYNONYM","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Cucurbitales","Cucurbitaceae","Solena","Solena amplexicaulis","Solena angulata","(Chakrav.) M.Bieb. ex Raizada","Solena amplexicaulis"
"Understorey","Sol gig","NA","Sol gig","Solanum giganteum","Solanum giganteum Jacq.","Solanaceae","Solanum giganteum Jacq.",2930578,"EXACT",99,"ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Solanales","Solanaceae","Solanum","Solanum giganteum","Solanum giganteum","Jacq.","Solanum giganteum"
"Understorey","Sol mel","NA","Sol mel","Solanum melongena","Solanum melongena L. var. insanum (L) Prain","Solanaceae","Solanum melongena L.",2930617,"EXACT",97,"ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Solanales","Solanaceae","Solanum","Solanum melongena","Solanum melongena","L.","Solanum melongena"
"Understorey","Sol tor","NA","Sol tor","Solanum torvum","Solanum torvum Sw.","Solanaceae","Solanum torvum Sw.",2932389,"EXACT",97,"ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Solanales","Solanaceae","Solanum","Solanum torvum","Solanum torvum","Sw.","Solanum torvum"
"Understorey","Sta spi","NA","Sta spi","Stachyphrynium spicatum","Stachyphrynium spicatum K. Schum.","Marantaceae","Stachyphrynium spicatum (Roxb.) K.Schum.",2762378,"EXACT",99,"ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Zingiberales","Marantaceae","Stachyphrynium","Stachyphrynium spicatum","Stachyphrynium spicatum","(Roxb.) K.Schum.","Stachyphrynium spicatum"
"Understorey","Sta zey","NA","Sta zey","Staurogyne zeylanica","Staurogyne zeylanica (Nees) Kuntze","Acanthaceae","Staurogyne zeylanica (Nees) Kuntze",3772938,"EXACT",99,"ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Acanthaceae","Staurogyne","Staurogyne zeylanica","Staurogyne zeylanica","(Nees) Kuntze","Staurogyne zeylanica"
"Understorey","Ste jap","NA","Ste jap","Stephania japonica","Stephania japonica (Thunb.) Miers","Menispermaceae","Stephania japonica (Thunb.) Miers",7268792,"EXACT",99,"ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Menispermaceae","Stephania","Stephania japonica","Stephania japonica","(Thunb.) Miers","Stephania japonica"
"Understorey","Ste wig","NA","Ste wig","Stenosiphonium wightii","Stenosiphonium wightii Bremek.","Acanthaceae","Stenosiphonium wightii Bremek.",3770942,"EXACT",98,"SYNONYM","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Acanthaceae","Strobilanthes","Strobilanthes wightii","Stenosiphonium wightii","Bremek.","Strobilanthes wightii"
"Understorey","Str cau","NA","Str cau","Strobilanthes caudatus","Strobilanthes caudatus T. And.","Acanthaceae","Strobilanthes caudata T.Anderson",3781701,"FUZZY",96,"ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Acanthaceae","Strobilanthes","Strobilanthes caudata","Strobilanthes caudata","T.Anderson","Strobilanthes caudata"
"Understorey","Str sp.","NA","Str sp.","Strobilanthes sp.","Strobilanthes sp.","Str sp.","Strobilanthes Blume",6359394,"HIGHERRANK",94,"ACCEPTED","GENUS","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Acanthaceae","Strobilanthes",,"Strobilanthes","Blume","Strobilanthes"
"Understorey","Tab gam","NA","Tab gam","Tabernaemontana gamblei","Tabernaemontana gamblei Subram. & Henry ","Apocynaceae","Tabernaemontana gamblei Subraman. & A.N.Henry",3617408,"EXACT",99,"ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Gentianales","Apocynaceae","Tabernaemontana","Tabernaemontana gamblei","Tabernaemontana gamblei","Subraman. & A.N.Henry","Tabernaemontana gamblei"
