"group","old_code","osuri_code","current_code","original_name","original_fullname","original_family","GBIFname","key","matchType","confidence","status","rank","kingdom","phylum","class","order","family","genus","species","canonicalName","authorship","scientificName"
"Understorey","Ari les","NA","Ari les","Arisaema leschenaultii","Arisaema leschenaultii Bl.","Araceae","Arisaema leschenaultii Blume",2867030,"EXACT",99,"ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Alismatales","Araceae","Arisaema","Arisaema leschenaultii","Arisaema leschenaultii","Blume","Arisaema leschenaultii"
"Understorey","Asp ere","NA","Asp ere","Asplenium erectum","Asplenium erectum Bory ex Willd.","Aspleniaceae","Asplenium erectum Bory ex Willd.",7704358,"EXACT",97,"ACCEPTED","SPECIES","Plantae","Tracheophyta","Polypodiopsida","Polypodiales","Aspleniaceae","Asplenium","Asplenium erectum","Asplenium erectum","Bory ex Willd.","Asplenium erectum"
"Understorey","Asp ine","NA","Asp ine","Asplenium inequilaterale","Asplenium inequilaterale Willd.","Aspleniaceae","Asplenium inaequilaterale Bory ex Willd.",4258670,"EDITED",10,"ACCEPTED","SPECIES","Plantae","Tracheophyta","Polypodiopsida","Polypodiales","Aspleniaceae","Asplenium","Asplenium inaequilaterale","Asplenium inaequilaterale",,"Asplenium inaequilaterale"
"Understorey","Asp rac","NA","Asp rac","Asparagus racemosus","Asparagus racemosus Willd.","Liliaceae","Asparagus racemosus Willd.",2768632,"EXACT",99,"ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Asparagaceae","Asparagus","Asparagus racemosus","Asparagus racemosus","Willd.","Asparagus racemosus"
"Understorey","Beg mal","NA","Beg mal","Begonia malabarica","Begonia malabarica Lam.","Begoniaceae","Begonia malabarica Lam.",4158828,"EXACT",97,"ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Cucurbitales","Begoniaceae","Begonia","Begonia malabarica","Begonia malabarica","Lam.","Begonia malabarica"
"Understorey","Beg pic","NA","Beg pic","Begonia picta","Begonia picta Sm.","Begoniaceae","Begonia picta Sm.",4157045,"EXACT",97,"ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Cucurbitales","Begoniaceae","Begonia","Begonia picta","Begonia picta","Sm.","Begonia picta"
"Understorey","Bol sem","NA","Bol sem","Bolbitis semicordata","Bolbitis semicordata (Moore) Ching","Bolbitidaceae","Bolbitis semicordata (Baker) Ching",4011502,"EXACT",99,"ACCEPTED","SPECIES","Plantae","Tracheophyta","Polypodiopsida","Polypodiales","Dryopteridaceae","Bolbitis","Bolbitis semicordata","Bolbitis semicordata","(Baker) Ching","Bolbitis semicordata"
"Understorey","Bre vit","NA","Bre vit","Breynia vitis-idaea","Breynia vitis-idaea (Burm.f.) Fischer","Euphorbiaceae","Breynia vitis-idaea (Burm.f.) C.E.C.Fisch.",5382985,"EXACT",99,"ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Phyllanthaceae","Breynia","Breynia vitis-idaea","Breynia vitis-idaea","(Burm.f.) C.E.C.Fisch.","Breynia vitis-idaea"
"Understorey","Car sp.","NA","Car sp.","Carex sp.","Carex sp.","Cyperaceae","Carex L.",2721893,"HIGHERRANK",94,"ACCEPTED","GENUS","Plantae","Tracheophyta","Liliopsida","Poales","Cyperaceae","Carex",,"Carex","L.","Carex"
"Understorey","Cay ten","NA","Cay ten","Cayratia tenuifolia","Cayratia tenuifolia (Wight & Arn.) Gagnep.","Vitaceae","Cayratia tenuifolia (Wight & Arn.) Gagnep.",4054215,"EXACT",99,"ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Vitales","Vitaceae","Cayratia","Cayratia tenuifolia","Cayratia tenuifolia","(Wight & Arn.) Gagnep.","Cayratia tenuifolia"
"Understorey","Cle sp.","NA","Cle sp.","Clematis sp.","Clematis sp.","Ranunculaceae","Clematis L.",3033512,"HIGHERRANK",94,"ACCEPTED","GENUS","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Ranunculaceae","Clematis",,"Clematis","L.","Clematis"
