observation_id,latitude,longitude,date_,time,place,type_of_observation,notes,photo,gps_altitude,gps_horizontal_accuracy,verbatimIdentification,scientificName,vernacularName,recordedBy,georeferenceRemarks,occurrenceID
504a3963-b3a6-4afd-b9b2-2e1ee48d0826,10.3574064,76.93468253,2017-02-05,11:25:00,Varattuparai,"Sighting,Sign - Vocalisation/Call","Two troops of nl, 10 bonnets, 1 mgs",NA,1004,10,Malabar Giant Squirrel,Ratufa indica,Indian giant squirrel,Divya Mudappa,Data collected on mobile phones | GPS vertical accuracy = 12 | GPS speed = 0 | GPS course =-1,urn:ncf:arp:504a3963-b3a6-4afd-b9b2-2e1ee48d0826:sp3
ac2bae70-822e-4796-9cbc-8f48b6a5a3f1,10.3538168,76.93558518,2017-02-05,11:51:00,Old Valparai,Sighting,1; 2,NA,1012,10,Malabar Giant Squirrel,Ratufa indica,Indian giant squirrel,Divya Mudappa,Data collected on mobile phones | GPS vertical accuracy = 8 | GPS speed = 5.91 | GPS course =184,urn:ncf:arp:ac2bae70-822e-4796-9cbc-8f48b6a5a3f1:sp1
ac2bae70-822e-4796-9cbc-8f48b6a5a3f1,10.3538168,76.93558518,2017-02-05,11:51:00,Old Valparai,Sighting,1; 2,NA,1012,10,Nilgiri Langur,Semnopithecus johnii,Nilgiri langur,Divya Mudappa,Data collected on mobile phones | GPS vertical accuracy = 8 | GPS speed = 5.91 | GPS course =184,urn:ncf:arp:ac2bae70-822e-4796-9cbc-8f48b6a5a3f1:sp2
86782396-4d16-44f7-ba63-07de4a3e62fa,10.34074457,76.96827261,2017-02-05,13:04:00,Puthuthottam,Sighting,"6, near the old temple and one on the canopy bridge",NA,1049,200,Lion-tailed Macaque,Macaca silenus,Lion-tailed macaque,Divya Mudappa,Data collected on mobile phones | GPS vertical accuracy = 55 | GPS speed = 1.93 | GPS course =-1,urn:ncf:arp:86782396-4d16-44f7-ba63-07de4a3e62fa:sp1
2a81a9f0-850f-4c02-af02-97ca37c6f932,10.33025391,76.95996719,2017-02-06,08:12:00,Upper Paralai,Sighting,10; organic field,NA,1129,65,Gaur,Bos gaurus,Gaur,Divya Mudappa,Data collected on mobile phones | GPS vertical accuracy = 10 | GPS speed = -1 | GPS course =-1,urn:ncf:arp:2a81a9f0-850f-4c02-af02-97ca37c6f932:sp1
af467c80-c795-44d6-b8ea-780f862bb7e3,10.36682006,76.98499046,2017-02-06,17:46:00,Iyerpadi,Sighting,NA,NA,NA,NA,Stripe-necked Mongoose,Herpestes vitticollis,Stripe-necked mongoose,Ashni Dhawale,NA,urn:ncf:arp:af467c80-c795-44d6-b8ea-780f862bb7e3:sp1
f838f034-0535-44ff-8caf-fb6824f6285d,10.34558926,76.97306201,2017-02-06,18:27:00,Upper Paralai,Sighting,"2 females, one adult male",NA,NA,NA,Gaur,Bos gaurus,Gaur,Ashni Dhawale,NA,urn:ncf:arp:f838f034-0535-44ff-8caf-fb6824f6285d:sp1
6ae29f1a-7151-45f0-be00-e12740cc6e13,10.36645743,76.98550696,2017-02-07,17:21:00,Iyerpadi,Sighting,NA,NA,1188,5,Stripe-necked Mongoose,Herpestes vitticollis,Stripe-necked mongoose,Ashni Dhawale,Data collected on mobile phones | GPS vertical accuracy = 16 | GPS speed = 0 | GPS course =-1,urn:ncf:arp:6ae29f1a-7151-45f0-be00-e12740cc6e13:sp1
b7d8011d-396a-47a1-8b03-221f3609ff98,10.3451746,76.97297366,2017-02-07,17:44:00,Upper Paralai,Sighting,"Total 18, 4 adult males",NA,1153,5,Gaur,Bos gaurus,Gaur,Ashni Dhawale,Data collected on mobile phones | GPS vertical accuracy = 12 | GPS speed = 0 | GPS course =-1,urn:ncf:arp:b7d8011d-396a-47a1-8b03-221f3609ff98:sp1
d80d0c60-714f-4ae5-8c0d-87e4aa8eaf20,10.34511798,76.97294097,2017-02-07,17:46:00,Puthuthottam,Sighting,Near Ficus Temple,NA,1155,5,Lion-tailed Macaque,Macaca silenus,Lion-tailed macaque,Ashni Dhawale,Data collected on mobile phones | GPS vertical accuracy = 3 | GPS speed = 0 | GPS course =92,urn:ncf:arp:d80d0c60-714f-4ae5-8c0d-87e4aa8eaf20:sp1
e0acb35f-36e4-48a2-8d3a-3dedf8f6b337,10.36632998,76.98564325,2017-02-08,18:12:00,Iyerpadi,Sighting,Total: 2,NA,1221,30,Stripe-necked Mongoose,Herpestes vitticollis,Stripe-necked mongoose,Ashni Dhawale,Data collected on mobile phones | GPS vertical accuracy = 32 | GPS speed = 0.66 | GPS course =200,urn:ncf:arp:e0acb35f-36e4-48a2-8d3a-3dedf8f6b337:sp1
d2025536-824f-4b5d-a758-a728237b6cf7,10.3641729,76.975815,2017-02-05,07:36:00,Iyerpadi,Sign - Vocalisation/Call,NA,NA,1126,4,Nilgiri Langur,Semnopithecus johnii,Nilgiri langur,Sreedhar Vijayakrishnan,NA,urn:ncf:arp:d2025536-824f-4b5d-a758-a728237b6cf7:sp1
7d9d833c-5a32-4f5e-b086-55f670a1f694,10.364421,76.9746068,2017-02-05,07:49:00,Iyerpadi,Sighting,2 adult males,NA,1124,4,Gaur,Bos gaurus,Gaur,Sreedhar Vijayakrishnan,NA,urn:ncf:arp:7d9d833c-5a32-4f5e-b086-55f670a1f694:sp1
d1d91edc-8dd7-41ff-be37-c3e37f9641da,10.3644203,76.9746041,2017-02-05,07:51:00,Iyerpadi,Sighting,3,NA,1124,3,Jungle-striped Squirrel,Funambulus tristriatus,Jungle-striped squirrel,Sreedhar Vijayakrishnan,NA,urn:ncf:arp:d1d91edc-8dd7-41ff-be37-c3e37f9641da:sp1
32485c14-e07b-4575-9d28-83c7afd5f3e2,10.3646846,76.97444,2017-02-05,07:54:00,Iyerpadi,Sign - Scat/Dung,NA,NA,1126,3,Porcupine,Hystrix indica,Indian crested porcupine,Sreedhar Vijayakrishnan,NA,urn:ncf:arp:32485c14-e07b-4575-9d28-83c7afd5f3e2:sp1
198083da-7577-42b8-b8eb-958e113706a7,10.3451072,76.9729604,2017-02-07,17:44:00,Puthuthottam,Sighting,Ficus temple―13 individuals,NA,1059,6,Elephant,Elephas maximus,Asian elephant,Sreedhar Vijayakrishnan,NA,urn:ncf:arp:198083da-7577-42b8-b8eb-958e113706a7:sp1
a4c68adf-5b1b-44ad-acc1-a41965845731,10.3117311,76.9117297,2017-02-09,07:15:00,Korangumudi,Sighting,Pack of 16 bringing down a sambar,NA,898,25,Dhole,Cuon alpinus,Dhole,Sreedhar Vijayakrishnan,NA,urn:ncf:arp:a4c68adf-5b1b-44ad-acc1-a41965845731:sp1
e3e96623-cc76-4796-87f0-ca21338e82dc,10.3119364,76.9120038,2017-02-09,07:15:00,Korangumudi,Sighting,Adult female being attacked by dholes,NA,995,8,Sambar,Rusa unicolor,Sambar,Sreedhar Vijayakrishnan,NA,urn:ncf:arp:e3e96623-cc76-4796-87f0-ca21338e82dc:sp1
d52081ae-c67c-453c-9a03-9d959202a12e,10.3115072,76.9119198,2017-02-09,08:37:00,Korangumudi,Sighting,3 individuals on a Litsea,NA,993,11,Nilgiri Langur,Semnopithecus johnii,Nilgiri langur,Sreedhar Vijayakrishnan,NA,urn:ncf:arp:d52081ae-c67c-453c-9a03-9d959202a12e:sp1
52978431-7b35-4d20-90f7-f06814d845b0,10.33018495,76.9599714,2017-02-09,20:09:00,Valparai--Cooperative Colony,Sighting,Outside Divya/Shridhar house,NA,1140,5,Small Indian Civet,Viverricula indica,Small Indian civet,Ashni Dhawale,Data collected on mobile phones | GPS vertical accuracy = 24 | GPS speed = 0 | GPS course =-1,urn:ncf:arp:52978431-7b35-4d20-90f7-f06814d845b0:sp1
c36f942a-195e-4114-8852-9a2a994bcfbb,10.34381413,76.96622868,2017-02-05,14:20:00,Puthuthottam,Sighting,2,NA,NA,500,Lion-tailed Macaque,Macaca silenus,Lion-tailed macaque,Anand M Osuri,NA,urn:ncf:arp:c36f942a-195e-4114-8852-9a2a994bcfbb:sp1
7c913365-0c71-401a-9819-1e76b3f1c25a,10.34638274,76.97327457,2017-02-06,18:02:00,Upper Paralai,Sighting,"8, organic",NA,NA,500,Gaur,Bos gaurus,Gaur,Anand M Osuri,NA,urn:ncf:arp:7c913365-0c71-401a-9819-1e76b3f1c25a:sp1
ec43a95e-8be2-4d29-bef2-5aeda6277172,10.41273411,76.99281615,2017-02-08,18:29:00,Waterfalls,Sighting,1,NA,NA,500,Wild pig,Sus scrofa,Wild pig,Anand M Osuri,NA,urn:ncf:arp:ec43a95e-8be2-4d29-bef2-5aeda6277172:sp1
35fd73d5-0d5f-46e9-931e-09a0e95a5d39,10.41273411,76.99281615,2017-02-08,18:31:00,Waterfalls,Sighting,6,NA,NA,500,Bonnet Macaque,Macaca radiata,Bonnet macaque,Anand M Osuri,NA,urn:ncf:arp:35fd73d5-0d5f-46e9-931e-09a0e95a5d39:sp1
1072f51d-be7a-4d9a-90c4-3fc4d334c14d,10.34238024,76.97380087,2017-02-10,11:07:00,Puthuthottam,Sighting,Single Adult male,NA,1151,10,Gaur,Bos gaurus,Gaur,Ashni Dhawale,Data collected on mobile phones | GPS vertical accuracy = 8 | GPS speed = 1.48 | GPS course =54,urn:ncf:arp:1072f51d-be7a-4d9a-90c4-3fc4d334c14d:sp1
fa09d51d-782c-47f7-9a96-22befefd526f,10.34444411,76.97342813,2017-02-10,10:00:00,Puthuthottam,Sighting,Study Troop,NA,NA,NA,Lion-tailed Macaque,Macaca silenus,Lion-tailed macaque,Ashni Dhawale,NA,urn:ncf:arp:fa09d51d-782c-47f7-9a96-22befefd526f:sp1
1d3ac809-90e0-4761-bc41-f110c5dafb5f,10.35696073,76.89512314,2017-01-25,07:19:00,Manamboli,Sighting,1,NA,NA,500,Barking Deer,Muntiacus muntjak,Indian muntjac,Pooja Pawar,NA,urn:ncf:arp:1d3ac809-90e0-4761-bc41-f110c5dafb5f:sp1
95dbf2c7-ec7e-45c1-95ad-1dae7573d826,10.39140933,76.87610971,2017-01-30,09:34:00,Panathiar,Sighting,1,NA,NA,500,Barking Deer,Muntiacus muntjak,Indian muntjac,Pooja Pawar,NA,urn:ncf:arp:95dbf2c7-ec7e-45c1-95ad-1dae7573d826:sp1
ac19f5a0-a23a-453a-934f-93f18daccec6,10.550851,76.83109601,2017-01-26,06:40:00,Candura,Sighting,"2, on the way to Candura fragment",NA,NA,500,Brown Mongoose,Herpestes fuscus,Brown mongoose,Pooja Pawar,NA,urn:ncf:arp:ac19f5a0-a23a-453a-934f-93f18daccec6:sp1
b21ebdc1-2635-4f21-84e1-22d90a75a5ce,10.550851,76.83109601,2017-01-27,07:01:00,Candura,Sighting,One female. At the candura fragment and tea border.,NA,NA,500,Elephant,Elephas maximus,Asian elephant,Pooja Pawar,NA,urn:ncf:arp:b21ebdc1-2635-4f21-84e1-22d90a75a5ce:sp1
4f458a8b-77c4-4e1f-a7e3-fabffccf7916,10.37706346,76.98194112,2017-02-06,18:08:00,Iyerpadi,Sighting,NA,NA,NA,500,Gaur,Bos gaurus,Gaur,Pooja Pawar,NA,urn:ncf:arp:4f458a8b-77c4-4e1f-a7e3-fabffccf7916:sp1
0c74641c-3830-4ede-89dd-9395f5f36201,10.35234961,76.96001433,2017-02-04,06:53:00,Lower Paralai,Sighting,A herd of 7,NA,NA,500,Gaur,Bos gaurus,Gaur,Pooja Pawar,NA,urn:ncf:arp:0c74641c-3830-4ede-89dd-9395f5f36201:sp1
c555e5bb-944a-46b2-9b9e-747c12342943,10.34381413,76.96622868,2017-02-10,08:28:00,Puthuthottam,Sighting,11 at least,NA,NA,500,Gaur,Bos gaurus,Gaur,Pooja Pawar,NA,urn:ncf:arp:c555e5bb-944a-46b2-9b9e-747c12342943:sp1
f389b567-c51f-44f8-addf-558f13b65501,10.38104364,76.93481369,2017-01-25,06:46:00,Varattuparai,Sighting,Two adults and 1 calf,NA,NA,500,Gaur,Bos gaurus,Gaur,Pooja Pawar,NA,urn:ncf:arp:f389b567-c51f-44f8-addf-558f13b65501:sp1
926132ad-e588-4c80-ae15-b4fb9e9dbcdc,10.40434146,76.98233564,2017-01-28,20:31:00,Rottikadai,Sighting,Walking on the wall,NA,NA,500,Leopard,Panthera pardus,Leopard,Pooja Pawar,NA,urn:ncf:arp:926132ad-e588-4c80-ae15-b4fb9e9dbcdc:sp1
423d2078-707a-4db3-b4d5-a7bdb9e5c3e2,10.31664112,76.91602596,2017-02-09,09:37:00,Korangumudi,Sighting,"At least 5, all were on the ground",NA,NA,500,Lion-tailed Macaque,Macaca silenus,Lion-tailed macaque,Pooja Pawar,NA,urn:ncf:arp:423d2078-707a-4db3-b4d5-a7bdb9e5c3e2:sp1
103443dc-3233-4aea-91bf-37ad78146d9f,10.31664112,76.91602596,2017-02-09,17:24:00,Korangumudi,Sighting,1,NA,NA,500,Malabar Giant Squirrel,Ratufa indica,Indian giant squirrel,Pooja Pawar,NA,urn:ncf:arp:103443dc-3233-4aea-91bf-37ad78146d9f:sp1
1cd3d26d-c07f-4070-8918-ff2d8f61336e,10.550851,76.83109601,2017-01-26,09:01:00,Candura,Sighting,4,NA,NA,500,Nilgiri Langur,Semnopithecus johnii,Nilgiri langur,Pooja Pawar,NA,urn:ncf:arp:1cd3d26d-c07f-4070-8918-ff2d8f61336e:sp1
8a95ee83-cab7-4573-9373-c25d5162831f,10.31664112,76.91602596,2017-02-09,17:25:00,Korangumudi,Sighting,1,NA,NA,500,Nilgiri Langur,Semnopithecus johnii,Nilgiri langur,Pooja Pawar,NA,urn:ncf:arp:8a95ee83-cab7-4573-9373-c25d5162831f:sp1
86d9c750-e0c5-4b8e-9e5f-304245460229,10.35696073,76.89512314,2017-01-24,07:57:00,Manamboli,Sighting,2 of them,NA,NA,500,Nilgiri Langur,Semnopithecus johnii,Nilgiri langur,Pooja Pawar,NA,urn:ncf:arp:86d9c750-e0c5-4b8e-9e5f-304245460229:sp1
28a5b382-722b-40a0-a073-a71e9e29243e,10.35696073,76.89512314,2017-01-24,08:07:00,Manamboli,Sighting,6 of them,NA,NA,500,Nilgiri Langur,Semnopithecus johnii,Nilgiri langur,Pooja Pawar,NA,urn:ncf:arp:28a5b382-722b-40a0-a073-a71e9e29243e:sp1
29937555-7d28-48d9-9066-b562acbee193,10.37706346,76.98194112,2017-02-01,02:13:00,Iyerpadi,Sighting,"Two individuals, alarming constantly and very closer to the house.",NA,NA,500,Sambar,Rusa unicolor,Sambar,Pooja Pawar,NA,urn:ncf:arp:29937555-7d28-48d9-9066-b562acbee193:sp1
1f838f1d-477d-448a-8755-7696cc38a862,10.34381413,76.96622868,2017-01-24,06:27:00,Puthuthottam,Sighting,NA,NA,NA,500,Sambar,Rusa unicolor,Sambar,Pooja Pawar,NA,urn:ncf:arp:1f838f1d-477d-448a-8755-7696cc38a862:sp1
d8acc8ef-3e30-4d7c-9ce0-0f5647ff776c,10.35234961,76.96001433,2017-02-04,06:54:00,Lower Paralai,Sighting,1,NA,NA,500,Stripe-necked Mongoose,Herpestes vitticollis,Stripe-necked mongoose,Pooja Pawar,NA,urn:ncf:arp:d8acc8ef-3e30-4d7c-9ce0-0f5647ff776c:sp1
db442114-f50b-4fcb-afe1-e6d02b1deac7,10.35234961,76.96001433,2017-01-25,11:38:00,Lower Paralai,Sighting,3,NA,NA,500,Wild pig,Sus scrofa,Wild pig,Pooja Pawar,NA,urn:ncf:arp:db442114-f50b-4fcb-afe1-e6d02b1deac7:sp1
b36c506a-2a78-4aba-9758-fbc907b30c0c,10.40434146,76.98233564,2017-01-24,21:39:00,Rottikadai,Sighting,3,NA,NA,500,Wild pig,Sus scrofa,Wild pig,Pooja Pawar,NA,urn:ncf:arp:b36c506a-2a78-4aba-9758-fbc907b30c0c:sp1
84b47a21-6153-48ec-a92d-ed444230a8fd,10.35897065,76.8915138,2017-01-27,13:51:00,Manamboli,Sign - Vocalisation/Call,Alarm call,NA,NA,NA,Sambar,Rusa unicolor,Sambar,Mrinalini K. Siddhartha,NA,urn:ncf:arp:84b47a21-6153-48ec-a92d-ed444230a8fd:sp1
0c3d4913-82e4-4a8e-a747-d33642e74b02,10.3591043,76.8915031,2017-01-27,13:54:00,Manamboli,Sign - Vocalisation/Call,2 or 3,NA,794,38,Malabar Giant Squirrel,Ratufa indica,Indian giant squirrel,Mrinalini K. Siddhartha,NA,urn:ncf:arp:0c3d4913-82e4-4a8e-a747-d33642e74b02:sp1
2e877152-8c3b-47ac-a958-ad9aee21d208,10.3514465,76.9724983,2017-01-27,18:41:00,Puthuthottam,Sighting,NA,NA,1064,52,Gaur,Bos gaurus,Gaur,Mrinalini K. Siddhartha,NA,urn:ncf:arp:2e877152-8c3b-47ac-a958-ad9aee21d208:sp1
bcc6a89e-77d0-431f-a15e-b69041a099d1,10.3749946,76.9922513,2017-01-28,14:56:00,37th bend ropeway,Sighting,4 Eating cullenia flowers,NA,1184,44,Lion-tailed Macaque,Macaca silenus,Lion-tailed macaque,Mrinalini K. Siddhartha,NA,urn:ncf:arp:bcc6a89e-77d0-431f-a15e-b69041a099d1:sp1
db1f2e66-271b-4ad9-869e-36c6416620a9,10.3581136,76.9675584,2017-01-29,07:40:00,Lower Paralai,Sighting,NA,NA,1008,11,Wild pig,Sus scrofa,Wild pig,Mrinalini K. Siddhartha,NA,urn:ncf:arp:db1f2e66-271b-4ad9-869e-36c6416620a9:sp1
0cc0f708-9319-4223-9fc4-eddcdde62f13,10.35723438,76.93473531,2017-01-29,07:51:00,Varattuparai,Sighting,A troop near nazir cheta's shop,NA,1016,30,Bonnet Macaque,Macaca radiata,Bonnet macaque,Mrinalini K. Siddhartha,NA,urn:ncf:arp:0cc0f708-9319-4223-9fc4-eddcdde62f13:sp1
3afd52f4-dd1e-4496-80c7-22ac3348c3ae,10.3935464,76.9934799,2017-01-29,12:45:00,Andiparai,Sighting,NA,NA,1181,38,Lion-tailed Macaque,Macaca silenus,Lion-tailed macaque,Mrinalini K. Siddhartha,NA,urn:ncf:arp:3afd52f4-dd1e-4496-80c7-22ac3348c3ae:sp1
47c041ea-125f-4b60-9e42-21f0ad6d8c74,10.3923658,76.9943505,2017-01-29,16:35:00,Andiparai,Sighting,On a Persea macrantha tree eating flower stems,NA,1230,18,Lion-tailed Macaque,Macaca silenus,Lion-tailed macaque,Mrinalini K. Siddhartha,NA,urn:ncf:arp:47c041ea-125f-4b60-9e42-21f0ad6d8c74:sp1
60c829a6-8ef8-4b27-8d06-2f39ee0c0ed0,10.433337999999999,76.986957,2017-01-30,08:00:00,24th hpb,Sighting,NA,NA,NA,500,Bonnet Macaque,Macaca radiata,Bonnet macaque,Mrinalini K. Siddhartha,NA,urn:ncf:arp:60c829a6-8ef8-4b27-8d06-2f39ee0c0ed0:sp1
9620aad9-d077-4308-b4c8-6e3c45d2903f,10.433074,76.989228,2017-01-30,08:02:00,21st hpb,Sighting,NA,NA,NA,500,Nilgiri Langur,Semnopithecus johnii,Nilgiri langur,Mrinalini K. Siddhartha,NA,urn:ncf:arp:9620aad9-d077-4308-b4c8-6e3c45d2903f:sp1
b63b713e-3b6e-4f44-9f26-054ab943ff37,10.3630747,76.9792163,2017-02-01,23:56:00,Iyerpadi,Sighting,NA,NA,NA,36,Black-Naped Hare,Lepus nigricollis,Black-naped hare,Mrinalini K. Siddhartha,NA,urn:ncf:arp:b63b713e-3b6e-4f44-9f26-054ab943ff37:sp1
f3396f00-5d57-47ac-961d-661a0688cc43,10.35255417,76.94093198,2017-02-03,09:16:00,Varattuparai,Sighting,2 on a Canarium tree,NA,1054,43,Nilgiri Langur,Semnopithecus johnii,Nilgiri langur,Mrinalini K. Siddhartha,NA,urn:ncf:arp:f3396f00-5d57-47ac-961d-661a0688cc43:sp1
1482da8d-cd91-4709-9ac1-ceae442b9799,10.3571859,76.9531998,2017-02-04,08:46:00,Club road,Sighting,26+,523e2540-2ccc-43f7-ad82-c5f480df6fd0,1039,25,Gaur,Bos gaurus,Gaur,Mrinalini K. Siddhartha,NA,urn:ncf:arp:1482da8d-cd91-4709-9ac1-ceae442b9799:sp1
268560c3-0644-4b31-a98a-1a13f6d19b50,10.354541,76.999027,2017-02-08,09:01:00,Iyerpadi,Sighting,"Spotted 1.5 Martens by Jegan, MO Anand and Dayani",NA,NA,0,Nilgiri Marten,Martes gwatkinsii,Nilgiri marten,Mrinalini K. Siddhartha,NA,urn:ncf:arp:268560c3-0644-4b31-a98a-1a13f6d19b50:sp1
66939361-c99d-4629-8cc0-b1592fb0e197,10.3026318,76.8836804,2017-02-10,10:57:00,Sholayar dam,Sighting,4,NA,918,9,Nilgiri Langur,Semnopithecus johnii,Nilgiri langur,Mrinalini K. Siddhartha,NA,urn:ncf:arp:66939361-c99d-4629-8cc0-b1592fb0e197:sp1
ebbc13bb-b492-4425-832b-30c06219ced0,10.3049834,76.8746039,2017-02-10,10:59:00,Sholayar dam,Sighting,Near black bridge,NA,841,6,Malabar Giant Squirrel,Ratufa indica,Indian giant squirrel,Mrinalini K. Siddhartha,NA,urn:ncf:arp:ebbc13bb-b492-4425-832b-30c06219ced0:sp1
4080b15f-a4e7-40fa-87b4-1ef9d3eed15c,10.3098814,76.8373469,2017-02-10,11:53:00,Murugalli,Sighting,4 on E.tuberculatus tree,NA,776,5,Nilgiri Langur,Semnopithecus johnii,Nilgiri langur,Mrinalini K. Siddhartha,NA,urn:ncf:arp:4080b15f-a4e7-40fa-87b4-1ef9d3eed15c:sp1
a6abf103-62ec-45f7-a3f4-9c594b63667b,10.3105527,76.8356361,2017-02-10,12:03:00,Murugalli,Sighting,NA,NA,826,6,Nilgiri Langur,Semnopithecus johnii,Nilgiri langur,Mrinalini K. Siddhartha,NA,urn:ncf:arp:a6abf103-62ec-45f7-a3f4-9c594b63667b:sp1
d64b1649-4bcd-4d83-b4fa-a29a90460a88,10.3119025,76.8353462,2017-02-10,12:05:00,Murugalli,Sighting,5-6,NA,869,18,Nilgiri Langur,Semnopithecus johnii,Nilgiri langur,Mrinalini K. Siddhartha,NA,urn:ncf:arp:d64b1649-4bcd-4d83-b4fa-a29a90460a88:sp1
e28b504f-8139-4d2a-850f-331ffd8c5414,10.3016115,76.841978,2017-02-10,16:13:00,Sykes division,Sighting,26 elephants total. 6 tuskers + 3 really tiny calves. Spotted from field 11 in the reservoir,ce1ef295-829e-40ff-9d7a-887cb12c0c74,748,6,Elephant,Elephas maximus,Asian elephant,Mrinalini K. Siddhartha,NA,urn:ncf:arp:e28b504f-8139-4d2a-850f-331ffd8c5414:sp1
ef711771-eeb1-4d48-9975-bda190c8b15c,10.3090983,76.8670319,2017-02-10,18:15:00,Murugalli,Sighting,2 gaur in KPL field 12,NA,834,18,Gaur,Bos gaurus,Gaur,Mrinalini K. Siddhartha,NA,urn:ncf:arp:ef711771-eeb1-4d48-9975-bda190c8b15c:sp1
44991b10-d7bd-42b7-b427-69848bd2564c,10.3302427,76.95995925,2017-02-08,05:36:00,Valparai--Cooperative Colony,Sign - Vocalisation/Call,Close by,NA,1128,165,Sambar,Rusa unicolor,Sambar,Divya Mudappa,Data collected on mobile phones | GPS vertical accuracy = 10 | GPS speed = -1 | GPS course =-1,urn:ncf:arp:44991b10-d7bd-42b7-b427-69848bd2564c:sp1
41c09b26-ef13-4fad-bf53-3f33a778e6e4,10.36669208,76.98610752,2017-02-08,16:24:00,Iyerpadi,Sighting,Behind training centre,NA,1218,50,Stripe-necked Mongoose,Herpestes vitticollis,Stripe-necked mongoose,Divya Mudappa,Data collected on mobile phones | GPS vertical accuracy = 12 | GPS speed = 1.01 | GPS course =163,urn:ncf:arp:41c09b26-ef13-4fad-bf53-3f33a778e6e4:sp1
2c2ebed8-b266-4109-a3a2-07c991e60c49,10.44864362,76.98400559,2017-02-10,10:49:00,11 bend,Sighting,3 on road,NA,799,5,Nilgiri Tahr,Hemitragus hylocrius,Nilgiri tahr,Divya Mudappa,Data collected on mobile phones | GPS vertical accuracy = 8 | GPS speed = 0 | GPS course =-1,urn:ncf:arp:2c2ebed8-b266-4109-a3a2-07c991e60c49:sp1
d8fe9915-9122-414e-9a3c-ed5b1308ec35,10.33028143,76.95997091,2017-02-11,17:52:00,Valparai--Cooperative Colony,Sighting,NA,NA,1128,165,Brown Mongoose,Herpestes fuscus,Brown mongoose,Divya Mudappa,Data collected on mobile phones | GPS vertical accuracy = 10 | GPS speed = -1 | GPS course =-1,urn:ncf:arp:d8fe9915-9122-414e-9a3c-ed5b1308ec35:sp1
1592eaba-07e5-43b5-89c0-2f5d7bef981d,10.38104364,76.93481369,2017-02-11,18:02:00,Varattuparai,Sighting,1,NA,NA,500,Gaur,Bos gaurus,Gaur,Pooja Pawar,NA,urn:ncf:arp:1592eaba-07e5-43b5-89c0-2f5d7bef981d:sp1
2a07ff0b-c6b3-47f7-b43c-cefab7d5e016,10.34381413,76.96622868,2017-02-10,19:25:00,Puthuthottam,Sighting,1,NA,NA,500,Sambar,Rusa unicolor,Sambar,Pooja Pawar,NA,urn:ncf:arp:2a07ff0b-c6b3-47f7-b43c-cefab7d5e016:sp1
a6f1ded7-774a-42a6-97f7-868abac34a40,10.34517167,76.97293268,2017-02-13,08:59:00,Upper Paralai,Sighting,NA,NA,NA,NA,Gaur,Bos gaurus,Gaur,Ashni Dhawale,NA,urn:ncf:arp:a6f1ded7-774a-42a6-97f7-868abac34a40:sp1
03a5dc8c-fdc8-4a0a-b45d-9ebbe01cfab8,10.33028097,76.95997489,2017-02-12,10:33:00,Valparai--Cooperative Colony,Sighting,17 including 5 stripers,NA,1128,165,Wild pig,Sus scrofa,Wild pig,Divya Mudappa,Data collected on mobile phones | GPS vertical accuracy = 10 | GPS speed = -1 | GPS course =-1,urn:ncf:arp:03a5dc8c-fdc8-4a0a-b45d-9ebbe01cfab8:sp1
20935b8f-e9ed-4cac-9a7c-23eb29ac760c,10.3302856,76.95981849,2017-02-13,21:52:00,Nadumalai,Sign - Vocalisation/Call,NA,NA,1128,165,Elephant,Elephas maximus,Asian elephant,Divya Mudappa,Data collected on mobile phones | GPS vertical accuracy = 10 | GPS speed = -1 | GPS course =-1,urn:ncf:arp:20935b8f-e9ed-4cac-9a7c-23eb29ac760c:sp1
1fa6bea8-2b14-40f0-bb07-52b6c756ed6d,10.34512205,76.97286839,2017-02-13,09:17:00,Puthuthottam,Sighting,NA,NA,NA,NA,Malabar Giant Squirrel,Ratufa indica,Indian giant squirrel,Ashni Dhawale,NA,urn:ncf:arp:1fa6bea8-2b14-40f0-bb07-52b6c756ed6d:sp1
9dac9b40-0715-4c4b-9c1e-d92efa021371,10.34087141,76.97234552,2017-02-13,09:35:00,Puthuthottam,Death,Fur strewn on forest floor,41377cc1-0815-4248-a2aa-fa95faa390c2,NA,NA,Malabar Giant Squirrel,Ratufa indica,Indian giant squirrel,Ashni Dhawale,NA,urn:ncf:arp:9dac9b40-0715-4c4b-9c1e-d92efa021371:sp1
f02f6d6d-0db9-4e44-9f5e-96f4ebbf0ddc,10.33855368,76.97252154,2017-02-13,09:47:00,Puthuthottam,Sighting,Alarm call on our approach,NA,NA,NA,Sambar,Rusa unicolor,Sambar,Ashni Dhawale,NA,urn:ncf:arp:f02f6d6d-0db9-4e44-9f5e-96f4ebbf0ddc:sp1
b78aebc0-9e7d-4a20-8731-0d6afc78da27,10.33838006,76.97238576,2017-02-13,11:00:00,Puthuthottam,Sighting,NA,NA,1167,10,Gaur,Bos gaurus,Gaur,Ashni Dhawale,Data collected on mobile phones | GPS vertical accuracy = 12 | GPS speed = 0.33 | GPS course =179,urn:ncf:arp:b78aebc0-9e7d-4a20-8731-0d6afc78da27:sp1
