date,tree_code,forest_500,lat,long,altitude,tree_sp,fruitcrop,height,gbh,gbh2,start_time,end_time,arr_time,species,num,dep_time
09-11-17,CAST01,0.973,10.314388,76.830726,953.29,Canarium strictum,242,31,225,N,6:46:00,11:46:00,9:24:00,MGSQ,1,9:24:20
09-11-17,CAST01,0.973,10.314388,76.830726,953.29,Canarium strictum,242,31,225,N,6:46:00,11:46:00,10:48:00,MGSQ,1,10:48:30
09-11-17,CAST01,0.973,10.314388,76.830726,953.29,Canarium strictum,242,31,225,N,6:46:00,11:46:00,11:00:00,MGSQ,1,11:00:25
11-11-17,CAST02,0.187,10.351326,76.936161,1056.844971,Canarium strictum,940,30,490,N,6:10:00,11:10:00,7:14:00,MGSQ,1,8:53:00
11-11-17,CAST02,0.187,10.351326,76.936161,1056.844971,Canarium strictum,940,30,490,N,6:10:00,11:10:00,7:32:00,MGSQ,1,9:20:00
11-11-17,CAST02,0.187,10.351326,76.936161,1056.844971,Canarium strictum,940,30,490,N,6:10:00,11:10:00,N,NONE,0,N
13-11-17,CAST03,0,10.367031,76.937235,1085.93042,Canarium strictum,120,23,280,N,6:30:00,11:30:00,N,NONE,0,N
13-11-17,CAST03,0,10.367031,76.937235,1085.93042,Canarium strictum,120,23,280,N,6:30:00,11:30:00,8:27:00,MIPI,1,8:40:00
14-11-17,CAST04,0.375,10.347321,76.93409,1115.218384,Canarium strictum,252,32,390,N,6:20:00,11:20:00,8:12:00,MIPI,2,8:12:30
14-11-17,CAST04,0.375,10.347321,76.93409,1115.218384,Canarium strictum,252,32,390,N,6:20:00,11:20:00,N,NONE,0,N
14-11-17,CAST04,0.375,10.347321,76.93409,1115.218384,Canarium strictum,252,32,390,N,6:20:00,11:20:00,8:51:00,MIPI,2,9:00:00
14-11-17,CAST04,0.375,10.347321,76.93409,1115.218384,Canarium strictum,252,32,390,N,6:20:00,11:20:00,8:56:00,MIPI,1,9:06:00
15-11-17,CAST05,0.964,10.313665,76.830927,954.44043,Canarium strictum,220,34,270,N,6:30:00,11:30:00,8:07:00,MIPI,1,8:09:00
16-11-17,CAST06,0,10.365955,76.938029,1076.873047,Canarium strictum,1120,28,285,N,6:40:00,11:40:00,N,NONE,0,N
17-11-17,CAST07,0.201,10.343269,76.903401,1062.516846,Canarium strictum,200,40,319,N,6:00:00,11:00:00,N,NONE,0,N
17-11-17,CAST07,0.201,10.343269,76.903401,1062.516846,Canarium strictum,200,40,319,N,6:00:00,11:00:00,8:37:00,MIPI,1,8:47:00
17-11-17,CAST07,0.201,10.343269,76.903401,1062.516846,Canarium strictum,200,40,319,N,6:00:00,11:00:00,8:38:00,MIPI,1,8:49:00
17-11-17,CAST07,0.201,10.343269,76.903401,1062.516846,Canarium strictum,200,40,319,N,6:00:00,11:00:00,8:38:00,MIPI,1,8:54:00
17-11-17,CAST07,0.201,10.343269,76.903401,1062.516846,Canarium strictum,200,40,319,N,6:00:00,11:00:00,9:00:00,MIPI,1,9:05:00
19-11-17,CAST08,0.422,10.34816631,76.93220099,1033.769775,Canarium strictum,260,36,228,N,6:30:00,11:30:00,N,NONE,0,N
23-11-17,HETR_ad_lib,N,N,N,N,Heynea trijuga,N,N,N,N,N,N,7:49:00,MGHO,5,7:51:00
23-11-17,HETR01,0.436,10.310907,76.910447,1093.895996,Heynea trijuga,180,16,109,N,6:10:00,11:10:00,9:24:00,LTMA,1,9:26:00
24-11-17,HETR_ad_lib,N,N,N,N,Heynea trijuga,N,N,N,N,N,N,6:58:00,LTMA,1,6:58:25
24-11-17,HETR02,0.42,10.31063165,76.91057048,1099.98,Heynea trijuga,520,14,143,N,6:00:00,11:00:00,7:25:30,SHMY,2,7:28:40
24-11-17,HETR02,0.42,10.31063165,76.91057048,1099.98,Heynea trijuga,520,14,143,N,6:00:00,11:00:00,7:35:50,SHMY,2,7:37:00
24-11-17,HETR02,0.42,10.31063165,76.91057048,1099.98,Heynea trijuga,520,14,143,N,6:00:00,11:00:00,7:40:07,SHMY,2,7:55:50
24-11-17,HETR02,0.42,10.31063165,76.91057048,1099.98,Heynea trijuga,520,14,143,N,6:00:00,11:00:00,7:54:00,SHMY,2,7:55:50
24-11-17,HETR02,0.42,10.31063165,76.91057048,1099.98,Heynea trijuga,520,14,143,N,6:00:00,11:00:00,8:37:35,SHMY,2,8:37:45
24-11-17,HETR02,0.42,10.31063165,76.91057048,1099.98,Heynea trijuga,520,14,143,N,6:00:00,11:00:00,9:37:38,SHMY,1,9:37:54
24-11-17,HETR02,0.42,10.31063165,76.91057048,1099.98,Heynea trijuga,520,14,143,N,6:00:00,11:00:00,10:58:40,SHMY,2,11:00:00
01-12-17,CAST_ad_lib,N,N,N,N,Canarium strictum,N,N,N,N,N,N,10:33:00,MIPI,2,10:34:00
01-12-17,CAST_ad_lib,N,N,N,N,Canarium strictum,N,N,N,N,N,N,10:33:00,MIPI,3,10:37:00
01-12-17,CAST_ad_lib,N,N,N,N,Canarium strictum,N,N,N,N,N,N,10:34:00,MIPI,1,10:37:00
01-12-17,CAST_ad_lib,N,N,N,N,Canarium strictum,N,N,N,N,N,N,N,MIPI,1,11:01:00
02-12-17,HETR03,0.408,10.349208,76.930833,1027.31,Heynea trijuga,500,24,178,N,12:50:00,16:35:00,13:02:00,SHMY,7,13:07:00
02-12-17,HETR03,0.408,10.349208,76.930833,1027.31,Heynea trijuga,500,24,178,N,12:50:00,16:35:00,13:07:00,SHMY,1,13:08:00
02-12-17,HETR03,0.408,10.349208,76.930833,1027.31,Heynea trijuga,500,24,178,N,12:50:00,16:35:00,13:27:00,SHMY,6,13:28:00
02-12-17,HETR03,0.408,10.349208,76.930833,1027.31,Heynea trijuga,500,24,178,N,12:50:00,16:35:00,13:27:02,SHMY,3,13:27:50
02-12-17,HETR03,0.408,10.349208,76.930833,1027.31,Heynea trijuga,500,24,178,N,12:50:00,16:35:00,14:21:02,SHMY,4,14:21:26
02-12-17,HETR03,0.408,10.349208,76.930833,1027.31,Heynea trijuga,500,24,178,N,12:50:00,16:35:00,14:37:00,SHMY,5,14:39:20
02-12-17,HETR03,0.408,10.349208,76.930833,1027.31,Heynea trijuga,500,24,178,N,12:50:00,16:35:00,14:43:43,SHMY,4,14:44:45
02-12-17,HETR03,0.408,10.349208,76.930833,1027.31,Heynea trijuga,500,24,178,N,12:50:00,16:35:00,14:54:40,MGSQ,1,14:55:10
02-12-17,HETR03,0.408,10.349208,76.930833,1027.31,Heynea trijuga,500,24,178,N,12:50:00,16:35:00,15:01:00,SHMY,2,15:02:00
02-12-17,HETR03,0.408,10.349208,76.930833,1027.31,Heynea trijuga,500,24,178,N,12:50:00,16:35:00,15:01:00,SHMY,2,15:03:00
02-12-17,HETR03,0.408,10.349208,76.930833,1027.31,Heynea trijuga,500,24,178,N,12:50:00,16:35:00,16:10:00,SHMY,2,16:11:30
03-12-17,HETR04,0,10.36795079,76.93855111,1069.62,Heynea trijuga,500,18,143,N,6:25:00,11:25:00,N,NONE,0,N
03-12-17,HETR05,0.681,10.394738,76.992656,1310.6,Heynea trijuga,90,14,86,N,13:15:00,17:22:00,13:27:49,MGHO,1,13:57:00
03-12-17,HETR05,0.681,10.394738,76.992656,1310.6,Heynea trijuga,90,14,86,N,13:15:00,17:22:00,13:29:00,MGHO,1,14:02:00
03-12-17,HETR05,0.681,10.394738,76.992656,1310.6,Heynea trijuga,90,14,86,N,13:15:00,17:22:00,13:29:00,UNID,1,13:31:00
03-12-17,HETR05,0.681,10.394738,76.992656,1310.6,Heynea trijuga,90,14,86,N,13:15:00,17:22:00,13:57:56,MGHO,1,14:01:00
03-12-17,HETR05,0.681,10.394738,76.992656,1310.6,Heynea trijuga,90,14,86,N,13:15:00,17:22:00,16:50:46,MGHO,1,17:13:00
03-12-17,HETR05,0.681,10.394738,76.992656,1310.6,Heynea trijuga,90,14,86,N,13:15:00,17:22:00,16:54:00,MGHO,1,17:14:30
05-12-17,HETR06,0.512,10.308744,76.902752,1041.21,Heynea trijuga,170,14,165,N,6:18:00,11:30:00,7:24:00,RWBU,1,7:25:32
05-12-17,HETR06,0.512,10.308744,76.902752,1041.21,Heynea trijuga,170,14,165,N,6:18:00,11:30:00,7:24:00,RWBU,1,7:32:52
05-12-17,HETR06,0.512,10.308744,76.902752,1041.21,Heynea trijuga,170,14,165,N,6:18:00,11:30:00,8:03:27,SHMY,2,8:04:40
05-12-17,HETR06,0.512,10.308744,76.902752,1041.21,Heynea trijuga,170,14,165,N,6:18:00,11:30:00,8:17:21,SHMY,2,8:19:35
05-12-17,HETR06,0.512,10.308744,76.902752,1041.21,Heynea trijuga,170,14,165,N,6:18:00,11:30:00,9:44:20,SHMY,4,9:46:50
05-12-17,HETR06,0.512,10.308744,76.902752,1041.21,Heynea trijuga,170,14,165,N,6:18:00,11:30:00,9:46:50,WCBA,1,9:48:24
05-12-17,HETR06,0.512,10.308744,76.902752,1041.21,Heynea trijuga,170,14,165,N,6:18:00,11:30:00,9:59:30,WCBA,1,10:01:20
05-12-17,HETR06,0.512,10.308744,76.902752,1041.21,Heynea trijuga,170,14,165,N,6:18:00,11:30:00,10:55:02,SHMY,1,10:57:47
05-12-17,HETR06,0.512,10.308744,76.902752,1041.21,Heynea trijuga,170,14,165,N,6:18:00,11:30:00,10:55:02,SHMY,1,11:00:45
06-12-17,HETR07,0.424,10.348858,76.930949,1025.37,Heynea trijuga,192,20,280,N,6:20:00,11:30:00,8:10:50,MGHO,1,8:12:27
06-12-17,HETR07,0.424,10.348858,76.930949,1025.37,Heynea trijuga,192,20,280,N,6:20:00,11:30:00,8:56:00,WCBA,1,8:58:30
06-12-17,HETR07,0.424,10.348858,76.930949,1025.37,Heynea trijuga,192,20,280,N,6:20:00,11:30:00,8:58:00,FTBU,1,8:59:00
06-12-17,HETR07,0.424,10.348858,76.930949,1025.37,Heynea trijuga,192,20,280,N,6:20:00,11:30:00,9:03:30,MIPI,1,9:04:51
06-12-17,HETR07,0.424,10.348858,76.930949,1025.37,Heynea trijuga,192,20,280,N,6:20:00,11:30:00,10:43:08,SHMY,2,10:49:22
06-12-17,HETR07,0.424,10.348858,76.930949,1025.37,Heynea trijuga,192,20,280,N,6:20:00,11:30:00,10:44:55,SHMY,2,11:08:01
06-12-17,HETR07,0.424,10.348858,76.930949,1025.37,Heynea trijuga,192,20,280,N,6:20:00,11:30:00,11:12:51,SHMY,2,11:21:26
06-12-17,HETR_ad_lib,N,N,N,N,Heynea trijuga,N,N,N,N,N,N,N,MIPI,1,8:53:00
06-12-17,HETR_ad_lib,N,N,N,N,Heynea trijuga,N,N,N,N,N,N,9:26:40,SHMY,2,9:28:19
06-12-17,HETR_ad_lib,N,N,N,N,Heynea trijuga,N,N,N,N,N,N,9:27:29,SHMY,2,9:28:00
06-12-17,HETR_ad_lib,N,N,N,N,Heynea trijuga,N,N,N,N,N,N,9:45:58,SHMY,2,9:46:20
06-12-17,HETR_ad_lib,N,N,N,N,Heynea trijuga,N,N,N,N,N,N,9:45:58,SHMY,2,9:46:40
06-12-17,HETR_ad_lib,N,N,N,N,Heynea trijuga,N,N,N,N,N,N,9:45:58,SHMY,2,9:47:25
06-12-17,HETR_ad_lib,N,N,N,N,Heynea trijuga,N,N,N,N,N,N,9:45:58,SHMY,1,9:47:50
06-12-17,HETR_ad_lib,N,N,N,N,Heynea trijuga,N,N,N,N,N,N,10:23:02,SHMY,4,10:23:42
06-12-17,HETR_ad_lib,N,N,N,N,Heynea trijuga,N,N,N,N,N,N,10:24:52,SHMY,2,10:25:00
06-12-17,HETR_ad_lib,N,N,N,N,Heynea trijuga,N,N,N,N,N,N,10:24:52,SHMY,2,10:27:27
07-12-17,HETR08,0.46,10.347825,76.898707,981.47,Heynea trijuga,50,26,165,N,6:15:00,11:30:00,8:24:00,LTMA,1,8:24:30
07-12-17,HETR08,0.46,10.347825,76.898707,981.47,Heynea trijuga,50,26,165,N,6:15:00,11:30:00,10:00:00,LTMA,1,10:02:20
09-12-17,HETR09,0.401,10.349295,76.930707,1021.6,Heynea trijuga,120,20,170,N,6:20:00,11:40:00,8:38:00,YBBU,1,9:38:40
09-12-17,HETR09,0.401,10.349295,76.930707,1021.6,Heynea trijuga,120,20,170,N,6:20:00,11:40:00,11:12:00,SHMY,2,11:42:33
09-12-17,HETR_ad_lib,N,N,N,N,Heynea trijuga,N,N,N,N,N,N,8:51:50,SHMY,5,8:53:00
09-12-17,HETR_ad_lib,N,N,N,N,Heynea trijuga,N,N,N,N,N,N,9:07:00,SHMY,9,9:10:00
09-12-17,HETR_ad_lib,N,N,N,N,Heynea trijuga,N,N,N,N,N,N,9:07:00,SHMY,2,9:21:00
09-12-17,HETR_ad_lib,N,N,N,N,Heynea trijuga,N,N,N,N,N,N,9:28:00,SHMY,4,9:28:30
09-12-17,HETR_ad_lib,N,N,N,N,Heynea trijuga,N,N,N,N,N,N,9:30:00,SHMY,4,9:31:00
09-12-17,HETR_ad_lib,N,N,N,N,Heynea trijuga,N,N,N,N,N,N,9:34:00,SHMY,8,9:39:30
09-12-17,HETR_ad_lib,N,N,N,N,Heynea trijuga,N,N,N,N,N,N,N,SHMY,1,N
09-12-17,HETR_ad_lib,N,N,N,N,Heynea trijuga,N,N,N,N,N,N,10:55:00,SHMY,3,10:58:00
11-12-17,HETR10,0.854,10.37585526,76.98942985,1196.994751,Heynea trijuga,500,18,164,N,6:40:00,12:30:00,7:01:00,SHMY,2,7:10:19
11-12-17,HETR10,0.854,10.37585526,76.98942985,1196.994751,Heynea trijuga,500,18,164,N,6:40:00,12:30:00,7:39:00,SHMY,2,7:43:00
11-12-17,HETR10,0.854,10.37585526,76.98942985,1196.994751,Heynea trijuga,500,18,164,N,6:40:00,12:30:00,7:41:00,SHMY,2,7:43:00
11-12-17,HETR10,0.854,10.37585526,76.98942985,1196.994751,Heynea trijuga,500,18,164,N,6:40:00,12:30:00,N,WCBA,1,8:13:00
11-12-17,HETR10,0.854,10.37585526,76.98942985,1196.994751,Heynea trijuga,500,18,164,N,6:40:00,12:30:00,8:06:54,SHMY,2,8:06:55
11-12-17,HETR10,0.854,10.37585526,76.98942985,1196.994751,Heynea trijuga,500,18,164,N,6:40:00,12:30:00,8:09:50,MGHO,2,8:14:00
11-12-17,HETR10,0.854,10.37585526,76.98942985,1196.994751,Heynea trijuga,500,18,164,N,6:40:00,12:30:00,8:11:00,MGHO,2,8:14:00
11-12-17,HETR10,0.854,10.37585526,76.98942985,1196.994751,Heynea trijuga,500,18,164,N,6:40:00,12:30:00,8:21:24,SHMY,2,8:48:16
11-12-17,HETR10,0.854,10.37585526,76.98942985,1196.994751,Heynea trijuga,500,18,164,N,6:40:00,12:30:00,8:22:26,SHMY,4,8:48:16
11-12-17,HETR10,0.854,10.37585526,76.98942985,1196.994751,Heynea trijuga,500,18,164,N,6:40:00,12:30:00,10:23:05,SHMY,4,10:28:50
11-12-17,HETR10,0.854,10.37585526,76.98942985,1196.994751,Heynea trijuga,500,18,164,N,6:40:00,12:30:00,10:30:50,YBBU,1,10:32:45
11-12-17,HETR10,0.854,10.37585526,76.98942985,1196.994751,Heynea trijuga,500,18,164,N,6:40:00,12:30:00,N,AFBL,1,10:33:40
11-12-17,HETR10,0.854,10.37585526,76.98942985,1196.994751,Heynea trijuga,500,18,164,N,6:40:00,12:30:00,12:07:30,SHMY,2,12:09:00
11-12-17,HETR10,0.854,10.37585526,76.98942985,1196.994751,Heynea trijuga,500,18,164,N,6:40:00,12:30:00,12:24:26,SHMY,4,12:30:00
11-12-17,HETR10,0.854,10.37585526,76.98942985,1196.994751,Heynea trijuga,500,18,164,N,6:40:00,12:30:00,12:28:18,SHMY,2,12:29:40
11-12-17,HETR11,0.861,10.37579315,76.9894343,1198.958252,Heynea trijuga,60,14,93,N,13:00:00,17:00:00,N,NONE,0,N
12-12-17,HETR12,0.383,10.34947825,76.93049602,1032.633789,Heynea trijuga,152,20,135,N,6:25:00,11:25:00,8:16:20,MGSQ,1,8:16:50
12-12-17,HETR12,0.383,10.34947825,76.93049602,1032.633789,Heynea trijuga,152,20,135,N,6:25:00,11:25:00,10:37:40,AFBL,1,10:37:54
14-12-17,HETR13,0.451,10.356157,76.917081,1130.841309,Heynea trijuga,307,25,136,N,6:35:00,12:10:00,6:49:50,SHMY,1,6:51:52
14-12-17,HETR13,0.451,10.356157,76.917081,1130.841309,Heynea trijuga,307,25,136,N,6:35:00,12:10:00,8:57:53,UNID,2,8:58:10
14-12-17,HETR13,0.451,10.356157,76.917081,1130.841309,Heynea trijuga,307,25,136,N,6:35:00,12:10:00,10:48:20,WCBA,4,10:51:48
14-12-17,HETR14,0.097,10.35154388,76.91490853,1198.206299,Heynea trijuga,340,17,126,N,13:08:00,17:27:00,N,NONE,0,N
16-12-17,HETR15,0.181,10.35897176,76.9295803,999.616577,Heynea trijuga,270,17,98,N,6:00:00,11:53:00,N,NONE,0,N
16-12-17,HETR_ad_lib,N,N,N,N,Heynea trijuga,N,N,N,N,N,N,7:21:00,SHMY,2,7:23:00
16-12-17,HETR_ad_lib,N,N,N,N,Heynea trijuga,N,N,N,N,N,N,7:22:30,SHMY,1,7:23:00
16-12-17,HETR_ad_lib,N,N,N,N,Heynea trijuga,N,N,N,N,N,N,7:22:30,SHMY,1,7:24:50
16-12-17,HETR_ad_lib,N,N,N,N,Heynea trijuga,N,N,N,N,N,N,7:36:02,SHMY,2,7:37:45
16-12-17,HETR_ad_lib,N,N,N,N,Heynea trijuga,N,N,N,N,N,N,10:02:15,SHMY,5,10:03:16
17-12-17,HETR16,0.427,10.34864291,76.93062552,1030.776123,Heynea trijuga,700,20,184,N,6:30:00,11:40:00,7:40:02,AFBL,1,N
17-12-17,HETR16,0.427,10.34864291,76.93062552,1030.776123,Heynea trijuga,700,20,184,N,6:30:00,11:40:00,8:37:40,SHMY,2,8:40:00
17-12-17,HETR16,0.427,10.34864291,76.93062552,1030.776123,Heynea trijuga,700,20,184,N,6:30:00,11:40:00,8:40:00,WCBA,1,9:01:05
17-12-17,HETR16,0.427,10.34864291,76.93062552,1030.776123,Heynea trijuga,700,20,184,N,6:30:00,11:40:00,8:51:40,AFBL,1,8:59:28
18-12-17,HETR17,0.915,10.375232,76.9889,1202.498413,Heynea trijuga,20,21,124,N,6:40:00,11:00:00,N,NONE,0,N
21-12-17,HETR18,0.418,10.34869647,76.93027373,1045.226929,Heynea trijuga,303,24,168,N,6:35:00,12:00:00,6:31:16,MGHO,2,6:32:27
21-12-17,HETR19,0.413,10.34920374,76.93095602,1044.349609,Heynea trijuga,150,24,165,N,13:17:00,17:17:00,14:40:16,BOMA,6,14:42:16
22-12-17,HETR20,0.852,10.33928962,76.96636009,1121.798462,Heynea trijuga,300,23,170,N,6:30:00,12:30:00,N,NONE,0,N
22-12-17,HETR_ad_lib,N,N,N,N,Heynea trijuga,N,N,N,N,N,N,N,SHMY,1,12:03:00
22-12-17,HETR_ad_lib,N,N,N,N,Heynea trijuga,N,N,N,N,N,N,N,SHMY,2,12:05:00
22-12-17,HETR_ad_lib,N,N,N,N,Heynea trijuga,N,N,N,N,N,N,N,SHMY,1,12:14:00
22-12-17,HETR_ad_lib,N,N,N,N,Heynea trijuga,N,N,N,N,N,N,N,SHMY,2,12:26:20
22-12-17,HETR_ad_lib,N,N,N,N,Heynea trijuga,N,N,N,N,N,N,N,SHMY,1,12:36:10
22-12-17,HETR_ad_lib,N,N,N,N,Heynea trijuga,N,N,N,N,N,N,12:38:00,SHMY,2,13:18:59
22-12-17,HETR_ad_lib,N,N,N,N,Heynea trijuga,N,N,N,N,N,N,12:39:00,SHMY,4,13:18:59
30-12-17,CAST09,0,10.36524226,76.93678069,1044.721191,Canarium strictum,356,35,275,N,6:30:00,11:50:00,N,NONE,0,N
01-01-18,HETR21,0.775,10.340227,76.965242,1127.417969,Heynea trijuga,143,15,172,N,13:15:00,17:20:00,N,WCBA,1,14:42:00
01-01-18,HETR21,0.775,10.340227,76.965242,1127.417969,Heynea trijuga,143,15,172,N,13:15:00,17:20:00,14:52:00,SHMY,2,15:00:00
01-01-18,HETR21,0.775,10.340227,76.965242,1127.417969,Heynea trijuga,143,15,172,N,13:15:00,17:20:00,15:24:10,WCBA,1,15:32:41
01-01-18,HETR21,0.775,10.340227,76.965242,1127.417969,Heynea trijuga,143,15,172,N,13:15:00,17:20:00,N,WCBA,1,N
01-01-18,HETR21,0.775,10.340227,76.965242,1127.417969,Heynea trijuga,143,15,172,N,13:15:00,17:20:00,16:41:00,UNID,1,16:43:00
01-01-18,HETR21,0.775,10.340227,76.965242,1127.417969,Heynea trijuga,143,15,172,N,13:15:00,17:20:00,16:47:53,MGSQ,1,17:01:33
02-01-18,HETR22,0.274,10.31344872,76.91191913,1123.242432,Heynea trijuga,377,17,136,N,6:35:00,11:50:00,8:07:00,MIPI,1,8:22:08
02-01-18,HETR22,0.274,10.31344872,76.91191913,1123.242432,Heynea trijuga,377,17,136,N,6:35:00,11:50:00,8:08:00,MIPI,1,8:16:36
02-01-18,HETR22,0.274,10.31344872,76.91191913,1123.242432,Heynea trijuga,377,17,136,N,6:35:00,11:50:00,8:09:00,MGHO,2,8:13:22
02-01-18,HETR22,0.274,10.31344872,76.91191913,1123.242432,Heynea trijuga,377,17,136,N,6:35:00,11:50:00,8:20:03,MIPI,1,8:22:08
02-01-18,HETR22,0.274,10.31344872,76.91191913,1123.242432,Heynea trijuga,377,17,136,N,6:35:00,11:50:00,9:22:16,WCBA,1,9:23:27
02-01-18,HETR22,0.274,10.31344872,76.91191913,1123.242432,Heynea trijuga,377,17,136,N,6:35:00,11:50:00,9:22:42,WCBA,1,9:23:42
02-01-18,HETR23,0.006,10.302485,76.909864,1081.008179,Heynea trijuga,817,14,140,N,12:30:00,17:00:00,N,NONE,0,N
03-01-18,HETR24,0.624,10.35722296,76.91855793,1147.897339,Heynea trijuga,130,19,95,N,6:40:00,11:45:00,N,NONE,0,N
04-01-18,HETR25,0.371,10.34897458,76.93327722,1054.852417,Heynea trijuga,401,25,195,N,6:30:00,12:15:00,6:47:57,MGHO,1,6:47:59
04-01-18,HETR25,0.371,10.34897458,76.93327722,1054.852417,Heynea trijuga,401,25,195,N,6:30:00,12:15:00,6:47:57,MGHO,1,6:48:43
04-01-18,HETR25,0.371,10.34897458,76.93327722,1054.852417,Heynea trijuga,401,25,195,N,6:30:00,12:15:00,6:48:44,MGHO,2,6:49:59
04-01-18,HETR25,0.371,10.34897458,76.93327722,1054.852417,Heynea trijuga,401,25,195,N,6:30:00,12:15:00,7:20:02,MGSQ,1,7:36:06
04-01-18,HETR26,0.428,10.34856252,76.93137855,1043.757568,Heynea trijuga,1080,25,179,N,13:30:00,17:32:00,14:46:11,SHMY,4,15:05:24
04-01-18,HETR26,0.428,10.34856252,76.93137855,1043.757568,Heynea trijuga,1080,25,179,N,13:30:00,17:32:00,14:56:52,SHMY,2,15:01:50
04-01-18,HETR26,0.428,10.34856252,76.93137855,1043.757568,Heynea trijuga,1080,25,179,N,13:30:00,17:32:00,N,SHMY,1,15:08:36
04-01-18,HETR26,0.428,10.34856252,76.93137855,1043.757568,Heynea trijuga,1080,25,179,N,13:30:00,17:32:00,N,BOMA,1,17:21:00
04-01-18,HETR26,0.428,10.34856252,76.93137855,1043.757568,Heynea trijuga,1080,25,179,N,13:30:00,17:32:00,N,WCBA,1,17:21:12
04-01-18,HETR26,0.428,10.34856252,76.93137855,1043.757568,Heynea trijuga,1080,25,179,N,13:30:00,17:32:00,17:29:00,BOMA,1,17:32:00
06-01-18,HETR27,0.666,10.315309,76.835237,1011.753296,Heynea trijuga,40,11,99,N,6:30:00,11:40:00,6:50:46,SHMY,10,6:51:20
06-01-18,HETR28,0.773,10.30932181,76.83336544,888.745605,Heynea trijuga,450,11,117,N,12:30:00,17:00:00,16:24:00,SHMY,1,16:25:55
06-01-18,HETR28,0.773,10.30932181,76.83336544,888.745605,Heynea trijuga,450,11,117,N,12:30:00,17:00:00,16:25:55,SHMY,1,16:40:27
07-01-18,PEMA01,0.127,10.349573,76.916515,1180.624023,Persea macrantha,600,24,215,N,6:35:00,11:45:00,8:03:36,SHMY,5,8:04:36
07-01-18,PEMA01,0.127,10.349573,76.916515,1180.624023,Persea macrantha,600,24,215,N,6:35:00,11:45:00,7:38:24,WCBA,1,7:49:34
07-01-18,PEMA01,0.127,10.349573,76.916515,1180.624023,Persea macrantha,600,24,215,N,6:35:00,11:45:00,7:43:50,AFBL,1,7:49:23
07-01-18,PEMA01,0.127,10.349573,76.916515,1180.624023,Persea macrantha,600,24,215,N,6:35:00,11:45:00,7:44:00,WCBA,1,N
07-01-18,PEMA01,0.127,10.349573,76.916515,1180.624023,Persea macrantha,600,24,215,N,6:35:00,11:45:00,8:19:40,SHMY,2,8:31:00
07-01-18,PEMA01,0.127,10.349573,76.916515,1180.624023,Persea macrantha,600,24,215,N,6:35:00,11:45:00,8:36:00,WCBA,1,8:41:00
07-01-18,PEMA01,0.127,10.349573,76.916515,1180.624023,Persea macrantha,600,24,215,N,6:35:00,11:45:00,8:36:42,WCBA,1,8:43:00
07-01-18,PEMA01,0.127,10.349573,76.916515,1180.624023,Persea macrantha,600,24,215,N,6:35:00,11:45:00,8:36:42,WCBA,1,9:51:28
07-01-18,PEMA01,0.127,10.349573,76.916515,1180.624023,Persea macrantha,600,24,215,N,6:35:00,11:45:00,7:04:00,MGHO,1,7:09:39
07-01-18,PEMA01,0.127,10.349573,76.916515,1180.624023,Persea macrantha,600,24,215,N,6:35:00,11:45:00,7:04:00,MGHO,1,7:07:16
07-01-18,PEMA01,0.127,10.349573,76.916515,1180.624023,Persea macrantha,600,24,215,N,6:35:00,11:45:00,7:07:38,SHMY,2,7:08:16
07-01-18,PEMA01,0.127,10.349573,76.916515,1180.624023,Persea macrantha,600,24,215,N,6:35:00,11:45:00,7:08:40,SHMY,2,7:10:10
07-01-18,PEMA01,0.127,10.349573,76.916515,1180.624023,Persea macrantha,600,24,215,N,6:35:00,11:45:00,7:08:56,WCBA,1,7:24:21
07-01-18,PEMA01,0.127,10.349573,76.916515,1180.624023,Persea macrantha,600,24,215,N,6:35:00,11:45:00,7:08:56,WCBA,1,7:11:13
07-01-18,PEMA01,0.127,10.349573,76.916515,1180.624023,Persea macrantha,600,24,215,N,6:35:00,11:45:00,9:07:09,WCBA,1,9:52:43
07-01-18,PEMA01,0.127,10.349573,76.916515,1180.624023,Persea macrantha,600,24,215,N,6:35:00,11:45:00,10:59:00,WCBA,1,11:04:27
08-01-18,HETR29,0.001,10.303803,76.90975,1081.128296,Heynea trijuga,663,14,146,N,6:15:00,11:40:00,N,NONE,0,N
08-01-18,HETR30,0.846,10.340537,76.966128,1111.609253,Heynea trijuga,1900,15,125,N,13:00:00,17:00:00,N,NONE,0,N
10-01-18,HETR31,0.843,10.34101848,76.96645414,1129.046143,Heynea trijuga,1052,17,137,N,6:35:00,11:45:00,8:21:16,MIPI,1,8:21:36
10-01-18,HETR32,0.41,10.34699025,76.92948843,1013.448425,Heynea trijuga,900,18,184,N,12:50:00,17:10:00,16:00:00,AFBL,1,16:04:00
11-01-18,HETR33,0.638,10.35567968,76.89274284,800.491455,Heynea trijuga,20,20,130,N,12:50:00,17:05:00,N,SHMY,2,13:54:00
11-01-18,HETR33,0.638,10.35567968,76.89274284,800.491455,Heynea trijuga,20,20,130,N,12:50:00,17:05:00,N,SHMY,10,13:55:40
11-01-18,HETR33,0.638,10.35567968,76.89274284,800.491455,Heynea trijuga,20,20,130,N,12:50:00,17:05:00,N,SHMY,2,13:55:40
11-01-18,HETR33,0.638,10.35567968,76.89274284,800.491455,Heynea trijuga,20,20,130,N,12:50:00,17:05:00,13:30:07,SHMY,2,13:32:23
