date,tree_code,tree_sp,sample_type,st_time,species,State,S,P,D,Prd,Reg,end_time
11-11-17,CAST02,Canarium strictum,focal,7:17:00,MGSQ,P,0,0,0,2,0,7:28:00
11-11-17,CAST02,Canarium strictum,scan,7:18:00,MGSQ,F,N,N,N,N,N,7:18:00
11-11-17,CAST02,Canarium strictum,scan,7:19:00,MGSQ,F,N,N,N,N,N,7:19:00
11-11-17,CAST02,Canarium strictum,scan,7:20:00,MGSQ,F,N,N,N,N,N,7:20:00
11-11-17,CAST02,Canarium strictum,scan,7:21:00,MGSQ,F,N,N,N,N,N,7:21:00
11-11-17,CAST02,Canarium strictum,scan,7:22:00,MGSQ,F,N,N,N,N,N,7:22:00
11-11-17,CAST02,Canarium strictum,scan,7:23:00,MGSQ,F,N,N,N,N,N,7:23:00
11-11-17,CAST02,Canarium strictum,scan,7:24:00,MGSQ,F,N,N,N,N,N,7:24:00
11-11-17,CAST02,Canarium strictum,scan,7:25:00,MGSQ,F,N,N,N,N,N,7:25:00
11-11-17,CAST02,Canarium strictum,scan,7:26:00,MGSQ,F,N,N,N,N,N,7:26:00
11-11-17,CAST02,Canarium strictum,scan,7:27:00,MGSQ,F,N,N,N,N,N,7:27:00
11-11-17,CAST02,Canarium strictum,focal,7:30:00,MGSQ,P,0,0,0,0,0,7:33:00
11-11-17,CAST02,Canarium strictum,scan,7:31:00,MGSQ,F,N,N,N,N,N,7:31:00
11-11-17,CAST02,Canarium strictum,scan,7:32:00,MGSQ,F,N,N,N,N,N,7:32:00
11-11-17,CAST02,Canarium strictum,focal,7:33:00,MGSQ,P,0,0,0,2,0,7:40:00
11-11-17,CAST02,Canarium strictum,scan,7:34:00,MGSQ,F,N,N,N,N,N,7:34:00
11-11-17,CAST02,Canarium strictum,scan,7:35:00,MGSQ,F,N,N,N,N,N,7:35:00
11-11-17,CAST02,Canarium strictum,scan,7:36:00,MGSQ,F,N,N,N,N,N,7:36:00
11-11-17,CAST02,Canarium strictum,scan,7:37:00,MGSQ,F,N,N,N,N,N,7:37:00
11-11-17,CAST02,Canarium strictum,scan,7:38:00,MGSQ,F,N,N,N,N,N,7:38:00
11-11-17,CAST02,Canarium strictum,scan,7:39:00,MGSQ,F,N,N,N,N,N,7:39:00
11-11-17,CAST02,Canarium strictum,focal,7:41:00,MGSQ,P,0,0,0,1,0,7:51:00
11-11-17,CAST02,Canarium strictum,scan,7:42:00,MGSQ,F,N,N,N,N,N,7:42:00
11-11-17,CAST02,Canarium strictum,scan,7:43:00,MGSQ,F,N,N,N,N,N,7:43:00
11-11-17,CAST02,Canarium strictum,scan,7:44:00,MGSQ,F,N,N,N,N,N,7:44:00
11-11-17,CAST02,Canarium strictum,scan,7:45:00,MGSQ,F,N,N,N,N,N,7:45:00
11-11-17,CAST02,Canarium strictum,scan,7:46:00,MGSQ,F,N,N,N,N,N,7:46:00
11-11-17,CAST02,Canarium strictum,scan,7:47:00,MGSQ,F,N,N,N,N,N,7:47:00
11-11-17,CAST02,Canarium strictum,scan,7:48:00,MGSQ,F,N,N,N,N,N,7:48:00
11-11-17,CAST02,Canarium strictum,scan,7:49:00,MGSQ,F,N,N,N,N,N,7:49:00
11-11-17,CAST02,Canarium strictum,scan,7:50:00,MGSQ,F,N,N,N,N,N,7:50:00
11-11-17,CAST02,Canarium strictum,scan,7:51:00,MGSQ,F,N,N,N,N,N,7:51:00
11-11-17,CAST02,Canarium strictum,focal,7:52:00,MGSQ,P,0,0,0,1,0,7:53:00
11-11-17,CAST02,Canarium strictum,focal,7:53:00,MGSQ,P,0,0,0,1,0,8:05:00
11-11-17,CAST02,Canarium strictum,scan,7:54:00,MGSQ,F,N,N,N,N,N,7:54:00
11-11-17,CAST02,Canarium strictum,scan,7:55:00,MGSQ,F,N,N,N,N,N,7:55:00
11-11-17,CAST02,Canarium strictum,scan,7:56:00,MGSQ,F,N,N,N,N,N,7:56:00
11-11-17,CAST02,Canarium strictum,scan,7:57:00,MGSQ,F,N,N,N,N,N,7:57:00
11-11-17,CAST02,Canarium strictum,scan,7:58:00,MGSQ,F,N,N,N,N,N,7:58:00
11-11-17,CAST02,Canarium strictum,scan,7:59:00,MGSQ,F,N,N,N,N,N,7:59:00
11-11-17,CAST02,Canarium strictum,scan,8:00:00,MGSQ,F,N,N,N,N,N,8:00:00
11-11-17,CAST02,Canarium strictum,scan,8:01:00,MGSQ,F,N,N,N,N,N,8:01:00
11-11-17,CAST02,Canarium strictum,scan,8:02:00,MGSQ,F,N,N,N,N,N,8:02:00
11-11-17,CAST02,Canarium strictum,scan,8:03:00,MGSQ,F,N,N,N,N,N,8:03:00
11-11-17,CAST02,Canarium strictum,scan,8:04:00,MGSQ,F,N,N,N,N,N,8:04:00
11-11-17,CAST02,Canarium strictum,scan,8:05:00,MGSQ,F,N,N,N,N,N,8:05:00
11-11-17,CAST02,Canarium strictum,scan,8:06:00,MGSQ,F,N,N,N,N,N,8:06:00
11-11-17,CAST02,Canarium strictum,focal,8:05:00,MGSQ,P,0,0,0,1,0,8:15:00
11-11-17,CAST02,Canarium strictum,scan,8:06:00,MGSQ,F,N,N,N,N,N,8:06:00
11-11-17,CAST02,Canarium strictum,scan,8:07:00,MGSQ,F,N,N,N,N,N,8:07:00
11-11-17,CAST02,Canarium strictum,scan,8:08:00,MGSQ,F,N,N,N,N,N,8:08:00
11-11-17,CAST02,Canarium strictum,scan,8:09:00,MGSQ,F,N,N,N,N,N,8:09:00
11-11-17,CAST02,Canarium strictum,scan,8:10:00,MGSQ,F,N,N,N,N,N,8:10:00
11-11-17,CAST02,Canarium strictum,scan,8:11:00,MGSQ,F,N,N,N,N,N,8:11:00
11-11-17,CAST02,Canarium strictum,scan,8:12:00,MGSQ,F,N,N,N,N,N,8:12:00
11-11-17,CAST02,Canarium strictum,scan,8:13:00,MGSQ,F,N,N,N,N,N,8:13:00
11-11-17,CAST02,Canarium strictum,scan,8:14:00,MGSQ,F,N,N,N,N,N,8:14:00
11-11-17,CAST02,Canarium strictum,scan,8:15:00,MGSQ,F,N,N,N,N,N,8:15:00
11-11-17,CAST02,Canarium strictum,focal,8:16:00,MGSQ,P,0,0,0,0,0,8:17:00
11-11-17,CAST02,Canarium strictum,focal,8:17:00,MGSQ,P,0,0,0,1,0,8:25:00
11-11-17,CAST02,Canarium strictum,scan,8:18:00,MGSQ,F,N,N,N,N,N,8:18:00
11-11-17,CAST02,Canarium strictum,scan,8:19:00,MGSQ,F,N,N,N,N,N,8:19:00
11-11-17,CAST02,Canarium strictum,scan,8:20:00,MGSQ,F,N,N,N,N,N,8:20:00
11-11-17,CAST02,Canarium strictum,scan,8:21:00,MGSQ,F,N,N,N,N,N,8:21:00
11-11-17,CAST02,Canarium strictum,scan,8:22:00,MGSQ,F,N,N,N,N,N,8:22:00
11-11-17,CAST02,Canarium strictum,scan,8:23:00,MGSQ,F,N,N,N,N,N,8:23:00
11-11-17,CAST02,Canarium strictum,scan,8:24:00,MGSQ,F,N,N,N,N,N,8:24:00
11-11-17,CAST02,Canarium strictum,focal,8:26:00,MGSQ,P,0,0,0,1,0,8:29:00
11-11-17,CAST02,Canarium strictum,scan,8:27:00,MGSQ,F,N,N,N,N,N,8:27:00
11-11-17,CAST02,Canarium strictum,scan,8:28:00,MGSQ,F,N,N,N,N,N,8:28:00
11-11-17,CAST02,Canarium strictum,focal,8:26:00,MGSQ,P,0,0,0,2,0,8:41:00
11-11-17,CAST02,Canarium strictum,scan,8:27:00,MGSQ,F,N,N,N,N,N,8:27:00
11-11-17,CAST02,Canarium strictum,scan,8:28:00,MGSQ,F,N,N,N,N,N,8:28:00
11-11-17,CAST02,Canarium strictum,scan,8:29:00,MGSQ,F,N,N,N,N,N,8:29:00
11-11-17,CAST02,Canarium strictum,scan,8:30:00,MGSQ,F,N,N,N,N,N,8:30:00
11-11-17,CAST02,Canarium strictum,scan,8:31:00,MGSQ,F,N,N,N,N,N,8:31:00
11-11-17,CAST02,Canarium strictum,scan,8:32:00,MGSQ,F,N,N,N,N,N,8:32:00
11-11-17,CAST02,Canarium strictum,scan,8:33:00,MGSQ,F,N,N,N,N,N,8:33:00
11-11-17,CAST02,Canarium strictum,scan,8:34:00,MGSQ,F,N,N,N,N,N,8:34:00
11-11-17,CAST02,Canarium strictum,scan,8:35:00,MGSQ,F,N,N,N,N,N,8:35:00
11-11-17,CAST02,Canarium strictum,scan,8:36:00,MGSQ,F,N,N,N,N,N,8:36:00
11-11-17,CAST02,Canarium strictum,scan,8:37:00,MGSQ,F,N,N,N,N,N,8:37:00
11-11-17,CAST02,Canarium strictum,scan,8:38:00,MGSQ,F,N,N,N,N,N,8:38:00
11-11-17,CAST02,Canarium strictum,scan,8:39:00,MGSQ,F,N,N,N,N,N,8:39:00
11-11-17,CAST02,Canarium strictum,scan,8:40:00,MGSQ,F,N,N,N,N,N,8:40:00
11-11-17,CAST02,Canarium strictum,focal,8:41:00,MGSQ,P,0,0,0,1,0,8:49:00
11-11-17,CAST02,Canarium strictum,scan,8:42:00,MGSQ,F,N,N,N,N,N,8:42:00
11-11-17,CAST02,Canarium strictum,scan,8:43:00,MGSQ,F,N,N,N,N,N,8:43:00
11-11-17,CAST02,Canarium strictum,scan,8:44:00,MGSQ,F,N,N,N,N,N,8:44:00
11-11-17,CAST02,Canarium strictum,scan,8:45:00,MGSQ,F,N,N,N,N,N,8:45:00
11-11-17,CAST02,Canarium strictum,scan,8:46:00,MGSQ,F,N,N,N,N,N,8:46:00
11-11-17,CAST02,Canarium strictum,scan,8:47:00,MGSQ,F,N,N,N,N,N,8:47:00
11-11-17,CAST02,Canarium strictum,scan,8:48:00,MGSQ,F,N,N,N,N,N,8:48:00
11-11-17,CAST02,Canarium strictum,focal,8:49:00,MGSQ,P,0,0,0,0,0,8:53:00
11-11-17,CAST02,Canarium strictum,scan,8:50:00,MGSQ,F,N,N,N,N,N,8:50:00
11-11-17,CAST02,Canarium strictum,scan,8:51:00,MGSQ,F,N,N,N,N,N,8:51:00
11-11-17,CAST02,Canarium strictum,scan,8:52:00,MGSQ,F,N,N,N,N,N,8:52:00
11-11-17,CAST02,Canarium strictum,scan,8:53:00,MGSQ,F,N,N,N,N,N,8:53:00
11-11-17,CAST02,Canarium strictum,focal,8:54:00,MGSQ,P,0,0,0,0,0,9:03:00
11-11-17,CAST02,Canarium strictum,scan,8:55:00,MGSQ,F,N,N,N,N,N,8:55:00
11-11-17,CAST02,Canarium strictum,scan,8:56:00,MGSQ,F,N,N,N,N,N,8:56:00
11-11-17,CAST02,Canarium strictum,scan,8:57:00,MGSQ,F,N,N,N,N,N,8:57:00
11-11-17,CAST02,Canarium strictum,scan,8:58:00,MGSQ,F,N,N,N,N,N,8:58:00
11-11-17,CAST02,Canarium strictum,scan,8:59:00,MGSQ,F,N,N,N,N,N,8:59:00
11-11-17,CAST02,Canarium strictum,scan,9:00:00,MGSQ,F,N,N,N,N,N,9:00:00
11-11-17,CAST02,Canarium strictum,scan,9:01:00,MGSQ,F,N,N,N,N,N,9:01:00
11-11-17,CAST02,Canarium strictum,scan,9:02:00,MGSQ,F,N,N,N,N,N,9:02:00
11-11-17,CAST02,Canarium strictum,scan,9:03:00,MGSQ,F,N,N,N,N,N,9:03:00
11-11-17,CAST02,Canarium strictum,focal,9:03:00,MGSQ,F,0,0,0,1,0,9:15:00
11-11-17,CAST02,Canarium strictum,scan,9:04:00,MGSQ,F,N,N,N,N,N,9:04:00
11-11-17,CAST02,Canarium strictum,scan,9:05:00,MGSQ,F,N,N,N,N,N,9:05:00
11-11-17,CAST02,Canarium strictum,scan,9:06:00,MGSQ,F,N,N,N,N,N,9:06:00
11-11-17,CAST02,Canarium strictum,scan,9:07:00,MGSQ,F,N,N,N,N,N,9:07:00
11-11-17,CAST02,Canarium strictum,scan,9:08:00,MGSQ,F,N,N,N,N,N,9:08:00
11-11-17,CAST02,Canarium strictum,scan,9:09:00,MGSQ,F,N,N,N,N,N,9:09:00
11-11-17,CAST02,Canarium strictum,scan,9:10:00,MGSQ,F,N,N,N,N,N,9:10:00
11-11-17,CAST02,Canarium strictum,scan,9:11:00,MGSQ,F,N,N,N,N,N,9:11:00
11-11-17,CAST02,Canarium strictum,scan,9:12:00,MGSQ,F,N,N,N,N,N,9:12:00
11-11-17,CAST02,Canarium strictum,scan,9:13:00,MGSQ,F,N,N,N,N,N,9:13:00
11-11-17,CAST02,Canarium strictum,scan,9:14:00,MGSQ,F,N,N,N,N,N,9:14:00
11-11-17,CAST02,Canarium strictum,scan,9:15:00,MGSQ,F,N,N,N,N,N,9:15:00
11-11-17,CAST02,Canarium strictum,focal,9:12:00,MGSQ,F,0,0,0,1,0,9:15:00
11-11-17,CAST02,Canarium strictum,scan,9:13:00,MGSQ,F,N,N,N,N,N,9:13:00
11-11-17,CAST02,Canarium strictum,scan,9:14:00,MGSQ,F,N,N,N,N,N,9:14:00
11-11-17,CAST02,Canarium strictum,focal,9:15:00,MGSQ,F,0,0,0,1,0,9:20:00
11-11-17,CAST02,Canarium strictum,scan,9:16:00,MGSQ,F,N,N,N,N,N,9:16:00
11-11-17,CAST02,Canarium strictum,scan,9:17:00,MGSQ,F,N,N,N,N,N,9:17:00
11-11-17,CAST02,Canarium strictum,scan,9:18:00,MGSQ,F,N,N,N,N,N,9:18:00
11-11-17,CAST02,Canarium strictum,scan,9:19:00,MGSQ,F,N,N,N,N,N,9:19:00
11-11-17,CAST02,Canarium strictum,scan,9:20:00,MGSQ,F,N,N,N,N,N,9:20:00
13-11-17,CAST03,Canarium strictum,focal,8:39:00,MIPI,F,0,1,0,0,0,8:40:00
14-11-17,CAST04,Canarium strictum,focal,8:12:00,MIPI,F,0,0,0,0,0,8:12:30
14-11-17,CAST04,Canarium strictum,focal,8:52:00,MIPI,F,3,1,0,0,0,8:59:00
14-11-17,CAST04,Canarium strictum,scan,8:53:00,MIPI,F,N,N,N,N,N,8:53:00
14-11-17,CAST04,Canarium strictum,scan,8:54:00,MIPI,F,N,N,N,N,N,8:54:00
14-11-17,CAST04,Canarium strictum,scan,8:55:00,MIPI,F,N,N,N,N,N,8:55:00
14-11-17,CAST04,Canarium strictum,scan,8:56:00,MIPI,F,N,N,N,N,N,8:56:00
14-11-17,CAST04,Canarium strictum,scan,8:57:00,MIPI,F,N,N,N,N,N,8:57:00
14-11-17,CAST04,Canarium strictum,scan,8:58:00,MIPI,F,N,N,N,N,N,8:58:00
14-11-17,CAST04,Canarium strictum,scan,8:59:00,MIPI,Pr,N,N,N,N,N,8:59:00
17-11-17,CAST07,Canarium strictum,focal,8:37:00,MIPI,F,0,0,0,0,0,8:39:00
17-11-17,CAST07,Canarium strictum,scan,8:38:00,MIPI,P,N,N,N,N,N,8:38:00
17-11-17,CAST07,Canarium strictum,focal,8:41:00,MIPI,P,0,0,0,0,0,8:45:00
17-11-17,CAST07,Canarium strictum,scan,8:42:00,MIPI,P,N,N,N,N,N,8:42:00
17-11-17,CAST07,Canarium strictum,scan,8:43:00,MIPI,F,N,N,N,N,N,8:43:00
17-11-17,CAST07,Canarium strictum,scan,8:44:00,MIPI,F,N,N,N,N,N,8:44:00
17-11-17,CAST07,Canarium strictum,focal,9:02:00,MIPI,F,1,0,0,0,0,9:05:00
17-11-17,CAST07,Canarium strictum,scan,9:03:00,MIPI,F,N,N,N,N,N,9:03:00
17-11-17,CAST07,Canarium strictum,scan,9:04:00,MIPI,F,N,N,N,N,N,9:04:00
23-11-17,HETR_ad_lib,Heynea trijuga,focal,7:50:00,MGHO,F,0,1,0,0,0,7:50:30
23-11-17,HETR_ad_lib,Heynea trijuga,scan,7:50:30,MGHO,F,N,N,N,N,N,7:50:30
23-11-17,HETR01,Heynea trijuga,focal,9:24:00,LTMA,P,0,0,0,0,0,9:26:00
23-11-17,HETR01,Heynea trijuga,scan,9:25:00,LTMA,P,N,N,N,N,N,9:25:00
24-11-17,HETR_ad_lib,Heynea trijuga,focal,6:58:00,LTMA,F,1,0,0,0,0,6:59:20
24-11-17,HETR_ad_lib,Heynea trijuga,scan,6:59:00,LTMA,F,N,N,N,N,N,6:59:00
24-11-17,HETR02,Heynea trijuga,focal,7:25:02,SHMY,F,1,1,1,0,0,7:25:42
24-11-17,HETR02,Heynea trijuga,focal,7:26:02,SHMY,F,2,0,1,0,0,7:28:19
24-11-17,HETR02,Heynea trijuga,scan,7:27:02,SHMY,F,N,N,N,N,N,7:27:02
24-11-17,HETR02,Heynea trijuga,scan,7:28:02,SHMY,F,N,N,N,N,N,7:28:02
24-11-17,HETR02,Heynea trijuga,focal,7:35:55,SHMY,F,1,0,1,0,0,7:36:35
24-11-17,HETR02,Heynea trijuga,focal,7:35:50,SHMY,F,1,0,0,0,0,7:36:00
24-11-17,HETR02,Heynea trijuga,focal,7:40:09,SHMY,F,1,1,0,0,0,7:55:50
24-11-17,HETR02,Heynea trijuga,scan,7:41:09,SHMY,F,N,N,N,N,N,7:41:09
24-11-17,HETR02,Heynea trijuga,scan,7:42:09,SHMY,P,N,N,N,N,N,7:42:09
24-11-17,HETR02,Heynea trijuga,scan,7:43:09,SHMY,P,N,N,N,N,N,7:43:09
24-11-17,HETR02,Heynea trijuga,scan,7:44:09,SHMY,P,N,N,N,N,N,7:44:09
24-11-17,HETR02,Heynea trijuga,scan,7:45:09,SHMY,P,N,N,N,N,N,7:45:09
24-11-17,HETR02,Heynea trijuga,scan,7:46:09,SHMY,P,N,N,N,N,N,7:46:09
24-11-17,HETR02,Heynea trijuga,scan,7:47:09,SHMY,P,N,N,N,N,N,7:47:09
24-11-17,HETR02,Heynea trijuga,scan,7:48:09,SHMY,P,N,N,N,N,N,7:48:09
24-11-17,HETR02,Heynea trijuga,scan,7:49:09,SHMY,P,N,N,N,N,N,7:49:09
24-11-17,HETR02,Heynea trijuga,scan,7:50:09,SHMY,P,N,N,N,N,N,7:50:09
24-11-17,HETR02,Heynea trijuga,scan,7:51:09,SHMY,P,N,N,N,N,N,7:51:09
24-11-17,HETR02,Heynea trijuga,scan,7:52:09,SHMY,P,N,N,N,N,N,7:52:09
24-11-17,HETR02,Heynea trijuga,scan,7:53:09,SHMY,P,N,N,N,N,N,7:53:09
24-11-17,HETR02,Heynea trijuga,scan,7:54:09,SHMY,P,N,N,N,N,N,7:54:09
24-11-17,HETR02,Heynea trijuga,scan,7:55:09,SHMY,P,N,N,N,N,N,7:55:09
24-11-17,HETR02,Heynea trijuga,focal,7:40:09,SHMY,F,1,0,1,0,0,7:52:09
24-11-17,HETR02,Heynea trijuga,scan,7:41:09,SHMY,F,N,N,N,N,N,7:41:09
24-11-17,HETR02,Heynea trijuga,scan,7:42:09,SHMY,P,N,N,N,N,N,7:42:09
24-11-17,HETR02,Heynea trijuga,scan,7:43:09,SHMY,P,N,N,N,N,N,7:43:09
24-11-17,HETR02,Heynea trijuga,scan,7:44:09,SHMY,P,N,N,N,N,N,7:44:09
24-11-17,HETR02,Heynea trijuga,scan,7:45:09,SHMY,P,N,N,N,N,N,7:45:09
24-11-17,HETR02,Heynea trijuga,scan,7:46:09,SHMY,P,N,N,N,N,N,7:46:09
24-11-17,HETR02,Heynea trijuga,scan,7:47:09,SHMY,P,N,N,N,N,N,7:47:09
24-11-17,HETR02,Heynea trijuga,scan,7:48:09,SHMY,P,N,N,N,N,N,7:48:09
24-11-17,HETR02,Heynea trijuga,scan,7:49:09,SHMY,P,N,N,N,N,N,7:49:09
24-11-17,HETR02,Heynea trijuga,scan,7:50:09,SHMY,P,N,N,N,N,N,7:50:09
24-11-17,HETR02,Heynea trijuga,scan,7:51:09,SHMY,P,N,N,N,N,N,7:51:09
24-11-17,HETR02,Heynea trijuga,focal,7:54:56,SHMY,F,1,0,0,0,0,7:54:57
24-11-17,HETR02,Heynea trijuga,focal,10:58:48,SHMY,F,2,1,0,0,0,10:59:30
01-12-17,CAST_ad_lib,Canarium strictum,focal,10:33:00,MIPI,F,1,0,0,0,0,10:34:14
01-12-17,CAST_ad_lib,Canarium strictum,scan,10:34:00,MIPI,P,N,N,N,N,N,10:34:00
01-12-17,CAST_ad_lib,Canarium strictum,focal,10:35:00,MIPI,F,2,0,0,0,0,10:35:49
01-12-17,CAST_ad_lib,Canarium strictum,focal,10:59:00,MIPI,P,0,0,0,0,0,11:01:00
01-12-17,CAST_ad_lib,Canarium strictum,scan,11:00:00,MIPI,P,N,N,N,N,N,11:00:00
02-12-17,HETR03,Heynea trijuga,focal,13:02:00,SHMY,F,1,0,0,0,0,13:05:00
02-12-17,HETR03,Heynea trijuga,scan,13:03:00,SHMY,F,N,N,N,N,N,13:03:00
02-12-17,HETR03,Heynea trijuga,scan,13:04:00,SHMY,F,N,N,N,N,N,13:04:00
02-12-17,HETR03,Heynea trijuga,focal,13:07:00,SHMY,F,0,0,1,0,0,13:08:00
02-12-17,HETR03,Heynea trijuga,focal,13:27:05,SHMY,F,1,0,0,0,0,13:28:00
02-12-17,HETR03,Heynea trijuga,focal,14:21:05,SHMY,F,0,0,1,0,0,14:21:26
02-12-17,HETR03,Heynea trijuga,focal,14:37:45,SHMY,F,1,0,0,0,0,14:39:20
02-12-17,HETR03,Heynea trijuga,scan,14:38:45,SHMY,F,N,N,N,N,N,14:38:45
02-12-17,HETR03,Heynea trijuga,focal,14:44:00,SHMY,F,1,0,0,0,0,14:44:45
02-12-17,HETR03,Heynea trijuga,focal,16:10:00,SHMY,F,1,2,0,0,0,16:11:30
02-12-17,HETR03,Heynea trijuga,scan,16:11:00,SHMY,F,N,N,N,N,N,16:11:00
03-12-17,HETR05,Heynea trijuga,focal,13:29:00,MGHO,F,0,0,0,0,0,13:32:00
03-12-17,HETR05,Heynea trijuga,scan,13:30:00,MGHO,F,N,N,N,N,N,13:30:00
03-12-17,HETR05,Heynea trijuga,scan,13:31:00,MGHO,F,N,N,N,N,N,13:31:00
03-12-17,HETR05,Heynea trijuga,focal,13:33:00,MGHO,P,0,0,0,0,0,13:46:02
03-12-17,HETR05,Heynea trijuga,scan,13:34:00,MGHO,P,N,N,N,N,N,13:34:00
03-12-17,HETR05,Heynea trijuga,scan,13:35:00,MGHO,P,N,N,N,N,N,13:35:00
03-12-17,HETR05,Heynea trijuga,scan,13:36:00,MGHO,P,N,N,N,N,N,13:36:00
03-12-17,HETR05,Heynea trijuga,scan,13:37:00,MGHO,P,N,N,N,N,N,13:37:00
03-12-17,HETR05,Heynea trijuga,scan,13:38:00,MGHO,P,N,N,N,N,N,13:38:00
03-12-17,HETR05,Heynea trijuga,scan,13:39:00,MGHO,P,N,N,N,N,N,13:39:00
03-12-17,HETR05,Heynea trijuga,scan,13:40:00,MGHO,P,N,N,N,N,N,13:40:00
03-12-17,HETR05,Heynea trijuga,scan,13:41:00,MGHO,P,N,N,N,N,N,13:41:00
03-12-17,HETR05,Heynea trijuga,scan,13:42:00,MGHO,P,N,N,N,N,N,13:42:00
03-12-17,HETR05,Heynea trijuga,scan,13:43:00,MGHO,P,N,N,N,N,N,13:43:00
03-12-17,HETR05,Heynea trijuga,scan,13:44:00,MGHO,P,N,N,N,N,N,13:44:00
03-12-17,HETR05,Heynea trijuga,scan,13:45:00,MGHO,P,N,N,N,N,N,13:45:00
03-12-17,HETR05,Heynea trijuga,scan,13:46:00,MGHO,P,N,N,N,N,N,13:46:00
03-12-17,HETR05,Heynea trijuga,focal,13:33:00,MGHO,P,9,0,0,0,4,14:00:00
03-12-17,HETR05,Heynea trijuga,scan,13:34:00,MGHO,P,N,N,N,N,N,13:34:00
03-12-17,HETR05,Heynea trijuga,scan,13:35:00,MGHO,P,N,N,N,N,N,13:35:00
03-12-17,HETR05,Heynea trijuga,scan,13:36:00,MGHO,P,N,N,N,N,N,13:36:00
03-12-17,HETR05,Heynea trijuga,scan,13:37:00,MGHO,P,N,N,N,N,N,13:37:00
03-12-17,HETR05,Heynea trijuga,scan,13:38:00,MGHO,P,N,N,N,N,N,13:38:00
03-12-17,HETR05,Heynea trijuga,scan,13:39:00,MGHO,P,N,N,N,N,N,13:39:00
03-12-17,HETR05,Heynea trijuga,scan,13:40:00,MGHO,P,N,N,N,N,N,13:40:00
03-12-17,HETR05,Heynea trijuga,scan,13:41:00,MGHO,P,N,N,N,N,N,13:41:00
03-12-17,HETR05,Heynea trijuga,scan,13:42:00,MGHO,P,N,N,N,N,N,13:42:00
03-12-17,HETR05,Heynea trijuga,scan,13:43:00,MGHO,P,N,N,N,N,N,13:43:00
03-12-17,HETR05,Heynea trijuga,scan,13:44:00,MGHO,P,N,N,N,N,N,13:44:00
03-12-17,HETR05,Heynea trijuga,scan,13:45:00,MGHO,P,N,N,N,N,N,13:45:00
03-12-17,HETR05,Heynea trijuga,scan,13:46:00,MGHO,P,N,N,N,N,N,13:46:00
03-12-17,HETR05,Heynea trijuga,scan,13:47:00,MGHO,P,N,N,N,N,N,13:47:00
03-12-17,HETR05,Heynea trijuga,scan,13:48:00,MGHO,P,N,N,N,N,N,13:48:00
03-12-17,HETR05,Heynea trijuga,scan,13:49:00,MGHO,P,N,N,N,N,N,13:49:00
03-12-17,HETR05,Heynea trijuga,scan,13:50:00,MGHO,P,N,N,N,N,N,13:50:00
03-12-17,HETR05,Heynea trijuga,scan,13:51:00,MGHO,P,N,N,N,N,N,13:51:00
03-12-17,HETR05,Heynea trijuga,scan,13:52:00,MGHO,P,N,N,N,N,N,13:52:00
03-12-17,HETR05,Heynea trijuga,scan,13:53:00,MGHO,F,N,N,N,N,N,13:53:00
03-12-17,HETR05,Heynea trijuga,scan,13:54:00,MGHO,F,N,N,N,N,N,13:54:00
03-12-17,HETR05,Heynea trijuga,scan,13:55:00,MGHO,F,N,N,N,N,N,13:55:00
03-12-17,HETR05,Heynea trijuga,scan,13:56:00,MGHO,F,N,N,N,N,N,13:56:00
03-12-17,HETR05,Heynea trijuga,scan,13:57:00,MGHO,F,N,N,N,N,N,13:57:00
03-12-17,HETR05,Heynea trijuga,scan,13:58:00,MGHO,F,N,N,N,N,N,13:58:00
03-12-17,HETR05,Heynea trijuga,scan,13:59:00,MGHO,F,N,N,N,N,N,13:59:00
03-12-17,HETR05,Heynea trijuga,focal,13:55:00,MGHO,F,9,3,0,0,0,13:57:30
03-12-17,HETR05,Heynea trijuga,scan,13:56:00,MGHO,F,N,N,N,N,N,13:56:00
03-12-17,HETR05,Heynea trijuga,scan,13:57:00,MGHO,F,N,N,N,N,N,13:57:00
03-12-17,HETR05,Heynea trijuga,focal,16:51:00,MGHO,F,19,5,0,0,0,17:13:00
03-12-17,HETR05,Heynea trijuga,scan,16:52:00,MGHO,F,N,N,N,N,N,16:52:00
03-12-17,HETR05,Heynea trijuga,scan,16:53:00,MGHO,F,N,N,N,N,N,16:53:00
03-12-17,HETR05,Heynea trijuga,scan,16:54:00,MGHO,F,N,N,N,N,N,16:54:00
03-12-17,HETR05,Heynea trijuga,scan,16:55:00,MGHO,F,N,N,N,N,N,16:55:00
03-12-17,HETR05,Heynea trijuga,scan,16:56:00,MGHO,F,N,N,N,N,N,16:56:00
03-12-17,HETR05,Heynea trijuga,scan,16:57:00,MGHO,F,N,N,N,N,N,16:57:00
03-12-17,HETR05,Heynea trijuga,scan,16:58:00,MGHO,F,N,N,N,N,N,16:58:00
03-12-17,HETR05,Heynea trijuga,scan,16:59:00,MGHO,F,N,N,N,N,N,16:59:00
03-12-17,HETR05,Heynea trijuga,scan,17:00:00,MGHO,F,N,N,N,N,N,17:00:00
03-12-17,HETR05,Heynea trijuga,scan,17:01:00,MGHO,P,N,N,N,N,N,17:01:00
03-12-17,HETR05,Heynea trijuga,scan,17:02:00,MGHO,P,N,N,N,N,N,17:02:00
03-12-17,HETR05,Heynea trijuga,scan,17:03:00,MGHO,P,N,N,N,N,N,17:03:00
