date,tree_code,tree_sp,sample_type,st_time,species,State,S,P,D,Prd,Reg,end_time
05-04-18,PEMA31,Persea macrantha,scan,10:33:38,MGHO,F,N,N,N,N,N,10:33:38
05-04-18,PEMA31,Persea macrantha,scan,10:34:38,MGHO,F,N,N,N,N,N,10:34:38
05-04-18,PEMA31,Persea macrantha,scan,10:35:38,MGHO,F,N,N,N,N,N,10:35:38
05-04-18,PEMA31,Persea macrantha,scan,10:36:38,MGHO,F,N,N,N,N,N,10:36:38
05-04-18,PEMA31,Persea macrantha,scan,10:37:38,MGHO,F,N,N,N,N,N,10:37:38
05-04-18,PEMA31,Persea macrantha,focal,11:27:33,MWTH,F,2,0,0,0,0,11:28:16
05-04-18,PEMA31,Persea macrantha,focal,11:34:00,MWTH,F,1,0,0,0,0,11:38:30
05-04-18,PEMA31,Persea macrantha,scan,11:35:00,MWTH,F,N,N,N,N,N,11:35:00
05-04-18,PEMA31,Persea macrantha,scan,11:36:00,MWTH,F,N,N,N,N,N,11:36:00
05-04-18,PEMA31,Persea macrantha,scan,11:37:00,MWTH,F,N,N,N,N,N,11:37:00
05-04-18,PEMA31,Persea macrantha,scan,11:38:00,MWTH,F,N,N,N,N,N,11:38:00
06-04-18,PEMA32,Persea macrantha,focal,6:54:21,YBBU,F,0,0,1,0,0,6:55:30
06-04-18,PEMA32,Persea macrantha,scan,6:55:21,YBBU,F,N,N,N,N,N,6:55:21
06-04-18,PEMA32,Persea macrantha,focal,6:56:26,YBBU,F,1,0,0,0,0,6:57:20
06-04-18,PEMA32,Persea macrantha,focal,7:02:05,MWTH,P,0,0,0,0,0,7:04:16
06-04-18,PEMA32,Persea macrantha,scan,7:03:05,MWTH,P,N,N,N,N,N,7:03:05
06-04-18,PEMA32,Persea macrantha,scan,7:04:05,MWTH,P,N,N,N,N,N,7:04:05
06-04-18,PEMA32,Persea macrantha,focal,7:24:24,YBBU,F,1,0,0,0,0,7:24:54
06-04-18,PEMA32,Persea macrantha,focal,8:00:40,YBBU,F,1,0,0,0,0,8:00:47
06-04-18,PEMA32,Persea macrantha,focal,8:32:42,YBBU,F,1,0,0,0,0,8:33:39
06-04-18,PEMA32,Persea macrantha,focal,8:37:40,INBL,F,1,0,0,0,0,8:38:10
06-04-18,PEMA32,Persea macrantha,focal,8:52:40,YBBU,P,0,0,0,0,0,8:53:20
06-04-18,PEMA32,Persea macrantha,focal,9:18:06,JUMY,F,1,0,0,0,0,9:18:36
06-04-18,PEMA32,Persea macrantha,focal,9:19:40,JUMY,F,1,0,0,0,0,9:20:01
06-04-18,PEMA32,Persea macrantha,focal,9:56:10,RWBU,F,0,0,0,0,0,9:58:50
06-04-18,PEMA32,Persea macrantha,scan,9:57:10,RWBU,F,N,N,N,N,N,9:57:10
06-04-18,PEMA32,Persea macrantha,scan,9:58:10,RWBU,F,N,N,N,N,N,9:58:10
06-04-18,PEMA32,Persea macrantha,focal,10:03:03,JUMY,F,0,1,2,0,0,10:04:16
06-04-18,PEMA32,Persea macrantha,scan,10:04:03,JUMY,F,N,N,N,N,N,10:04:03
16-05-18,MYDA32,Myristica dactyloides,focal,7:29:00,MGHO,F,0,0,0,0,0,7:31:00
16-05-18,MYDA32,Myristica dactyloides,scan,7:30:00,MGHO,F,N,N,N,N,N,7:30:00
16-05-18,MYDA32,Myristica dactyloides,focal,7:34:00,MGHO,F,0,0,0,0,0,7:35:00
16-05-18,MYDA32,Myristica dactyloides,focal,7:59:00,MIPI,F,0,0,2,0,0,8:02:00
16-05-18,MYDA32,Myristica dactyloides,scan,8:00:00,MIPI,F,N,N,N,N,N,8:00:00
16-05-18,MYDA32,Myristica dactyloides,scan,8:01:00,MIPI,F,N,N,N,N,N,8:01:00
16-05-18,MYDA32,Myristica dactyloides,focal,8:09:00,MGHO,F,0,1,1,0,0,8:11:00
16-05-18,MYDA32,Myristica dactyloides,scan,8:10:00,MGHO,F,N,N,N,N,N,8:10:00
16-05-18,MYDA32,Myristica dactyloides,focal,8:16:00,GRHO,F,1,0,0,0,0,8:19:00
16-05-18,MYDA32,Myristica dactyloides,scan,8:17:00,GRHO,F,N,N,N,N,N,8:17:00
16-05-18,MYDA32,Myristica dactyloides,scan,8:18:00,GRHO,F,N,N,N,N,N,8:18:00
16-05-18,MYDA32,Myristica dactyloides,focal,8:23:00,MGHO,F,0,0,2,0,0,8:27:00
16-05-18,MYDA32,Myristica dactyloides,scan,8:24:00,MGHO,F,N,N,N,N,N,8:24:00
16-05-18,MYDA32,Myristica dactyloides,scan,8:25:00,MGHO,F,N,N,N,N,N,8:25:00
16-05-18,MYDA32,Myristica dactyloides,scan,8:26:00,MGHO,F,N,N,N,N,N,8:26:00
16-05-18,MYDA32,Myristica dactyloides,focal,9:50:00,MGHO,F,0,0,1,0,0,9:52:00
16-05-18,MYDA32,Myristica dactyloides,scan,9:51:00,MGHO,F,N,N,N,N,N,9:51:00
16-05-18,MYDA32,Myristica dactyloides,focal,9:52:00,NILA,F,0,0,0,2,0,9:55:00
16-05-18,MYDA32,Myristica dactyloides,scan,9:53:00,NILA,F,N,N,N,N,N,9:53:00
16-05-18,MYDA32,Myristica dactyloides,scan,9:54:00,NILA,F,N,N,N,N,N,9:54:00
16-05-18,MYDA32,Myristica dactyloides,focal,10:06:00,NILA,F,0,0,2,4,0,10:10:00
16-05-18,MYDA32,Myristica dactyloides,scan,10:07:00,NILA,F,N,N,N,N,N,10:07:00
16-05-18,MYDA32,Myristica dactyloides,scan,10:08:00,NILA,F,N,N,N,N,N,10:08:00
16-05-18,MYDA32,Myristica dactyloides,scan,10:09:00,NILA,F,N,N,N,N,N,10:09:00
16-05-18,MYDA32,Myristica dactyloides,focal,10:17:00,NILA,F,0,0,0,4,0,10:24:00
16-05-18,MYDA32,Myristica dactyloides,scan,10:18:00,NILA,F,N,N,N,N,N,10:18:00
16-05-18,MYDA32,Myristica dactyloides,scan,10:19:00,NILA,F,N,N,N,N,N,10:19:00
16-05-18,MYDA32,Myristica dactyloides,scan,10:20:00,NILA,F,N,N,N,N,N,10:20:00
16-05-18,MYDA32,Myristica dactyloides,scan,10:21:00,NILA,F,N,N,N,N,N,10:21:00
16-05-18,MYDA32,Myristica dactyloides,scan,10:22:00,NILA,F,N,N,N,N,N,10:22:00
16-05-18,MYDA32,Myristica dactyloides,scan,10:23:00,NILA,F,N,N,N,N,N,10:23:00
16-05-18,MYDA32,Myristica dactyloides,focal,10:26:00,NILA,F,0,0,0,0,0,10:43:00
16-05-18,MYDA32,Myristica dactyloides,scan,10:27:00,NILA,F,N,N,N,N,N,10:27:00
16-05-18,MYDA32,Myristica dactyloides,scan,10:28:00,NILA,F,N,N,N,N,N,10:28:00
16-05-18,MYDA32,Myristica dactyloides,scan,10:29:00,NILA,F,N,N,N,N,N,10:29:00
16-05-18,MYDA32,Myristica dactyloides,scan,10:30:00,NILA,F,N,N,N,N,N,10:30:00
16-05-18,MYDA32,Myristica dactyloides,scan,10:31:00,NILA,F,N,N,N,N,N,10:31:00
16-05-18,MYDA32,Myristica dactyloides,scan,10:32:00,NILA,F,N,N,N,N,N,10:32:00
16-05-18,MYDA32,Myristica dactyloides,scan,10:33:00,NILA,F,N,N,N,N,N,10:33:00
16-05-18,MYDA32,Myristica dactyloides,scan,10:34:00,NILA,F,N,N,N,N,N,10:34:00
16-05-18,MYDA32,Myristica dactyloides,scan,10:35:00,NILA,F,N,N,N,N,N,10:35:00
16-05-18,MYDA32,Myristica dactyloides,scan,10:36:00,NILA,F,N,N,N,N,N,10:36:00
16-05-18,MYDA32,Myristica dactyloides,scan,10:37:00,NILA,F,N,N,N,N,N,10:37:00
16-05-18,MYDA32,Myristica dactyloides,scan,10:38:00,NILA,F,N,N,N,N,N,10:38:00
16-05-18,MYDA32,Myristica dactyloides,scan,10:39:00,NILA,F,N,N,N,N,N,10:39:00
16-05-18,MYDA32,Myristica dactyloides,scan,10:40:00,NILA,F,N,N,N,N,N,10:40:00
16-05-18,MYDA32,Myristica dactyloides,scan,10:41:00,NILA,F,N,N,N,N,N,10:41:00
16-05-18,MYDA32,Myristica dactyloides,scan,10:42:00,NILA,F,N,N,N,N,N,10:42:00
16-05-18,MYDA32,Myristica dactyloides,focal,10:43:00,MGSQ,F,0,0,11,0,0,11:05:00
16-05-18,MYDA32,Myristica dactyloides,scan,10:44:00,MGSQ,F,N,N,N,N,N,10:44:00
17-05-18,MYDA32,Myristica dactyloides,scan,10:45:00,MGSQ,F,N,N,N,N,N,10:45:00
18-05-18,MYDA32,Myristica dactyloides,scan,10:46:00,MGSQ,F,N,N,N,N,N,10:46:00
19-05-18,MYDA32,Myristica dactyloides,scan,10:47:00,MGSQ,F,N,N,N,N,N,10:47:00
20-05-18,MYDA32,Myristica dactyloides,scan,10:48:00,MGSQ,F,N,N,N,N,N,10:48:00
21-05-18,MYDA32,Myristica dactyloides,scan,10:49:00,MGSQ,F,N,N,N,N,N,10:49:00
22-05-18,MYDA32,Myristica dactyloides,scan,10:50:00,MGSQ,F,N,N,N,N,N,10:50:00
23-05-18,MYDA32,Myristica dactyloides,scan,10:51:00,MGSQ,F,N,N,N,N,N,10:51:00
24-05-18,MYDA32,Myristica dactyloides,scan,10:52:00,MGSQ,F,N,N,N,N,N,10:52:00
25-05-18,MYDA32,Myristica dactyloides,scan,10:53:00,MGSQ,F,N,N,N,N,N,10:53:00
26-05-18,MYDA32,Myristica dactyloides,scan,10:54:00,MGSQ,F,N,N,N,N,N,10:54:00
27-05-18,MYDA32,Myristica dactyloides,scan,10:55:00,MGSQ,F,N,N,N,N,N,10:55:00
28-05-18,MYDA32,Myristica dactyloides,scan,10:56:00,MGSQ,F,N,N,N,N,N,10:56:00
29-05-18,MYDA32,Myristica dactyloides,scan,10:57:00,MGSQ,F,N,N,N,N,N,10:57:00
30-05-18,MYDA32,Myristica dactyloides,scan,10:58:00,MGSQ,F,N,N,N,N,N,10:58:00
31-05-18,MYDA32,Myristica dactyloides,scan,10:59:00,MGSQ,F,N,N,N,N,N,10:59:00
01-06-18,MYDA32,Myristica dactyloides,scan,11:00:00,MGSQ,F,N,N,N,N,N,11:00:00
02-06-18,MYDA32,Myristica dactyloides,scan,11:01:00,MGSQ,F,N,N,N,N,N,11:01:00
03-06-18,MYDA32,Myristica dactyloides,scan,11:02:00,MGSQ,F,N,N,N,N,N,11:02:00
04-06-18,MYDA32,Myristica dactyloides,scan,11:03:00,MGSQ,F,N,N,N,N,N,11:03:00
05-06-18,MYDA32,Myristica dactyloides,scan,11:04:00,MGSQ,F,N,N,N,N,N,11:04:00
16-05-18,MYDA32,Myristica dactyloides,focal,10:51:00,NILA,F,0,0,1,1,0,10:51:30
17-05-18,MYDA33,Myristica dactyloides,focal,8:16:00,MGHO,P,0,0,0,0,0,8:17:00
