Date,Site_ID,Treatment,Species_name,Abun,Accept_name_WFO,Habit,Distribution,IUCN_status,wden_sps,Wden_final,seed_size,disperser,habt_new,ad_ht
2018-10-15T00:00:00Z,D02,Fragment,Vateria indica,49,Vateria indica,Tree,Endemic,VU,0.48,0.48,L,Gravity,Mature,60
2018-10-15T00:00:00Z,D02,Fragment,Aglaia canarana,10,Aglaia lawii,Tree,Native,LC,0.595,0.595,L,Bird,Mature,30
2018-10-15T00:00:00Z,D02,Fragment,Actinodaphne malabarica,8,Actinodaphne wightiana,Tree,Endemic,LC,0.619460212,0.619460212,S,Bird,Secondary,12
2018-10-15T00:00:00Z,D02,Fragment,Dimocarpus longan,1,Dimocarpus longan,Tree,Native,DD,0.748685273,0.748685273,S,Mammal,Mature,25
2018-10-15T00:00:00Z,D02,Fragment,Diospyros paniculata,1,Diospyros paniculata,Tree,Endemic,VU,NA,0.672,M,Mammal,Mature,16
2018-10-15T00:00:00Z,D02,Fragment,Cinnamomum malabatrum,42,Cinnamomum malabathrum,Tree,Endemic,LC,NA,0.475,S,Bird,Secondary,15
2018-10-15T00:00:00Z,D02,Fragment,Olea dioica,1,Olea dioica,Tree,Native,NA,0.697202827,0.697202827,S,Mammal,Secondary,15
2018-10-15T00:00:00Z,D02,Fragment,Heynea trijuga,7,Heynea trijuga,Tree,Native,LC,0.493174229,0.493174229,M,Bird,Secondary,10
2018-10-15T00:00:00Z,D02,Fragment,Persea macrantha,2,Machilus glaucescens,Tree,Endemic,NA,0.427,0.427,S,Bird,Secondary,30
2018-10-15T00:00:00Z,D02,Fragment,Xanthophyllum flavescens,2,Xanthophyllum flavescens,Tree,Endemic,NA,0.682,0.682,M,Mammal,Secondary,8
2018-10-15T00:00:00Z,D02,Fragment,Antidesma menasu,2,Antidesma montanum,Tree,Native,LC,NA,0.624,S,Mammal_bird,Mature,10
2018-10-15T00:00:00Z,D02,Fragment,Turpinia malabarica,1,Turpinia malabarica,Tree,Endemic,NA,NA,0.453,S,Mammal,Mature,12
2018-10-15T00:00:00Z,D02,Fragment,Nothapodytes nimmoniana,1,Mappia nimmoniana,Tree,Native,NA,NA,NA,M,Bird,Secondary,8
2018-10-15T00:00:00Z,E02,Fragment,Clerodendrum viscosum,4,Clerodendrum infortunatum,Tree,Native,LC,0.484259167,0.484259167,S,Bird,Secondary,4
2018-10-15T00:00:00Z,E02,Fragment,Turpinia malabarica,2,Turpinia malabarica,Tree,Endemic,NA,NA,0.453,S,Mammal,Mature,12
2018-10-15T00:00:00Z,E02,Fragment,Litsea coriacea,2,Litsea coriacea,Tree,Endemic,NT,NA,0.42,S,Mammal_bird,Mature,12
2018-10-15T00:00:00Z,E02,Fragment,Aglaia canarana,1,Aglaia lawii,Tree,Native,LC,0.595,0.595,L,Bird,Mature,30
2018-10-15T00:00:00Z,E02,Fragment,Actinodaphne malabarica,2,Actinodaphne wightiana,Tree,Endemic,LC,0.619460212,0.619460212,S,Bird,Secondary,12
2018-10-15T00:00:00Z,E02,Fragment,Cinnamomum malabatrum,2,Cinnamomum malabathrum,Tree,Endemic,LC,NA,0.475,S,Bird,Secondary,15
2018-10-15T00:00:00Z,E02,Fragment,Leea indica,1,Leea indica,Tree,Native,LC,0.483333,0.483333,S,Unknown,Secondary,5
2018-10-15T00:00:00Z,E02,Fragment,Aporosa acuminata,1,Aporosa acuminata,Tree,Endemic,NA,NA,0.492461326,S,Bird,Mature,5
2018-10-15T00:00:00Z,E02,Fragment,Olea dioica,8,Olea dioica,Tree,Native,NA,0.697202827,0.697202827,S,Mammal,Secondary,15
2018-10-15T00:00:00Z,E02,Fragment,Spathodea campanulata,1,Spathodea campanulata,Tree,Introduced,LC,0.475,0.475,S,Wind,Int,15
2018-10-15T00:00:00Z,E02,Fragment,Holigarna nigra,1,Holigarna nigra,Tree,Endemic,NA,NA,0.493977646,L,Mammal,Mature,35
2018-10-15T00:00:00Z,F02,Fragment,Actinodaphne malabarica,1,Actinodaphne wightiana,Tree,Endemic,LC,0.619460212,0.619460212,S,Bird,Secondary,12
2018-10-15T00:00:00Z,F02,Fragment,Lantana camara,1,Lantana camara,Shrub,Introduced,NA,NA,NA,S,Mammal_bird,Int,5
2018-10-15T00:00:00Z,F02,Fragment,Clerodendrum viscosum,3,Clerodendrum infortunatum,Tree,Native,LC,0.484259167,0.484259167,S,Bird,Secondary,4
2018-10-15T00:00:00Z,F02,Fragment,Turpinia malabarica,4,Turpinia malabarica,Tree,Endemic,NA,NA,0.453,S,Mammal,Mature,12
2018-10-15T00:00:00Z,F02,Fragment,Vateria indica,2,Vateria indica,Tree,Endemic,VU,0.48,0.48,L,Gravity,Mature,60
2018-10-15T00:00:00Z,C01,Fragment,Turpinia malabarica,3,Turpinia malabarica,Tree,Endemic,NA,NA,0.453,S,Mammal,Mature,12
2018-10-15T00:00:00Z,C01,Fragment,Actinodaphne malabarica,5,Actinodaphne wightiana,Tree,Endemic,LC,0.619460212,0.619460212,S,Bird,Secondary,12
2018-10-15T00:00:00Z,C01,Fragment,Olea dioica,1,Olea dioica,Tree,Native,NA,0.697202827,0.697202827,S,Mammal,Secondary,15
2018-10-15T00:00:00Z,C01,Fragment,Maesa indica,6,Maesa indica,Tree,Native,LC,NA,NA,S,Mammal_bird,Secondary,4
2018-10-15T00:00:00Z,C01,Fragment,Clerodendrum viscosum,2,Clerodendrum infortunatum,Tree,Native,LC,0.484259167,0.484259167,S,Bird,Secondary,4
2018-10-15T00:00:00Z,C01,Fragment,Lantana camara,8,Lantana camara,Shrub,Introduced,NA,NA,NA,S,Mammal_bird,Int,5
2018-10-15T00:00:00Z,C01,Fragment,Melicope lunu-ankenda,1,Melicope lunu-ankenda,Tree,Native,LC,0.411118888,0.411118888,S,Mammal,Secondary,10
2018-10-15T00:00:00Z,C01,Fragment,Spathodea campanulata,1,Spathodea campanulata,Tree,Introduced,LC,0.475,0.475,S,Wind,Int,15
2018-10-15T00:00:00Z,C01,Fragment,Psidium guajava,1,Psidium guajava,Tree,Introduced,LC,0.6,0.6,S,Mammal_bird,Int,6
2018-10-15T00:00:00Z,B01,Fragment,Vateria indica,52,Vateria indica,Tree,Endemic,VU,0.48,0.48,L,Gravity,Mature,60
2018-10-15T00:00:00Z,B01,Fragment,Turpinia malabarica,1,Turpinia malabarica,Tree,Endemic,NA,NA,0.453,S,Mammal,Mature,12
2018-10-15T00:00:00Z,B01,Fragment,Actinodaphne malabarica,4,Actinodaphne wightiana,Tree,Endemic,LC,0.619460212,0.619460212,S,Bird,Secondary,12
2018-10-15T00:00:00Z,B01,Fragment,Clerodendrum viscosum,11,Clerodendrum infortunatum,Tree,Native,LC,0.484259167,0.484259167,S,Bird,Secondary,4
2018-10-15T00:00:00Z,B01,Fragment,Xanthophyllum flavescens,2,Xanthophyllum flavescens,Tree,Endemic,NA,0.682,0.682,M,Mammal,Secondary,8
2018-10-15T00:00:00Z,B01,Fragment,Ficus hispida,1,Ficus hispida,Tree,Native,LC,0.413,0.413,S,Mammal,Secondary,10
2018-10-15T00:00:00Z,B01,Fragment,Cinnamomum malabatrum,1,Cinnamomum malabathrum,Tree,Endemic,LC,NA,0.475,S,Bird,Secondary,15
2018-10-15T00:00:00Z,B01,Fragment,Elaeocarpus tuberculatus,1,Elaeocarpus tuberculatus,Tree,Native,NA,0.45065475,0.45065475,L,Mammal,Mature,40
2018-10-15T00:00:00Z,A01,Fragment,Actinodaphne malabarica,5,Actinodaphne wightiana,Tree,Endemic,LC,0.619460212,0.619460212,S,Bird,Secondary,12
2018-10-15T00:00:00Z,A01,Fragment,Ficus exasperata,1,Ficus exasperata,Tree,Native,LC,NA,0.42,S,Mammal_bird,Secondary,18
2018-10-15T00:00:00Z,A01,Fragment,Lantana camara,1,Lantana camara,Shrub,Introduced,NA,NA,NA,S,Mammal_bird,Int,5
2018-10-15T00:00:00Z,A01,Fragment,Xanthophyllum flavescens,1,Xanthophyllum flavescens,Tree,Endemic,NA,0.682,0.682,M,Mammal,Secondary,8
2018-10-13T00:00:00Z,H03,Fragment,Melicope lunu-ankenda,1,Melicope lunu-ankenda,Tree,Native,LC,0.411118888,0.411118888,S,Mammal,Secondary,10
2018-10-13T00:00:00Z,H03,Fragment,Glochidion malabaricum,2,Phyllanthus assamicus,Tree,Endemic,LC,0.544681677,0.544681677,S,Gravity,Mature,8
2018-10-13T00:00:00Z,H03,Fragment,Turpinia malabarica,1,Turpinia malabarica,Tree,Endemic,NA,NA,0.453,S,Mammal,Mature,12
2018-10-13T00:00:00Z,H03,Fragment,Mangifera indica,1,Mangifera indica,Tree,Native,DD,0.543,0.543,L,Mammal,Mature,35
2018-10-13T00:00:00Z,H03,Fragment,Cinnamomum malabatrum,1,Cinnamomum malabathrum,Tree,Endemic,LC,NA,0.475,S,Bird,Secondary,15
2018-10-13T00:00:00Z,H03,Fragment,Heynea trijuga,1,Heynea trijuga,Tree,Native,LC,0.493174229,0.493174229,M,Bird,Secondary,10
2018-10-13T00:00:00Z,G03,Fragment,Turpinia malabarica,10,Turpinia malabarica,Tree,Endemic,NA,NA,0.453,S,Mammal,Mature,12
2018-10-13T00:00:00Z,G03,Fragment,Clerodendrum viscosum,8,Clerodendrum infortunatum,Tree,Native,LC,0.484259167,0.484259167,S,Bird,Secondary,4
2018-10-13T00:00:00Z,G03,Fragment,Vateria indica,3,Vateria indica,Tree,Endemic,VU,0.48,0.48,L,Gravity,Mature,60
2018-10-13T00:00:00Z,G03,Fragment,Melicope lunu-ankenda,3,Melicope lunu-ankenda,Tree,Native,LC,0.411118888,0.411118888,S,Mammal,Secondary,10
2018-10-13T00:00:00Z,G03,Fragment,Actinodaphne malabarica,1,Actinodaphne wightiana,Tree,Endemic,LC,0.619460212,0.619460212,S,Bird,Secondary,12
2018-10-13T00:00:00Z,G03,Fragment,Diospyros ghatensis,1,Diospyros ghatensis,Tree,Endemic,NA,0.666666667,0.666666667,M,Mammal,Mature,25
2018-10-13T00:00:00Z,G03,Fragment,Maesopsis eminii,1,Maesopsis eminii,Tree,Introduced,LC,0.34,0.34,L,Mammal_bird,Int,30
2018-10-13T00:00:00Z,G03,Fragment,Cinnamomum malabatrum,1,Cinnamomum malabathrum,Tree,Endemic,LC,NA,0.475,S,Bird,Secondary,15
2018-10-13T00:00:00Z,G03,Fragment,Garcinia gummi-gutta,1,Garcinia gummi-gutta,Tree,Endemic,LC,0.690402909,0.690402909,L,Mammal,Mature,12
2018-10-13T00:00:00Z,G03,Fragment,Leea indica,2,Leea indica,Tree,Native,LC,0.483333,0.483333,S,Unknown,Secondary,5
2018-10-13T00:00:00Z,G03,Fragment,Persea macrantha,1,Machilus glaucescens,Tree,Endemic,NA,0.427,0.427,S,Bird,Secondary,30
2018-10-13T00:00:00Z,G03,Fragment,Melicope lunu-ankenda,1,Melicope lunu-ankenda,Tree,Native,LC,0.411118888,0.411118888,S,Mammal,Secondary,10
2018-10-13T00:00:00Z,G03,Fragment,Glochidion malabaricum,1,Phyllanthus assamicus,Tree,Endemic,LC,0.544681677,0.544681677,S,Gravity,Mature,8
2018-10-13T00:00:00Z,F03,Fragment,Cinnamomum malabatrum,1,Cinnamomum malabathrum,Tree,Endemic,LC,NA,0.475,S,Bird,Secondary,15
2018-10-13T00:00:00Z,F03,Fragment,Diospyros sylvatica,3,Diospyros sylvatica,Tree,Endemic,NA,0.701678322,0.701678322,S,Mammal,Mature,35
2018-10-13T00:00:00Z,F03,Fragment,Elaeocarpus tuberculatus,4,Elaeocarpus tuberculatus,Tree,Native,NA,0.45065475,0.45065475,L,Mammal,Mature,40
2018-10-13T00:00:00Z,F03,Fragment,Turpinia malabarica,6,Turpinia malabarica,Tree,Endemic,NA,NA,0.453,S,Mammal,Mature,12
2018-10-13T00:00:00Z,F03,Fragment,Heynea trijuga,2,Heynea trijuga,Tree,Native,LC,0.493174229,0.493174229,M,Bird,Secondary,10
2018-10-13T00:00:00Z,F03,Fragment,Holigarna nigra,19,Holigarna nigra,Tree,Endemic,NA,NA,0.493977646,L,Mammal,Mature,35
2018-10-13T00:00:00Z,F03,Fragment,Glochidion malabaricum,2,Phyllanthus assamicus,Tree,Endemic,LC,0.544681677,0.544681677,S,Gravity,Mature,8
2018-10-13T00:00:00Z,F03,Fragment,Artocarpus heterophyllus,1,Artocarpus heterophyllus,Tree,Native,NA,0.484,0.484,L,Mammal,Mature,20
2018-10-13T00:00:00Z,F03,Fragment,Mangifera indica,11,Mangifera indica,Tree,Native,DD,0.543,0.543,L,Mammal,Mature,35
2018-10-13T00:00:00Z,F03,Fragment,Drypetes wightii,1,Drypetes wightii,Tree,Endemic,VU,NA,0.7175,M,Bird,Mature,12
2018-10-13T00:00:00Z,F03,Fragment,Palaquium ellipticum,1,Palaquium ellipticum,Tree,Endemic,NA,0.55093772,0.55093772,L,Mammal,Mature,35
2018-10-13T00:00:00Z,F03,Fragment,Actinodaphne malabarica,1,Actinodaphne wightiana,Tree,Endemic,LC,0.619460212,0.619460212,S,Bird,Secondary,12
2018-10-13T00:00:00Z,F03,Fragment,Aglaia canarana,1,Aglaia lawii,Tree,Native,LC,0.595,0.595,L,Bird,Mature,30
2018-10-13T00:00:00Z,F03,Fragment,Leea indica,1,Leea indica,Tree,Native,LC,0.483333,0.483333,S,Unknown,Secondary,5
2018-10-13T00:00:00Z,F03,Fragment,Artocarpus heterophyllus,12,Artocarpus heterophyllus,Tree,Native,NA,0.484,0.484,L,Mammal,Mature,20
2018-10-13T00:00:00Z,F03,Fragment,Maesa indica,2,Maesa indica,Tree,Native,LC,NA,NA,S,Mammal_bird,Secondary,4
2018-10-13T00:00:00Z,F03,Fragment,Litsea oleoides,1,Litsea oleoides,Tree,Endemic,NA,NA,0.42,M,Bird,Mature,12
2018-10-13T00:00:00Z,F03,Fragment,Vernonia arborea,1,Strobocalyx arborea,Tree,Native,LC,0.33,0.33,S,Wind,Secondary,15
2018-10-13T00:00:00Z,F03,Fragment,Ficus exasperata,1,Ficus exasperata,Tree,Native,LC,NA,0.42,S,Mammal_bird,Secondary,18
2018-10-13T00:00:00Z,E03,Fragment,Actinodaphne malabarica,9,Actinodaphne wightiana,Tree,Endemic,LC,0.619460212,0.619460212,S,Bird,Secondary,12
2018-10-13T00:00:00Z,E03,Fragment,Cinnamomum malabatrum,12,Cinnamomum malabathrum,Tree,Endemic,LC,NA,0.475,S,Bird,Secondary,15
2018-10-13T00:00:00Z,E03,Fragment,Heynea trijuga,27,Heynea trijuga,Tree,Native,LC,0.493174229,0.493174229,M,Bird,Secondary,10
2018-10-13T00:00:00Z,E03,Fragment,Antidesma menasu,3,Antidesma montanum,Tree,Native,LC,NA,0.624,S,Mammal_bird,Mature,10
2018-10-13T00:00:00Z,E03,Fragment,Coffea canephora,2,Coffea canephora,Tree,Introduced,EN,NA,NA,S,Mammal,Int,6
2018-10-13T00:00:00Z,E03,Fragment,Holigarna nigra,7,Holigarna nigra,Tree,Endemic,NA,NA,0.493977646,L,Mammal,Mature,35
2018-10-13T00:00:00Z,E03,Fragment,Clerodendrum viscosum,4,Clerodendrum infortunatum,Tree,Native,LC,0.484259167,0.484259167,S,Bird,Secondary,4
2018-10-13T00:00:00Z,E03,Fragment,Artocarpus heterophyllus,1,Artocarpus heterophyllus,Tree,Native,NA,0.484,0.484,L,Mammal,Mature,20
2018-10-13T00:00:00Z,E03,Fragment,Turpinia malabarica,5,Turpinia malabarica,Tree,Endemic,NA,NA,0.453,S,Mammal,Mature,12
2018-10-13T00:00:00Z,E03,Fragment,Leea indica,1,Leea indica,Tree,Native,LC,0.483333,0.483333,S,Unknown,Secondary,5
2018-10-13T00:00:00Z,E03,Fragment,Elaeocarpus tuberculatus,1,Elaeocarpus tuberculatus,Tree,Native,NA,0.45065475,0.45065475,L,Mammal,Mature,40
2018-10-13T00:00:00Z,E03,Fragment,Aglaia canarana,1,Aglaia lawii,Tree,Native,LC,0.595,0.595,L,Bird,Mature,30
2018-10-13T00:00:00Z,E03,Fragment,Persea macrantha,2,Machilus glaucescens,Tree,Endemic,NA,0.427,0.427,S,Bird,Secondary,30
2018-10-13T00:00:00Z,E03,Fragment,Ficus hispida,1,Ficus hispida,Tree,Native,LC,0.413,0.413,S,Mammal,Secondary,10
2018-10-13T00:00:00Z,E03,Fragment,Dysoxylum malabaricum,2,Dysoxylum malabaricum,Tree,Endemic,EN,0.58,0.58,L,Bird,Mature,35
2018-10-13T00:00:00Z,D03,Fragment,Maesa indica,7,Maesa indica,Tree,Native,LC,NA,NA,S,Mammal_bird,Secondary,4
2018-10-13T00:00:00Z,D03,Fragment,Actinodaphne malabarica,3,Actinodaphne wightiana,Tree,Endemic,LC,0.619460212,0.619460212,S,Bird,Secondary,12
2018-10-13T00:00:00Z,D03,Fragment,Lantana camara,2,Lantana camara,Shrub,Introduced,NA,NA,NA,S,Mammal_bird,Int,5
2018-10-13T00:00:00Z,D03,Fragment,Ficus hispida,1,Ficus hispida,Tree,Native,LC,0.413,0.413,S,Mammal,Secondary,10
2018-10-13T00:00:00Z,D03,Fragment,Aglaia canarana,1,Aglaia lawii,Tree,Native,LC,0.595,0.595,L,Bird,Mature,30
2018-10-13T00:00:00Z,C03,Fragment,Aporosa acuminata,1,Aporosa acuminata,Tree,Endemic,NA,NA,0.492461326,S,Bird,Mature,5
2018-10-13T00:00:00Z,C03,Fragment,Ficus hispida,1,Ficus hispida,Tree,Native,LC,0.413,0.413,S,Mammal,Secondary,10
2018-10-13T00:00:00Z,C03,Fragment,Cinnamomum malabatrum,6,Cinnamomum malabathrum,Tree,Endemic,LC,NA,0.475,S,Bird,Secondary,15
2018-10-13T00:00:00Z,C03,Fragment,Lantana camara,2,Lantana camara,Shrub,Introduced,NA,NA,NA,S,Mammal_bird,Int,5
2018-10-13T00:00:00Z,C03,Fragment,Actinodaphne malabarica,7,Actinodaphne wightiana,Tree,Endemic,LC,0.619460212,0.619460212,S,Bird,Secondary,12
2018-10-13T00:00:00Z,C03,Fragment,Xanthophyllum flavescens,1,Xanthophyllum flavescens,Tree,Endemic,NA,0.682,0.682,M,Mammal,Secondary,8
2018-10-13T00:00:00Z,C03,Fragment,Artocarpus heterophyllus,1,Artocarpus heterophyllus,Tree,Native,NA,0.484,0.484,L,Mammal,Mature,20
2018-10-13T00:00:00Z,C03,Fragment,Maesa indica,6,Maesa indica,Tree,Native,LC,NA,NA,S,Mammal_bird,Secondary,4
2018-10-13T00:00:00Z,C03,Fragment,Melicope lunu-ankenda,1,Melicope lunu-ankenda,Tree,Native,LC,0.411118888,0.411118888,S,Mammal,Secondary,10
2018-10-13T00:00:00Z,C03,Fragment,Clerodendrum viscosum,1,Clerodendrum infortunatum,Tree,Native,LC,0.484259167,0.484259167,S,Bird,Secondary,4
2018-10-13T00:00:00Z,I03,Fragment,Vateria indica,1,Vateria indica,Tree,Endemic,VU,0.48,0.48,L,Gravity,Mature,60
2018-10-13T00:00:00Z,I03,Fragment,Turpinia malabarica,14,Turpinia malabarica,Tree,Endemic,NA,NA,0.453,S,Mammal,Mature,12
2018-10-13T00:00:00Z,I03,Fragment,Phoebe lanceolata,2,Phoebe lanceolata,Tree,Native,LC,NA,0.49,S,Bird,Mature,8
2018-10-13T00:00:00Z,I03,Fragment,Leea indica,1,Leea indica,Tree,Native,LC,0.483333,0.483333,S,Unknown,Secondary,5
2018-10-13T00:00:00Z,I03,Fragment,Vernonia arborea,5,Strobocalyx arborea,Tree,Native,LC,0.33,0.33,S,Wind,Secondary,15
2018-10-13T00:00:00Z,I03,Fragment,Litsea floribunda,1,Litsea floribunda,Tree,Endemic,NT,0.56358678,0.56358678,S,Bird,Secondary,10
2018-10-13T00:00:00Z,I03,Fragment,Persea macrantha,1,Machilus glaucescens,Tree,Endemic,NA,0.427,0.427,S,Bird,Secondary,30
2018-10-13T00:00:00Z,I03,Fragment,Meiogyne pannosa,1,Meiogyne pannosa,Tree,Endemic,NT,NA,NA,S,Bird,Mature,8
2018-10-13T00:00:00Z,I03,Fragment,Litsea coriacea,5,Litsea coriacea,Tree,Endemic,NT,NA,0.42,S,Mammal_bird,Mature,12
2018-10-13T00:00:00Z,I03,Fragment,Myristica dactyloides,3,Myristica beddomei,Tree,Endemic,EN,0.575521845,0.575521845,L,Bird,Mature,20
2018-10-13T00:00:00Z,I03,Fragment,Actinodaphne malabarica,1,Actinodaphne wightiana,Tree,Endemic,LC,0.619460212,0.619460212,S,Bird,Secondary,12
2018-10-13T00:00:00Z,I03,Fragment,Heynea trijuga,2,Heynea trijuga,Tree,Native,LC,0.493174229,0.493174229,M,Bird,Secondary,10
2018-10-13T00:00:00Z,I03,Fragment,Vernonia arborea,4,Strobocalyx arborea,Tree,Native,LC,0.33,0.33,S,Wind,Secondary,15
2018-10-13T00:00:00Z,I03,Fragment,Garcinia gummi-gutta,2,Garcinia gummi-gutta,Tree,Endemic,LC,0.690402909,0.690402909,L,Mammal,Mature,12
2018-10-13T00:00:00Z,I03,Fragment,Elaeocarpus tuberculatus,1,Elaeocarpus tuberculatus,Tree,Native,NA,0.45065475,0.45065475,L,Mammal,Mature,40
2018-10-13T00:00:00Z,I03,Fragment,Holigarna nigra,2,Holigarna nigra,Tree,Endemic,NA,NA,0.493977646,L,Mammal,Mature,35
2018-10-13T00:00:00Z,I03,Fragment,Nothapodytes nimmoniana,1,Mappia nimmoniana,Tree,Native,NA,NA,NA,M,Bird,Secondary,8
2018-10-13T00:00:00Z,I03,Fragment,Diospyros sylvatica,1,Diospyros sylvatica,Tree,Endemic,NA,0.701678322,0.701678322,S,Mammal,Mature,35
2018-10-13T00:00:00Z,H04,Fragment,Heynea trijuga,3,Heynea trijuga,Tree,Native,LC,0.493174229,0.493174229,M,Bird,Secondary,10
2018-10-13T00:00:00Z,H04,Fragment,Symplocos cochinchinensis,1,Symplocos cochinchinensis,Tree,Native,NA,0.538,0.538,S,Bird,Secondary,10
2018-10-13T00:00:00Z,H04,Fragment,Villebrunea integrifolia,1,Oreocnide integrifolia,Tree,Native,NA,NA,NA,S,Bird,Secondary,8
2018-10-13T00:00:00Z,H04,Fragment,Meliosma simplicifolia,3,Meliosma simplicifolia,Tree,Native,NA,0.455,0.455,S,Bird,Mature,15
2018-10-13T00:00:00Z,H04,Fragment,Turpinia malabarica,23,Turpinia malabarica,Tree,Endemic,NA,NA,0.453,S,Mammal,Mature,12
2018-10-13T00:00:00Z,H04,Fragment,Vernonia arborea,1,Strobocalyx arborea,Tree,Native,LC,0.33,0.33,S,Wind,Secondary,15
2018-10-13T00:00:00Z,H04,Fragment,Diospyros sylvatica,6,Diospyros sylvatica,Tree,Endemic,NA,0.701678322,0.701678322,S,Mammal,Mature,35
2018-10-13T00:00:00Z,H04,Fragment,Elaeocarpus tuberculatus,4,Elaeocarpus tuberculatus,Tree,Native,NA,0.45065475,0.45065475,L,Mammal,Mature,40
2018-10-13T00:00:00Z,H04,Fragment,Holigarna nigra,16,Holigarna nigra,Tree,Endemic,NA,NA,0.493977646,L,Mammal,Mature,35
2018-10-13T00:00:00Z,H04,Fragment,Ficus exasperata,1,Ficus exasperata,Tree,Native,LC,NA,0.42,S,Mammal_bird,Secondary,18
2018-10-13T00:00:00Z,H04,Fragment,Clerodendrum viscosum,3,Clerodendrum infortunatum,Tree,Native,LC,0.484259167,0.484259167,S,Bird,Secondary,4
2018-10-13T00:00:00Z,H04,Fragment,Xanthophyllum flavescens,4,Xanthophyllum flavescens,Tree,Endemic,NA,0.682,0.682,M,Mammal,Secondary,8
2018-10-13T00:00:00Z,H04,Fragment,Actinodaphne malabarica,4,Actinodaphne wightiana,Tree,Endemic,LC,0.619460212,0.619460212,S,Bird,Secondary,12
2018-10-13T00:00:00Z,H04,Fragment,Phoebe lanceolata,1,Phoebe lanceolata,Tree,Native,LC,NA,0.49,S,Bird,Mature,8
2018-10-13T00:00:00Z,H04,Fragment,Aporosa acuminata,3,Aporosa acuminata,Tree,Endemic,NA,NA,0.492461326,S,Bird,Mature,5
2018-10-13T00:00:00Z,H04,Fragment,Persea macrantha,0,Machilus glaucescens,Tree,Endemic,NA,0.427,0.427,S,Bird,Secondary,30
2018-10-13T00:00:00Z,H04,Fragment,Unidentified,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-10-13T00:00:00Z,H04,Fragment,Garcinia gummi-gutta,1,Garcinia gummi-gutta,Tree,Endemic,LC,0.690402909,0.690402909,L,Mammal,Mature,12
2018-10-13T00:00:00Z,H04,Fragment,Otonephelium stipulaceum,1,Otonephelium stipulaceum,Tree,Endemic,NA,0.709023925,0.709023925,S,Mammal_bird,Mature,28
2018-10-13T00:00:00Z,H04,Fragment,Artocarpus heterophyllus,2,Artocarpus heterophyllus,Tree,Native,NA,0.484,0.484,L,Mammal,Mature,20
2018-10-13T00:00:00Z,H04,Fragment,Clerodendrum viscosum,7,Clerodendrum infortunatum,Tree,Native,LC,0.484259167,0.484259167,S,Bird,Secondary,4
2018-10-13T00:00:00Z,H04,Fragment,Lantana camara,1,Lantana camara,Shrub,Introduced,NA,NA,NA,S,Mammal_bird,Int,5
2018-10-13T00:00:00Z,H04,Fragment,Cinnamomum malabatrum,1,Cinnamomum malabathrum,Tree,Endemic,LC,NA,0.475,S,Bird,Secondary,15
2018-10-13T00:00:00Z,H04,Fragment,Antidesma menasu,1,Antidesma montanum,Tree,Native,LC,NA,0.624,S,Mammal_bird,Mature,10
2018-10-13T00:00:00Z,H04,Fragment,Leea indica,2,Leea indica,Tree,Native,LC,0.483333,0.483333,S,Unknown,Secondary,5
2018-10-13T00:00:00Z,H04,Fragment,Meiogyne pannosa,1,Meiogyne pannosa,Tree,Endemic,NT,NA,NA,S,Bird,Mature,8
2018-10-13T00:00:00Z,H04,Fragment,Psychotria anamallayana,1,Psychotria anamallayana,Tree,Endemic,NA,NA,0.45,S,Mammal_bird,Mature,4
2018-10-13T00:00:00Z,H04,Fragment,Meliosma simplicifolia,4,Meliosma simplicifolia,Tree,Native,NA,0.455,0.455,S,Bird,Mature,15
2018-10-13T00:00:00Z,G05,Fragment,Leea indica,5,Leea indica,Tree,Native,LC,0.483333,0.483333,S,Unknown,Secondary,5
2018-10-13T00:00:00Z,G05,Fragment,Melicope lunu-ankenda,1,Melicope lunu-ankenda,Tree,Native,LC,0.411118888,0.411118888,S,Mammal,Secondary,10
2018-10-13T00:00:00Z,G05,Fragment,Xanthophyllum flavescens,3,Xanthophyllum flavescens,Tree,Endemic,NA,0.682,0.682,M,Mammal,Secondary,8
2018-10-13T00:00:00Z,G05,Fragment,Meiogyne pannosa,2,Meiogyne pannosa,Tree,Endemic,NT,NA,NA,S,Bird,Mature,8
2018-10-13T00:00:00Z,G05,Fragment,Antidesma menasu,1,Antidesma montanum,Tree,Native,LC,NA,0.624,S,Mammal_bird,Mature,10
2018-10-13T00:00:00Z,G05,Fragment,Heynea trijuga,4,Heynea trijuga,Tree,Native,LC,0.493174229,0.493174229,M,Bird,Secondary,10
2018-10-13T00:00:00Z,G05,Fragment,Actinodaphne malabarica,1,Actinodaphne wightiana,Tree,Endemic,LC,0.619460212,0.619460212,S,Bird,Secondary,12
2018-10-13T00:00:00Z,G05,Fragment,Drypetes wightii,5,Drypetes wightii,Tree,Endemic,VU,NA,0.7175,M,Bird,Mature,12
2018-10-13T00:00:00Z,F04,Fragment,Cinnamomum malabatrum,4,Cinnamomum malabathrum,Tree,Endemic,LC,NA,0.475,S,Bird,Secondary,15
2018-10-13T00:00:00Z,F04,Fragment,Actinodaphne malabarica,7,Actinodaphne wightiana,Tree,Endemic,LC,0.619460212,0.619460212,S,Bird,Secondary,12
2018-10-13T00:00:00Z,F04,Fragment,Litsea floribunda,2,Litsea floribunda,Tree,Endemic,NT,0.56358678,0.56358678,S,Bird,Secondary,10
