Date,Site_ID,Treatment,Species_name,Abun,Accept_name_WFO,Habit,Distribution,IUCN_status,wden_sps,Wden_final,seed_size,disperser,habt_new,ad_ht
2018-03-20T00:00:00Z,UPMA_P4B,Benchmark,Palaquium ellipticum,3,Palaquium ellipticum,Tree,Endemic,NA,0.55093772,0.55093772,L,Mammal,Mature,35
2018-03-20T00:00:00Z,UPMA_P4B,Benchmark,Aglaia canarana,2,Aglaia lawii,Tree,Native,LC,0.595,0.595,L,Bird,Mature,30
2018-03-20T00:00:00Z,UPMA_P4B,Benchmark,Aglaia simplicifolia,2,Aglaia simplicifolia,Tree,Native,NT,0.680036834,0.680036834,L,Bird,Mature,6
2018-03-20T00:00:00Z,UPMA_P4B,Benchmark,Dysoxylum malabaricum,6,Dysoxylum malabaricum,Tree,Endemic,EN,0.58,0.58,L,Bird,Mature,35
2018-03-20T00:00:00Z,UPMA_P4B,Benchmark,Diospyros sylvatica,1,Diospyros sylvatica,Tree,Endemic,NA,0.701678322,0.701678322,S,Mammal,Mature,35
2018-03-20T00:00:00Z,UPMA_P4B,Benchmark,Litsea oleoides,2,Litsea oleoides,Tree,Endemic,NA,NA,0.42,M,Bird,Mature,12
2018-03-20T00:00:00Z,UPMA_P4B,Benchmark,Calophyllum sp.,1,Calophyllum sp.,Tree,Native,NA,NA,0.540234234,L,Mammal,Mature,35
2018-03-20T00:00:00Z,UPMA_P4B,Benchmark,Harpullia arborea,2,Harpullia arborea,Tree,Native,LC,0.54,0.54,M,Gravity,Mature,15
2018-03-20T00:00:00Z,UPMA_P4B,Benchmark,Meiogyne pannosa,2,Meiogyne pannosa,Tree,Endemic,NT,NA,NA,S,Bird,Mature,8
2018-03-20T00:00:00Z,UPMA_P4B,Benchmark,Diospyros paniculata,1,Diospyros paniculata,Tree,Endemic,VU,NA,0.672,M,Mammal,Mature,16
2018-03-20T00:00:00Z,UPMA_P4B,Benchmark,Syzygium munronii,1,Syzygium munronii,Tree,Endemic,NA,0.662791,0.662791,M,Mammal_bird,Mature,8
2018-03-20T00:00:00Z,UPMA_P4B,Benchmark,Reinwardtiodendron anaimalaiense,1,Reinwardtiodendron anamalaiense,Tree,Endemic,NA,0.738828128,0.738828128,S,Bird,Mature,20
2018-03-20T00:00:00Z,UPMA_P4B,Benchmark,Cryptocarya wightiana,1,Cryptocarya wightiana,Tree,Native,VU,NA,0.515,M,Bird,Mature,25
2018-03-20T00:00:00Z,UPMA_P4B,Benchmark,Mesua ferrea,1,Mesua ferrea,Tree,Native,NA,0.9,0.9,L,Gravity,Mature,35
2018-03-20T00:00:00Z,UPMA_P4B,Benchmark,Beilschmiedia wightii,1,Beilschmiedia wightii,Tree,Endemic,NT,NA,0.495,L,Bird,Mature,25
2018-03-20T00:00:00Z,UPMA_P5B,Benchmark,Palaquium ellipticum,27,Palaquium ellipticum,Tree,Endemic,NA,0.55093772,0.55093772,L,Mammal,Mature,35
2018-03-20T00:00:00Z,UPMA_P5B,Benchmark,Drypetes malabarica,1,Drypetes malabarica,Tree,Endemic,NA,NA,0.7175,S,Gravity,Mature,20
2018-03-20T00:00:00Z,UPMA_P5B,Benchmark,Ardisia pauciflora,1,Ardisia pauciflora,Tree,Endemic,NA,NA,0.62,S,Bird,Mature,6
2018-03-20T00:00:00Z,UPMA_P5B,Benchmark,Syzygium laetum,1,Syzygium laetum,Tree,Endemic,NA,0.662842,0.662842,M,Mammal_bird,Mature,7
2018-03-20T00:00:00Z,UPMA_P5B,Benchmark,Cullenia exarillata,2,Cullenia exarillata,Tree,Endemic,NA,NA,0.55,L,Gravity,Mature,40
2018-03-20T00:00:00Z,UPMA_P5B,Benchmark,Leea indica,4,Leea indica,Tree,Native,LC,0.483333,0.483333,S,Unknown,Secondary,5
2018-03-20T00:00:00Z,UPMA_P5B,Benchmark,Calophyllum sp.,1,Calophyllum sp.,Tree,Native,NA,NA,0.540234234,L,Mammal,Mature,35
2018-03-20T00:00:00Z,UPMA_P5B,Benchmark,Coffea canephora,24,Coffea canephora,Tree,Introduced,EN,NA,NA,S,Mammal,Int,6
2018-03-20T00:00:00Z,UPMA_P5B,Benchmark,Epiprinus mallotiformis,2,Epiprinus mallotiformis,Tree,Endemic,NA,NA,NA,S,Gravity,Mature,12
2018-03-20T00:00:00Z,UPMA_P5B,Benchmark,Vateria indica,1,Vateria indica,Tree,Endemic,VU,0.48,0.48,L,Gravity,Mature,60
2018-03-20T00:00:00Z,UPMA_P5B,Benchmark,Meiogyne pannosa,2,Meiogyne pannosa,Tree,Endemic,NT,NA,NA,S,Bird,Mature,8
2018-03-20T00:00:00Z,UPMA_P5B,Benchmark,Diospyros sylvatica,2,Diospyros sylvatica,Tree,Endemic,NA,0.701678322,0.701678322,S,Mammal,Mature,35
2018-03-20T00:00:00Z,UPMA_P5B,Benchmark,Nothapodytes nimmoniana,1,Mappia nimmoniana,Tree,Native,NA,NA,NA,M,Bird,Secondary,8
2018-03-20T00:00:00Z,UPMA_P5B,Benchmark,Baccaurea courtallensis,1,Baccaurea courtallensis,Tree,Endemic,NT,0.625,0.625,M,Mammal,Mature,10
2018-03-20T00:00:00Z,UPMA_P5B,Benchmark,Mesua ferrea,1,Mesua ferrea,Tree,Native,NA,0.9,0.9,L,Gravity,Mature,35
2018-03-20T00:00:00Z,UPMA_P5B,Benchmark,Actinodaphne malabarica,1,Actinodaphne wightiana,Tree,Endemic,LC,0.619460212,0.619460212,S,Bird,Secondary,12
2020-04-27T00:00:00Z,PANM_P3B,Fragment,Litsea sp.,1,Litsea sp.,Tree,Endemic,NA,NA,0.42,S,Bird,Mature,10
2020-04-27T00:00:00Z,PANM_P3B,Fragment,Syzygium laetum,2,Syzygium laetum,Tree,Endemic,NA,0.662842,0.662842,M,Mammal_bird,Mature,7
2020-04-27T00:00:00Z,PANM_P3B,Fragment,Cryptocarya wightiana,1,Cryptocarya wightiana,Tree,Native,VU,NA,0.515,M,Bird,Mature,25
2020-04-27T00:00:00Z,PANM_P3B,Fragment,Eugenia sp.,2,Eugenia sp.,Tree,Native,NA,NA,0.71,NA,Mammal_bird,Mature,NA
2020-04-27T00:00:00Z,PANM_P3B,Fragment,Murraya sp.,3,Murraya sp.,Tree,Native,NA,NA,0.767,S,Bird,Secondary,NA
2020-04-27T00:00:00Z,PANM_P3B,Fragment,Syzygium sp.,1,Syzygium sp.,Tree,Native,NA,NA,0.68,NA,Mammal_bird,NA,NA
2020-04-27T00:00:00Z,PANM_P3B,Fragment,Aglaia simplicifolia,1,Aglaia simplicifolia,Tree,Native,NT,0.680036834,0.680036834,L,Bird,Mature,6
2020-04-27T00:00:00Z,PANM_P3B,Fragment,Dendrocnide sinuata,5,Dendrocnide sinuata,Tree,Endemic,NA,NA,NA,S,Bird,Secondary,5
2020-04-27T00:00:00Z,PANM_P3B,Fragment,Strobilanthes sp.,3,Strobilanthes sp.,Shrub,Native,NA,NA,NA,S,Gravity,Secondary,5
2020-04-27T00:00:00Z,PANM_P3B,Fragment,Syzygium munronii,4,Syzygium munronii,Tree,Endemic,NA,0.662791,0.662791,M,Mammal_bird,Mature,8
2020-04-27T00:00:00Z,PANM_P3B,Fragment,Cullenia exarillata,1,Cullenia exarillata,Tree,Endemic,NA,NA,0.55,L,Gravity,Mature,40
2020-04-27T00:00:00Z,PANM_P4B,Fragment,Maesa indica,5,Maesa indica,Tree,Native,LC,NA,NA,S,Mammal_bird,Secondary,4
2020-04-27T00:00:00Z,PANM_P4B,Fragment,Solanum sp.,2,Solanum sp.,Shrub,Native,NA,NA,0.35,S,Mammal_bird,Int,NA
2020-04-27T00:00:00Z,PANM_P4B,Fragment,Maesopsis eminii,1,Maesopsis eminii,Tree,Introduced,LC,0.34,0.34,L,Mammal_bird,Int,30
2020-04-27T00:00:00Z,PANM_P4B,Fragment,Maesopsis eminii,6,Maesopsis eminii,Tree,Introduced,LC,0.34,0.34,L,Mammal_bird,Int,30
2020-04-27T00:00:00Z,PANM_P4B,Fragment,Aporosa sp.,5,Aporosa sp.,Tree,Endemic,NA,NA,0.614922652,S,Bird,Mature,NA
2020-04-27T00:00:00Z,PANM_P4B,Fragment,Atalantia racemosa,2,Atalantia racemosa,Tree,Endemic,LC,NA,NA,S,Mammal,Secondary,4
2020-04-27T00:00:00Z,PANM_P4B,Fragment,Psychotria anamallayana,16,Psychotria anamallayana,Tree,Endemic,NA,NA,0.45,S,Mammal_bird,Mature,4
2020-04-27T00:00:00Z,PANM_P4B,Fragment,Leea indica,1,Leea indica,Tree,Native,LC,0.483333,0.483333,S,Unknown,Secondary,5
2020-04-27T00:00:00Z,PANM_P4B,Fragment,Syzygium munronii,1,Syzygium munronii,Tree,Endemic,NA,0.662791,0.662791,M,Mammal_bird,Mature,8
2020-04-27T00:00:00Z,PANM_P4B,Fragment,Croton zeylanicus,6,Croton zeylanicus,Tree,Endemic,NA,NA,0.53,S,Gravity,Mature,4
2020-04-27T00:00:00Z,PANM_P4B,Fragment,Eugenia sp.,1,Eugenia sp.,Tree,Native,NA,NA,0.71,NA,Mammal_bird,Mature,NA
2020-04-27T00:00:00Z,PANM_P4B,Fragment,Aphanamixis polystachya,1,Aphanamixis polystachya,Tree,Native,LC,0.57,0.57,L,Bird,Mature,20
2020-04-27T00:00:00Z,PANM_P4B,Fragment,Murraya paniculata,1,Murraya paniculata,Tree,Native,NA,0.867,0.867,S,Bird,Secondary,12
2020-04-27T00:00:00Z,PANM_P4B,Fragment,Litsea floribunda,3,Litsea floribunda,Tree,Endemic,NT,0.56358678,0.56358678,S,Bird,Secondary,10
2020-04-27T00:00:00Z,PANM_P4B,Fragment,Palaquium ellipticum,1,Palaquium ellipticum,Tree,Endemic,NA,0.55093772,0.55093772,L,Mammal,Mature,35
2020-04-28T00:00:00Z,OLCA_P3B,Benchmark,Myristica dactyloides,1,Myristica beddomei,Tree,Endemic,EN,0.575521845,0.575521845,L,Bird,Mature,20
2020-04-28T00:00:00Z,OLCA_P3B,Benchmark,Palaquium ellipticum,4,Palaquium ellipticum,Tree,Endemic,NA,0.55093772,0.55093772,L,Mammal,Mature,35
2020-04-28T00:00:00Z,OLCA_P3B,Benchmark,Croton zeylanicus,5,Croton zeylanicus,Tree,Endemic,NA,NA,0.53,S,Gravity,Mature,4
2020-04-28T00:00:00Z,OLCA_P3B,Benchmark,Neolitsea sp.,2,Neolitsea sp.,Tree,Native,NA,NA,0.535334221,S,Bird,Mature,NA
2020-04-28T00:00:00Z,OLCA_P3B,Benchmark,Lepisanthes deficiens,1,Lepisanthes tetraphylla,Tree,Endemic,LC,0.81,0.81,L,Mammal,Mature,5
2020-04-28T00:00:00Z,OLCA_P3B,Benchmark,Aglaia canarana,1,Aglaia lawii,Tree,Native,LC,0.595,0.595,L,Bird,Mature,30
2020-04-28T00:00:00Z,OLCA_P3B,Benchmark,Unidentified,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-28T00:00:00Z,OLCA_P3B,Benchmark,Ardisia pauciflora,1,Ardisia pauciflora,Tree,Endemic,NA,NA,0.62,S,Bird,Mature,6
2020-04-28T00:00:00Z,OLCA_P3B,Benchmark,Actinodaphne bourdillonii,1,Actinodaphne bourdillonii,Tree,Endemic,NT,NA,0.52,S,Bird,Secondary,10
2020-04-28T00:00:00Z,OLCA_P3B,Benchmark,Saprosma sp.,14,Saprosma sp.,Shrub,Native,NA,NA,NA,S,Mammal_bird,Mature,NA
2020-04-28T00:00:00Z,OLCA_P3B,Benchmark,Heritiera papilio,1,Heritiera papilio,Tree,Native,NA,NA,0.688,M,Wind,Mature,30
2020-04-28T00:00:00Z,OLCA_P3B,Benchmark,Microtropis wallichiana,3,Microtropis wallichiana,Tree,Native,NA,NA,0.54,S,Mammal_bird,Mature,15
2020-04-28T00:00:00Z,OLCA_P3B,Benchmark,Dimocarpus longan,1,Dimocarpus longan,Tree,Native,DD,0.748685273,0.748685273,S,Mammal,Mature,25
2020-04-28T00:00:00Z,OLCA_P3B,Benchmark,Pseudoglochidion anamalayanum,1,Phyllanthus anamalayanus,Tree,Endemic,CR,NA,0.642090339,S,Gravity,Mature,10
2020-04-28T00:00:00Z,OLCA_P3B,Benchmark,Litsea sp.,1,Litsea sp.,Tree,Endemic,NA,NA,0.42,S,Bird,Mature,10
2020-04-28T00:00:00Z,OLCA_P3B,Benchmark,Unidentified,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-28T00:00:00Z,OLCA_P3B,Benchmark,Villebrunea integrifolia,1,Oreocnide integrifolia,Tree,Native,NA,NA,NA,S,Bird,Secondary,8
2020-04-28T00:00:00Z,OLCA_P4B,Benchmark,Ficus hispida,1,Ficus hispida,Tree,Native,LC,0.413,0.413,S,Mammal,Secondary,10
2020-04-28T00:00:00Z,OLCA_P4B,Benchmark,Villebrunea integrifolia,1,Oreocnide integrifolia,Tree,Native,NA,NA,NA,S,Bird,Secondary,8
2020-04-28T00:00:00Z,OLCA_P4B,Benchmark,Ardisia pauciflora,4,Ardisia pauciflora,Tree,Endemic,NA,NA,0.62,S,Bird,Mature,6
2020-04-28T00:00:00Z,OLCA_P4B,Benchmark,Atalantia racemosa,4,Atalantia racemosa,Tree,Endemic,LC,NA,NA,S,Mammal,Secondary,4
2020-04-28T00:00:00Z,OLCA_P4B,Benchmark,Aglaia simplicifolia,1,Aglaia simplicifolia,Tree,Native,NT,0.680036834,0.680036834,L,Bird,Mature,6
2020-04-28T00:00:00Z,OLCA_P4B,Benchmark,Actinodaphne bourdillonii,1,Actinodaphne bourdillonii,Tree,Endemic,NT,NA,0.52,S,Bird,Secondary,10
2020-04-28T00:00:00Z,OLCA_P4B,Benchmark,Litsea floribunda,1,Litsea floribunda,Tree,Endemic,NT,0.56358678,0.56358678,S,Bird,Secondary,10
2020-04-28T00:00:00Z,OLCA_P4B,Benchmark,Psychotria anamallayana,2,Psychotria anamallayana,Tree,Endemic,NA,NA,0.45,S,Mammal_bird,Mature,4
2020-04-28T00:00:00Z,OLCA_P4B,Benchmark,Calamus sp.,1,Calamus sp.,Cane,Native,NA,NA,NA,M,Mammal,Mature,NA
2020-04-28T00:00:00Z,OLCA_P4B,Benchmark,Actinodaphne malabarica,5,Actinodaphne wightiana,Tree,Endemic,LC,0.619460212,0.619460212,S,Bird,Secondary,12
2020-04-28T00:00:00Z,OLCA_P4B,Benchmark,Palaquium ellipticum,6,Palaquium ellipticum,Tree,Endemic,NA,0.55093772,0.55093772,L,Mammal,Mature,35
2020-04-28T00:00:00Z,OLCA_P4B,Benchmark,Myristica dactyloides,1,Myristica beddomei,Tree,Endemic,EN,0.575521845,0.575521845,L,Bird,Mature,20
2020-04-28T00:00:00Z,OLCA_P4B,Benchmark,Cullenia exarillata,1,Cullenia exarillata,Tree,Endemic,NA,NA,0.55,L,Gravity,Mature,40
2020-04-28T00:00:00Z,OLCA_P4B,Benchmark,Heritiera papilio,1,Heritiera papilio,Tree,Native,NA,NA,0.688,M,Wind,Mature,30
2020-04-28T00:00:00Z,OLCA_P5B,Benchmark,Croton zeylanicus,4,Croton zeylanicus,Tree,Endemic,NA,NA,0.53,S,Gravity,Mature,4
2020-04-28T00:00:00Z,OLCA_P5B,Benchmark,Syzygium sp.,3,Syzygium sp.,Tree,Native,NA,NA,0.68,NA,Mammal_bird,NA,NA
2020-04-28T00:00:00Z,OLCA_P5B,Benchmark,Myristica dactyloides,1,Myristica beddomei,Tree,Endemic,EN,0.575521845,0.575521845,L,Bird,Mature,20
2020-04-28T00:00:00Z,OLCA_P5B,Benchmark,Neolitsea sp.,2,Neolitsea sp.,Tree,Native,NA,NA,0.535334221,S,Bird,Mature,NA
2020-04-28T00:00:00Z,OLCA_P5B,Benchmark,Mallotus tetracoccus,1,Mallotus tetracoccus,Tree,Native,NA,0.484597734,0.484597734,S,Bird,Secondary,12
2020-04-28T00:00:00Z,OLCA_P5B,Benchmark,Olea dioica,1,Olea dioica,Tree,Native,NA,0.697202827,0.697202827,S,Mammal,Secondary,15
2020-04-28T00:00:00Z,OLCA_P5B,Benchmark,Cullenia exarillata,1,Cullenia exarillata,Tree,Endemic,NA,NA,0.55,L,Gravity,Mature,40
2020-04-28T00:00:00Z,OLCA_P5B,Benchmark,Epiprinus mallotiformis,1,Epiprinus mallotiformis,Tree,Endemic,NA,NA,NA,S,Gravity,Mature,12
2020-04-28T00:00:00Z,OLCA_P5B,Benchmark,Mesua ferrea,1,Mesua ferrea,Tree,Native,NA,0.9,0.9,L,Gravity,Mature,35
2020-04-28T00:00:00Z,OLCA_P5B,Benchmark,Syzygium sp.,1,Syzygium sp.,Tree,Native,NA,NA,0.68,NA,Mammal_bird,NA,NA
2020-04-28T00:00:00Z,OLCA_P5B,Benchmark,Heritiera papilio,4,Heritiera papilio,Tree,Native,NA,NA,0.688,M,Wind,Mature,30
2020-04-28T00:00:00Z,OLCA_P5B,Benchmark,Antidesma menasu,1,Antidesma montanum,Tree,Native,LC,NA,0.624,S,Mammal_bird,Mature,10
2020-04-28T00:00:00Z,OLCA_P5B,Benchmark,Scolopia sp.,7,Scolopia sp.,Tree,Native,NA,NA,0.74,S,Mammal_bird,Mature,NA
2020-04-28T00:00:00Z,OLCA_P5B,Benchmark,Atalantia racemosa,9,Atalantia racemosa,Tree,Endemic,LC,NA,NA,S,Mammal,Secondary,4
2020-04-28T00:00:00Z,OLCA_P5B,Benchmark,Maesa indica,2,Maesa indica,Tree,Native,LC,NA,NA,S,Mammal_bird,Secondary,4
2020-04-28T00:00:00Z,OLCA_P5B,Benchmark,Aglaia simplicifolia,6,Aglaia simplicifolia,Tree,Native,NT,0.680036834,0.680036834,L,Bird,Mature,6
2020-04-28T00:00:00Z,OLCA_P5B,Benchmark,Palaquium ellipticum,1,Palaquium ellipticum,Tree,Endemic,NA,0.55093772,0.55093772,L,Mammal,Mature,35
2020-04-28T00:00:00Z,OLCA_P5B,Benchmark,Eugenia sp.,1,Eugenia sp.,Tree,Native,NA,NA,0.71,NA,Mammal_bird,Mature,NA
2020-04-28T00:00:00Z,OLCA_P5B,Benchmark,Saprosma sp.,2,Saprosma sp.,Shrub,Native,NA,NA,NA,S,Mammal_bird,Mature,NA
2020-04-28T00:00:00Z,OLCA_P5B,Benchmark,Ardisia pauciflora,2,Ardisia pauciflora,Tree,Endemic,NA,NA,0.62,S,Bird,Mature,6
2020-04-28T00:00:00Z,OLCA_P5B,Benchmark,Syzygium laetum,1,Syzygium laetum,Tree,Endemic,NA,0.662842,0.662842,M,Mammal_bird,Mature,7
2020-04-24T00:00:00Z,UPMA_P6B,Benchmark,Hydnocarpus alpina,5,Hydnocarpus alpina,Tree,Endemic,NA,0.669757732,0.669757732,M,Mammal,Mature,8
2020-04-24T00:00:00Z,UPMA_P6B,Benchmark,Croton zeylanicus,30,Croton zeylanicus,Tree,Endemic,NA,NA,0.53,S,Gravity,Mature,4
2020-04-24T00:00:00Z,UPMA_P6B,Benchmark,Paracroton pendulus,1,Paracroton pendulus,Tree,Endemic,LC,0.46,0.46,S,Gravity,Mature,30
2020-04-24T00:00:00Z,UPMA_P6B,Benchmark,Aglaia elaeagnoidea,1,Aglaia elaeagnoidea,Tree,Native,LC,0.641083454,0.641083454,M,Mammal_bird,Mature,10
2020-04-24T00:00:00Z,UPMA_P6B,Benchmark,Diospyros sylvatica,1,Diospyros sylvatica,Tree,Endemic,NA,0.701678322,0.701678322,S,Mammal,Mature,35
2020-04-24T00:00:00Z,UPMA_P6B,Benchmark,Coffea canephora,2,Coffea canephora,Tree,Introduced,EN,NA,NA,S,Mammal,Int,6
2020-04-24T00:00:00Z,UPMA_P6B,Benchmark,Cryptocarya wightiana,3,Cryptocarya wightiana,Tree,Native,VU,NA,0.515,M,Bird,Mature,25
2020-04-24T00:00:00Z,UPMA_P6B,Benchmark,Caryota urens,3,Caryota urens,Palm,Native,LC,NA,0.3,M,Mammal_bird,Secondary,15
2020-04-24T00:00:00Z,UPMA_P6B,Benchmark,Palaquium ellipticum,11,Palaquium ellipticum,Tree,Endemic,NA,0.55093772,0.55093772,L,Mammal,Mature,35
2020-04-24T00:00:00Z,UPMA_P6B,Benchmark,Nothopegia beddomei,1,Nothopegia beddomei,Tree,Endemic,EN,0.734771295,0.734771295,S,Mammal,Secondary,12
2020-04-24T00:00:00Z,UPMA_P6B,Benchmark,Mesua ferrea,1,Mesua ferrea,Tree,Native,NA,0.9,0.9,L,Gravity,Mature,35
2020-04-24T00:00:00Z,UPMA_P6B,Benchmark,Drypetes malabarica,1,Drypetes malabarica,Tree,Endemic,NA,NA,0.7175,S,Gravity,Mature,20
2020-04-24T00:00:00Z,UPMA_P6B,Benchmark,Cullenia exarillata,2,Cullenia exarillata,Tree,Endemic,NA,NA,0.55,L,Gravity,Mature,40
2020-04-24T00:00:00Z,UPMA_P6B,Benchmark,Saprosma sp.,1,Saprosma sp.,Shrub,Native,NA,NA,NA,S,Mammal_bird,Mature,NA
2020-04-24T00:00:00Z,UPMA_P6B,Benchmark,Paracroton pendulus,1,Paracroton pendulus,Tree,Endemic,LC,0.46,0.46,S,Gravity,Mature,30
2020-04-24T00:00:00Z,UPMA_P6B,Benchmark,Drypetes malabarica,1,Drypetes malabarica,Tree,Endemic,NA,NA,0.7175,S,Gravity,Mature,20
2020-04-24T00:00:00Z,UPMA_P6B,Benchmark,Litsea oleoides,1,Litsea oleoides,Tree,Endemic,NA,NA,0.42,M,Bird,Mature,12
2020-04-24T00:00:00Z,UPMA_P6B,Benchmark,Actinodaphne sp.,1,Actinodaphne sp.,Tree,Endemic,NA,NA,0.52,S,Bird,Secondary,NA
2018-05-09T00:00:00Z,K15,Fragment,Clerodendrum viscosum,15,Clerodendrum infortunatum,Tree,Native,LC,0.484259167,0.484259167,S,Bird,Secondary,4
2018-05-09T00:00:00Z,K15,Fragment,Persea macrantha,1,Machilus glaucescens,Tree,Endemic,NA,0.427,0.427,S,Bird,Secondary,30
2018-05-09T00:00:00Z,K15,Fragment,Coffea canephora,30,Coffea canephora,Tree,Introduced,EN,NA,NA,S,Mammal,Int,6
2018-05-09T00:00:00Z,K15,Fragment,Turpinia malabarica,35,Turpinia malabarica,Tree,Endemic,NA,NA,0.453,S,Mammal,Mature,12
2018-05-09T00:00:00Z,K15,Fragment,Actinodaphne malabarica,1,Actinodaphne wightiana,Tree,Endemic,LC,0.619460212,0.619460212,S,Bird,Secondary,12
2018-05-09T00:00:00Z,K15,Fragment,Leea indica,8,Leea indica,Tree,Native,LC,0.483333,0.483333,S,Unknown,Secondary,5
2018-05-09T00:00:00Z,K15,Fragment,Glochidion malabaricum,4,Phyllanthus assamicus,Tree,Endemic,LC,0.544681677,0.544681677,S,Gravity,Mature,8
2018-05-09T00:00:00Z,K15,Fragment,Artocarpus heterophyllus,1,Artocarpus heterophyllus,Tree,Native,NA,0.484,0.484,L,Mammal,Mature,20
2018-05-09T00:00:00Z,K15,Fragment,Xanthophyllum flavescens,8,Xanthophyllum flavescens,Tree,Endemic,NA,0.682,0.682,M,Mammal,Secondary,8
2018-05-09T00:00:00Z,K15,Fragment,Olea dioica,1,Olea dioica,Tree,Native,NA,0.697202827,0.697202827,S,Mammal,Secondary,15
2018-05-09T00:00:00Z,K15,Fragment,Ficus exasperata,2,Ficus exasperata,Tree,Native,LC,NA,0.42,S,Mammal_bird,Secondary,18
2018-05-09T00:00:00Z,K15,Fragment,Aphanamixis polystachya,2,Aphanamixis polystachya,Tree,Native,LC,0.57,0.57,L,Bird,Mature,20
2018-05-09T00:00:00Z,K15,Fragment,Heynea trijuga,1,Heynea trijuga,Tree,Native,LC,0.493174229,0.493174229,M,Bird,Secondary,10
2018-05-09T00:00:00Z,K15,Fragment,Elaeocarpus tuberculatus,1,Elaeocarpus tuberculatus,Tree,Native,NA,0.45065475,0.45065475,L,Mammal,Mature,40
2018-05-09T00:00:00Z,K15,Fragment,Lantana camara,1,Lantana camara,Shrub,Introduced,NA,NA,NA,S,Mammal_bird,Int,5
2018-05-09T00:00:00Z,K15,Fragment,Syzygium cumini,1,Syzygium cumini,Tree,Native,LC,0.645435271,0.645435271,S,Mammal_bird,Secondary,20
2018-05-10T00:00:00Z,L16,Fragment,Syzygium densiflorum,2,Syzygium densiflorum,Tree,Endemic,VU,NA,0.68,M,Mammal_bird,Mature,15
2018-05-10T00:00:00Z,L16,Fragment,Cinnamomum malabatrum,32,Cinnamomum malabathrum,Tree,Endemic,LC,NA,0.475,S,Bird,Secondary,15
2018-05-10T00:00:00Z,L16,Fragment,Elaeocarpus tuberculatus,4,Elaeocarpus tuberculatus,Tree,Native,NA,0.45065475,0.45065475,L,Mammal,Mature,40
2018-05-10T00:00:00Z,L16,Fragment,Actinodaphne malabarica,9,Actinodaphne wightiana,Tree,Endemic,LC,0.619460212,0.619460212,S,Bird,Secondary,12
2018-05-10T00:00:00Z,L16,Fragment,Litsea oleoides,2,Litsea oleoides,Tree,Endemic,NA,NA,0.42,M,Bird,Mature,12
2018-05-10T00:00:00Z,L16,Fragment,Leea indica,8,Leea indica,Tree,Native,LC,0.483333,0.483333,S,Unknown,Secondary,5
2018-05-10T00:00:00Z,L16,Fragment,Psychotria anamallayana,5,Psychotria anamallayana,Tree,Endemic,NA,NA,0.45,S,Mammal_bird,Mature,4
2018-05-10T00:00:00Z,L16,Fragment,Turpinia malabarica,4,Turpinia malabarica,Tree,Endemic,NA,NA,0.453,S,Mammal,Mature,12
2018-05-10T00:00:00Z,L16,Fragment,Maesa indica,9,Maesa indica,Tree,Native,LC,NA,NA,S,Mammal_bird,Secondary,4
2018-05-10T00:00:00Z,L16,Fragment,Olea dioica,3,Olea dioica,Tree,Native,NA,0.697202827,0.697202827,S,Mammal,Secondary,15
2018-05-10T00:00:00Z,L16,Fragment,Coffea canephora,1,Coffea canephora,Tree,Introduced,EN,NA,NA,S,Mammal,Int,6
2018-05-10T00:00:00Z,L16,Fragment,Xanthophyllum flavescens,3,Xanthophyllum flavescens,Tree,Endemic,NA,0.682,0.682,M,Mammal,Secondary,8
2018-05-10T00:00:00Z,L16,Fragment,Litsea coriacea,1,Litsea coriacea,Tree,Endemic,NT,NA,0.42,S,Mammal_bird,Mature,12
2018-05-10T00:00:00Z,L16,Fragment,Dysoxylum malabaricum,1,Dysoxylum malabaricum,Tree,Endemic,EN,0.58,0.58,L,Bird,Mature,35
2018-05-10T00:00:00Z,L16,Fragment,Maesopsis eminii,6,Maesopsis eminii,Tree,Introduced,LC,0.34,0.34,L,Mammal_bird,Int,30
2018-05-10T00:00:00Z,L16,Fragment,Aglaia canarana,1,Aglaia lawii,Tree,Native,LC,0.595,0.595,L,Bird,Mature,30
2018-05-10T00:00:00Z,L16,Fragment,Glochidion malabaricum,3,Phyllanthus assamicus,Tree,Endemic,LC,0.544681677,0.544681677,S,Gravity,Mature,8
2018-05-10T00:00:00Z,L16,Fragment,Palaquium ellipticum,1,Palaquium ellipticum,Tree,Endemic,NA,0.55093772,0.55093772,L,Mammal,Mature,35
2018-05-10T00:00:00Z,L16,Fragment,Melicope lunu-ankenda,1,Melicope lunu-ankenda,Tree,Native,LC,0.411118888,0.411118888,S,Mammal,Secondary,10
2018-05-11T00:00:00Z,M17,Fragment,Otonephelium stipulaceum,3,Otonephelium stipulaceum,Tree,Endemic,NA,0.709023925,0.709023925,S,Mammal_bird,Mature,28
2018-05-11T00:00:00Z,M17,Fragment,Aglaia canarana,1,Aglaia lawii,Tree,Native,LC,0.595,0.595,L,Bird,Mature,30
2018-05-11T00:00:00Z,M17,Fragment,Coffea canephora,21,Coffea canephora,Tree,Introduced,EN,NA,NA,S,Mammal,Int,6
2018-05-11T00:00:00Z,M17,Fragment,Leea indica,1,Leea indica,Tree,Native,LC,0.483333,0.483333,S,Unknown,Secondary,5
