DateTime,Treatment,Site_ID,Species_name,Height,GBH1,GBH2,GBH3,GBH4,GBH5,GBH6,GBH7,GBH8,GBH9,GBH10,GBH11,GBH12,Remarks,Accept_name_WFO,Habit,Distribution,IUCN_status,wden_sps,Wden_final,seed_size,disperser,habt_new,ad_ht,DBH,Basal,Carbon
2016-10-13T00:00:00Z,Fragment,SEL2_07U,Eucalyptus sp.,40,126,0,0,0,0,0,0,0,0,0,0,0,NONE,Eucalyptus sp.,Tree,Introduced,NA,NA,0.544,S,Wind,Int,45,40.1070456591576,0.126337193826347,0.861300605189795
2016-10-13T00:00:00Z,Fragment,SEL2_07U,Eucalyptus sp.,15,47,0,0,0,0,0,0,0,0,0,0,0,NONE,Eucalyptus sp.,Tree,Introduced,NA,NA,0.544,S,Wind,Int,45,14.9605646506382,0.0175786634644998,0.0482415201267555
2016-10-13T00:00:00Z,Fragment,SEL2_07U,Eucalyptus sp.,36,83,0,0,0,0,0,0,0,0,0,0,0,NONE,Eucalyptus sp.,Tree,Introduced,NA,NA,0.544,S,Wind,Int,45,26.4197205532546,0.0548209201480034,0.34404287946383
2016-10-13T00:00:00Z,Fragment,SEL2_07U,Eucalyptus sp.,33,107,48.5,0,0,0,0,0,0,0,0,0,0,NONE,Eucalyptus sp.,Tree,Introduced,NA,NA,0.544,S,Wind,Int,45,37.3946384625365,0.109826857917351,0.622659878864387
2016-10-13T00:00:00Z,Fragment,SEL2_07U,Eucalyptus sp.,25,75,0,0,0,0,0,0,0,0,0,0,0,NONE,Eucalyptus sp.,Tree,Introduced,NA,NA,0.544,S,Wind,Int,45,23.8732414637843,0.0447623277445956,0.197756119449408
2016-10-13T00:00:00Z,Fragment,SEL2_07U,Eucalyptus sp.,9,36,0,0,0,0,0,0,0,0,0,0,0,NONE,Eucalyptus sp.,Tree,Introduced,NA,NA,0.544,S,Wind,Int,45,11.4591559026165,0.0103132403123548,0.0174126177976651
2016-10-13T00:00:00Z,Fragment,SEL2_07U,Eucalyptus sp.,25,57,0,0,0,0,0,0,0,0,0,0,0,NONE,Eucalyptus sp.,Tree,Introduced,NA,NA,0.544,S,Wind,Int,45,18.1436635124761,0.0258547205052784,0.11573855703166
2016-10-13T00:00:00Z,Fragment,SEL2_07U,Eucalyptus sp.,33,63,0,0,0,0,0,0,0,0,0,0,0,NONE,Eucalyptus sp.,Tree,Introduced,NA,NA,0.544,S,Wind,Int,45,20.0535228295788,0.0315842984565866,0.184502924585131
2016-10-13T00:00:00Z,Fragment,SEL2_07U,Eucalyptus sp.,15,57,0,0,0,0,0,0,0,0,0,0,0,NONE,Eucalyptus sp.,Tree,Introduced,NA,NA,0.544,S,Wind,Int,45,18.1436635124761,0.0258547205052784,0.0702997343459056
2016-10-15T00:00:00Z,Fragment,OLV2_08U,Cinnamomum malabatrum,12,87,0,0,0,0,0,0,0,0,0,0,0,Check with Page,Cinnamomum malabathrum,Tree,Endemic,LC,NA,0.475,S,Bird,Secondary,15,27.6929600979898,0.0602321882131278,0.113071150439214
