id	license	institutionID	institutionCode	basisOfRecord	occurrenceID	recordedBy	recordedByID	individualCount	occurrenceStatus	eventID	eventDate	habitat	samplingProtocol	sampleSizeValue	sampleSizeUnit	samplingEffort	continent	country	countryCode	stateProvince	locality	verbatimLocality	decimalLatitude	decimalLongitude	geodeticDatum	coordinateUncertaintyInMeters	verbatimIdentification	identifiedBy	identifiedByID	identificationReferences	identificationRemarks	scientificName	kingdom	phylum	class	order	family	genus	vernacularName
urn:ncf:arp:ncbs:butterflies:Iyerpadi_Top:54	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	HumanObservation	urn:ncf:arp:ncbs:butterflies:Iyerpadi_Top:54	Niranjana C.	https://orcid.org/0009-0004-0515-3468	39	present	urn:ncf:arp:ncbs:butterflies:Iyerpadi_Top	2022-01-01/2022-05-31	forest fragment	5 minute point count	5	metre	40	Asia	India	IN	Tamil Nadu	Valparai plateau, Anamalai hills	Iyerpadi_Top	10.35203	76.99185	WGS84	200	Zizula hylax	Niranjana C.	https://orcid.org/0009-0004-0515-3468	Bhakare, M., and Ogale, H. 2018. A Guide to Butterflies of Western Ghats (India) | iNaturalist. Available from https://www.inaturalist.org. Accessed 2022-01-01	Identified by direct observation and using references listed in identificationReferences	Zizula hylax	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Zizula	Tiny Grass Blue
urn:ncf:arp:ncbs:butterflies:Iyerpadi_Top:55	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	HumanObservation	urn:ncf:arp:ncbs:butterflies:Iyerpadi_Top:55	Niranjana C.	https://orcid.org/0009-0004-0515-3468	1	present	urn:ncf:arp:ncbs:butterflies:Iyerpadi_Top	2022-01-01/2022-05-31	forest fragment	5 minute point count	5	metre	40	Asia	India	IN	Tamil Nadu	Valparai plateau, Anamalai hills	Iyerpadi_Top	10.35203	76.99185	WGS84	200	Nacaduba kurava	Niranjana C.	https://orcid.org/0009-0004-0515-3468	Bhakare, M., and Ogale, H. 2018. A Guide to Butterflies of Western Ghats (India) | iNaturalist. Available from https://www.inaturalist.org. Accessed 2022-01-01	Identified by direct observation and using references listed in identificationReferences	Nacaduba kurava	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Nacaduba	Transparent Six-line Blue
urn:ncf:arp:ncbs:butterflies:Iyerpadi_Top:56	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	HumanObservation	urn:ncf:arp:ncbs:butterflies:Iyerpadi_Top:56	Niranjana C.	https://orcid.org/0009-0004-0515-3468	8	present	urn:ncf:arp:ncbs:butterflies:Iyerpadi_Top	2022-01-01/2022-05-31	forest fragment	5 minute point count	5	metre	40	Asia	India	IN	Tamil Nadu	Valparai plateau, Anamalai hills	Iyerpadi_Top	10.35203	76.99185	WGS84	200	Mycalesis anaxias	Niranjana C.	https://orcid.org/0009-0004-0515-3468	Bhakare, M., and Ogale, H. 2018. A Guide to Butterflies of Western Ghats (India) | iNaturalist. Available from https://www.inaturalist.org. Accessed 2022-01-01	Identified by direct observation and using references listed in identificationReferences	Mycalesis anaxias	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Mycalesis	White-Bar Bushbrown
urn:ncf:arp:ncbs:butterflies:Kalyanapanthal:57	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	HumanObservation	urn:ncf:arp:ncbs:butterflies:Kalyanapanthal:57	Niranjana C.	https://orcid.org/0009-0004-0515-3468	1	present	urn:ncf:arp:ncbs:butterflies:Kalyanapanthal	2022-01-01/2022-05-31	forest fragment	5 minute point count	5	metre	30	Asia	India	IN	Tamil Nadu	Valparai plateau, Anamalai hills	Kalyanapanthal	10.315636	76.869571	WGS84	200	Kaniska canace	Niranjana C.	https://orcid.org/0009-0004-0515-3468	Bhakare, M., and Ogale, H. 2018. A Guide to Butterflies of Western Ghats (India) | iNaturalist. Available from https://www.inaturalist.org. Accessed 2022-01-01	Identified by direct observation and using references listed in identificationReferences	Kaniska canace	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Vanessa	Blue Admiral
urn:ncf:arp:ncbs:butterflies:Kalyanapanthal:58	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	HumanObservation	urn:ncf:arp:ncbs:butterflies:Kalyanapanthal:58	Niranjana C.	https://orcid.org/0009-0004-0515-3468	5	present	urn:ncf:arp:ncbs:butterflies:Kalyanapanthal	2022-01-01/2022-05-31	forest fragment	5 minute point count	5	metre	30	Asia	India	IN	Tamil Nadu	Valparai plateau, Anamalai hills	Kalyanapanthal	10.315636	76.869571	WGS84	200	Papilio polymnestor	Niranjana C.	https://orcid.org/0009-0004-0515-3468	Bhakare, M., and Ogale, H. 2018. A Guide to Butterflies of Western Ghats (India) | iNaturalist. Available from https://www.inaturalist.org. Accessed 2022-01-01	Identified by direct observation and using references listed in identificationReferences	Papilio polymnestor	Animalia	Arthropoda	Insecta	Lepidoptera	Papilionidae	Papilio	Blue Mormon
urn:ncf:arp:ncbs:butterflies:Kalyanapanthal:59	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	HumanObservation	urn:ncf:arp:ncbs:butterflies:Kalyanapanthal:59	Niranjana C.	https://orcid.org/0009-0004-0515-3468	1	present	urn:ncf:arp:ncbs:butterflies:Kalyanapanthal	2022-01-01/2022-05-31	forest fragment	5 minute point count	5	metre	30	Asia	India	IN	Tamil Nadu	Valparai plateau, Anamalai hills	Kalyanapanthal	10.315636	76.869571	WGS84	200	Iambrix salsala	Niranjana C.	https://orcid.org/0009-0004-0515-3468	Bhakare, M., and Ogale, H. 2018. A Guide to Butterflies of Western Ghats (India) | iNaturalist. Available from https://www.inaturalist.org. Accessed 2022-01-01	Identified by direct observation and using references listed in identificationReferences	Iambrix salsala	Animalia	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Iambrix	Chestnut Bob
urn:ncf:arp:ncbs:butterflies:Kalyanapanthal:60	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	HumanObservation	urn:ncf:arp:ncbs:butterflies:Kalyanapanthal:60	Niranjana C.	https://orcid.org/0009-0004-0515-3468	2	present	urn:ncf:arp:ncbs:butterflies:Kalyanapanthal	2022-01-01/2022-05-31	forest fragment	5 minute point count	5	metre	30	Asia	India	IN	Tamil Nadu	Valparai plateau, Anamalai hills	Kalyanapanthal	10.315636	76.869571	WGS84	200	Neptis jumbah	Niranjana C.	https://orcid.org/0009-0004-0515-3468	Bhakare, M., and Ogale, H. 2018. A Guide to Butterflies of Western Ghats (India) | iNaturalist. Available from https://www.inaturalist.org. Accessed 2022-01-01	Identified by direct observation and using references listed in identificationReferences	Neptis jumbah	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Neptis	Chestnut-streaked Sailer
urn:ncf:arp:ncbs:butterflies:Kalyanapanthal:61	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	HumanObservation	urn:ncf:arp:ncbs:butterflies:Kalyanapanthal:61	Niranjana C.	https://orcid.org/0009-0004-0515-3468	3	present	urn:ncf:arp:ncbs:butterflies:Kalyanapanthal	2022-01-01/2022-05-31	forest fragment	5 minute point count	5	metre	30	Asia	India	IN	Tamil Nadu	Valparai plateau, Anamalai hills	Kalyanapanthal	10.315636	76.869571	WGS84	200	Appias lyncida	Niranjana C.	https://orcid.org/0009-0004-0515-3468	Bhakare, M., and Ogale, H. 2018. A Guide to Butterflies of Western Ghats (India) | iNaturalist. Available from https://www.inaturalist.org. Accessed 2022-01-01	Identified by direct observation and using references listed in identificationReferences	Appias lyncida	Animalia	Arthropoda	Insecta	Lepidoptera	Pieridae	Appias	Chocolate Albatross
urn:ncf:arp:ncbs:butterflies:Kalyanapanthal:62	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	HumanObservation	urn:ncf:arp:ncbs:butterflies:Kalyanapanthal:62	Niranjana C.	https://orcid.org/0009-0004-0515-3468	7	present	urn:ncf:arp:ncbs:butterflies:Kalyanapanthal	2022-01-01/2022-05-31	forest fragment	5 minute point count	5	metre	30	Asia	India	IN	Tamil Nadu	Valparai plateau, Anamalai hills	Kalyanapanthal	10.315636	76.869571	WGS84	200	Junonia iphita	Niranjana C.	https://orcid.org/0009-0004-0515-3468	Bhakare, M., and Ogale, H. 2018. A Guide to Butterflies of Western Ghats (India) | iNaturalist. Available from https://www.inaturalist.org. Accessed 2022-01-01	Identified by direct observation and using references listed in identificationReferences	Junonia iphita	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Junonia	Chocolate Pansy
urn:ncf:arp:ncbs:butterflies:Kalyanapanthal:63	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	HumanObservation	urn:ncf:arp:ncbs:butterflies:Kalyanapanthal:63	Niranjana C.	https://orcid.org/0009-0004-0515-3468	1	present	urn:ncf:arp:ncbs:butterflies:Kalyanapanthal	2022-01-01/2022-05-31	forest fragment	5 minute point count	5	metre	30	Asia	India	IN	Tamil Nadu	Valparai plateau, Anamalai hills	Kalyanapanthal	10.315636	76.869571	WGS84	200	Parthenos sylvia	Niranjana C.	https://orcid.org/0009-0004-0515-3468	Bhakare, M., and Ogale, H. 2018. A Guide to Butterflies of Western Ghats (India) | iNaturalist. Available from https://www.inaturalist.org. Accessed 2022-01-01	Identified by direct observation and using references listed in identificationReferences	Kallima sylvia	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Kallima	Clipper
urn:ncf:arp:ncbs:butterflies:Kalyanapanthal:64	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	HumanObservation	urn:ncf:arp:ncbs:butterflies:Kalyanapanthal:64	Niranjana C.	https://orcid.org/0009-0004-0515-3468	2	present	urn:ncf:arp:ncbs:butterflies:Kalyanapanthal	2022-01-01/2022-05-31	forest fragment	5 minute point count	5	metre	30	Asia	India	IN	Tamil Nadu	Valparai plateau, Anamalai hills	Kalyanapanthal	10.315636	76.869571	WGS84	200	Ariadne merione	Niranjana C.	https://orcid.org/0009-0004-0515-3468	Bhakare, M., and Ogale, H. 2018. A Guide to Butterflies of Western Ghats (India) | iNaturalist. Available from https://www.inaturalist.org. Accessed 2022-01-01	Identified by direct observation and using references listed in identificationReferences	Ariadne merione	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Ariadne	Common Castor
urn:ncf:arp:ncbs:butterflies:Kalyanapanthal:65	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	HumanObservation	urn:ncf:arp:ncbs:butterflies:Kalyanapanthal:65	Niranjana C.	https://orcid.org/0009-0004-0515-3468	9	present	urn:ncf:arp:ncbs:butterflies:Kalyanapanthal	2022-01-01/2022-05-31	forest fragment	5 minute point count	5	metre	30	Asia	India	IN	Tamil Nadu	Valparai plateau, Anamalai hills	Kalyanapanthal	10.315636	76.869571	WGS84	200	Jamides celeno	Niranjana C.	https://orcid.org/0009-0004-0515-3468	Bhakare, M., and Ogale, H. 2018. A Guide to Butterflies of Western Ghats (India) | iNaturalist. Available from https://www.inaturalist.org. Accessed 2022-01-01	Identified by direct observation and using references listed in identificationReferences	Jamides celeno	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Jamides	Common Cerulean
urn:ncf:arp:ncbs:butterflies:Kalyanapanthal:66	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	HumanObservation	urn:ncf:arp:ncbs:butterflies:Kalyanapanthal:66	Niranjana C.	https://orcid.org/0009-0004-0515-3468	1	present	urn:ncf:arp:ncbs:butterflies:Kalyanapanthal	2022-01-01/2022-05-31	forest fragment	5 minute point count	5	metre	30	Asia	India	IN	Tamil Nadu	Valparai plateau, Anamalai hills	Kalyanapanthal	10.315636	76.869571	WGS84	200	Euploea core	Niranjana C.	https://orcid.org/0009-0004-0515-3468	Bhakare, M., and Ogale, H. 2018. A Guide to Butterflies of Western Ghats (India) | iNaturalist. Available from https://www.inaturalist.org. Accessed 2022-01-01	Identified by direct observation and using references listed in identificationReferences	Euploea core	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Euploea	Common Crow
urn:ncf:arp:ncbs:butterflies:Kalyanapanthal:67	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	HumanObservation	urn:ncf:arp:ncbs:butterflies:Kalyanapanthal:67	Niranjana C.	https://orcid.org/0009-0004-0515-3468	1	present	urn:ncf:arp:ncbs:butterflies:Kalyanapanthal	2022-01-01/2022-05-31	forest fragment	5 minute point count	5	metre	30	Asia	India	IN	Tamil Nadu	Valparai plateau, Anamalai hills	Kalyanapanthal	10.315636	76.869571	WGS84	200	Melanitis leda	Niranjana C.	https://orcid.org/0009-0004-0515-3468	Bhakare, M., and Ogale, H. 2018. A Guide to Butterflies of Western Ghats (India) | iNaturalist. Available from https://www.inaturalist.org. Accessed 2022-01-01	Identified by direct observation and using references listed in identificationReferences	Melanitis leda	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Melanitis	Common Evening Brown
urn:ncf:arp:ncbs:butterflies:Kalyanapanthal:68	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	HumanObservation	urn:ncf:arp:ncbs:butterflies:Kalyanapanthal:68	Niranjana C.	https://orcid.org/0009-0004-0515-3468	4	present	urn:ncf:arp:ncbs:butterflies:Kalyanapanthal	2022-01-01/2022-05-31	forest fragment	5 minute point count	5	metre	30	Asia	India	IN	Tamil Nadu	Valparai plateau, Anamalai hills	Kalyanapanthal	10.315636	76.869571	WGS84	200	Ypthima baldus	Niranjana C.	https://orcid.org/0009-0004-0515-3468	Bhakare, M., and Ogale, H. 2018. A Guide to Butterflies of Western Ghats (India) | iNaturalist. Available from https://www.inaturalist.org. Accessed 2022-01-01	Identified by direct observation and using references listed in identificationReferences	Ypthima baldus	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Ypthima	Common Fivering
urn:ncf:arp:ncbs:butterflies:Kalyanapanthal:69	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	HumanObservation	urn:ncf:arp:ncbs:butterflies:Kalyanapanthal:69	Niranjana C.	https://orcid.org/0009-0004-0515-3468	16	present	urn:ncf:arp:ncbs:butterflies:Kalyanapanthal	2022-01-01/2022-05-31	forest fragment	5 minute point count	5	metre	30	Asia	India	IN	Tamil Nadu	Valparai plateau, Anamalai hills	Kalyanapanthal	10.315636	76.869571	WGS84	200	Ypthima huebneri	Niranjana C.	https://orcid.org/0009-0004-0515-3468	Bhakare, M., and Ogale, H. 2018. A Guide to Butterflies of Western Ghats (India) | iNaturalist. Available from https://www.inaturalist.org. Accessed 2022-01-01	Identified by direct observation and using references listed in identificationReferences	Ypthima huebneri	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Ypthima	Common Fourring
urn:ncf:arp:ncbs:butterflies:Kalyanapanthal:70	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	HumanObservation	urn:ncf:arp:ncbs:butterflies:Kalyanapanthal:70	Niranjana C.	https://orcid.org/0009-0004-0515-3468	2	present	urn:ncf:arp:ncbs:butterflies:Kalyanapanthal	2022-01-01/2022-05-31	forest fragment	5 minute point count	5	metre	30	Asia	India	IN	Tamil Nadu	Valparai plateau, Anamalai hills	Kalyanapanthal	10.315636	76.869571	WGS84	200	Graphium doson	Niranjana C.	https://orcid.org/0009-0004-0515-3468	Bhakare, M., and Ogale, H. 2018. A Guide to Butterflies of Western Ghats (India) | iNaturalist. Available from https://www.inaturalist.org. Accessed 2022-01-01	Identified by direct observation and using references listed in identificationReferences	Graphium doson	Animalia	Arthropoda	Insecta	Lepidoptera	Papilionidae	Graphium	Common Jay
urn:ncf:arp:ncbs:butterflies:Kalyanapanthal:71	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	HumanObservation	urn:ncf:arp:ncbs:butterflies:Kalyanapanthal:71	Niranjana C.	https://orcid.org/0009-0004-0515-3468	4	present	urn:ncf:arp:ncbs:butterflies:Kalyanapanthal	2022-01-01/2022-05-31	forest fragment	5 minute point count	5	metre	30	Asia	India	IN	Tamil Nadu	Valparai plateau, Anamalai hills	Kalyanapanthal	10.315636	76.869571	WGS84	200	Delias eucharis	Niranjana C.	https://orcid.org/0009-0004-0515-3468	Bhakare, M., and Ogale, H. 2018. A Guide to Butterflies of Western Ghats (India) | iNaturalist. Available from https://www.inaturalist.org. Accessed 2022-01-01	Identified by direct observation and using references listed in identificationReferences	Delias eucharis	Animalia	Arthropoda	Insecta	Lepidoptera	Pieridae	Delias	Common Jezebel
urn:ncf:arp:ncbs:butterflies:Kalyanapanthal:72	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	HumanObservation	urn:ncf:arp:ncbs:butterflies:Kalyanapanthal:72	Niranjana C.	https://orcid.org/0009-0004-0515-3468	1	present	urn:ncf:arp:ncbs:butterflies:Kalyanapanthal	2022-01-01/2022-05-31	forest fragment	5 minute point count	5	metre	30	Asia	India	IN	Tamil Nadu	Valparai plateau, Anamalai hills	Kalyanapanthal	10.315636	76.869571	WGS84	200	Pantoporia hordonia	Niranjana C.	https://orcid.org/0009-0004-0515-3468	Bhakare, M., and Ogale, H. 2018. A Guide to Butterflies of Western Ghats (India) | iNaturalist. Available from https://www.inaturalist.org. Accessed 2022-01-01	Identified by direct observation and using references listed in identificationReferences	Pantoporia hordonia	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Pantoporia	Common Lascar
urn:ncf:arp:ncbs:butterflies:Kalyanapanthal:73	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	HumanObservation	urn:ncf:arp:ncbs:butterflies:Kalyanapanthal:73	Niranjana C.	https://orcid.org/0009-0004-0515-3468	4	present	urn:ncf:arp:ncbs:butterflies:Kalyanapanthal	2022-01-01/2022-05-31	forest fragment	5 minute point count	5	metre	30	Asia	India	IN	Tamil Nadu	Valparai plateau, Anamalai hills	Kalyanapanthal	10.315636	76.869571	WGS84	200	Papilio polytes	Niranjana C.	https://orcid.org/0009-0004-0515-3468	Bhakare, M., and Ogale, H. 2018. A Guide to Butterflies of Western Ghats (India) | iNaturalist. Available from https://www.inaturalist.org. Accessed 2022-01-01	Identified by direct observation and using references listed in identificationReferences	Papilio polytes	Animalia	Arthropoda	Insecta	Lepidoptera	Papilionidae	Papilio	Common Mormon
urn:ncf:arp:ncbs:butterflies:Kalyanapanthal:74	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	HumanObservation	urn:ncf:arp:ncbs:butterflies:Kalyanapanthal:74	Niranjana C.	https://orcid.org/0009-0004-0515-3468	1	present	urn:ncf:arp:ncbs:butterflies:Kalyanapanthal	2022-01-01/2022-05-31	forest fragment	5 minute point count	5	metre	30	Asia	India	IN	Tamil Nadu	Valparai plateau, Anamalai hills	Kalyanapanthal	10.315636	76.869571	WGS84	200	Pachliopta aristolochiae	Niranjana C.	https://orcid.org/0009-0004-0515-3468	Bhakare, M., and Ogale, H. 2018. A Guide to Butterflies of Western Ghats (India) | iNaturalist. Available from https://www.inaturalist.org. Accessed 2022-01-01	Identified by direct observation and using references listed in identificationReferences	Pachliopta aristolochiae	Animalia	Arthropoda	Insecta	Lepidoptera	Papilionidae	Pachliopta	Common Rose
urn:ncf:arp:ncbs:butterflies:Kalyanapanthal:75	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	HumanObservation	urn:ncf:arp:ncbs:butterflies:Kalyanapanthal:75	Niranjana C.	https://orcid.org/0009-0004-0515-3468	9	present	urn:ncf:arp:ncbs:butterflies:Kalyanapanthal	2022-01-01/2022-05-31	forest fragment	5 minute point count	5	metre	30	Asia	India	IN	Tamil Nadu	Valparai plateau, Anamalai hills	Kalyanapanthal	10.315636	76.869571	WGS84	200	Neptis hylas	Niranjana C.	https://orcid.org/0009-0004-0515-3468	Bhakare, M., and Ogale, H. 2018. A Guide to Butterflies of Western Ghats (India) | iNaturalist. Available from https://www.inaturalist.org. Accessed 2022-01-01	Identified by direct observation and using references listed in identificationReferences	Neptis hylas	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Neptis	Common Sailer
urn:ncf:arp:ncbs:butterflies:Kalyanapanthal:76	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	HumanObservation	urn:ncf:arp:ncbs:butterflies:Kalyanapanthal:76	Niranjana C.	https://orcid.org/0009-0004-0515-3468	1	present	urn:ncf:arp:ncbs:butterflies:Kalyanapanthal	2022-01-01/2022-05-31	forest fragment	5 minute point count	5	metre	30	Asia	India	IN	Tamil Nadu	Valparai plateau, Anamalai hills	Kalyanapanthal	10.315636	76.869571	WGS84	200	Mycalesis patnia	Niranjana C.	https://orcid.org/0009-0004-0515-3468	Bhakare, M., and Ogale, H. 2018. A Guide to Butterflies of Western Ghats (India) | iNaturalist. Available from https://www.inaturalist.org. Accessed 2022-01-01	Identified by direct observation and using references listed in identificationReferences	Mycalesis patnia	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Mycalesis	Gladeye Bushbrown
urn:ncf:arp:ncbs:butterflies:Kalyanapanthal:77	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	HumanObservation	urn:ncf:arp:ncbs:butterflies:Kalyanapanthal:77	Niranjana C.	https://orcid.org/0009-0004-0515-3468	1	present	urn:ncf:arp:ncbs:butterflies:Kalyanapanthal	2022-01-01/2022-05-31	forest fragment	5 minute point count	5	metre	30	Asia	India	IN	Tamil Nadu	Valparai plateau, Anamalai hills	Kalyanapanthal	10.315636	76.869571	WGS84	200	Parantica aglea	Niranjana C.	https://orcid.org/0009-0004-0515-3468	Bhakare, M., and Ogale, H. 2018. A Guide to Butterflies of Western Ghats (India) | iNaturalist. Available from https://www.inaturalist.org. Accessed 2022-01-01	Identified by direct observation and using references listed in identificationReferences	Parantica aglea	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Parantica	Glassy Tiger
urn:ncf:arp:ncbs:butterflies:Kalyanapanthal:78	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	HumanObservation	urn:ncf:arp:ncbs:butterflies:Kalyanapanthal:78	Niranjana C.	https://orcid.org/0009-0004-0515-3468	6	present	urn:ncf:arp:ncbs:butterflies:Kalyanapanthal	2022-01-01/2022-05-31	forest fragment	5 minute point count	5	metre	30	Asia	India	IN	Tamil Nadu	Valparai plateau, Anamalai hills	Kalyanapanthal	10.315636	76.869571	WGS84	200	Hebomoia glaucippe	Niranjana C.	https://orcid.org/0009-0004-0515-3468	Bhakare, M., and Ogale, H. 2018. A Guide to Butterflies of Western Ghats (India) | iNaturalist. Available from https://www.inaturalist.org. Accessed 2022-01-01	Identified by direct observation and using references listed in identificationReferences	Hebomoia glaucippe	Animalia	Arthropoda	Insecta	Lepidoptera	Pieridae	Hebomoia	Great Orange Tip
urn:ncf:arp:ncbs:butterflies:Kalyanapanthal:79	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	HumanObservation	urn:ncf:arp:ncbs:butterflies:Kalyanapanthal:79	Niranjana C.	https://orcid.org/0009-0004-0515-3468	2	present	urn:ncf:arp:ncbs:butterflies:Kalyanapanthal	2022-01-01/2022-05-31	forest fragment	5 minute point count	5	metre	30	Asia	India	IN	Tamil Nadu	Valparai plateau, Anamalai hills	Kalyanapanthal	10.315636	76.869571	WGS84	200	Tanaecia lepidea	Niranjana C.	https://orcid.org/0009-0004-0515-3468	Bhakare, M., and Ogale, H. 2018. A Guide to Butterflies of Western Ghats (India) | iNaturalist. Available from https://www.inaturalist.org. Accessed 2022-01-01	Identified by direct observation and using references listed in identificationReferences	Tanaecia lepidea	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Tanaecia	Grey Count
urn:ncf:arp:ncbs:butterflies:Kalyanapanthal:80	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	HumanObservation	urn:ncf:arp:ncbs:butterflies:Kalyanapanthal:80	Niranjana C.	https://orcid.org/0009-0004-0515-3468	1	present	urn:ncf:arp:ncbs:butterflies:Kalyanapanthal	2022-01-01/2022-05-31	forest fragment	5 minute point count	5	metre	30	Asia	India	IN	Tamil Nadu	Valparai plateau, Anamalai hills	Kalyanapanthal	10.315636	76.869571	WGS84	200	Junonia lemonias	Niranjana C.	https://orcid.org/0009-0004-0515-3468	Bhakare, M., and Ogale, H. 2018. A Guide to Butterflies of Western Ghats (India) | iNaturalist. Available from https://www.inaturalist.org. Accessed 2022-01-01	Identified by direct observation and using references listed in identificationReferences	Junonia lemonias	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Junonia	Lemon Pansy
urn:ncf:arp:ncbs:butterflies:Kalyanapanthal:81	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	HumanObservation	urn:ncf:arp:ncbs:butterflies:Kalyanapanthal:81	Niranjana C.	https://orcid.org/0009-0004-0515-3468	1	present	urn:ncf:arp:ncbs:butterflies:Kalyanapanthal	2022-01-01/2022-05-31	forest fragment	5 minute point count	5	metre	30	Asia	India	IN	Tamil Nadu	Valparai plateau, Anamalai hills	Kalyanapanthal	10.315636	76.869571	WGS84	200	Papilio dravidarum	Niranjana C.	https://orcid.org/0009-0004-0515-3468	Bhakare, M., and Ogale, H. 2018. A Guide to Butterflies of Western Ghats (India) | iNaturalist. Available from https://www.inaturalist.org. Accessed 2022-01-01	Identified by direct observation and using references listed in identificationReferences	Papilio dravidarum	Animalia	Arthropoda	Insecta	Lepidoptera	Papilionidae	Papilio	Malabar Raven
