id	license	institutionID	institutionCode	basisOfRecord	occurrenceID	recordedBy	recordedByID	individualCount	occurrenceStatus	eventID	eventDate	habitat	samplingProtocol	sampleSizeValue	sampleSizeUnit	samplingEffort	continent	country	countryCode	stateProvince	locality	verbatimLocality	decimalLatitude	decimalLongitude	geodeticDatum	coordinateUncertaintyInMeters	verbatimIdentification	identifiedBy	identifiedByID	identificationReferences	identificationRemarks	scientificName	kingdom	phylum	class	order	family	genus	vernacularName
urn:ncf:arp:ncbs:butterflies:Candura:1	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	HumanObservation	urn:ncf:arp:ncbs:butterflies:Candura:1	Niranjana C.	https://orcid.org/0009-0004-0515-3468	4	present	urn:ncf:arp:ncbs:butterflies:Candura	2022-01-01/2022-05-31	forest fragment	5 minute point count	5	metre	30	Asia	India	IN	Tamil Nadu	Valparai plateau, Anamalai hills	Candura	10.30943	76.83594	WGS84	200	Papilio polymnestor	Niranjana C.	https://orcid.org/0009-0004-0515-3468	Bhakare, M., and Ogale, H. 2018. A Guide to Butterflies of Western Ghats (India) | iNaturalist. Available from https://www.inaturalist.org. Accessed 2022-01-01	Identified by direct observation and using references listed in identificationReferences	Papilio polymnestor	Animalia	Arthropoda	Insecta	Lepidoptera	Papilionidae	Papilio	Blue Mormon
urn:ncf:arp:ncbs:butterflies:Candura:2	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	HumanObservation	urn:ncf:arp:ncbs:butterflies:Candura:2	Niranjana C.	https://orcid.org/0009-0004-0515-3468	3	present	urn:ncf:arp:ncbs:butterflies:Candura	2022-01-01/2022-05-31	forest fragment	5 minute point count	5	metre	30	Asia	India	IN	Tamil Nadu	Valparai plateau, Anamalai hills	Candura	10.30943	76.83594	WGS84	200	Euploea klugii	Niranjana C.	https://orcid.org/0009-0004-0515-3468	Bhakare, M., and Ogale, H. 2018. A Guide to Butterflies of Western Ghats (India) | iNaturalist. Available from https://www.inaturalist.org. Accessed 2022-01-01	Identified by direct observation and using references listed in identificationReferences	Euploea klugii	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Euploea	Brown King Crow
urn:ncf:arp:ncbs:butterflies:Candura:3	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	HumanObservation	urn:ncf:arp:ncbs:butterflies:Candura:3	Niranjana C.	https://orcid.org/0009-0004-0515-3468	1	present	urn:ncf:arp:ncbs:butterflies:Candura	2022-01-01/2022-05-31	forest fragment	5 minute point count	5	metre	30	Asia	India	IN	Tamil Nadu	Valparai plateau, Anamalai hills	Candura	10.30943	76.83594	WGS84	200	Iambrix salsala	Niranjana C.	https://orcid.org/0009-0004-0515-3468	Bhakare, M., and Ogale, H. 2018. A Guide to Butterflies of Western Ghats (India) | iNaturalist. Available from https://www.inaturalist.org. Accessed 2022-01-01	Identified by direct observation and using references listed in identificationReferences	Iambrix salsala	Animalia	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Iambrix	Chestnut Bob
urn:ncf:arp:ncbs:butterflies:Candura:4	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	HumanObservation	urn:ncf:arp:ncbs:butterflies:Candura:4	Niranjana C.	https://orcid.org/0009-0004-0515-3468	2	present	urn:ncf:arp:ncbs:butterflies:Candura	2022-01-01/2022-05-31	forest fragment	5 minute point count	5	metre	30	Asia	India	IN	Tamil Nadu	Valparai plateau, Anamalai hills	Candura	10.30943	76.83594	WGS84	200	Appias lyncida	Niranjana C.	https://orcid.org/0009-0004-0515-3468	Bhakare, M., and Ogale, H. 2018. A Guide to Butterflies of Western Ghats (India) | iNaturalist. Available from https://www.inaturalist.org. Accessed 2022-01-01	Identified by direct observation and using references listed in identificationReferences	Appias lyncida	Animalia	Arthropoda	Insecta	Lepidoptera	Pieridae	Appias	Chocolate Albatross
urn:ncf:arp:ncbs:butterflies:Candura:5	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	HumanObservation	urn:ncf:arp:ncbs:butterflies:Candura:5	Niranjana C.	https://orcid.org/0009-0004-0515-3468	12	present	urn:ncf:arp:ncbs:butterflies:Candura	2022-01-01/2022-05-31	forest fragment	5 minute point count	5	metre	30	Asia	India	IN	Tamil Nadu	Valparai plateau, Anamalai hills	Candura	10.30943	76.83594	WGS84	200	Junonia iphita	Niranjana C.	https://orcid.org/0009-0004-0515-3468	Bhakare, M., and Ogale, H. 2018. A Guide to Butterflies of Western Ghats (India) | iNaturalist. Available from https://www.inaturalist.org. Accessed 2022-01-01	Identified by direct observation and using references listed in identificationReferences	Junonia iphita	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Junonia	Chocolate Pansy
urn:ncf:arp:ncbs:butterflies:Candura:6	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	HumanObservation	urn:ncf:arp:ncbs:butterflies:Candura:6	Niranjana C.	https://orcid.org/0009-0004-0515-3468	2	present	urn:ncf:arp:ncbs:butterflies:Candura	2022-01-01/2022-05-31	forest fragment	5 minute point count	5	metre	30	Asia	India	IN	Tamil Nadu	Valparai plateau, Anamalai hills	Candura	10.30943	76.83594	WGS84	200	Appias albina	Niranjana C.	https://orcid.org/0009-0004-0515-3468	Bhakare, M., and Ogale, H. 2018. A Guide to Butterflies of Western Ghats (India) | iNaturalist. Available from https://www.inaturalist.org. Accessed 2022-01-01	Identified by direct observation and using references listed in identificationReferences	Appias albina	Animalia	Arthropoda	Insecta	Lepidoptera	Pieridae	Appias	Common Albatross
urn:ncf:arp:ncbs:butterflies:Candura:7	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	HumanObservation	urn:ncf:arp:ncbs:butterflies:Candura:7	Niranjana C.	https://orcid.org/0009-0004-0515-3468	1	present	urn:ncf:arp:ncbs:butterflies:Candura	2022-01-01/2022-05-31	forest fragment	5 minute point count	5	metre	30	Asia	India	IN	Tamil Nadu	Valparai plateau, Anamalai hills	Candura	10.30943	76.83594	WGS84	200	Ariadne merione	Niranjana C.	https://orcid.org/0009-0004-0515-3468	Bhakare, M., and Ogale, H. 2018. A Guide to Butterflies of Western Ghats (India) | iNaturalist. Available from https://www.inaturalist.org. Accessed 2022-01-01	Identified by direct observation and using references listed in identificationReferences	Ariadne merione	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Ariadne	Common Castor
urn:ncf:arp:ncbs:butterflies:Candura:8	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	HumanObservation	urn:ncf:arp:ncbs:butterflies:Candura:8	Niranjana C.	https://orcid.org/0009-0004-0515-3468	8	present	urn:ncf:arp:ncbs:butterflies:Candura	2022-01-01/2022-05-31	forest fragment	5 minute point count	5	metre	30	Asia	India	IN	Tamil Nadu	Valparai plateau, Anamalai hills	Candura	10.30943	76.83594	WGS84	200	Jamides celeno	Niranjana C.	https://orcid.org/0009-0004-0515-3468	Bhakare, M., and Ogale, H. 2018. A Guide to Butterflies of Western Ghats (India) | iNaturalist. Available from https://www.inaturalist.org. Accessed 2022-01-01	Identified by direct observation and using references listed in identificationReferences	Jamides celeno	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Jamides	Common Cerulean
urn:ncf:arp:ncbs:butterflies:Candura:9	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	HumanObservation	urn:ncf:arp:ncbs:butterflies:Candura:9	Niranjana C.	https://orcid.org/0009-0004-0515-3468	5	present	urn:ncf:arp:ncbs:butterflies:Candura	2022-01-01/2022-05-31	forest fragment	5 minute point count	5	metre	30	Asia	India	IN	Tamil Nadu	Valparai plateau, Anamalai hills	Candura	10.30943	76.83594	WGS84	200	Euploea core	Niranjana C.	https://orcid.org/0009-0004-0515-3468	Bhakare, M., and Ogale, H. 2018. A Guide to Butterflies of Western Ghats (India) | iNaturalist. Available from https://www.inaturalist.org. Accessed 2022-01-01	Identified by direct observation and using references listed in identificationReferences	Euploea core	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Euploea	Common Crow
urn:ncf:arp:ncbs:butterflies:Candura:10	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	HumanObservation	urn:ncf:arp:ncbs:butterflies:Candura:10	Niranjana C.	https://orcid.org/0009-0004-0515-3468	6	present	urn:ncf:arp:ncbs:butterflies:Candura	2022-01-01/2022-05-31	forest fragment	5 minute point count	5	metre	30	Asia	India	IN	Tamil Nadu	Valparai plateau, Anamalai hills	Candura	10.30943	76.83594	WGS84	200	Catopsilia pomona	Niranjana C.	https://orcid.org/0009-0004-0515-3468	Bhakare, M., and Ogale, H. 2018. A Guide to Butterflies of Western Ghats (India) | iNaturalist. Available from https://www.inaturalist.org. Accessed 2022-01-01	Identified by direct observation and using references listed in identificationReferences	Catopsilia pomona	Animalia	Arthropoda	Insecta	Lepidoptera	Pieridae	Catopsilia	Common Emigrant
urn:ncf:arp:ncbs:butterflies:Candura:11	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	HumanObservation	urn:ncf:arp:ncbs:butterflies:Candura:11	Niranjana C.	https://orcid.org/0009-0004-0515-3468	2	present	urn:ncf:arp:ncbs:butterflies:Candura	2022-01-01/2022-05-31	forest fragment	5 minute point count	5	metre	30	Asia	India	IN	Tamil Nadu	Valparai plateau, Anamalai hills	Candura	10.30943	76.83594	WGS84	200	Melanitis leda	Niranjana C.	https://orcid.org/0009-0004-0515-3468	Bhakare, M., and Ogale, H. 2018. A Guide to Butterflies of Western Ghats (India) | iNaturalist. Available from https://www.inaturalist.org. Accessed 2022-01-01	Identified by direct observation and using references listed in identificationReferences	Melanitis leda	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Melanitis	Common Evening Brown
urn:ncf:arp:ncbs:butterflies:Candura:12	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	HumanObservation	urn:ncf:arp:ncbs:butterflies:Candura:12	Niranjana C.	https://orcid.org/0009-0004-0515-3468	30	present	urn:ncf:arp:ncbs:butterflies:Candura	2022-01-01/2022-05-31	forest fragment	5 minute point count	5	metre	30	Asia	India	IN	Tamil Nadu	Valparai plateau, Anamalai hills	Candura	10.30943	76.83594	WGS84	200	Ypthima huebneri	Niranjana C.	https://orcid.org/0009-0004-0515-3468	Bhakare, M., and Ogale, H. 2018. A Guide to Butterflies of Western Ghats (India) | iNaturalist. Available from https://www.inaturalist.org. Accessed 2022-01-01	Identified by direct observation and using references listed in identificationReferences	Ypthima huebneri	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Ypthima	Common Fourring
urn:ncf:arp:ncbs:butterflies:Candura:13	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	HumanObservation	urn:ncf:arp:ncbs:butterflies:Candura:13	Niranjana C.	https://orcid.org/0009-0004-0515-3468	1	present	urn:ncf:arp:ncbs:butterflies:Candura	2022-01-01/2022-05-31	forest fragment	5 minute point count	5	metre	30	Asia	India	IN	Tamil Nadu	Valparai plateau, Anamalai hills	Candura	10.30943	76.83594	WGS84	200	Delias eucharis	Niranjana C.	https://orcid.org/0009-0004-0515-3468	Bhakare, M., and Ogale, H. 2018. A Guide to Butterflies of Western Ghats (India) | iNaturalist. Available from https://www.inaturalist.org. Accessed 2022-01-01	Identified by direct observation and using references listed in identificationReferences	Delias eucharis	Animalia	Arthropoda	Insecta	Lepidoptera	Pieridae	Delias	Common Jezebel
urn:ncf:arp:ncbs:butterflies:Candura:14	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	HumanObservation	urn:ncf:arp:ncbs:butterflies:Candura:14	Niranjana C.	https://orcid.org/0009-0004-0515-3468	1	present	urn:ncf:arp:ncbs:butterflies:Candura	2022-01-01/2022-05-31	forest fragment	5 minute point count	5	metre	30	Asia	India	IN	Tamil Nadu	Valparai plateau, Anamalai hills	Candura	10.30943	76.83594	WGS84	200	Pantoporia hordonia	Niranjana C.	https://orcid.org/0009-0004-0515-3468	Bhakare, M., and Ogale, H. 2018. A Guide to Butterflies of Western Ghats (India) | iNaturalist. Available from https://www.inaturalist.org. Accessed 2022-01-01	Identified by direct observation and using references listed in identificationReferences	Pantoporia hordonia	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Pantoporia	Common Lascar
urn:ncf:arp:ncbs:butterflies:Candura:15	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	HumanObservation	urn:ncf:arp:ncbs:butterflies:Candura:15	Niranjana C.	https://orcid.org/0009-0004-0515-3468	2	present	urn:ncf:arp:ncbs:butterflies:Candura	2022-01-01/2022-05-31	forest fragment	5 minute point count	5	metre	30	Asia	India	IN	Tamil Nadu	Valparai plateau, Anamalai hills	Candura	10.30943	76.83594	WGS84	200	Papilio polytes	Niranjana C.	https://orcid.org/0009-0004-0515-3468	Bhakare, M., and Ogale, H. 2018. A Guide to Butterflies of Western Ghats (India) | iNaturalist. Available from https://www.inaturalist.org. Accessed 2022-01-01	Identified by direct observation and using references listed in identificationReferences	Papilio polytes	Animalia	Arthropoda	Insecta	Lepidoptera	Papilionidae	Papilio	Common Mormon
urn:ncf:arp:ncbs:butterflies:Candura:16	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	HumanObservation	urn:ncf:arp:ncbs:butterflies:Candura:16	Niranjana C.	https://orcid.org/0009-0004-0515-3468	4	present	urn:ncf:arp:ncbs:butterflies:Candura	2022-01-01/2022-05-31	forest fragment	5 minute point count	5	metre	30	Asia	India	IN	Tamil Nadu	Valparai plateau, Anamalai hills	Candura	10.30943	76.83594	WGS84	200	Neptis hylas	Niranjana C.	https://orcid.org/0009-0004-0515-3468	Bhakare, M., and Ogale, H. 2018. A Guide to Butterflies of Western Ghats (India) | iNaturalist. Available from https://www.inaturalist.org. Accessed 2022-01-01	Identified by direct observation and using references listed in identificationReferences	Neptis hylas	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Neptis	Common Sailer
urn:ncf:arp:ncbs:butterflies:Candura:17	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	HumanObservation	urn:ncf:arp:ncbs:butterflies:Candura:17	Niranjana C.	https://orcid.org/0009-0004-0515-3468	1	present	urn:ncf:arp:ncbs:butterflies:Candura	2022-01-01/2022-05-31	forest fragment	5 minute point count	5	metre	30	Asia	India	IN	Tamil Nadu	Valparai plateau, Anamalai hills	Candura	10.30943	76.83594	WGS84	200	Hypolimnas misippus	Niranjana C.	https://orcid.org/0009-0004-0515-3468	Bhakare, M., and Ogale, H. 2018. A Guide to Butterflies of Western Ghats (India) | iNaturalist. Available from https://www.inaturalist.org. Accessed 2022-01-01	Identified by direct observation and using references listed in identificationReferences	Hypolimnas misippus	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Hypolimnas	Danaid Eggfly
urn:ncf:arp:ncbs:butterflies:Candura:18	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	HumanObservation	urn:ncf:arp:ncbs:butterflies:Candura:18	Niranjana C.	https://orcid.org/0009-0004-0515-3468	3	present	urn:ncf:arp:ncbs:butterflies:Candura	2022-01-01/2022-05-31	forest fragment	5 minute point count	5	metre	30	Asia	India	IN	Tamil Nadu	Valparai plateau, Anamalai hills	Candura	10.30943	76.83594	WGS84	200	Mycalesis patnia	Niranjana C.	https://orcid.org/0009-0004-0515-3468	Bhakare, M., and Ogale, H. 2018. A Guide to Butterflies of Western Ghats (India) | iNaturalist. Available from https://www.inaturalist.org. Accessed 2022-01-01	Identified by direct observation and using references listed in identificationReferences	Mycalesis patnia	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Mycalesis	Gladeye Bushbrown
urn:ncf:arp:ncbs:butterflies:Candura:19	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	HumanObservation	urn:ncf:arp:ncbs:butterflies:Candura:19	Niranjana C.	https://orcid.org/0009-0004-0515-3468	3	present	urn:ncf:arp:ncbs:butterflies:Candura	2022-01-01/2022-05-31	forest fragment	5 minute point count	5	metre	30	Asia	India	IN	Tamil Nadu	Valparai plateau, Anamalai hills	Candura	10.30943	76.83594	WGS84	200	Parantica aglea	Niranjana C.	https://orcid.org/0009-0004-0515-3468	Bhakare, M., and Ogale, H. 2018. A Guide to Butterflies of Western Ghats (India) | iNaturalist. Available from https://www.inaturalist.org. Accessed 2022-01-01	Identified by direct observation and using references listed in identificationReferences	Parantica aglea	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Parantica	Glassy Tiger
urn:ncf:arp:ncbs:butterflies:Candura:20	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	HumanObservation	urn:ncf:arp:ncbs:butterflies:Candura:20	Niranjana C.	https://orcid.org/0009-0004-0515-3468	2	present	urn:ncf:arp:ncbs:butterflies:Candura	2022-01-01/2022-05-31	forest fragment	5 minute point count	5	metre	30	Asia	India	IN	Tamil Nadu	Valparai plateau, Anamalai hills	Candura	10.30943	76.83594	WGS84	200	Hypolimnas bolina	Niranjana C.	https://orcid.org/0009-0004-0515-3468	Bhakare, M., and Ogale, H. 2018. A Guide to Butterflies of Western Ghats (India) | iNaturalist. Available from https://www.inaturalist.org. Accessed 2022-01-01	Identified by direct observation and using references listed in identificationReferences	Hypolimnas bolina	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Hypolimnas	Great Eggfly
urn:ncf:arp:ncbs:butterflies:Candura:21	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	HumanObservation	urn:ncf:arp:ncbs:butterflies:Candura:21	Niranjana C.	https://orcid.org/0009-0004-0515-3468	1	present	urn:ncf:arp:ncbs:butterflies:Candura	2022-01-01/2022-05-31	forest fragment	5 minute point count	5	metre	30	Asia	India	IN	Tamil Nadu	Valparai plateau, Anamalai hills	Candura	10.30943	76.83594	WGS84	200	Tanaecia lepidea	Niranjana C.	https://orcid.org/0009-0004-0515-3468	Bhakare, M., and Ogale, H. 2018. A Guide to Butterflies of Western Ghats (India) | iNaturalist. Available from https://www.inaturalist.org. Accessed 2022-01-01	Identified by direct observation and using references listed in identificationReferences	Tanaecia lepidea	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Tanaecia	Grey Count
urn:ncf:arp:ncbs:butterflies:Candura:22	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	HumanObservation	urn:ncf:arp:ncbs:butterflies:Candura:22	Niranjana C.	https://orcid.org/0009-0004-0515-3468	1	present	urn:ncf:arp:ncbs:butterflies:Candura	2022-01-01/2022-05-31	forest fragment	5 minute point count	5	metre	30	Asia	India	IN	Tamil Nadu	Valparai plateau, Anamalai hills	Candura	10.30943	76.83594	WGS84	200	Papilio dravidarum	Niranjana C.	https://orcid.org/0009-0004-0515-3468	Bhakare, M., and Ogale, H. 2018. A Guide to Butterflies of Western Ghats (India) | iNaturalist. Available from https://www.inaturalist.org. Accessed 2022-01-01	Identified by direct observation and using references listed in identificationReferences	Papilio dravidarum	Animalia	Arthropoda	Insecta	Lepidoptera	Papilionidae	Papilio	Malabar Raven
urn:ncf:arp:ncbs:butterflies:Candura:23	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	HumanObservation	urn:ncf:arp:ncbs:butterflies:Candura:23	Niranjana C.	https://orcid.org/0009-0004-0515-3468	8	present	urn:ncf:arp:ncbs:butterflies:Candura	2022-01-01/2022-05-31	forest fragment	5 minute point count	5	metre	30	Asia	India	IN	Tamil Nadu	Valparai plateau, Anamalai hills	Candura	10.30943	76.83594	WGS84	200	Papilio paris	Niranjana C.	https://orcid.org/0009-0004-0515-3468	Bhakare, M., and Ogale, H. 2018. A Guide to Butterflies of Western Ghats (India) | iNaturalist. Available from https://www.inaturalist.org. Accessed 2022-01-01	Identified by direct observation and using references listed in identificationReferences	Papilio paris	Animalia	Arthropoda	Insecta	Lepidoptera	Papilionidae	Papilio	Paris Peacock
urn:ncf:arp:ncbs:butterflies:Candura:24	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	HumanObservation	urn:ncf:arp:ncbs:butterflies:Candura:24	Niranjana C.	https://orcid.org/0009-0004-0515-3468	11	present	urn:ncf:arp:ncbs:butterflies:Candura	2022-01-01/2022-05-31	forest fragment	5 minute point count	5	metre	30	Asia	India	IN	Tamil Nadu	Valparai plateau, Anamalai hills	Candura	10.30943	76.83594	WGS84	200	Papilio helenus	Niranjana C.	https://orcid.org/0009-0004-0515-3468	Bhakare, M., and Ogale, H. 2018. A Guide to Butterflies of Western Ghats (India) | iNaturalist. Available from https://www.inaturalist.org. Accessed 2022-01-01	Identified by direct observation and using references listed in identificationReferences	Papilio helenus	Animalia	Arthropoda	Insecta	Lepidoptera	Papilionidae	Papilio	Red Helen
urn:ncf:arp:ncbs:butterflies:Candura:25	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	HumanObservation	urn:ncf:arp:ncbs:butterflies:Candura:25	Niranjana C.	https://orcid.org/0009-0004-0515-3468	7	present	urn:ncf:arp:ncbs:butterflies:Candura	2022-01-01/2022-05-31	forest fragment	5 minute point count	5	metre	30	Asia	India	IN	Tamil Nadu	Valparai plateau, Anamalai hills	Candura	10.30943	76.83594	WGS84	200	Cupha erymanthis	Niranjana C.	https://orcid.org/0009-0004-0515-3468	Bhakare, M., and Ogale, H. 2018. A Guide to Butterflies of Western Ghats (India) | iNaturalist. Available from https://www.inaturalist.org. Accessed 2022-01-01	Identified by direct observation and using references listed in identificationReferences	Cupha erymanthis	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Cupha	Rustic
urn:ncf:arp:ncbs:butterflies:Candura:26	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	HumanObservation	urn:ncf:arp:ncbs:butterflies:Candura:26	Niranjana C.	https://orcid.org/0009-0004-0515-3468	1	present	urn:ncf:arp:ncbs:butterflies:Candura	2022-01-01/2022-05-31	forest fragment	5 minute point count	5	metre	30	Asia	India	IN	Tamil Nadu	Valparai plateau, Anamalai hills	Candura	10.30943	76.83594	WGS84	200	Graphium agamemnon	Niranjana C.	https://orcid.org/0009-0004-0515-3468	Bhakare, M., and Ogale, H. 2018. A Guide to Butterflies of Western Ghats (India) | iNaturalist. Available from https://www.inaturalist.org. Accessed 2022-01-01	Identified by direct observation and using references listed in identificationReferences	Graphium agamemnon	Animalia	Arthropoda	Insecta	Lepidoptera	Papilionidae	Graphium	Tailed Jay
urn:ncf:arp:ncbs:butterflies:Candura:27	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	HumanObservation	urn:ncf:arp:ncbs:butterflies:Candura:27	Niranjana C.	https://orcid.org/0009-0004-0515-3468	1	present	urn:ncf:arp:ncbs:butterflies:Candura	2022-01-01/2022-05-31	forest fragment	5 minute point count	5	metre	30	Asia	India	IN	Tamil Nadu	Valparai plateau, Anamalai hills	Candura	10.30943	76.83594	WGS84	200	Cirrochroa thais	Niranjana C.	https://orcid.org/0009-0004-0515-3468	Bhakare, M., and Ogale, H. 2018. A Guide to Butterflies of Western Ghats (India) | iNaturalist. Available from https://www.inaturalist.org. Accessed 2022-01-01	Identified by direct observation and using references listed in identificationReferences	Cirrochroa thais	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Cirrochroa	Tamil Yeoman
urn:ncf:arp:ncbs:butterflies:Iyerpadi_Top:28	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	HumanObservation	urn:ncf:arp:ncbs:butterflies:Iyerpadi_Top:28	Niranjana C.	https://orcid.org/0009-0004-0515-3468	1	present	urn:ncf:arp:ncbs:butterflies:Iyerpadi_Top	2022-01-01/2022-05-31	forest fragment	5 minute point count	5	metre	40	Asia	India	IN	Tamil Nadu	Valparai plateau, Anamalai hills	Iyerpadi_Top	10.35203	76.99185	WGS84	200	Kaniska canace	Niranjana C.	https://orcid.org/0009-0004-0515-3468	Bhakare, M., and Ogale, H. 2018. A Guide to Butterflies of Western Ghats (India) | iNaturalist. Available from https://www.inaturalist.org. Accessed 2022-01-01	Identified by direct observation and using references listed in identificationReferences	Kaniska canace	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Vanessa	Blue Admiral
urn:ncf:arp:ncbs:butterflies:Iyerpadi_Top:29	https://creativecommons.org/licenses/by/4.0/legalcode	https://www.gbif.org/publisher/038a1133-81e2-42e8-a4dd-b5ac246eb082	NCF-India	HumanObservation	urn:ncf:arp:ncbs:butterflies:Iyerpadi_Top:29	Niranjana C.	https://orcid.org/0009-0004-0515-3468	4	present	urn:ncf:arp:ncbs:butterflies:Iyerpadi_Top	2022-01-01/2022-05-31	forest fragment	5 minute point count	5	metre	40	Asia	India	IN	Tamil Nadu	Valparai plateau, Anamalai hills	Iyerpadi_Top	10.35203	76.99185	WGS84	200	Papilio polymnestor	Niranjana C.	https://orcid.org/0009-0004-0515-3468	Bhakare, M., and Ogale, H. 2018. A Guide to Butterflies of Western Ghats (India) | iNaturalist. Available from https://www.inaturalist.org. Accessed 2022-01-01	Identified by direct observation and using references listed in identificationReferences	Papilio polymnestor	Animalia	Arthropoda	Insecta	Lepidoptera	Papilionidae	Papilio	Blue Mormon
