"pointID","note","decimalLatitude","decimalLongitude","coordinateUncertaintyInMeters"
"2019_SLPCQ02","NA",10.337790,76.934990,30
"2019_SLPCQ03","NA",10.337790,76.934990,30
"2019_SLPCQ04","NA",10.337560,76.935670,30
"2019_SLPCQ05","NA",10.337590,76.936050,30
"2019_SLPCQ06","NA",10.338820,76.934470,30
"2019_SLPCQ07","NA",10.338740,76.934500,30
"2019_SLPCQ08","NA",10.338610,76.934810,30
"2019_SLPCQ09","NA",10.338280,76.934940,30
"2019_SLPCQ10","NA",10.338110,76.935350,30
"2019_SLPCQ11","NA",10.337880,76.935810,30
"2019_VAPCQ01","NA",10.423660,76.884810,30
"2019_VAPCQ02","NA",10.422880,76.884240,30
"2019_VAPCQ03","NA",10.422930,76.883170,30
"2019_VAPCQ04","NA",10.422350,76.882360,30
"2019_VAPCQ05","NA",10.421590,76.881430,30
"2019_VAPCQ06","NA",10.420810,76.881310,30
"2019_VAPCQ07","NA",10.421240,76.880560,30
"2019_VAPCQ08","NA",10.421560,76.879430,30
"2019_VAPCQ09","NA",10.421330,76.875720,30
"2019_VAPCQ10","NA",10.421070,76.874850,30
"2019_VAPCQ11","NA",10.420780,76.873760,30
"2019_VAPCQ12","NA",10.421140,76.872950,30
"2019_VAPCQ13","NA",10.420810,76.871970,30
"2019_VAPCQ14","NA",10.420440,76.871140,30
"2019_VAPCQ15","NA",10.420500,76.870120,30
"2019_VAPCQ16","NA",10.420670,76.869340,30
"2019_VAPCQ17","NA",10.420170,76.868600,30
"2019_VAPCQ18","NA",10.419730,76.869410,30
"2019_VAPCQ19","NA",10.419290,76.870200,30
"2019_VAPCQ20","NA",10.419160,76.871020,30
"2019_VAPCQ21","NA",10.419000,76.872160,30
"2019_VAPCQ22","NA",10.418320,76.871150,30
"2019_VAPCQ23","NA",10.418010,76.873370,30
"2019_VAPCQ24","NA",10.417610,76.874580,30
"2019_VAPCQ25","NA",10.418020,76.875040,30
"2019_VTPCQ01","NA",10.356140,76.929550,30
"2019_VTPCQ02","NA",10.356580,76.929700,30
"2019_VTPCQ03","NA",10.355580,76.929950,30
"2019_VTPCQ04","NA",10.355290,76.930450,30
"2019_VTPCQ05","NA",10.354660,76.930790,30
"2019_VTPCQ06","NA",10.354140,76.930330,30
"2019_VTPCQ07","NA",10.353550,76.929850,30
"2019_VTPCQ08","NA",10.352860,76.929170,30
"2019_VTPCQ09","NA",10.352350,76.928550,30
"2019_VTPCQ10","NA",10.352290,76.927830,30
"2019_VTPCQ11","NA",10.352140,76.926980,30
"2019_VTPCQ12","NA",10.351990,76.926110,30
"2019_V4PCQ01","NA",10.346410,76.920850,30
"2019_V4PCQ02","NA",10.346140,76.921110,30
"2019_V4PCQ03","NA",10.345900,76.921460,30
"2019_V4PCQ04","NA",10.345570,76.921660,30
"2019_V4PCQ05","NA",10.345090,76.922260,30
"2019_V4PCQ06","NA",10.345450,76.922880,30
"2019_V4PCQ07","NA",10.345760,76.923350,30
"2019_V4PCQ08","NA",10.345130,76.923610,30
"2019_V4PCQ09","NA",10.344950,76.923960,30
"2019_V4PCQ10","NA",10.347230,76.920890,30
"2005_Andiparai_1","NA",10.397607,76.989666,200
"2005_Andiparai_10","NA",10.397607,76.989666,200
"2005_Andiparai_11","NA",10.397607,76.989666,200
"2005_Andiparai_12","NA",10.397607,76.989666,200
"2005_Andiparai_13","NA",10.397607,76.989666,200
"2005_Andiparai_14","NA",10.397607,76.989666,200
"2005_Andiparai_15","NA",10.397607,76.989666,200
"2005_Andiparai_16","NA",10.397607,76.989666,200
"2005_Andiparai_17","NA",10.397607,76.989666,200
"2005_Andiparai_18","NA",10.397607,76.989666,200
"2005_Andiparai_19","NA",10.397607,76.989666,200
"2005_Andiparai_2","NA",10.397607,76.989666,200
"2005_Andiparai_20","NA",10.397607,76.989666,200
"2005_Andiparai_21","NA",10.397607,76.989666,200
"2005_Andiparai_22","NA",10.397607,76.989666,200
"2005_Andiparai_23","NA",10.397607,76.989666,200
"2005_Andiparai_24","NA",10.397607,76.989666,200
"2005_Andiparai_25","NA",10.397607,76.989666,200
"2005_Andiparai_3","NA",10.397607,76.989666,200
"2005_Andiparai_4","NA",10.397607,76.989666,200
"2005_Andiparai_5","NA",10.397607,76.989666,200
"2005_Andiparai_6","NA",10.397607,76.989666,200
"2005_Andiparai_7","NA",10.397607,76.989666,200
"2005_Andiparai_8","NA",10.397607,76.989666,200
"2005_Andiparai_9","NA",10.397607,76.989666,200
"2005_Injipara_1","NA",10.32346,76.928694,200
"2005_Injipara_10","NA",10.32346,76.928694,200
"2005_Injipara_11","NA",10.32346,76.928694,200
"2005_Injipara_12","NA",10.32346,76.928694,200
"2005_Injipara_13","NA",10.32346,76.928694,200
"2005_Injipara_14","NA",10.32346,76.928694,200
"2005_Injipara_15","NA",10.32346,76.928694,200
"2005_Injipara_16","NA",10.32346,76.928694,200
"2005_Injipara_17","NA",10.32346,76.928694,200
"2005_Injipara_18","NA",10.32346,76.928694,200
"2005_Injipara_19","NA",10.32346,76.928694,200
"2005_Injipara_2","NA",10.32346,76.928694,200
"2005_Injipara_20","NA",10.32346,76.928694,200
"2005_Injipara_21","NA",10.32346,76.928694,200
"2005_Injipara_22","NA",10.32346,76.928694,200
"2005_Injipara_23","NA",10.32346,76.928694,200
"2005_Injipara_24","NA",10.32346,76.928694,200
"2005_Injipara_3","NA",10.32346,76.928694,200
"2005_Injipara_4","NA",10.32346,76.928694,200
"2005_Injipara_5","NA",10.32346,76.928694,200
"2005_Injipara_6","NA",10.32346,76.928694,200
"2005_Injipara_7","NA",10.32346,76.928694,200
"2005_Injipara_8","NA",10.32346,76.928694,200
"2005_Injipara_9","NA",10.32346,76.928694,200
"2005_Iyerpadi – Akkamalai_1","36hp",10.368692,76.995555,200
"2005_Iyerpadi – Akkamalai_10","36hp",10.368692,76.995555,200
"2005_Iyerpadi – Akkamalai_11","36hp",10.368692,76.995555,200
"2005_Iyerpadi – Akkamalai_12","36hp",10.368692,76.995555,200
"2005_Iyerpadi – Akkamalai_13","36hp",10.368692,76.995555,200
"2005_Iyerpadi – Akkamalai_14","36hp",10.368692,76.995555,200
"2005_Iyerpadi – Akkamalai_15","36hp",10.368692,76.995555,200
"2005_Iyerpadi – Akkamalai_16","36hp",10.368692,76.995555,200
"2005_Iyerpadi – Akkamalai_17","36hp",10.368692,76.995555,200
"2005_Iyerpadi – Akkamalai_18","36hp",10.368692,76.995555,200
"2005_Iyerpadi – Akkamalai_19","36hp",10.368692,76.995555,200
"2005_Iyerpadi – Akkamalai_2","36hp",10.368692,76.995555,200
"2005_Iyerpadi – Akkamalai_20","36hp",10.368692,76.995555,200
"2005_Iyerpadi – Akkamalai_21","36hp",10.368692,76.995555,200
"2005_Iyerpadi – Akkamalai_22","36hp",10.368692,76.995555,200
"2005_Iyerpadi – Akkamalai_23","36hp",10.368692,76.995555,200
"2005_Iyerpadi – Akkamalai_24","36hp",10.368692,76.995555,200
"2005_Iyerpadi – Akkamalai_25","36hp",10.368692,76.995555,200
"2005_Iyerpadi – Akkamalai_26","36hp",10.368692,76.995555,200
"2005_Iyerpadi – Akkamalai_27","36hp",10.368692,76.995555,200
"2005_Iyerpadi – Akkamalai_28","36hp",10.368692,76.995555,200
"2005_Iyerpadi – Akkamalai_29","akm",10.333438,77.02077,200
"2005_Iyerpadi – Akkamalai_3","36hp",10.368692,76.995555,200
"2005_Iyerpadi – Akkamalai_30","akm",10.333438,77.02077,200
"2005_Iyerpadi – Akkamalai_31","akm",10.333438,77.02077,200
"2005_Iyerpadi – Akkamalai_32","akm",10.333438,77.02077,200
"2005_Iyerpadi – Akkamalai_33","akm",10.333438,77.02077,200
"2005_Iyerpadi – Akkamalai_34","akm",10.333438,77.02077,200
"2005_Iyerpadi – Akkamalai_35","akm",10.333438,77.02077,200
"2005_Iyerpadi – Akkamalai_36","akm",10.333438,77.02077,200
"2005_Iyerpadi – Akkamalai_37","akm",10.333438,77.02077,200
"2005_Iyerpadi – Akkamalai_38","akm",10.333438,77.02077,200
"2005_Iyerpadi – Akkamalai_39","akm",10.333438,77.02077,200
"2005_Iyerpadi – Akkamalai_4","36hp",10.368692,76.995555,200
"2005_Iyerpadi – Akkamalai_40","akm",10.333438,77.02077,200
"2005_Iyerpadi – Akkamalai_41","akm",10.333438,77.02077,200
"2005_Iyerpadi – Akkamalai_42","akm",10.333438,77.02077,200
"2005_Iyerpadi – Akkamalai_43","akm",10.333438,77.02077,200
"2005_Iyerpadi – Akkamalai_44","akm",10.333438,77.02077,200
"2005_Iyerpadi – Akkamalai_45","akm",10.333438,77.02077,200
"2005_Iyerpadi – Akkamalai_46","akm",10.333438,77.02077,200
"2005_Iyerpadi – Akkamalai_47","akm",10.333438,77.02077,200
"2005_Iyerpadi – Akkamalai_48","akm",10.333438,77.02077,200
"2005_Iyerpadi – Akkamalai_49","akm",10.333438,77.02077,200
"2005_Iyerpadi – Akkamalai_5","36hp",10.368692,76.995555,200
"2005_Iyerpadi – Akkamalai_50","akm",10.333438,77.02077,200
"2005_Iyerpadi – Akkamalai_51","akm",10.333438,77.02077,200
"2005_Iyerpadi – Akkamalai_6","36hp",10.368692,76.995555,200
"2005_Iyerpadi – Akkamalai_7","36hp",10.368692,76.995555,200
"2005_Iyerpadi – Akkamalai_8","36hp",10.368692,76.995555,200
"2005_Iyerpadi – Akkamalai_9","36hp",10.368692,76.995555,200
"2005_Korangumudi_1","NA",10.312675,76.91016,200
"2005_Korangumudi_10","NA",10.312675,76.91016,200
"2005_Korangumudi_11","NA",10.312675,76.91016,200
"2005_Korangumudi_12","NA",10.312675,76.91016,200
"2005_Korangumudi_13","NA",10.312675,76.91016,200
"2005_Korangumudi_14","NA",10.312675,76.91016,200
"2005_Korangumudi_15","NA",10.312675,76.91016,200
"2005_Korangumudi_16","NA",10.312675,76.91016,200
"2005_Korangumudi_17","NA",10.312675,76.91016,200
"2005_Korangumudi_18","NA",10.312675,76.91016,200
"2005_Korangumudi_19","NA",10.312675,76.91016,200
"2005_Korangumudi_2","NA",10.312675,76.91016,200
"2005_Korangumudi_20","NA",10.312675,76.91016,200
"2005_Korangumudi_21","NA",10.312675,76.91016,200
"2005_Korangumudi_22","NA",10.312675,76.91016,200
"2005_Korangumudi_23","NA",10.312675,76.91016,200
"2005_Korangumudi_24","NA",10.312675,76.91016,200
"2005_Korangumudi_25","NA",10.312675,76.91016,200
"2005_Korangumudi_3","NA",10.312675,76.91016,200
"2005_Korangumudi_4","NA",10.312675,76.91016,200
"2005_Korangumudi_5","NA",10.312675,76.91016,200
"2005_Korangumudi_6","NA",10.312675,76.91016,200
"2005_Korangumudi_7","NA",10.312675,76.91016,200
"2005_Korangumudi_8","NA",10.312675,76.91016,200
"2005_Korangumudi_9","NA",10.312675,76.91016,200
"2005_Manamboli_1","NA",10.348778,76.895241,200
"2005_Manamboli_10","NA",10.348778,76.895241,200
"2005_Manamboli_11","NA",10.348778,76.895241,200
"2005_Manamboli_12","NA",10.348778,76.895241,200
"2005_Manamboli_13","NA",10.348778,76.895241,200
"2005_Manamboli_14","NA",10.348778,76.895241,200
"2005_Manamboli_15","NA",10.348778,76.895241,200
"2005_Manamboli_16","NA",10.348778,76.895241,200
"2005_Manamboli_17","NA",10.348778,76.895241,200
"2005_Manamboli_18","NA",10.348778,76.895241,200
"2005_Manamboli_19","NA",10.348778,76.895241,200
"2005_Manamboli_2","NA",10.348778,76.895241,200
"2005_Manamboli_20","NA",10.348778,76.895241,200
"2005_Manamboli_21","NA",10.348778,76.895241,200
"2005_Manamboli_22","NA",10.348778,76.895241,200
"2005_Manamboli_23","NA",10.348778,76.895241,200
"2005_Manamboli_24","NA",10.348778,76.895241,200
"2005_Manamboli_25","NA",10.348778,76.895241,200
"2005_Manamboli_3","NA",10.348778,76.895241,200
"2005_Manamboli_4","NA",10.348778,76.895241,200
"2005_Manamboli_5","NA",10.348778,76.895241,200
"2005_Manamboli_6","NA",10.348778,76.895241,200
"2005_Manamboli_7","NA",10.348778,76.895241,200
"2005_Manamboli_8","NA",10.348778,76.895241,200
"2005_Manamboli_9","NA",10.348778,76.895241,200
"2005_Old Valparai_1","NA",10.347278,76.932254,200
"2005_Old Valparai_10","NA",10.347278,76.932254,200
"2005_Old Valparai_11","NA",10.347278,76.932254,200
"2005_Old Valparai_12","NA",10.347278,76.932254,200
"2005_Old Valparai_13","NA",10.347278,76.932254,200
"2005_Old Valparai_14","NA",10.347278,76.932254,200
"2005_Old Valparai_15","NA",10.347278,76.932254,200
"2005_Old Valparai_16","NA",10.347278,76.932254,200
"2005_Old Valparai_17","NA",10.347278,76.932254,200
"2005_Old Valparai_18","NA",10.347278,76.932254,200
"2005_Old Valparai_19","NA",10.347278,76.932254,200
"2005_Old Valparai_2","NA",10.347278,76.932254,200
"2005_Old Valparai_20","NA",10.347278,76.932254,200
"2005_Old Valparai_21","NA",10.347278,76.932254,200
"2005_Old Valparai_22","NA",10.347278,76.932254,200
"2005_Old Valparai_23","NA",10.347278,76.932254,200
"2005_Old Valparai_24","NA",10.347278,76.932254,200
"2005_Old Valparai_3","NA",10.347278,76.932254,200
"2005_Old Valparai_4","NA",10.347278,76.932254,200
"2005_Old Valparai_5","NA",10.347278,76.932254,200
"2005_Old Valparai_6","NA",10.347278,76.932254,200
"2005_Old Valparai_7","NA",10.347278,76.932254,200
"2005_Old Valparai_8","NA",10.347278,76.932254,200
"2005_Old Valparai_9","NA",10.347278,76.932254,200
"2005_Pannimade_1","NA",10.298994,76.892244,200
"2005_Pannimade_10","NA",10.298994,76.892244,200
"2005_Pannimade_11","NA",10.298994,76.892244,200
"2005_Pannimade_12","NA",10.298994,76.892244,200
"2005_Pannimade_13","NA",10.298994,76.892244,200
"2005_Pannimade_14","NA",10.298994,76.892244,200
"2005_Pannimade_15","NA",10.298994,76.892244,200
"2005_Pannimade_16","NA",10.298994,76.892244,200
"2005_Pannimade_17","NA",10.298994,76.892244,200
"2005_Pannimade_18","NA",10.298994,76.892244,200
"2005_Pannimade_19","NA",10.298994,76.892244,200
"2005_Pannimade_2","NA",10.298994,76.892244,200
"2005_Pannimade_20","NA",10.298994,76.892244,200
"2005_Pannimade_21","NA",10.298994,76.892244,200
"2005_Pannimade_22","NA",10.298994,76.892244,200
"2005_Pannimade_23","NA",10.298994,76.892244,200
"2005_Pannimade_24","NA",10.298994,76.892244,200
"2005_Pannimade_25","NA",10.298994,76.892244,200
"2005_Pannimade_26","NA",10.298994,76.892244,200
"2005_Pannimade_3","NA",10.298994,76.892244,200
"2005_Pannimade_4","NA",10.298994,76.892244,200
"2005_Pannimade_5","NA",10.298994,76.892244,200
"2005_Pannimade_6","NA",10.298994,76.892244,200
"2005_Pannimade_7","NA",10.298994,76.892244,200
"2005_Pannimade_8","NA",10.298994,76.892244,200
"2005_Pannimade_9","NA",10.298994,76.892244,200
"2005_Puthuthottam_1","NA",10.338319,76.967501,200
"2005_Puthuthottam_10","NA",10.338319,76.967501,200
"2005_Puthuthottam_11","NA",10.338319,76.967501,200
"2005_Puthuthottam_12","NA",10.338319,76.967501,200
"2005_Puthuthottam_13","NA",10.338319,76.967501,200
"2005_Puthuthottam_14","NA",10.338319,76.967501,200
"2005_Puthuthottam_15","NA",10.338319,76.967501,200
"2005_Puthuthottam_16","NA",10.338319,76.967501,200
"2005_Puthuthottam_17","NA",10.338319,76.967501,200
"2005_Puthuthottam_18","NA",10.338319,76.967501,200
"2005_Puthuthottam_19","NA",10.338319,76.967501,200
"2005_Puthuthottam_2","NA",10.338319,76.967501,200
"2005_Puthuthottam_20","NA",10.338319,76.967501,200
"2005_Puthuthottam_21","NA",10.338319,76.967501,200
"2005_Puthuthottam_22","NA",10.338319,76.967501,200
"2005_Puthuthottam_23","NA",10.338319,76.967501,200
"2005_Puthuthottam_24","NA",10.338319,76.967501,200
"2005_Puthuthottam_25","NA",10.338319,76.967501,200
"2005_Puthuthottam_3","NA",10.338319,76.967501,200
"2005_Puthuthottam_4","NA",10.338319,76.967501,200
"2005_Puthuthottam_5","NA",10.338319,76.967501,200
"2005_Puthuthottam_6","NA",10.338319,76.967501,200
"2005_Puthuthottam_7","NA",10.338319,76.967501,200
"2005_Puthuthottam_8","NA",10.338319,76.967501,200
"2005_Puthuthottam_9","NA",10.338319,76.967501,200
"2005_Varattuparai 1-3_1","NA",10.354856,76.930115,200
"2005_Varattuparai 1-3_10","NA",10.354856,76.930115,200
"2005_Varattuparai 1-3_11","NA",10.354856,76.930115,200
"2005_Varattuparai 1-3_12","NA",10.354856,76.930115,200
"2005_Varattuparai 1-3_13","NA",10.354856,76.930115,200
"2005_Varattuparai 1-3_14","NA",10.354856,76.930115,200
"2005_Varattuparai 1-3_15","NA",10.354856,76.930115,200
"2005_Varattuparai 1-3_2","NA",10.354856,76.930115,200
"2005_Varattuparai 1-3_3","NA",10.354856,76.930115,200
"2005_Varattuparai 1-3_4","NA",10.354856,76.930115,200
"2005_Varattuparai 1-3_5","NA",10.354856,76.930115,200
"2005_Varattuparai 1-3_6","NA",10.354856,76.930115,200
"2005_Varattuparai 1-3_7","NA",10.354856,76.930115,200
"2005_Varattuparai 1-3_8","NA",10.354856,76.930115,200
"2005_Varattuparai 1-3_9","NA",10.354856,76.930115,200
