ec5_uuid,created_at,uploaded_at,recordedBy,title,lat_gps,long_gps,accuracy_gps,UTM_Northing_gps,UTM_Easting_gps,UTM_Zone_gps,eventDate,verbatimEventDate,eventTime,vernacularName,individualCount,occurrenceRemarks,habitat,photo,eventRemarks
20bace02-09de-418f-a298-5be80a69b533,2024-02-28T10:26:42.000Z,2024-03-06T11:26:17.000Z,Srinivasan Kasinathan,28/02/2024 Nilgiri Langur Sighting,10.349073,76.934571,4,1144650,711828,43P,2024-02-28,28/02/2024,15:56,Nilgiri Langur,4,Sighting,Coffee plantation,NA,NA
9613ac08-99b2-48dc-a872-2afec17b41e3,2024-02-28T08:12:34.000Z,2024-02-28T08:48:17.000Z,Divya Mudappa,28/02/2024 Sambar Sighting,10.326879,76.937968,4,1142197,712215,43P,2024-02-28,28/02/2024,13:41,Sambar,1,Sighting,Human settlement/habitation,NA,Near old Chintamani. An old male.
40064ab7-2bd2-4001-af86-7ce0b72769e3,2024-02-28T01:48:15.000Z,2024-03-06T11:26:12.000Z,Srinivasan Kasinathan,28/02/2024 Stripe-necked Mongoose Sighting,10.364163,76.978074,4,1146348,716582,43P,2024-02-28,28/02/2024,07:17,Stripe-necked Mongoose,1,Sighting,Human settlement/habitation,NA,NA
f074b822-5cfb-4f0c-9975-9ba627026a12,2024-02-27T11:45:52.000Z,2024-02-27T12:21:56.000Z,Divya Mudappa,27/02/2024 Lion-tailed Macaque Sighting,10.344943,76.972407,4,1144218,715975,43P,2024-02-27,27/02/2024,17:14,Lion-tailed Macaque,5,Sighting,Rainforest fragment,NA,On ficus
4a6a3ea0-c82c-40b4-8d36-9e57a7e90e6c,2024-02-26T15:04:01.000Z,2024-03-06T11:26:07.000Z,Srinivasan Kasinathan,26/02/2024 Sambar Sighting,10.363532,76.977197,4,1146278,716487,43P,2024-02-26,26/02/2024,20:30,Sambar,1,Sighting,Tea Plantation,NA,NA
56a2de9f-702d-4e43-9c68-e5bb04d1475c,2024-02-26T11:38:26.000Z,2024-03-06T11:26:04.000Z,Srinivasan Kasinathan,26/02/2024 Nilgiri Langur Sighting,10.354402,76.935597,4,1145240,711936,43P,2024-02-26,26/02/2024,17:07,Nilgiri Langur,10,Sighting,Human settlement/habitation,NA,NA
e8e94e72-f347-4f54-84fe-1798c130b8cb,2024-02-26T08:21:02.000Z,2024-03-06T11:26:02.000Z,Srinivasan Kasinathan,26/02/2024 Malabar Giant Squirrel Sighting,10.353494,76.935635,6,1145140,711941,43P,2024-02-26,26/02/2024,13:49,Malabar Giant Squirrel,1,Sighting,Coffee plantation,NA,Sleeping on the silver oak tree
1237bc5c-3b1e-4b7e-b040-06bc2cb2798a,2024-02-26T02:55:03.000Z,2024-02-26T11:54:47.000Z,Srinivasan Kasinathan,26/02/2024 Bonnet Macaque Sighting,10.352458,76.94093,4,1145028,712522,43P,2024-02-26,26/02/2024,08:23,Bonnet Macaque,21,Sighting,Human settlement/habitation,NA,NA
2d13a87e-1518-4c6e-84f3-c22e1db0464e,2024-02-25T13:23:46.000Z,2024-03-07T12:05:34.000Z,Rintu Mandal,25/02/2024 Sambar Sighting,10.3557,76.881567,9,1145348,706017,43P,2024-02-25,25/02/2024,18:42,Sambar,5,Sighting,Rainforest,NA,Feeding under a Ficus drupacea
acce6499-5063-4cec-867d-b4fa5b69f0f6,2024-02-24T02:40:03.000Z,2024-02-24T07:03:17.000Z,Divya Mudappa,24/02/2024 Gaur Sighting,10.359512,76.93639,4,1145806,712020,43P,2024-02-24,24/02/2024,08:08,Gaur,1,Sighting,Swamp or riverine,NA,Near nursery
691ee07a-f456-4a50-bbd2-401791aa5df8,2024-02-24T02:21:06.000Z,2024-02-26T11:54:39.000Z,Srinivasan Kasinathan,24/02/2024 Bonnet Macaque Sighting,10.354909,76.935595,4,1145296,711936,43P,2024-02-24,24/02/2024,07:50,Bonnet Macaque,44,Sighting,Human settlement/habitation,NA,Feeding on Ficus
8bc80f34-a715-40f8-baf1-471eeaad26b3,2024-02-24T02:17:11.000Z,2024-02-24T07:03:15.000Z,Divya Mudappa,24/02/2024 Bonnet Macaque Sighting,10.352868,76.939529,7,1145073,712368,43P,2024-02-24,24/02/2024,07:45,Bonnet Macaque,12,Sighting,Rainforest fragment,NA,Coming up to the bus stop
ecc10eb7-d890-4093-b77e-842333b13429,2024-02-24T02:13:57.000Z,2024-02-24T07:03:13.000Z,Divya Mudappa,24/02/2024 Barking Deer Sighting,10.347469,76.936388,4,1144474,712028,43P,2024-02-24,24/02/2024,07:42,Barking Deer,2,Sighting,Eucalyptus plantation,ecc10eb7-d890-4093-b77e-842333b13429_1708740823.jpg,Female with calf
dad52789-e4f0-4db6-80ce-aa928760a8b4,2024-02-24T01:33:50.000Z,2024-02-24T01:50:07.000Z,Srinivasan Kasinathan,24/02/2024 Sambar Sighting,10.338064,76.963272,4,1143451,714979,43P,2024-02-24,24/02/2024,07:03,Sambar,1,Sighting,Rainforest fragment,NA,NA
0999f17f-7666-4b60-be0d-328b7eb5ce0d,2024-02-23T03:08:44.000Z,2024-02-24T01:50:05.000Z,Srinivasan Kasinathan,23/02/2024 Bonnet Macaque Sighting,10.357261,76.934873,4,1145556,711855,43P,2024-02-23,23/02/2024,08:37,Bonnet Macaque,14,Sighting,Coffee plantation,NA,NA
05b57bb0-3fa7-4d0b-abd3-68df6144f563,2024-02-23T01:42:56.000Z,2024-02-24T01:50:03.000Z,Srinivasan Kasinathan,23/02/2024 Jungle-striped Squirrel Sighting,10.324283,76.939974,4,1141911,712436,43P,2024-02-23,23/02/2024,07:12,Jungle-striped Squirrel,1,Sighting,Tea Plantation,NA,NA
815a59c7-06e5-4451-889a-b5ccdd285d34,2024-02-22T16:21:32.000Z,2024-02-22T16:21:38.000Z,Divya Mudappa,22/02/2024 Sambar Sign-vocalisation,10.330228,76.95998,5,1142582,714624,43P,2024-02-22,22/02/2024,21:50,Sambar,1,Sign-vocalisation,Tea Plantation,NA,Heard from home.. loud so probably close.
3403b8f8-1797-4010-b02b-fea56f197093,2024-02-22T12:56:00.000Z,2024-02-22T16:20:34.000Z,Divya Mudappa,22/02/2024 Porcupine Sign-Dropping,10.336508,76.92684,6,1143255,710989,43P,2024-02-22,22/02/2024,18:25,Porcupine,2,Sign-Dropping,Tea Plantation,NA,Selaliparai
baf85566-d83a-44a5-9f9f-3bba08b73072,2024-02-22T12:52:02.000Z,2024-02-22T16:20:32.000Z,Divya Mudappa,22/02/2024 Elephant Sighting,10.336513,76.92717,4,1143255,711025,43P,2024-02-22,22/02/2024,18:18,Elephant,13,Sighting,Rainforest fragment,baf85566-d83a-44a5-9f9f-3bba08b73072_1708606164.jpg,Edge of Monika fragment and tea
55a96cde-c1b3-4e3c-b36d-fecdd27b9bed,2024-02-22T09:22:18.000Z,2024-02-22T16:20:30.000Z,Divya Mudappa,22/02/2024 Sambar Sighting,10.324632,76.942568,5,1141951,712720,43P,2024-02-22,22/02/2024,14:51,Sambar,1,Sighting,Tea Plantation,NA,Stanmore across the river
613e0891-3d06-4d58-828e-40a322eb8ae0,2024-02-21T03:42:23.000Z,2024-02-21T04:20:41.000Z,Divya Mudappa,21/02/2024 Lion-tailed Macaque Sighting,10.358523,76.97255,4,1145721,715981,43P,2024-02-21,21/02/2024,09:11,Lion-tailed Macaque,8,Sighting,Human settlement/habitation,NA,Rotikadai
998d6f6e-bde9-468d-8e0e-61a2546c93a9,2024-02-21T03:34:02.000Z,2024-02-24T01:50:00.000Z,Srinivasan Kasinathan,21/02/2024 Brown Mongoose Sighting,10.354308,76.945054,6,1145236,712972,43P,2024-02-21,21/02/2024,09:03,Brown Mongoose,32,Sighting,Coffee plantation,NA,NA
e1fc375a-bb74-47ee-b0d7-06c425c66866,2024-02-21T03:31:12.000Z,2024-02-24T01:49:58.000Z,Srinivasan Kasinathan,21/02/2024 Bonnet Macaque Sighting,10.353367,76.942417,4,1145130,712684,43P,2024-02-21,21/02/2024,09:00,Bonnet Macaque,10,Sighting,Eucalyptus plantation,NA,Close to human habitation
66b75d86-c7a1-4c63-98c5-df7bb03c555b,2024-02-21T03:26:52.000Z,2024-02-21T04:20:39.000Z,Divya Mudappa,21/02/2024 Malabar Giant Squirrel Sighting,10.349393,76.934641,6,1144685,711835,43P,2024-02-21,21/02/2024,08:55,Malabar Giant Squirrel,2,Sighting,Coffee plantation,NA,On ficus glomerata
0c6348cc-3667-4b3e-aa6f-d4848d2158e2,2024-02-21T02:17:45.000Z,2024-02-24T01:49:56.000Z,Srinivasan Kasinathan,21/02/2024 Bonnet Macaque Sighting,10.356497,76.935239,4,1145471,711896,43P,2024-02-21,21/02/2024,07:46,Bonnet Macaque,14,Sighting,Human settlement/habitation,NA,NA
7dc6fce6-4e79-4d7b-83ef-61f3a5765871,2024-02-21T02:13:29.000Z,2024-02-21T04:20:37.000Z,Divya Mudappa,21/02/2024 Nilgiri Langur Sighting,10.349248,76.934572,5,1144669,711827,43P,2024-02-21,21/02/2024,07:43,Nilgiri Langur,3,Sighting,Coffee plantation,NA,NA
32ba9851-7c5b-4bad-8c6f-bd7c58bdc283,2024-02-21T01:42:41.000Z,2024-02-21T04:20:35.000Z,Divya Mudappa,21/02/2024 Lion-tailed Macaque Sighting,10.329558,76.957096,5,1142506,714308,43P,2024-02-21,21/02/2024,07:11,Lion-tailed Macaque,9,Sighting,Human settlement/habitation,NA,Partial count. Troop in town
d2576c68-c58a-46df-8e29-5cd9910f0d54,2024-02-20T02:21:10.000Z,2024-02-20T16:05:09.000Z,Divya Mudappa,20/02/2024 Gaur Sighting,10.359654,76.936672,5,1145822,712051,43P,2024-02-20,20/02/2024,07:50,Gaur,1,Sighting,Swamp or riverine,NA,In coffee near nursery. Youngish individual
fb1910e8-0cda-45fe-8e7f-7ff71a25528c,2024-02-20T01:48:52.000Z,2024-02-20T16:05:07.000Z,Divya Mudappa,20/02/2024 Sambar Sighting,10.341506,76.969237,7,1143836,715630,43P,2024-02-20,20/02/2024,07:18,Sambar,1,Sighting,Rainforest fragment,NA,Abandoned coffee opp the old pttm temple
2b54443a-b756-4661-95c3-7388c4c92874,2024-02-19T11:22:23.000Z,2024-02-20T16:05:04.000Z,Divya Mudappa,19/02/2024 Bonnet Macaque Sighting,10.352211,76.94094,5,1145001,712523,43P,2024-02-19,19/02/2024,16:51,Bonnet Macaque,19,Sighting,Human settlement/habitation,NA,At the junction near coffee
6bffbf11-505d-4eae-a7e7-02ab0f7a16e1,2024-02-19T11:18:59.000Z,2024-02-19T11:53:47.000Z,Srinivasan Kasinathan,19/02/2024 Sambar Sign-vocalisation,10.350207,76.935131,4,1144776,711888,43P,2024-02-19,19/02/2024,16:48,Sambar,1,Sign-vocalisation,Coffee plantation,NA,NA
2bb464bc-91b4-4391-9f3c-4573220491ba,2024-02-19T11:17:49.000Z,2024-02-19T11:53:44.000Z,Srinivasan Kasinathan,19/02/2024 Lion-tailed Macaque Sighting,10.350227,76.935066,4,1144778,711881,43P,2024-02-19,19/02/2024,16:45,Lion-tailed Macaque,1,Sighting,Coffee plantation,NA,NA
6a4cb7d1-2c09-407c-b84c-09ae3f9bb513,2024-02-19T11:16:33.000Z,2024-02-20T16:05:02.000Z,Divya Mudappa,19/02/2024 Nilgiri Langur Sighting,10.350322,76.935387,6,1144788,711916,43P,2024-02-19,19/02/2024,16:44,Nilgiri Langur,8,Sighting,Coffee plantation,NA,"Three different troops- one near nursery, two in old Valparai coffee."
64b8c268-ee19-4a1e-bd97-f1abad7683c7,2024-02-19T03:26:20.000Z,2024-02-20T16:05:00.000Z,Divya Mudappa,19/02/2024 Barking Deer Sighting,10.342862,76.933684,7,1143962,711735,43P,2024-02-19,19/02/2024,08:55,Barking Deer,1,Sighting,Rainforest fragment,NA,Selaliparai 2
6ee6d208-8d5b-4299-939c-a19f11c1d33c,2024-02-19T01:43:01.000Z,2024-02-19T11:53:42.000Z,Srinivasan Kasinathan,19/02/2024 Malabar Giant Squirrel Sign-vocalisation,10.351302,76.936058,7,1144897,711989,43P,2024-02-19,19/02/2024,07:12,Malabar Giant Squirrel,1,Sign-vocalisation,Coffee plantation,NA,NA
8f188e61-92c2-4609-b559-39e497bcaaee,2024-02-18T10:05:01.000Z,2024-02-18T15:38:07.000Z,Divya Mudappa,18/02/2024 Brown Mongoose Sighting,10.330245,76.960041,4,1142584,714630,43P,2024-02-18,18/02/2024,15:34,Brown Mongoose,3,Sighting,Human settlement/habitation,NA,Outside home
6a9154a7-84b8-475b-b4ca-55f6c1ac682b,2024-02-18T03:49:40.000Z,2024-02-18T04:51:58.000Z,Divya Mudappa,18/02/2024 Barking Deer Sign-vocalisation,10.352823,76.939189,4,1145068,712331,43P,2024-02-18,18/02/2024,09:18,Barking Deer,1,Sign-vocalisation,Rainforest fragment,NA,Near the hornbill nest
8a55b343-d339-4834-854f-1db6221c6799,2024-02-18T02:55:13.000Z,2024-02-18T04:51:55.000Z,Divya Mudappa,18/02/2024 Nilgiri Langur Sighting,10.360549,76.928297,5,1145915,711133,43P,2024-02-18,18/02/2024,08:24,Nilgiri Langur,4,Sighting,Rainforest fragment,NA,NA
4e36a19b-3d53-44f4-9103-f21cf46c1035,2024-02-18T02:34:38.000Z,2024-02-18T04:51:53.000Z,Divya Mudappa,18/02/2024 Nilgiri Langur Sighting,10.358846,76.92737,5,1145726,711032,43P,2024-02-18,18/02/2024,08:02,Nilgiri Langur,2,Sighting,Rainforest fragment,NA,NA
b80a1556-5524-456b-9dda-28ad306aed75,2024-02-18T02:32:43.000Z,2024-02-18T04:51:51.000Z,Divya Mudappa,18/02/2024 Malabar Giant Squirrel Sign-vocalisation,10.358838,76.9274,4,1145725,711035,43P,2024-02-18,18/02/2024,08:01,Malabar Giant Squirrel,1,Sign-vocalisation,Rainforest fragment,NA,NA
f32ad505-de87-43d5-8b70-3ec50ca70ebd,2024-02-18T02:09:47.000Z,2024-02-18T04:51:48.000Z,Divya Mudappa,18/02/2024 Small-clawed Otter Sighting,10.35856,76.930452,7,1145697,711370,43P,2024-02-18,18/02/2024,07:38,Small-clawed Otter,3,Sighting,Swamp or riverine,NA,Anali river
633b7547-f938-4cd8-aca7-ba1d2a68370c,2024-02-17T13:49:49.000Z,2024-02-17T14:32:00.000Z,T R Shankar Raman,17/02/2024 Large Brown Flying Squirrel Sighting,10.363776,76.943867,9,1146282,712836,43P,2024-02-17,17/02/2024,19:19,Large Brown Flying Squirrel,1,Sighting,Coffee plantation,NA,NA
acdab674-5b70-4264-9386-962a263bc7db,2024-02-17T13:33:16.000Z,2024-02-18T04:51:46.000Z,Divya Mudappa,17/02/2024 Dhole Sighting,10.364914,76.946612,4,1146410,713136,43P,2024-02-17,17/02/2024,19:01,Dhole,16,Sighting,Tea Plantation,NA,Wild dogs spotted using pulsar thermal camera
66947a48-39e4-4e15-9172-885827a75e4d,2024-02-17T13:07:49.000Z,2024-02-19T11:53:40.000Z,Srinivasan Kasinathan,17/02/2024 Sambar Sighting,10.339313,76.964991,5,1143590,715166,43P,2024-02-17,17/02/2024,18:37,Sambar,1,Sighting,Rainforest fragment,NA,NA
f9fd0e36-4154-40f2-9d34-076b6a5daf51,2024-02-17T11:26:08.000Z,2024-02-17T14:31:58.000Z,T R Shankar Raman,17/02/2024 Sambar Sighting,10.335804,76.934969,4,1143182,711880,43P,2024-02-17,17/02/2024,16:55,Sambar,1,Sighting,Tea Plantation,NA,NA
e10a1b5f-41c7-456b-b54a-a1c966257c83,2024-02-17T09:49:01.000Z,2024-02-19T11:53:38.000Z,Srinivasan Kasinathan,17/02/2024 Stripe-necked Mongoose Sighting,10.357975,76.967099,4,1145656,715384,43P,2024-02-17,17/02/2024,15:18,Stripe-necked Mongoose,1,Sighting,Tea Plantation,NA,NA
bf30fcbb-35e8-4839-af0f-b7db0175a834,2024-02-17T07:14:40.000Z,2024-02-18T04:51:44.000Z,Divya Mudappa,17/02/2024 Nilgiri Langur Sighting,10.394372,76.99317,9,1149701,718215,43P,2024-02-17,17/02/2024,12:44,Nilgiri Langur,3,Sighting,Rainforest,NA,NA
77db9a8c-6384-4723-b6dd-6583ed1a3002,2024-02-17T07:11:27.000Z,2024-02-18T04:51:41.000Z,Divya Mudappa,"17/02/2024 Malabar Giant Squirrel Sighting, Sign-vocalisation",10.394522,76.992547,8,1149717,718147,43P,2024-02-17,17/02/2024,12:40,Malabar Giant Squirrel,3,"Sighting, Sign-vocalisation",Rainforest,NA,NA
d80896e2-4852-4657-94b9-2a7c5ab9d75b,2024-02-17T04:30:32.000Z,2024-02-17T14:31:56.000Z,T R Shankar Raman,17/02/2024 Dhole Sighting,10.462064,76.983751,4,1157183,717136,43P,2024-02-17,17/02/2024,09:58,Dhole,2,Sighting,Dry or mixed forest,NA,"Hunting 3 sambar, 2 ad fem, 1 calf in water at reservoiredge"
c0db33f3-99df-4856-9e93-e4418e9f05d4,2024-02-16T12:10:53.000Z,2024-02-18T04:51:39.000Z,Divya Mudappa,16/02/2024 Lion-tailed Macaque Sighting,10.340115,76.966596,5,1143680,715342,43P,2024-02-16,16/02/2024,17:15,Lion-tailed Macaque,4,Sighting,Rainforest fragment,NA,Feeding on ficus. Partial count
061e34e7-5b3c-4e4f-ae1c-95dcb0e2a98d,2024-02-16T12:06:24.000Z,2024-02-18T04:51:37.000Z,Divya Mudappa,16/02/2024 Stripe-necked Mongoose Sighting,10.340095,76.966778,6,1143678,715361,43P,2024-02-16,16/02/2024,17:35,Stripe-necked Mongoose,1,Sighting,Rainforest fragment,NA,Trying to cross the road towards coffee and habitation
9261b038-ae74-431a-b190-90b20772b979,2024-02-16T11:56:30.000Z,2024-02-16T13:40:26.000Z,Srinivasan Kasinathan,16/02/2024 Elephant Sighting,10.377138,76.949253,4,1147764,713417,43P,2024-02-16,16/02/2024,17:25,Elephant,3,Sighting,Rainforest fragment,NA,NA
6d3f17e3-4bd2-4146-a528-6a7406e4e21b,2024-02-16T01:23:42.000Z,2024-02-18T04:51:21.000Z,Rintu Mandal,16/02/2024 Sambar Sighting,10.373503,76.87689,4,1147314,705494,43P,2024-02-16,16/02/2024,06:34,Sambar,1,Sighting,Dry or mixed forest,NA,NA
4bc74892-c892-40ae-862f-43669c905c51,2024-02-15T09:22:54.000Z,2024-02-16T13:40:24.000Z,Srinivasan Kasinathan,15/02/2024 Nilgiri Langur Sighting,10.350039,76.935292,4,1144757,711906,43P,2024-02-15,15/02/2024,14:52,Nilgiri Langur,1,Sighting,Rainforest fragment,NA,NA
05e83e7a-e82d-4285-a354-ea43f999855b,2024-02-15T05:59:51.000Z,2024-02-15T07:02:55.000Z,Divya Mudappa,15/02/2024 Bonnet Macaque Sighting,10.350569,76.935942,4,1144816,711977,43P,2024-02-15,15/02/2024,11:28,Bonnet Macaque,25,Sighting,Rainforest fragment,NA,NA
9d0a2be2-389d-4e4e-8cf4-fbcf027eb9a8,2024-02-15T05:58:26.000Z,2024-02-15T07:02:53.000Z,Divya Mudappa,15/02/2024 Nilgiri Langur Sighting,10.349652,76.93497,5,1144714,711871,43P,2024-02-15,15/02/2024,11:27,Nilgiri Langur,10,Sighting,Rainforest fragment,NA,"Old Valparai feeding on sterculia, females with young also seen"
2cf27210-a36c-4e21-b647-194260b89fcd,2024-02-15T05:58:01.000Z,2024-02-15T10:28:00.000Z,T R Shankar Raman,15/02/2024 Sambar Sighting,10.349626,76.93501,17,1144711,711875,43P,2024-02-15,15/02/2024,11:27,Sambar,5,Sighting,Rainforest fragment,NA,Total
1b23a5e5-b4e9-4145-b43c-f10a7a4f15ac,2024-02-14T11:09:24.000Z,2024-02-16T13:40:22.000Z,Srinivasan Kasinathan,14/02/2024 Nilgiri Langur Sighting,10.349601,76.934982,4,1144708,711872,43P,2024-02-14,14/02/2024,16:38,Nilgiri Langur,2,Sighting,Rainforest fragment,NA,NA
e7ebdf85-d744-4f0b-b4ad-ca6337f485e6,2024-02-14T03:52:30.000Z,2024-02-16T13:40:19.000Z,Srinivasan Kasinathan,14/02/2024 Lion-tailed Macaque Sighting,10.352527,76.938637,5,1145035,712271,43P,2024-02-14,14/02/2024,09:21,Lion-tailed Macaque,1,Sighting,Rainforest fragment,NA,NA
c621dffa-1315-4795-bc58-5e7e2620e867,2024-02-14T02:15:37.000Z,2024-02-14T02:15:43.000Z,Srinivasan Kasinathan,14/02/2024 Jungle-striped Squirrel Sighting,10.36383,76.977521,4,1146311,716522,43P,2024-02-14,14/02/2024,07:45,Jungle-striped Squirrel,1,Sighting,Human settlement/habitation,NA,NA
466a947f-03ca-4dad-9931-7a3fa8874db0,2024-02-13T10:43:58.000Z,2024-02-14T02:14:53.000Z,Srinivasan Kasinathan,13/02/2024 Nilgiri Langur Sighting,10.358245,76.929261,8,1145661,711240,43P,2024-02-13,13/02/2024,16:13,Nilgiri Langur,4,Sighting,Coffee plantation,NA,NA
c4cbe526-1232-4f91-b999-52993acd1429,2024-02-13T10:41:34.000Z,2024-02-14T02:14:51.000Z,Srinivasan Kasinathan,"13/02/2024 Malabar Giant Squirrel Sighting, Sign-vocalisation",10.358293,76.929237,5,1145666,711237,43P,2024-02-13,13/02/2024,16:10,Malabar Giant Squirrel,2,"Sighting, Sign-vocalisation",Coffee plantation,NA,On Bischofia javanica tree
897c8dd1-de92-43f6-a7ff-b38ff7d59901,2024-02-12T04:43:31.000Z,2024-02-12T05:25:13.000Z,T R Shankar Raman,12/02/2024 Gaur Sighting,10.348918,76.934722,19,1144633,711844,43P,2024-02-12,12/02/2024,10:12,Gaur,1,Sighting,Rainforest fragment,897c8dd1-de92-43f6-a7ff-b38ff7d59901_1707713006.jpg,NA
efd07969-7b1f-4fd0-a91b-fa44cfef49c0,2024-02-12T02:20:03.000Z,2024-02-12T14:07:42.000Z,Divya Mudappa,12/02/2024 Malabar Giant Squirrel Sighting,10.356096,76.943146,2567,1145432,712762,43P,2024-02-12,12/02/2024,07:49,Malabar Giant Squirrel,1,Sighting,Coffee plantation,NA,NA
fee7a682-45b9-44b8-a808-8749bc510c96,2024-02-12T02:13:56.000Z,2024-02-12T14:07:44.000Z,Divya Mudappa,12/02/2024 Nilgiri Langur Sighting,10.356096,76.943146,2567,1145432,712762,43P,2024-02-12,12/02/2024,07:41,Nilgiri Langur,8,Sighting,Coffee plantation,NA,NA
cf77efe3-01a6-43eb-acf8-8563b3c42e0b,2024-02-10T11:11:11.000Z,2024-02-14T02:14:49.000Z,Srinivasan Kasinathan,10/02/2024 Bonnet Macaque Sighting,10.341181,76.899044,6,1143753,707941,43P,2024-02-10,10/02/2024,16:39,Bonnet Macaque,18,Sighting,Other,NA,On the road
b099d3b4-38ef-42f0-9c4d-dd2874660d9c,2024-02-10T10:45:58.000Z,2024-02-14T02:14:47.000Z,Srinivasan Kasinathan,10/02/2024 Jungle-striped Squirrel Sighting,10.309896,76.855069,4,1140264,703145,43P,2024-02-10,10/02/2024,16:15,Jungle-striped Squirrel,2,Sighting,Tea Plantation,NA,NA
a927d871-6d14-4d76-8f92-cfcace186e5b,2024-02-10T05:58:37.000Z,2024-02-10T06:12:15.000Z,T R Shankar Raman,10/02/2024 Bonnet Macaque Sighting,10.351387,76.972472,8,1144931,715977,43P,2024-02-10,10/02/2024,11:27,Bonnet Macaque,2,Sighting,Human settlement/habitation,NA,Moving with LTM troop
3fe86b8b-fe9f-4627-aa69-cd9ae3f28662,2024-02-10T05:57:55.000Z,2024-02-10T06:12:12.000Z,T R Shankar Raman,10/02/2024 Lion-tailed Macaque Sighting,10.351365,76.972497,3,1144929,715980,43P,2024-02-10,10/02/2024,11:25,Lion-tailed Macaque,170,Sighting,Human settlement/habitation,NA,3 troops movingfrom Rottikadai to Pttmvis Iypd hospital
772046d8-37d4-46e7-b265-15109e1595cb,2024-02-10T02:43:25.000Z,2024-02-10T07:47:52.000Z,Divya Mudappa,10/02/2024 Nilgiri Langur Sighting,10.344385,76.93486,4,1144131,711862,43P,2024-02-10,10/02/2024,08:11,Nilgiri Langur,2,Sighting,Eucalyptus plantation,NA,Tea; erythrina flowers being eaten. The large tree on the road
4c6ce66b-05bf-4b59-a4ca-185b1cbce6b7,2024-02-09T09:59:49.000Z,2024-02-10T01:26:02.000Z,Srinivasan Kasinathan,09/02/2024 Nilgiri Langur Sighting,10.358459,76.935418,5,1145689,711914,43P,2024-02-09,09/02/2024,15:29,Nilgiri Langur,3,Sighting,Coffee plantation,NA,NA
5cc401c7-a320-4657-854e-3724da3f2519,2024-02-09T01:38:47.000Z,2024-02-09T01:41:58.000Z,Divya Mudappa,09/02/2024 Stripe-necked Mongoose Sighting,10.342543,76.933305,8,1143927,711693,43P,2024-02-09,09/02/2024,07:07,Stripe-necked Mongoose,1,Sighting,Tea Plantation,NA,Near selaliparai 2 euc and tea boundary
c470b636-1c21-421a-8aaf-e0d515df5c54,2024-02-09T01:38:38.000Z,2024-02-10T06:12:10.000Z,T R Shankar Raman,09/02/2024 Stripe-necked Mongoose Sighting,10.342508,76.933378,11,1143923,711701,43P,2024-02-09,09/02/2024,07:07,Stripe-necked Mongoose,1,Sighting,Other,NA,Eucalyptus tea edge
ad7e8a05-a227-41da-9577-480db0381bb0,2024-02-09T01:34:00.000Z,2024-02-10T06:12:06.000Z,T R Shankar Raman,09/02/2024 Stripe-necked Mongoose Sighting,10.32612,76.9387,15,1142113,712295,43P,2024-02-09,09/02/2024,07:03,Stripe-necked Mongoose,1,Sighting,Tea Plantation,NA,NA
dd13b36f-9e22-4a9d-9a4a-c7df36fdc9e9,2024-02-08T15:23:36.000Z,2024-02-08T15:25:08.000Z,Rintu Mandal,08/02/2024 Wild pig Sighting,10.357308,76.877314,11,1145523,705551,43P,2024-02-08,08/02/2024,20:53,Wild pig,4,Sighting,Human settlement/habitation,NA,NA
1444f876-4358-4309-91b1-8f04966f4b44,2024-02-06T20:13:17.000Z,2024-02-06T20:14:34.000Z,Divya Mudappa,07/02/2024 Leopard Sign-vocalisation,10.330231,76.959979,5,1142582,714623,43P,2024-02-07,07/02/2024,01:30,Leopard,1,Sign-vocalisation,Tea Plantation,NA,Close to coop colony
cdf6e8d5-f7fa-4b75-81ae-89bcdc9150b3,2024-02-05T07:34:45.000Z,2024-02-07T03:53:36.000Z,Srinivasan Kasinathan,05/02/2024 Elephant Sighting,10.345121,76.972899,5,1144238,716029,43P,2024-02-05,05/02/2024,13:04,Elephant,1,Sighting,Rainforest fragment,NA,NA
6ff2c423-14d0-411f-9309-3dd85fe0b95a,2024-02-05T07:22:19.000Z,2024-02-05T16:08:06.000Z,Divya Mudappa,05/02/2024 Malabar Giant Squirrel Sighting,10.342708,76.904674,5,1143926,708557,43P,2024-02-05,05/02/2024,12:50,Malabar Giant Squirrel,1,Sighting,Rainforest,NA,Feeeding on spathodea pod/seeds
519c85b5-ecb2-45d1-b584-f99fdbe1cefc,2024-02-05T07:00:56.000Z,2024-02-05T16:08:04.000Z,Divya Mudappa,05/02/2024 Nilgiri Langur Sighting,10.344751,76.903855,5,1144151,708466,43P,2024-02-05,05/02/2024,12:30,Nilgiri Langur,9,Sighting,Rainforest,NA,On semecarpus
bc7de245-df7c-47e9-8019-9b74235451e3,2024-02-05T06:29:49.000Z,2024-02-08T01:33:21.000Z,T R Shankar Raman,05/02/2024 Barking Deer Sign-vocalisation,10.349215,76.904439,5,1144646,708527,43P,2024-02-05,05/02/2024,11:59,Barking Deer,1,Sign-vocalisation,Rainforest,NA,NA
3e604282-0bc8-48b0-ac3a-8da507e342ed,2024-02-05T06:13:46.000Z,2024-02-05T16:08:02.000Z,Divya Mudappa,05/02/2024 Dusky-striped Squirrel Sighting,10.34924,76.90434,8,1144648,708516,43P,2024-02-05,05/02/2024,11:42,Dusky-striped Squirrel,1,Sighting,Rainforest,NA,Near hornbill nest
