ec5_uuid,created_at,uploaded_at,recordedBy,title,lat_gps,long_gps,accuracy_gps,UTM_Northing_gps,UTM_Easting_gps,UTM_Zone_gps,eventDate,verbatimEventDate,eventTime,vernacularName,individualCount,occurrenceRemarks,habitat,photo,eventRemarks
b94fbe2d-4344-4f0c-be7b-15d03fa55e5f,2024-02-05T05:32:02.000Z,2024-02-08T01:33:19.000Z,T R Shankar Raman,05/02/2024 Nilgiri Langur Sighting,10.346008,76.919151,4,1144300,710141,43P,2024-02-05,05/02/2024,11:00,Nilgiri Langur,1,Sighting,Rainforest fragment,NA,NA
a778380b-aa95-4af1-9533-719e350fa71c,2024-02-04T02:22:49.000Z,2024-02-04T02:23:11.000Z,Divya Mudappa,04/02/2024 Jungle-striped Squirrel Sighting,10.330231,76.959979,5,1142582,714623,43P,2024-02-04,04/02/2024,07:52,Jungle-striped Squirrel,1,Sighting,Human settlement/habitation,NA,NA
932c0e2b-7b22-48d5-bcb5-d28512d75a53,2024-02-03T12:06:46.000Z,2024-02-04T02:20:03.000Z,T R Shankar Raman,03/02/2024 Bonnet Macaque Sighting,10.357337,76.93462,10,1145564,711827,43P,2024-02-03,03/02/2024,17:36,Bonnet Macaque,25,Sighting,Coffee plantation,NA,NA
dc91a7d4-2d3e-4ead-84e7-578f4964a31d,2024-02-03T11:37:05.000Z,2024-02-04T02:20:01.000Z,T R Shankar Raman,03/02/2024 Nilgiri Langur Sighting,10.34926,76.934658,9,1144671,711837,43P,2024-02-03,03/02/2024,17:06,Nilgiri Langur,3,Sighting,Coffee plantation,NA,Partial count
87a77b28-5bcd-40b3-93c4-4c92d3d4981a,2024-02-03T11:34:01.000Z,2024-02-04T02:19:59.000Z,T R Shankar Raman,03/02/2024 Malabar Giant Squirrel Sighting,10.349034,76.934468,8,1144645,711816,43P,2024-02-03,03/02/2024,17:03,Malabar Giant Squirrel,1,Sighting,Coffee plantation,NA,NA
be7eaaec-e4ee-41e5-8db5-108fc9589da0,2024-02-03T11:31:10.000Z,2024-02-04T02:19:57.000Z,T R Shankar Raman,03/02/2024 Barking Deer Sighting,10.34888,76.934484,8,1144628,711818,43P,2024-02-03,03/02/2024,17:00,Barking Deer,1,Sighting,Rainforest fragment,NA,NA
8c3551b2-2409-4984-b4be-8f92aa547193,2024-02-03T11:28:42.000Z,2024-02-04T02:20:14.000Z,Divya Mudappa,03/02/2024 Bonnet Macaque Sighting,10.35217,76.940842,6,1144997,712512,43P,2024-02-03,03/02/2024,16:57,Bonnet Macaque,20,Sighting,Human settlement/habitation,NA,Close to Tata coffee
915e1e39-8ee0-4afc-aa2a-26b9c9be62c8,2024-01-29T04:58:10.000Z,2024-01-29T05:19:39.000Z,Divya Mudappa,29/01/2024 Bonnet Macaque Sighting,10.330161,76.959907,5,1142575,714616,43P,2024-01-29,29/01/2024,10:27,Bonnet Macaque,2,Sighting,Human settlement/habitation,NA,One young one and one adult with large ltm troop.
b2dd5b7f-8c33-4389-a47f-483370fd697c,2024-01-29T04:57:27.000Z,2024-01-29T04:59:46.000Z,Divya Mudappa,29/01/2024 Lion-tailed Macaque Sighting,10.330193,76.959883,5,1142578,714613,43P,2024-01-29,29/01/2024,10:25,Lion-tailed Macaque,30,Sighting,Human settlement/habitation,b2dd5b7f-8c33-4389-a47f-483370fd697c_1706504229.jpg,One young bonnet with the troop. Partial count.
6559c89b-9ee7-45f0-ab05-29aeb59ce611,2024-01-26T12:11:52.000Z,2024-05-09T14:18:41.000Z,M. Ananda Kumar,26/01/2024 Elephant Sighting,10.345145,76.972864,4,1144241,716025,43P,2024-01-26,26/01/2024,17:39,Elephant,2,Sighting,Tea Plantation,NA,Sighted in the tea plantationsnext to Puthuthottam. GPS locationshkuld adjusted to the lseampy locationbelow Puthuthottam temple region.
ca1cdfcf-3546-4e53-acb0-583cdeda9fee,2024-01-25T13:48:31.000Z,2024-01-25T15:18:15.000Z,M. Ananda Kumar,25/01/2024 Large Brown Flying Squirrel Sighting,10.362668,76.938681,4,1146156,712269,43P,2024-01-25,25/01/2024,19:17,Large Brown Flying Squirrel,1,Sighting,Coffee plantation,NA,NA
b4c213be-6c28-46b3-b350-4f04cecd5523,2024-01-25T13:14:37.000Z,2024-01-29T04:59:44.000Z,Divya Mudappa,25/01/2024 Gaur Sighting,10.365247,76.948562,5,1146448,713349,43P,2024-01-25,25/01/2024,18:42,Gaur,30,Sighting,Tea Plantation,NA,Velonie tea
9bca9ff0-9304-4d57-b4fb-3c2eea234c42,2024-01-25T12:19:25.000Z,2024-01-25T15:18:13.000Z,M. Ananda Kumar,25/01/2024 Nilgiri Langur Sighting,10.349341,76.934813,4,1144680,711854,43P,2024-01-25,25/01/2024,17:47,Nilgiri Langur,4,Sighting,Coffee plantation,NA,There are morethan four. One male and three females were sighted.
74cb2a37-5c70-49ee-9780-effe273996a6,2024-01-25T11:56:24.000Z,2024-01-29T04:59:42.000Z,Divya Mudappa,25/01/2024 Nilgiri Langur Sighting,10.351469,76.937117,5,1144917,712105,43P,2024-01-25,25/01/2024,17:25,Nilgiri Langur,2,Sighting,Rainforest fragment,NA,Seen two troops. Other entered by Anand
c09a4869-9e49-4aaf-b00e-2b642c004a4f,2024-01-25T11:55:18.000Z,2024-01-29T04:59:40.000Z,Divya Mudappa,25/01/2024 Malabar Giant Squirrel Sighting,10.351565,76.937143,6,1144927,712108,43P,2024-01-25,25/01/2024,17:24,Malabar Giant Squirrel,1,Sighting,Rainforest fragment,NA,1 seen one heard earlier
9dd5d175-fb21-433f-81c4-bc99ce0f7c7e,2024-01-25T11:22:57.000Z,2024-01-29T04:59:38.000Z,Divya Mudappa,25/01/2024 Bonnet Macaque Sighting,10.353136,76.940594,7,1145103,712484,43P,2024-01-25,25/01/2024,16:51,Bonnet Macaque,10,Sighting,Human settlement/habitation,NA,Partial count
2c98d9ae-c9cd-4e18-a1cf-fb6ab1c0a7bd,2024-01-24T13:50:38.000Z,2024-01-29T13:07:49.000Z,T R Shankar Raman,24/01/2024 Stripe-necked Mongoose Sighting,10.369389,76.991128,3300,1146935,718009,43P,2024-01-24,24/01/2024,19:20,Stripe-necked Mongoose,1,Sighting,Tea Plantation,NA,NA
c5e65f85-5590-4061-8071-156ca53e56cb,2024-01-24T13:34:42.000Z,2024-02-07T03:53:33.000Z,Srinivasan Kasinathan,24/01/2024 Brown Palm Civet Sighting,10.346187,76.985906,4,1144365,717453,43P,2024-01-24,24/01/2024,19:04,Brown Palm Civet,1,Sighting,Human settlement/habitation,NA,NA
0a1f5ee4-a5e0-4a17-a5bd-28ed22285c4d,2024-01-24T11:51:20.000Z,2024-02-07T03:53:31.000Z,Srinivasan Kasinathan,24/01/2024 Lion-tailed Macaque Sighting,10.347698,76.972781,7,1144523,716014,43P,2024-01-24,24/01/2024,17:19,Lion-tailed Macaque,8,Sighting,Rainforest fragment,NA,NA
79905659-05d4-4eec-bdb5-c3ea28243870,2024-01-24T02:47:43.000Z,2024-01-24T07:57:28.000Z,T R Shankar Raman,24/01/2024 Jungle-striped Squirrel Sighting,10.34509,76.976901,12,1144238,716467,43P,2024-01-24,24/01/2024,08:17,Jungle-striped Squirrel,1,Sighting,Tea Plantation,NA,NA
9d8bcf31-5674-4cdb-b5c9-704e01ae3470,2024-01-24T02:46:00.000Z,2024-01-24T07:57:31.000Z,T R Shankar Raman,24/01/2024 Stripe-necked Mongoose Sighting,10.344721,76.974332,4,1144195,716186,43P,2024-01-24,24/01/2024,08:15,Stripe-necked Mongoose,2,Sighting,Tea Plantation,NA,NA
64038399-85c4-4f88-8b9d-534780d94eb6,2024-01-23T04:38:53.000Z,2024-01-23T04:43:23.000Z,Srinivasan Kasinathan,22/01/2024 Lion-tailed Macaque Sighting,NA,NA,NA,NA,NA,NA,2024-01-22,22/01/2024,04:30,Lion-tailed Macaque,2,Sighting,Rainforest fragment,NA,NA
bfdc076c-99b0-4fba-b1f7-687791aaaa8e,2024-01-23T04:37:51.000Z,2024-01-23T04:43:20.000Z,Srinivasan Kasinathan,23/01/2024 Gaur Sighting,10.347364,76.97282,8,1144486,716018,43P,2024-01-23,23/01/2024,10:07,Gaur,27,Sighting,Tea Plantation,NA,NA
a6e90b8b-b46f-4268-b3f7-d3b407121a90,2024-01-23T02:45:33.000Z,2024-01-24T07:57:26.000Z,T R Shankar Raman,23/01/2024 Gaur Sighting,10.353117,76.977509,8,1145126,716528,43P,2024-01-23,23/01/2024,08:14,Gaur,34,Sighting,Tea Plantation,NA,Partial count
5b276e78-f142-465f-a7a6-f717a684c674,2024-01-22T18:29:35.000Z,2024-01-22T18:29:41.000Z,T R Shankar Raman,22/01/2024 Gaur Sighting,10.353381,76.972339,4,1145152,715962,43P,2024-01-22,22/01/2024,23:04,Gaur,7,Sighting,Tea Plantation,NA,"At least7, including 1 calf"
2a20fc9b-98e5-4194-9027-777b96c2d637,2024-01-22T18:26:38.000Z,2024-01-22T18:27:03.000Z,T R Shankar Raman,22/01/2024 Leopard Sighting,10.333057,76.962362,4,1142897,714883,43P,2024-01-22,22/01/2024,23:15,Leopard,1,Sighting,Tea Plantation,NA,NA
c12a5efb-f5f7-4d66-bfcc-eb72735989d2,2024-01-22T18:24:32.000Z,2024-01-22T18:27:00.000Z,T R Shankar Raman,22/01/2024 Black-Naped Hare Sighting,10.348819,76.980179,4,1144652,716823,43P,2024-01-22,22/01/2024,23:00,Black-Naped Hare,1,Sighting,Tea Plantation,NA,NA
792f1d8c-b92f-4795-a27a-29ecc10a9196,2024-01-22T17:20:38.000Z,2024-01-29T04:59:36.000Z,Divya Mudappa,22/01/2024 Large Brown Flying Squirrel Sign-vocalisation,10.35372,76.972636,5,1145189,715994,43P,2024-01-22,22/01/2024,22:49,Large Brown Flying Squirrel,1,Sign-vocalisation,Other,NA,Call heard from the puthuthottam fragment
9cc0735c-8bd6-4437-8589-f23872810d3f,2024-01-21T08:04:57.000Z,2024-01-22T18:26:58.000Z,T R Shankar Raman,21/01/2024 Black-Naped Hare Sighting,10.330198,76.959927,20,1142579,714618,43P,2024-01-21,21/01/2024,13:32,Black-Naped Hare,1,Sighting,Tea Plantation,NA,NA
a3a9daa6-e99a-4446-8171-11e7334dbc8f,2024-01-21T04:02:04.000Z,2024-01-21T04:50:18.000Z,T R Shankar Raman,19/01/2024 Brown Mongoose Sighting,10.330331,76.960329,4,1142594,714662,43P,2024-01-19,19/01/2024,07:30,Brown Mongoose,3,Sighting,Human settlement/habitation,NA,Femalewith grown pups
40c56730-4a94-4545-b114-de614e846029,2024-01-13T16:55:04.000Z,2024-01-21T04:50:00.000Z,T R Shankar Raman,13/01/2024 Leopard Cat Sighting,10.365247,76.982569,12,1146471,717074,43P,2024-01-13,13/01/2024,22:24,Leopard Cat,1,Sighting,Tea Plantation,40c56730-4a94-4545-b114-de614e846029_1705166168.jpg,In tea
15d420bf-f6a6-4d18-bcb2-a0325a015908,2024-01-06T04:06:56.000Z,2024-01-21T04:49:53.000Z,T R Shankar Raman,06/01/2024 Jungle-striped Squirrel Sighting,10.33024,76.959953,3,1142583,714621,43P,2024-01-06,06/01/2024,09:35,Jungle-striped Squirrel,1,Sighting,Human settlement/habitation,NA,NA
5e3590e7-f87c-4415-8948-7bccf5431d85,2023-11-02T12:04:43.000Z,2024-01-21T04:49:41.000Z,T R Shankar Raman,01/11/2023 Jungle-striped Squirrel Sighting,10.330203,76.959923,8,1142579,714617,43P,2023-11-01,01/11/2023,17:15,Jungle-striped Squirrel,1,Sighting,Human settlement/habitation,NA,NA
