date,year,month,day,precipitation,maxTemp,minTemp,temperature,maxRH,minRH,humidity,maxwind,minwind,windspeed,maxgust,mingust,gustspeed,maxdew,mindew,dewpoint,maxRad,minRad,radiance,daylight
2014-02-15,2014,2,15,0,26.916,16.654,20.572052083333332,98.4,62,87.85416666666667,1.76,0,0.3884375,4.28,0,1.4294791666666666,20.7,16.4,18.336458333333333,1468.7,1.2,268.3875,12
2014-02-16,2014,2,16,0,29.24,16.272,21.308791666666668,97.7,51.4,81.065625,1.76,0,0.543125,4.78,0,1.7333333333333334,19.8,15.6,17.538541666666667,2116.2,1.2,442.29375,12
2014-02-17,2014,2,17,0,30.571,15.7,22.02478125,98.1,40,70.284375,1.01,0,0.18052083333333332,3.53,0,1.2878125,19.7,11.2,15.6125,2158.7,1.2,506.7729166666667,12
2014-02-18,2014,2,18,0,28.048,16.677,21.437635416666666,91.5,61,77.62291666666667,1.26,0,0.35625,4.78,0,1.878125,20.1,15,17.2375,2091.2,1.2,466.98125,12
2014-02-19,2014,2,19,0,27.628,16.511,21.165395833333335,97.2,53.1,76.796875,1.26,0,0.4272916666666667,4.03,0,2.140833333333333,19.1,14.7,16.675,2103.7,1.2,473.7,12
2014-02-20,2014,2,20,0,26.329,15.294,20.382666666666665,96.4,62.7,81.88541666666667,1.26,0,0.3440625,4.53,0,1.5763541666666667,20.2,14.2,17.026041666666668,2103.7,1.2,444.6375,12
2014-02-21,2014,2,21,0,29.19,17.225,21.8723125,96.1,52.6,78.71354166666667,1.26,0,0.39364583333333336,4.28,0,1.8776041666666667,19.6,15.2,17.614583333333332,2236.2,1.2,531.1479166666667,12
2014-02-22,2014,2,22,0,28.593,16.963,21.5749375,95.3,58.2,77.45416666666667,1.26,0,0.2730208333333333,3.78,0,1.4214583333333333,20.2,14.4,17.242708333333333,2066.2,1.2,482.840625,12
2014-02-23,2014,2,23,0,28.444,16.01,21.119104166666666,93.6,50.3,71.71354166666667,1.51,0,0.3223958333333333,4.28,0.25,1.7075,19.3,12.2,15.546875,2086.2,1.2,518.621875,12
2014-02-24,2014,2,24,0.8,28.369,14.984,20.76928125,96.9,49.2,74.31979166666666,1.51,0,0.6092708333333333,5.79,0.5,2.558125,18.7,10.7,15.732291666666667,2083.7,1.2,569.325,12
2014-02-25,2014,2,25,0,28.122,17.011,21.245208333333334,98.7,55.4,79.340625,1.76,0,0.7080208333333333,5.79,0.25,3.0475,20.3,14.7,17.203125,2378.7,1.2,598.1010416666667,12
2014-02-26,2014,2,26,0,30.016,16.129,21.688614583333333,96.8,46.9,69.52499999999999,1.26,0,0.47770833333333335,4.53,0,2.241041666666667,19,11.1,15.414583333333333,2131.2,1.2,584.090625,12
2014-02-27,2014,2,27,0,30.117,14.816,21.337885416666666,93.4,39.8,69.94270833333333,0.76,0,0.20947916666666666,3.02,0,1.335625,19.1,11.1,15.265625,2178.7,1.2,420.6791666666667,12
2014-02-28,2014,2,28,0,30.394,16.915,21.6825,96.1,48.9,82.05104166666666,1.01,0,0.15989583333333335,3.78,0,1.1251041666666666,20.6,15.9,18.15833333333333,2241.2,1.2,354.325,12
2014-03-01,2014,3,1,0,27.628,17.819,21.8421875,96,61.3,81.21145833333334,1.26,0,0.29625,4.03,0,1.5684375,20.9,16.3,18.292708333333334,2073.7,1.2,461.66875,12.25
2014-03-02,2014,3,2,0,29.215,16.82,21.8595,96.3,53.2,80.26875,1.01,0,0.1940625,3.53,0,1.2248958333333333,19.7,16.2,17.959375,2268.7,1.2,469.4291666666667,12
2014-03-03,2014,3,3,1,27.628,16.439,20.64528125,97.3,64.2,86.459375,0.76,0,0.08083333333333334,3.53,0,0.9653125,20.7,15.9,18.178125,1506.2,1.2,284.61145833333336,12
2014-03-04,2014,3,4,0.2,26.916,17.558,21.261385416666666,97.7,65.5,84.79166666666667,1.01,0,0.1121875,3.27,0,1.2298958333333334,21.4,16.8,18.458333333333332,1931.2,1.2,325.39270833333336,12
2014-03-05,2014,3,5,1.4,28.593,16.915,20.915302083333334,97.3,58.9,84.553125,1.26,0,0.2490625,4.78,0,1.5132291666666666,21.4,16.2,18.003125,2136.2,1.2,390.2625,12.25
2014-03-06,2014,3,6,0,27.038,17.011,21.085864583333333,98.9,66.2,86.44791666666667,1.01,0,0.13614583333333333,4.03,0,1.1251041666666666,21.3,16.8,18.598958333333332,2231.2,1.2,409.090625,12
2014-03-07,2014,3,7,0,26.573,17.296,21.2549375,95.8,67.4,81.95208333333333,1.51,0,0.3280208333333333,5.29,0,1.825625,20.4,15.5,17.947916666666668,2221.2,1.2,430.78333333333336,12.25
2014-03-08,2014,3,8,0.8,29.165,16.892,21.144458333333333,95.4,55.4,78.215625,1.51,0,0.465,5.04,0,2.0801041666666666,19.7,14.2,17.026041666666668,2088.7,1.2,517.3979166666667,12.25
2014-03-09,2014,3,9,0.4,25.768,17.201,20.5746875,95.8,58.5,77.259375,1.26,0,0.3692708333333333,5.04,0,2.1245833333333333,19,13.4,16.23125,1883.7,1.2,347.34583333333336,12.25
2014-03-10,2014,3,10,0,28.444,17.249,21.65740625,84.3,48.7,68.49479166666666,1.01,0,0.2959375,4.28,0,1.9229166666666666,20,13.3,15.396875,2261.2,1.2,470.62708333333336,12.25
2014-03-11,2014,3,11,0,28.518,16.606,21.692489583333334,91.8,45.5,67.90416666666667,1.51,0,0.6325,6.8,1.01,3.035416666666667,18.7,12,15.105208333333334,2103.7,1.2,569.6635416666667,12.25
2014-03-12,2014,3,12,0,28.99,15.151,21.529,74.3,39.3,54.56041666666667,1.51,0,0.6144791666666667,5.54,0.5,2.7413541666666665,15.9,5.5,11.714583333333334,2126.2,1.2,576.4864583333333,12.25
2014-03-13,2014,3,13,0,28.941,15.652,21.5845625,71.1,39.1,54.188541666666666,1.51,0,0.7430208333333334,5.79,0.76,3.0401041666666666,16.6,5.2,11.733333333333333,2128.7,1.2,570.2364583333333,12.25
2014-03-14,2014,3,14,0,30.192,17.32,22.575708333333335,57.4,28.4,40.25416666666667,1.76,0,0.6745833333333333,6.8,0.5,3.0403125,11.2,1.9,8.071875,2156.2,1.2,571.3822916666667,12.25
2014-03-15,2014,3,15,0,30.066,16.129,21.605604166666666,60.5,21.8,37.11354166666667,1.26,0,0.4013541666666667,5.04,0,2.2538541666666667,10.2,0.6,5.763541666666667,2073.7,1.2,495.9916666666667,12.25
2014-03-16,2014,3,16,0,31.382,17.772,23.083583333333333,55,19.7,33.083333333333336,2.77,0,0.88375,8.06,0.5,3.530625,9.4,2.4,5.508333333333333,2158.7,1.2,567.7104166666667,12.25
2014-03-17,2014,3,17,0,30.773,17.082,23.39015625,58.8,22.9,34.075,1.51,0,0.6160416666666667,5.54,1.01,2.7560416666666665,12.7,0.3,6.175,2148.7,1.2,569.5333333333333,12.25
