Stratum,Replicate,SurveyID,Point,Time,BirdMamm,Habitat,Species,Number,Distance,HSF,Remarks
B_Org Tea,1,OT1,1,07:09,Bird,OC,Spotted Dove,1,30,H,"Clear, Misty"
B_Org Tea,1,OT1,1,07:09,Bird,OC,Large-billed Crow,2,20,S,
B_Org Tea,1,OT1,1,07:09,Bird,OC,Red-whiskered Bulbul,1,15,S,
B_Org Tea,1,OT1,1,07:09,Bird,OC,Red-whiskered Bulbul,1,30,H,
B_Org Tea,1,OT1,1,07:09,Bird,RF,Greenish Warbler,1,20,H,
B_Org Tea,1,OT1,1,07:09,Bird,OC,Greater Coucal,1,30,S,
B_Org Tea,1,OT1,1,07:09,Bird,OC,Brown Shrike,1,20,S,
B_Org Tea,1,OT1,1,07:09,Bird,OC,Indian Peafowl,1,100,H,
B_Org Tea,1,OT1,1,07:09,Bird,OC,Blyth's Reed-Warbler,1,10,H,
B_Org Tea,1,OT1,1,07:09,Bird,RF,Gray Junglefowl,1,50,H,
B_Org Tea,1,OT1,1,07:09,Bird,RF,Indian Pitta,1,10,S,
B_Org Tea,1,OT1,1,07:09,Bird,RF,White-cheeked Barbet,2,30,H,
B_Org Tea,1,OT1,1,07:09,Bird,OC,Black-rumped Flameback,1,30,H,
B_Org Tea,1,OT1,1,07:09,Mammal,NA,STRIPE-NECKED MONGOOSE,2,30,S,
B_Org Tea,1,OT1,1,07:09,Bird,OC,Long-tailed Shrike,1,50,H,
B_Org Tea,2,OT1,2,07:17,Bird,OC,Long-tailed Shrike,1,30,H,"Clear, light mist"
B_Org Tea,2,OT1,2,07:17,Bird,OC,Greater Coucal,2,15,S,
B_Org Tea,2,OT1,2,07:17,Bird,RF,Greenish Warbler,1,30,H,
B_Org Tea,2,OT1,2,07:17,Bird,OC,Blyth's Reed-Warbler,1,30,H,
B_Org Tea,2,OT1,2,07:17,Bird,OC,Spotted Dove,1,50,H,
B_Org Tea,2,OT1,2,07:17,Bird,OC,Oriental Magpie-Robin,2,50,S,
B_Org Tea,2,OT1,2,07:17,Bird,OC,Red-whiskered Bulbul,1,30,H,
B_Org Tea,2,OT1,2,07:17,Bird,OC,Large-billed Crow,2,15,F,"Flying over canopy, out of plot"
B_Org Tea,2,OT1,2,07:17,Bird,OC,Purple Sunbird,1,30,H,
B_Org Tea,2,OT1,2,07:17,Bird,OC,Red-whiskered Bulbul,2,30,S,
B_Org Tea,2,OT1,2,07:17,Bird,OC,House Crow,1,30,S,
B_Org Tea,2,OT1,2,07:17,Bird,OC,Red-whiskered Bulbul,1,15,S,
B_Org Tea,2,OT1,2,07:17,Bird,OC,Red-whiskered Bulbul,1,20,H,
B_Org Tea,2,OT1,2,07:17,Bird,OC,Large-billed Crow,1,30,S,
B_Org Tea,3,OT1,3,07:26,Bird,OC,Thick-billed Warbler,1,15,S,"Clear, light mist"
B_Org Tea,3,OT1,3,07:26,Bird,OC,Blyth's Reed-Warbler,1,20,H,Entering plot
B_Org Tea,3,OT1,3,07:26,Bird,OC,Common Tailorbird,1,30,H,
B_Org Tea,3,OT1,3,07:26,Bird,OC,House Crow,1,10,S,
B_Org Tea,3,OT1,3,07:26,Bird,OC,Black-rumped Flameback,1,30,H,
B_Org Tea,3,OT1,3,07:26,Bird,OC,Red-whiskered Bulbul,1,30,H,
B_Org Tea,3,OT1,3,07:26,Bird,OC,Blyth's Reed-Warbler,2,30,H,
B_Org Tea,3,OT1,3,07:26,Bird,OC,Oriental Magpie-Robin,1,10,S,
B_Org Tea,3,OT1,3,07:26,Bird,OC,Long-tailed Shrike,1,10,S,
B_Org Tea,3,OT1,3,07:26,Bird,OC,Spotted Dove,1,30,H,
B_Org Tea,4,OT1,4,07:34,Bird,OC,Oriental Magpie-Robin,2,30,S,
B_Org Tea,4,OT1,4,07:34,Bird,OC,Streak-throated Woodpecker,2,30,S,
B_Org Tea,4,OT1,4,07:34,Bird,OC,Red-whiskered Bulbul,2,10,S,
B_Org Tea,4,OT1,4,07:34,Bird,OC,Blyth's Reed-Warbler,1,15,S,
B_Org Tea,4,OT1,4,07:34,Bird,OC,Spotted Dove,1,20,H,
B_Org Tea,4,OT1,4,07:34,Bird,OC,House Crow,1,5,F,"Flying over canopy, out of plot"
B_Org Tea,4,OT1,4,07:34,Bird,OC,Jungle Myna,1,20,S,
B_Org Tea,4,OT1,4,07:34,Bird,OC,Thick-billed Warbler,1,20,S,
B_Org Tea,4,OT1,4,07:34,Bird,OC,Ashy Prinia,2,30,H,
B_Org Tea,4,OT1,4,07:34,Bird,OC,Large-billed Crow,1,20,S,Approximation. Probably seen while exiting
B_Org Tea,5,OT1,5,07:41,Bird,OC,Cattle Egret,1,30,S,"Clear, light mist"
B_Org Tea,5,OT1,5,07:41,Bird,OC,House Crow,1,15,S,
B_Org Tea,5,OT1,5,07:41,Bird,OC,Blyth's Reed-Warbler,1,20,H,
B_Org Tea,5,OT1,5,07:41,Bird,OC,Jungle Myna,2,30,H,Entering plot
B_Org Tea,5,OT1,5,07:41,Bird,OC,Red-whiskered Bulbul,2,20,S,
B_Org Tea,5,OT1,5,07:41,Bird,OC,Ashy Prinia,1,30,S,
B_Org Tea,5,OT1,5,07:41,Bird,OC,House Crow,5,30,F,"Flying over canopy, out of plot"
B_Org Tea,5,OT1,5,07:41,Bird,OC,Thick-billed Warbler,1,20,H,
B_Org Tea,5,OT1,5,07:41,Bird,OC,Jungle Myna,2,20,F,"Flying over canopy, out of plot"
B_Org Tea,5,OT1,5,07:41,Bird,OC,Red-whiskered Bulbul,1,5,S,
B_Org Tea,5,OT1,5,07:41,Bird,OC,Streak-throated Woodpecker,1,30,S,
B_Org Tea,6,OT1,6,07:48,Bird,OC,Jungle Myna,2,20,S,"Approximation. Probably seen while entering. Weather: Clear, light mist"
B_Org Tea,6,OT1,6,07:48,Bird,RF,Gray Wagtail,1,20,H,
B_Org Tea,6,OT1,6,07:48,Bird,OC,Spotted Dove,2,15,S,
B_Org Tea,6,OT1,6,07:48,Bird,OC,Greater Coucal,2,20,S,
B_Org Tea,6,OT1,6,07:48,Bird,OC,Common Tailorbird,1,15,S,
B_Org Tea,6,OT1,6,07:48,Bird,OC,Oriental Magpie-Robin,2,15,S,
B_Org Tea,6,OT1,6,07:48,Bird,OC,Blyth's Reed-Warbler,1,30,H,Entering plot
B_Org Tea,6,OT1,6,07:48,Bird,OC,Blyth's Reed-Warbler,1,20,H,
B_Org Tea,6,OT1,6,07:48,Bird,OC,Cattle Egret,1,30,F,"Flying over canopy, out of plot"
B_Org Tea,6,OT1,6,07:48,Bird,OC,Red-whiskered Bulbul,1,30,S,
B_Org Tea,6,OT1,6,07:48,Bird,OC,House Crow,1,15,S,
B_Org Tea,6,OT1,6,07:48,Bird,OC,Blyth's Reed-Warbler,1,5,S,
B_Org Tea,6,OT1,6,07:48,Bird,RF,White-cheeked Barbet,1,50,S,
B_Org Tea,6,OT1,6,07:48,Bird,OC,Jungle Myna,4,20,S,
B_Org Tea,6,OT1,6,07:48,Bird,OC,House Crow,1,30,S,Exiting plot
B_Org Tea,7,OT1,7,07:55,Bird,OC,Oriental Magpie-Robin,1,30,H,
B_Org Tea,7,OT1,7,07:55,Bird,OC,Red-whiskered Bulbul,2,30,S,
B_Org Tea,7,OT1,7,07:55,Bird,OC,Jungle Myna,3,20,S,
B_Org Tea,7,OT1,7,07:55,Bird,OC,Long-tailed Shrike,1,20,H,
B_Org Tea,7,OT1,7,07:55,Bird,OC,Ashy Prinia,2,30,H,
B_Org Tea,7,OT1,7,07:55,Bird,OC,Ashy Prinia,1,30,S,
B_Org Tea,7,OT1,7,07:55,Bird,OC,Blyth's Reed-Warbler,1,20,H,
B_Org Tea,7,OT1,7,07:55,Bird,OC,Blyth's Reed-Warbler,1,30,H,
B_Org Tea,7,OT1,7,07:55,Bird,OC,Blyth's Reed-Warbler,1,10,H,
B_Org Tea,7,OT1,7,07:55,Bird,OC,Common Tailorbird,1,30,H,
B_Org Tea,7,OT1,7,07:55,Bird,OC,Spotted Dove,1,20,S,
B_Org Tea,7,OT1,7,07:55,Bird,RF,Greenish Warbler,1,20,S,
B_Org Tea,7,OT1,7,07:55,Bird,OC,Red-whiskered Bulbul,2,30,S,Exiting plot
B_Org Tea,7,OT1,7,07:55,Bird,OC,Blyth's Reed-Warbler,1,30,H,Exiting plot
B_Org Tea,8,OT1,8,08:03,Bird,OC,White-breasted Waterhen,1,20,S,"Clear, sunny"
B_Org Tea,8,OT1,8,08:03,Bird,OC,Blyth's Reed-Warbler,1,15,H,
B_Org Tea,8,OT1,8,08:03,Bird,OC,Jungle Myna,1,20,S,
B_Org Tea,8,OT1,8,08:03,Bird,OC,Red-whiskered Bulbul,1,15,S,
B_Org Tea,8,OT1,8,08:03,Bird,OC,Long-tailed Shrike,1,30,H,
B_Org Tea,8,OT1,8,08:03,Bird,OC,Red-whiskered Bulbul,3,5,S,
B_Org Tea,8,OT1,8,08:03,Bird,OC,Oriental Magpie-Robin,1,30,H,
B_Org Tea,8,OT1,8,08:03,Bird,OC,Spotted Dove,1,20,S,
B_Org Tea,8,OT1,8,08:03,Bird,OC,Jungle Myna,1,20,S,
B_Org Tea,8,OT1,8,08:03,Bird,OC,Jungle Myna,1,30,S,
B_Org Tea,8,OT1,8,08:03,Bird,OC,Oriental Magpie-Robin,2,15,S,
B_Org Tea,8,OT1,8,08:03,Bird,OC,Common Tailorbird,1,30,H,
B_Org Tea,8,OT1,8,08:03,Bird,RF,Rufous Babbler,5,30,S,
B_Org Tea,8,OT1,8,08:03,Bird,OC,Oriental Magpie-Robin,2,20,S,Different pair
B_Org Tea,8,OT1,8,08:03,Bird,OC,Red-whiskered Bulbul,2,5,S,
B_Org Tea,8,OT1,8,08:03,Bird,OC,Ashy Prinia,1,30,H,
B_Org Tea,8,OT1,8,08:03,Bird,OC,Spotted Dove,2,30,S,
B_Org Tea,8,OT1,8,08:03,Bird,RF,Indian Scimitar-Babbler,2,20,S,Exiting plot
B_Org Tea,8,OT1,8,08:03,Bird,OC,Blyth's Reed-Warbler,1,30,H,Exiting plot
B_Org Tea,9,OT1,9,08:11,Bird,OC,Spotted Dove,1,20,S,"Approximation. Probably seen while entering. Weather: clear, sunny"
B_Org Tea,9,OT1,9,08:11,Bird,OC,Blyth's Reed-Warbler,1,20,S,Approximation. Probably seen while entering
B_Org Tea,9,OT1,9,08:11,Bird,OC,Brown Shrike,1,20,S,
B_Org Tea,9,OT1,9,08:11,Bird,OC,Oriental Magpie-Robin,3,10,S,
B_Org Tea,9,OT1,9,08:11,Bird,OC,Ashy Prinia,2,30,S,
B_Org Tea,9,OT1,9,08:11,Bird,RF,White-cheeked Barbet,1,30,S,
B_Org Tea,9,OT1,9,08:11,Bird,OC,Jungle Myna,1,30,H,
B_Org Tea,9,OT1,9,08:11,Bird,OC,Jungle Myna,3,15,S,
B_Org Tea,9,OT1,9,08:11,Bird,OC,Blyth's Reed-Warbler,1,20,H,
B_Org Tea,9,OT1,9,08:11,Bird,RF,Indian Scimitar-Babbler,2,30,H,
B_Org Tea,9,OT1,9,08:11,Bird,OC,Red-whiskered Bulbul,3,50,S,
B_Org Tea,9,OT1,9,08:11,Bird,OC,Blyth's Reed-Warbler,1,20,S,
B_Org Tea,9,OT1,9,08:11,Bird,OC,Indian Pond-Heron,1,20,S,
B_Org Tea,9,OT1,9,08:11,Bird,OC,Large-billed Crow,2,50,S,
B_Org Tea,9,OT1,9,08:11,Bird,OC,Thick-billed Warbler,1,30,S,
B_Org Tea,9,OT1,9,08:11,Bird,OC,Thick-billed Warbler,1,15,H,
B_Org Tea,10,OT1,10,08:20,Bird,OC,Blyth's Reed-Warbler,1,20,H,
B_Org Tea,10,OT1,10,08:20,Mammal,NA,GAUR,4,50,S,
B_Org Tea,10,OT1,10,08:20,Bird,OC,Red-whiskered Bulbul,2,30,H,
B_Org Tea,10,OT1,10,08:20,Bird,OC,Blyth's Reed-Warbler,1,20,H,Different individual
B_Org Tea,10,OT1,10,08:20,Bird,OC,Jungle Myna,1,30,H,
B_Org Tea,10,OT1,10,08:20,Bird,OC,Red-whiskered Bulbul,1,30,H,
B_Org Tea,10,OT1,10,08:20,Bird,OC,Jungle Myna,2,50,S,
B_Org Tea,10,OT1,10,08:20,Bird,RF,White-cheeked Barbet,2,50,H,
B_Org Tea,10,OT1,10,08:20,Bird,RF,White-cheeked Barbet,1,30,H,Exiting plot
B_Org Tea,10,OT1,10,08:20,Bird,OC,Blyth's Reed-Warbler,1,30,H,Exiting plot
B_Org Tea,11,OT1,11,08:29,Bird,OC,Blyth's Reed-Warbler,1,30,H,"Entering plot. Weather: Clear, sunny"
B_Org Tea,11,OT1,11,08:29,Bird,OC,Oriental Magpie-Robin,2,0,S,
B_Org Tea,11,OT1,11,08:29,Bird,OC,Jungle Myna,1,30,S,
B_Org Tea,11,OT1,11,08:29,Bird,OC,Brown Shrike,1,10,S,
B_Org Tea,11,OT1,11,08:29,Bird,RF,Greenish Warbler,1,20,H,
B_Org Tea,11,OT1,11,08:29,Bird,OC,Blyth's Reed-Warbler,1,30,H,
B_Org Tea,11,OT1,11,08:29,Bird,OC,Black-shouldered Kite,1,10,S,
B_Org Tea,11,OT1,11,08:29,Bird,OC,Jungle Myna,2,15,S,
B_Org Tea,11,OT1,11,08:29,Bird,OC,Spotted Dove,2,30,H,
B_Org Tea,11,OT1,11,08:29,Bird,OC,Jungle Myna,2,30,S,
B_Org Tea,11,OT1,11,08:29,Bird,OC,Pied Bushchat,1,50,S,Male
B_Org Tea,12,OT1,12,08:36,Bird,OC,Blyth's Reed-Warbler,1,30,H,"Entering plot. Weather: Clear, sunny. Crotalaria plantation. Tea pickers present"
B_Org Tea,12,OT1,12,08:36,Bird,OC,Blyth's Reed-Warbler,1,30,H,Entering plot
B_Org Tea,12,OT1,12,08:36,Bird,OC,Blyth's Reed-Warbler,1,20,S,
B_Org Tea,12,OT1,12,08:36,Bird,OC,Blyth's Reed-Warbler,1,20,H,
B_Org Tea,12,OT1,12,08:36,Bird,OC,Plum-headed Parakeet,1,15,F,"Flying over canopy, out of plot"
B_Org Tea,12,OT1,12,08:36,Bird,OC,Greater Coucal,2,30,H,Entering plot
B_Org Tea,12,OT1,12,08:36,Bird,OC,Long-tailed Shrike,1,30,H,
B_Org Tea,12,OT1,12,08:36,Bird,OC,Jungle Myna,2,30,F,"Flying over canopy, out of plot"
B_Org Tea,12,OT1,12,08:36,Bird,OC,Ashy Prinia,1,30,H,
B_Org Tea,12,OT1,12,08:36,Bird,OC,Streak-throated Woodpecker,1,30,H,
B_Org Tea,13,OT1,13,08:45,Bird,OC,White-breasted Waterhen,1,15,S,Entering plot. Weather: Partly cloudy
B_Org Tea,13,OT1,13,08:45,Bird,OC,Spotted Dove,1,10,S,
B_Org Tea,13,OT1,13,08:45,Bird,OC,Blyth's Reed-Warbler,1,30,H,Entering plot
B_Org Tea,13,OT1,13,08:45,Bird,OC,Red-whiskered Bulbul,1,30,H,
B_Org Tea,13,OT1,13,08:45,Bird,OC,Blyth's Reed-Warbler,1,20,H,
B_Org Tea,13,OT1,13,08:45,Bird,OC,Blyth's Reed-Warbler,1,15,H,
B_Org Tea,13,OT1,13,08:45,Bird,OC,Jungle Myna,1,30,H,
B_Org Tea,13,OT1,13,08:45,Bird,OC,Ashy Prinia,1,30,S,
B_Org Tea,13,OT1,13,08:45,Bird,OC,Thick-billed Warbler,1,20,H,
B_Org Tea,13,OT1,13,08:45,Bird,OC,Oriental Magpie-Robin,1,20,S,
B_Org Tea,14,OT1,14,08:53,Bird,RF,Crested Serpent-Eagle,2,30,S,Partly cloudy
B_Org Tea,14,OT1,14,08:53,Bird,RF,Rufous Babbler,5,20,S,Entering plot
B_Org Tea,14,OT1,14,08:53,Bird,RF,Rufous Babbler,2,30,H,
B_Org Tea,14,OT1,14,08:53,Bird,OC,Greater Coucal,1,30,S,
B_Org Tea,14,OT1,14,08:53,Bird,OC,Blyth's Reed-Warbler,1,30,H,Entering plot
B_Org Tea,14,OT1,14,08:53,Bird,OC,Blyth's Reed-Warbler,1,5,H,
B_Org Tea,14,OT1,14,08:53,Bird,OC,Blyth's Reed-Warbler,1,10,H,
B_Org Tea,14,OT1,14,08:53,Bird,OC,Jungle Myna,2,15,S,
B_Org Tea,14,OT1,14,08:53,Bird,OC,Blyth's Reed-Warbler,1,15,H,
B_Org Tea,14,OT1,14,08:53,Bird,OC,Jungle Myna,1,30,H,
B_Org Tea,14,OT1,14,08:53,Bird,OC,Red-whiskered Bulbul,2,30,S,
B_Org Tea,14,OT1,14,08:53,Bird,OC,Long-tailed Shrike,1,30,S,
B_Org Tea,14,OT1,14,08:53,Bird,OC,Jungle Myna,2,30,S,One enters nest hole in Silver Oak
B_Org Tea,14,OT1,14,08:53,Bird,OC,Indian Pond-Heron,1,30,S,
B_Org Tea,14,OT1,14,08:53,Bird,OC,Oriental Magpie-Robin,2,30,S,
B_Org Tea,15,OT1,15,09:01,Bird,OC,Blyth's Reed-Warbler,1,20,H,Partly cloudy
B_Org Tea,15,OT1,15,09:01,Bird,OC,Jungle Myna,2,30,S,
B_Org Tea,15,OT1,15,09:01,Bird,OC,Blyth's Reed-Warbler,1,20,S,
B_Org Tea,15,OT1,15,09:01,Bird,OC,Blyth's Reed-Warbler,1,10,H,Different individual
B_Org Tea,15,OT1,15,09:01,Bird,OC,Blyth's Reed-Warbler,1,5,H,Different individual
B_Org Tea,15,OT1,15,09:01,Bird,OC,Greater Coucal,1,30,H,
B_Org Tea,15,OT1,15,09:01,Mammal,NA,STRIPE-NECKED MONGOOSE,1,100,S,
A_Con Tea,1,CT1,1,07:04,Bird,OC,Blyth's Reed-Warbler,1,15,H,Clear
A_Con Tea,1,CT1,1,07:04,Bird,OC,Common Tailorbird,1,5,S,
A_Con Tea,1,CT1,1,07:04,Bird,OC,Red-whiskered Bulbul,2,30,H,
A_Con Tea,1,CT1,1,07:04,Bird,OC,Blyth's Reed-Warbler,1,30,H,
A_Con Tea,1,CT1,1,07:04,Bird,OC,Blyth's Reed-Warbler,1,20,H,
A_Con Tea,1,CT1,1,07:04,Bird,RF,Oriental White-Eye,4,10,H,
A_Con Tea,1,CT1,1,07:04,Bird,OC,Eurasian Hoopoe,1,30,S,Flew in and perched
A_Con Tea,1,CT1,1,07:04,Bird,OC,Eurasian Hoopoe,1,50,S,Flew in and perched
A_Con Tea,1,CT1,1,07:04,Bird,OC,Red-whiskered Bulbul,1,10,S,
A_Con Tea,1,CT1,1,07:04,Bird,RF,Greenish Warbler,1,15,H,
A_Con Tea,2,CT1,2,07:12,Bird,OC,Blyth's Reed-Warbler,1,15,S,"Clear, sunny"
A_Con Tea,2,CT1,2,07:12,Bird,OC,Red-whiskered Bulbul,1,20,H,
A_Con Tea,2,CT1,2,07:12,Bird,RF,Gray Wagtail,1,10,S,
A_Con Tea,2,CT1,2,07:12,Bird,OC,Blyth's Reed-Warbler,1,20,S,
A_Con Tea,2,CT1,2,07:12,Bird,OC,Spotted Dove,1,30,H,
A_Con Tea,2,CT1,2,07:12,Bird,OC,Purple Sunbird,1,30,S,
A_Con Tea,2,CT1,2,07:12,Bird,OC,Blyth's Reed-Warbler,1,5,H,
A_Con Tea,2,CT1,2,07:12,Bird,RF,Golden-fronted Leafbird,2,30,S,
A_Con Tea,2,CT1,2,07:12,Bird,OC,Red-whiskered Bulbul,2,20,S,
A_Con Tea,2,CT1,2,07:12,Bird,RF,Greenish Warbler,1,30,H,
A_Con Tea,2,CT1,2,07:12,Bird,RF,White-cheeked Barbet,2,50,H,
A_Con Tea,3,CT1,3,07:19,Bird,OC,Blyth's Reed-Warbler,1,30,H,"Entering plot. Weather: Clear, sunny"
A_Con Tea,3,CT1,3,07:19,Bird,OC,Blyth's Reed-Warbler,1,5,S,
A_Con Tea,3,CT1,3,07:19,Bird,OC,Blyth's Reed-Warbler,1,15,H,
A_Con Tea,3,CT1,3,07:19,Bird,OC,Small Minivet,4,10,S,"1 male, 3 females"
A_Con Tea,3,CT1,3,07:19,Bird,RF,Gray Junglefowl,1,50,H,
A_Con Tea,3,CT1,3,07:19,Bird,RF,Indian Scimitar-Babbler,2,50,H,
A_Con Tea,3,CT1,3,07:19,Bird,OC,Large-billed Crow,1,15,S,
A_Con Tea,3,CT1,3,07:19,Bird,OC,Large-billed Crow,2,0,S,
A_Con Tea,3,CT1,3,07:19,Bird,OC,Blyth's Reed-Warbler,1,30,H,Exiting plot
A_Con Tea,4,CT1,4,07:26,Bird,OC,Blyth's Reed-Warbler,1,30,H,Entering plot
A_Con Tea,4,CT1,4,07:26,Bird,OC,Blyth's Reed-Warbler,1,30,H,
A_Con Tea,4,CT1,4,07:26,Bird,OC,Blyth's Reed-Warbler,1,15,H,
A_Con Tea,4,CT1,4,07:26,Bird,RF,Greenish Warbler,1,20,H,
A_Con Tea,4,CT1,4,07:26,Bird,OC,Eurasian Hoopoe,1,30,S,
A_Con Tea,4,CT1,4,07:26,Bird,OC,Common Tailorbird,1,30,H,
A_Con Tea,4,CT1,4,07:26,Bird,OC,Red-whiskered Bulbul,1,30,H,
A_Con Tea,5,CT1,5,07:33,Bird,OC,Blyth's Reed-Warbler,1,30,H,Entering plot
A_Con Tea,5,CT1,5,07:33,Bird,OC,Blyth's Reed-Warbler,1,20,S,Different individual
A_Con Tea,5,CT1,5,07:33,Bird,OC,Blyth's Reed-Warbler,1,0,S,Different individual
A_Con Tea,5,CT1,5,07:33,Bird,OC,Blyth's Reed-Warbler,1,5,S,Different individual
A_Con Tea,5,CT1,5,07:33,Bird,RF,Greenish Warbler,1,15,S,Singing
A_Con Tea,5,CT1,5,07:33,Bird,OC,Red-whiskered Bulbul,1,30,H,
A_Con Tea,5,CT1,5,07:33,Bird,OC,Oriental Magpie-Robin,1,30,H,Entering plot
A_Con Tea,5,CT1,5,07:33,Bird,RF,Gray Junglefowl,2,30,S,Calling from Silver Oak fork
A_Con Tea,5,CT1,5,07:33,Bird,OC,Spotted Dove,1,10,S,Exiting plot
A_Con Tea,5,CT1,5,07:33,Bird,OC,Large-billed Crow,1,30,S,Exiting plot
A_Con Tea,6,CT1,6,07:40,Bird,OC,Dusky Crag-Martin,2,20,S,
A_Con Tea,6,CT1,6,07:40,Bird,OC,Jungle Myna,2,20,S,
A_Con Tea,6,CT1,6,07:40,Bird,OC,Spotted Dove,2,10,S,
A_Con Tea,6,CT1,6,07:40,Bird,OC,Red-whiskered Bulbul,2,5,S,
A_Con Tea,6,CT1,6,07:40,Bird,RF,Greenish Warbler,1,5,S,
A_Con Tea,6,CT1,6,07:40,Bird,OC,Jungle Myna,3,30,S,
A_Con Tea,6,CT1,6,07:40,Bird,OC,Blyth's Reed-Warbler,1,10,H,
A_Con Tea,6,CT1,6,07:40,Bird,OC,Blyth's Reed-Warbler,1,5,S,
A_Con Tea,6,CT1,6,07:40,Bird,RF,Puff-throated Babbler,1,50,H,
A_Con Tea,6,CT1,6,07:40,Bird,OC,Plum-headed Parakeet,1,50,H,
A_Con Tea,6,CT1,6,07:40,Mammal,NA,JUNGLE STRIPED SQUIRREL,1,30,H,
A_Con Tea,6,CT1,6,07:40,Bird,OC,Red-whiskered Bulbul,1,30,S,Exiting plot
A_Con Tea,7,CT1,7,07:47,Bird,OC,Jungle Myna,2,30,H,"Clear, sunny"
A_Con Tea,7,CT1,7,07:47,Bird,OC,Pied Bushchat,1,15,S,
A_Con Tea,7,CT1,7,07:47,Bird,OC,Oriental Magpie-Robin,2,15,S,
A_Con Tea,7,CT1,7,07:47,Bird,OC,Purple Sunbird,1,0,S,Eclipse male
A_Con Tea,7,CT1,7,07:47,Bird,OC,Plum-headed Parakeet,1,15,F,"Flying over canopy, out of plot"
A_Con Tea,7,CT1,7,07:47,Bird,OC,Jungle Myna,2,10,S,
A_Con Tea,7,CT1,7,07:47,Mammal,NA,STRIPE-NECKED MONGOOSE,1,20,S,
A_Con Tea,7,CT1,7,07:47,Bird,OC,Blyth's Reed-Warbler,1,15,H,
A_Con Tea,7,CT1,7,07:47,Bird,OC,Blyth's Reed-Warbler,1,20,H,
A_Con Tea,7,CT1,7,07:47,Bird,OC,Oriental Magpie-Robin,2,5,S,
A_Con Tea,7,CT1,7,07:47,Bird,OC,Blyth's Reed-Warbler,1,20,H,
A_Con Tea,7,CT1,7,07:47,Bird,OC,Long-tailed Shrike,1,30,H,
A_Con Tea,7,CT1,7,07:47,Bird,OC,Red-whiskered Bulbul,1,20,S,
A_Con Tea,7,CT1,7,07:47,Bird,OC,Jungle Myna,2,30,S,
A_Con Tea,7,CT1,7,07:47,Bird,OC,Eurasian Hoopoe,1,30,S,
A_Con Tea,8,CT1,8,07:55,Bird,OC,Blyth's Reed-Warbler,1,30,H,Partly cloudy
A_Con Tea,8,CT1,8,07:55,Bird,OC,Jungle Myna,4,20,H,
A_Con Tea,8,CT1,8,07:55,Bird,RF,Orange Minivet,3,20,S,"1 male, 2 females"
A_Con Tea,8,CT1,8,07:55,Bird,OC,Blyth's Reed-Warbler,1,20,H,
A_Con Tea,8,CT1,8,07:55,Bird,OC,Blyth's Reed-Warbler,1,5,S,
A_Con Tea,8,CT1,8,07:55,Bird,OC,Spotted Dove,1,30,F,"Flying over canopy, out of plot"
A_Con Tea,8,CT1,8,07:55,Bird,OC,Red-whiskered Bulbul,1,30,S,
A_Con Tea,8,CT1,8,07:55,Bird,OC,Plum-headed Parakeet,1,20,S,Male
A_Con Tea,9,CT1,9,08:01,Bird,RF,White-cheeked Barbet,2,20,S,Partly cloudy
A_Con Tea,9,CT1,9,08:01,Bird,OC,Spotted Dove,2,10,S,
A_Con Tea,9,CT1,9,08:01,Mammal,NA,JUNGLE STRIPED SQUIRREL,1,0,S,
A_Con Tea,9,CT1,9,08:01,Mammal,NA,JUNGLE STRIPED SQUIRREL,1,10,S,
A_Con Tea,9,CT1,9,08:01,Bird,OC,Blyth's Reed-Warbler,1,30,H,Entering plot
A_Con Tea,9,CT1,9,08:01,Bird,OC,Common Tailorbird,1,20,H,
A_Con Tea,9,CT1,9,08:01,Bird,OC,Blyth's Reed-Warbler,1,15,H,
A_Con Tea,9,CT1,9,08:01,Bird,OC,Red-whiskered Bulbul,2,30,S,
A_Con Tea,9,CT1,9,08:01,Bird,OC,Red-whiskered Bulbul,1,10,S,
A_Con Tea,9,CT1,9,08:01,Bird,RF,Greenish Warbler,1,30,H,
A_Con Tea,10,CT1,10,08:07,Bird,RF,Greenish Warbler,1,15,H,Near Riverine restoration plot. Cloudy
A_Con Tea,10,CT1,10,08:07,Bird,OC,Red-whiskered Bulbul,2,30,H,
A_Con Tea,10,CT1,10,08:07,Bird,OC,Plum-headed Parakeet,1,20,S,Male
A_Con Tea,11,CT1,11,08:15,Bird,OC,Blyth's Reed-Warbler,1,15,S,"Past bridge (not crossing), mud road to the right through tea. Weather: Cloudy"
A_Con Tea,11,CT1,11,08:15,Bird,RF,Greenish Warbler,1,30,H,
A_Con Tea,11,CT1,11,08:15,Bird,OC,Blyth's Reed-Warbler,1,20,H,
A_Con Tea,11,CT1,11,08:15,Bird,OC,Red-whiskered Bulbul,1,30,H,
A_Con Tea,11,CT1,11,08:15,Bird,OC,Indian Pond-Heron,1,10,S,
A_Con Tea,11,CT1,11,08:15,Bird,OC,Oriental Magpie-Robin,1,30,S,Imitating Leafbird & Flowerpecker
A_Con Tea,12,CT1,12,08:22,Bird,OC,Blyth's Reed-Warbler,1,30,H,Entering plot
A_Con Tea,12,CT1,12,08:22,Bird,OC,Blyth's Reed-Warbler,1,30,S,Entering plot
A_Con Tea,12,CT1,12,08:22,Bird,OC,Blyth's Reed-Warbler,1,5,H,
A_Con Tea,12,CT1,12,08:22,Bird,OC,Blyth's Reed-Warbler,1,15,H,
